watersystem_code,unit_basin_code,watersystem_name,source_files,source_paths,source_layers,source_input_feature_n,source_file_count,basin_id,basin_unit_id,source_vector_area_m2
830305,65,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1283,1,229,B_830305_65,13417514.466858083
830305,66,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1343,1,230,B_830305_66,14035030.159943849
830305,67,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1939,1,231,B_830305_67,20265560.303249087
830305,68,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,301,1,232,B_830305_68,3143817.7751642833
830305,69,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1710,1,233,B_830305_69,17752346.985053338
830305,7,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,13,1,234,B_830305_7,58637.13767058856
830305,70,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1182,1,235,B_830305_70,12346279.259199029
830305,71,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,113,1,236,B_830305_71,1182253.4191926294
830305,72,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,375,1,237,B_830305_72,3923616.024309486
830305,73,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,425,1,238,B_830305_73,4447461.924382945
830305,74,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1139,1,239,B_830305_74,11883926.801884012
830305,75,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1320,1,240,B_830305_75,13811315.417034369
830305,76,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,675,1,241,B_830305_76,7060942.983068111
830305,77,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,740,1,242,B_830305_77,7734661.24648765
830305,78,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,239,1,243,B_830305_78,2498686.369045058
830305,79,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,636,1,244,B_830305_79,6649836.850100496
830305,8,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,514,1,245,B_830305_8,5380322.299396702
830305,80,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,854,1,246,B_830305_80,8899279.049145773
830305,81,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,928,1,247,B_830305_81,9701494.98713889
830305,82,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,814,1,248,B_830305_82,8504715.950338788
830305,83,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1025,1,249,B_830305_83,10712596.786120633
830305,84,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,734,1,250,B_830305_84,7664380.586388826
830305,85,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,217,1,251,B_830305_85,2266916.8665882535
830305,86,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,942,1,252,B_830305_86,9817258.410261763
830305,87,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,969,1,253,B_830305_87,10119893.528569337
830305,88,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,710,1,254,B_830305_88,7362434.721724086
830305,89,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,326,1,255,B_830305_89,3408972.146621072
830305,9,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,9,1,256,B_830305_9,94213.40925431842
830305,90,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,4005,1,257,B_830305_90,41712256.98513043
830305,91,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,2469,1,258,B_830305_91,25810174.427753158
830305,92,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1800,1,259,B_830305_92,18804925.18257517
830305,93,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,170,1,260,B_830305_93,1775026.6071398286
830305,94,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,710,1,261,B_830305_94,7390965.316994505
830305,95,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1120,1,262,B_830305_95,11694925.770276755
830305,96,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,3,1,263,B_830305_96,31342.245792884038
830305,97,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,675,1,264,B_830305_97,7050615.560252861
830305,98,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5338|W07_5339,3565,1,265,B_830305_98,36543610.01177636
830305,99,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1552,1,266,B_830305_99,16109748.630756287
830306,16,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,1876,1,267,B_830306_16,18887627.445845596
830306,17,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,153,1,268,B_830306_17,1435991.2329011904
830306,18,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,9,1,269,B_830306_18,51986.02471641185
830306,19,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,266,1,270,B_830306_19,2156812.7908423315
830306,20,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,2553,1,271,B_830306_20,26437407.647206325
830306,21,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,447,1,272,B_830306_21,4506440.994724307
830307,33,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,14,1,273,B_830307_33,28632.681632350614
830307,42,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,61,1,274,B_830307_42,132266.74531170994
830307,52,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,40,1,275,B_830307_52,87529.30517285352
830307,66,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,103,1,276,B_830307_66,242633.59782393437
unknown,0,,13Tokyo.gpkg,13Tokyo.gpkg,W07_5339,18623,1,277,B_unknown_0,184469741.56713706
