landscape_code,basin_id,class_id,watersystem_code,watersystem_name,unit_basin_code,basin_unit_id,gsi_landform_class,landform_unit_id,landscape_unit_id,available_cell_count,available_area_m2,available_area_km2,basin_cell_count,basin_grid_area_m2,landform_known_cell_count,landform_known_area_m2,landform_coverage_ratio,available_share_known,available_share_basin,resolution_m
88001,88,1,830304,,167,B_830304_167,山地斜面等,LF_CLASS::山地斜面等,B_830304_167_LF_CLASS::山地斜面等,1215,121500.0,0.1215,70445,7044500.0,1490,149000.0,0.02115125275037263,0.8154362416107382,0.017247498048122648,10.0
88011,88,11,830304,,167,B_830304_167,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_167_LF_CLASS::氾濫平野・海岸平野,169,16900.0,0.0169,70445,7044500.0,1490,149000.0,0.02115125275037263,0.11342281879194631,0.002399034707928171,10.0
88015,88,15,830304,,167,B_830304_167,河川敷・浜,LF_CLASS::河川敷・浜,B_830304_167_LF_CLASS::河川敷・浜,106,10600.0,0.0106,70445,7044500.0,1490,149000.0,0.02115125275037263,0.07114093959731543,0.0015047199943218114,10.0
89007,89,7,830304,,17,B_830304_17,自然堤防,LF_CLASS::自然堤防,B_830304_17_LF_CLASS::自然堤防,368,36800.0,0.0368,2509,250900.0,2450,245000.0,0.9764846552411319,0.15020408163265306,0.14667198086887206,10.0
89011,89,11,830304,,17,B_830304_17,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_17_LF_CLASS::氾濫平野・海岸平野,2044,204400.0,0.2044,2509,250900.0,2450,245000.0,0.9764846552411319,0.8342857142857143,0.8146671980868873,10.0
89016,89,16,830304,,17,B_830304_17,水部,LF_CLASS::水部,B_830304_17_LF_CLASS::水部,9,900.0,0.0009,2509,250900.0,2450,245000.0,0.9764846552411319,0.003673469387755102,0.0035870864886408927,10.0
89017,89,17,830304,,17,B_830304_17,旧水部,LF_CLASS::旧水部,B_830304_17_LF_CLASS::旧水部,29,2900.0,0.0029,2509,250900.0,2450,245000.0,0.9764846552411319,0.01183673469387755,0.011558389796731766,10.0
90011,90,11,830304,,18,B_830304_18,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_18_LF_CLASS::氾濫平野・海岸平野,330,33000.0,0.033,1565,156500.0,1182,118200.0,0.7552715654952077,0.27918781725888325,0.2108626198083067,10.0
90016,90,16,830304,,18,B_830304_18,水部,LF_CLASS::水部,B_830304_18_LF_CLASS::水部,852,85200.0,0.0852,1565,156500.0,1182,118200.0,0.7552715654952077,0.7208121827411168,0.544408945686901,10.0
91001,91,1,830304,,189,B_830304_189,山地斜面等,LF_CLASS::山地斜面等,B_830304_189_LF_CLASS::山地斜面等,654,65400.0,0.0654,4503,450300.0,1086,108600.0,0.24117255163224516,0.6022099447513812,0.145236508994004,10.0
91004,91,4,830304,,189,B_830304_189,台地・段丘,LF_CLASS::台地・段丘,B_830304_189_LF_CLASS::台地・段丘,349,34900.0,0.0349,4503,450300.0,1086,108600.0,0.24117255163224516,0.32136279926335176,0.07750388629802354,10.0
91011,91,11,830304,,189,B_830304_189,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_189_LF_CLASS::氾濫平野・海岸平野,83,8300.0,0.0083,4503,450300.0,1086,108600.0,0.24117255163224516,0.07642725598526703,0.018432156340217633,10.0
92011,92,11,830304,,19,B_830304_19,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_19_LF_CLASS::氾濫平野・海岸平野,56,5600.0,0.0056,2776,277600.0,1633,163300.0,0.5882564841498559,0.034292712798530314,0.020172910662824207,10.0
92016,92,16,830304,,19,B_830304_19,水部,LF_CLASS::水部,B_830304_19_LF_CLASS::水部,1577,157700.0,0.1577,2776,277600.0,1633,163300.0,0.5882564841498559,0.9657072872014697,0.5680835734870316,10.0
93001,93,1,830304,,194,B_830304_194,山地斜面等,LF_CLASS::山地斜面等,B_830304_194_LF_CLASS::山地斜面等,1727,172700.0,0.1727,99996,9999600.0,2095,209500.0,0.02095083803352134,0.8243436754176611,0.017270690827633106,10.0
93004,93,4,830304,,194,B_830304_194,台地・段丘,LF_CLASS::台地・段丘,B_830304_194_LF_CLASS::台地・段丘,186,18600.0,0.0186,99996,9999600.0,2095,209500.0,0.02095083803352134,0.08878281622911695,0.001860074402976119,10.0
93011,93,11,830304,,194,B_830304_194,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_194_LF_CLASS::氾濫平野・海岸平野,80,8000.0,0.008,99996,9999600.0,2095,209500.0,0.02095083803352134,0.03818615751789976,0.0008000320012800512,10.0
93015,93,15,830304,,194,B_830304_194,河川敷・浜,LF_CLASS::河川敷・浜,B_830304_194_LF_CLASS::河川敷・浜,102,10200.0,0.0102,99996,9999600.0,2095,209500.0,0.02095083803352134,0.0486873508353222,0.0010200408016320653,10.0
95016,95,16,830304,,2,B_830304_2,水部,LF_CLASS::水部,B_830304_2_LF_CLASS::水部,125,12500.0,0.0125,18207,1820700.0,18207,1820700.0,1.0,0.006865491294557038,0.006865491294557038,10.0
95017,95,17,830304,,2,B_830304_2,旧水部,LF_CLASS::旧水部,B_830304_2_LF_CLASS::旧水部,18082,1808200.0,1.8082,18207,1820700.0,18207,1820700.0,1.0,0.993134508705443,0.993134508705443,10.0
96007,96,7,830304,,20,B_830304_20,自然堤防,LF_CLASS::自然堤防,B_830304_20_LF_CLASS::自然堤防,7456,745600.0,0.7456,37018,3701800.0,36603,3660300.0,0.9887892376681614,0.20369915034286806,0.20141552758117673,10.0
96011,96,11,830304,,20,B_830304_20,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_20_LF_CLASS::氾濫平野・海岸平野,17151,1715100.0,1.7151,37018,3701800.0,36603,3660300.0,0.9887892376681614,0.4685681501516269,0.4633151439840078,10.0
96012,96,12,830304,,20,B_830304_20,後背低地・湿地,LF_CLASS::後背低地・湿地,B_830304_20_LF_CLASS::後背低地・湿地,8498,849800.0,0.8498,37018,3701800.0,36603,3660300.0,0.9887892376681614,0.23216676228724423,0.22956399589388946,10.0
96013,96,13,830304,,20,B_830304_20,旧河道,LF_CLASS::旧河道,B_830304_20_LF_CLASS::旧河道,2873,287300.0,0.2873,37018,3701800.0,36603,3660300.0,0.9887892376681614,0.07849083408463788,0.07761089199848722,10.0
96016,96,16,830304,,20,B_830304_20,水部,LF_CLASS::水部,B_830304_20_LF_CLASS::水部,559,55900.0,0.0559,37018,3701800.0,36603,3660300.0,0.9887892376681614,0.015271972242712347,0.015100761791560863,10.0
96017,96,17,830304,,20,B_830304_20,旧水部,LF_CLASS::旧水部,B_830304_20_LF_CLASS::旧水部,66,6600.0,0.0066,37018,3701800.0,36603,3660300.0,0.9887892376681614,0.001803130890910581,0.0017829164190393861,10.0
97016,97,16,830304,,21,B_830304_21,水部,LF_CLASS::水部,B_830304_21_LF_CLASS::水部,518,51800.0,0.0518,5894,589400.0,5894,589400.0,1.0,0.08788598574821853,0.08788598574821853,10.0
97017,97,17,830304,,21,B_830304_21,旧水部,LF_CLASS::旧水部,B_830304_21_LF_CLASS::旧水部,5376,537600.0,0.5376,5894,589400.0,5894,589400.0,1.0,0.9121140142517815,0.9121140142517815,10.0
98016,98,16,830304,,22,B_830304_22,水部,LF_CLASS::水部,B_830304_22_LF_CLASS::水部,627,62700.0,0.0627,8885,888500.0,8885,888500.0,1.0,0.07056837366347778,0.07056837366347778,10.0
98017,98,17,830304,,22,B_830304_22,旧水部,LF_CLASS::旧水部,B_830304_22_LF_CLASS::旧水部,8258,825800.0,0.8258,8885,888500.0,8885,888500.0,1.0,0.9294316263365222,0.9294316263365222,10.0
100016,100,16,830304,,23,B_830304_23,水部,LF_CLASS::水部,B_830304_23_LF_CLASS::水部,4144,414400.0,0.4144,8820,882000.0,8820,882000.0,1.0,0.46984126984126984,0.46984126984126984,10.0
100017,100,17,830304,,23,B_830304_23,旧水部,LF_CLASS::旧水部,B_830304_23_LF_CLASS::旧水部,4676,467600.0,0.4676,8820,882000.0,8820,882000.0,1.0,0.5301587301587302,0.5301587301587302,10.0
102016,102,16,830304,,24,B_830304_24,水部,LF_CLASS::水部,B_830304_24_LF_CLASS::水部,3438,343800.0,0.3438,4637,463700.0,4637,463700.0,1.0,0.7414276471856804,0.7414276471856804,10.0
102017,102,17,830304,,24,B_830304_24,旧水部,LF_CLASS::旧水部,B_830304_24_LF_CLASS::旧水部,1199,119900.0,0.1199,4637,463700.0,4637,463700.0,1.0,0.2585723528143196,0.2585723528143196,10.0
103002,103,2,830304,,25,B_830304_25,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_25_LF_CLASS::崖・段丘崖,728,72800.0,0.0728,77011,7701100.0,76837,7683700.0,0.9977405825141863,0.009474602079727215,0.009453194998117151,10.0
103004,103,4,830304,,25,B_830304_25,台地・段丘,LF_CLASS::台地・段丘,B_830304_25_LF_CLASS::台地・段丘,3883,388300.0,0.3883,77011,7701100.0,76837,7683700.0,0.9977405825141863,0.05053554927964392,0.050421368375946296,10.0
103009,103,9,830304,,25,B_830304_25,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830304_25_LF_CLASS::砂州・砂丘,20572,2057200.0,2.0572,77011,7701100.0,76837,7683700.0,0.9977405825141863,0.26773559613207176,0.26713066964459625,10.0
103011,103,11,830304,,25,B_830304_25,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_25_LF_CLASS::氾濫平野・海岸平野,40595,4059500.0,4.0595,77011,7701100.0,76837,7683700.0,0.9977405825141863,0.5283261970144592,0.5271324875667113,10.0
103016,103,16,830304,,25,B_830304_25,水部,LF_CLASS::水部,B_830304_25_LF_CLASS::水部,4842,484200.0,0.4842,77011,7701100.0,76837,7683700.0,0.9977405825141863,0.06301651548082304,0.06287413486385061,10.0
103017,103,17,830304,,25,B_830304_25,旧水部,LF_CLASS::旧水部,B_830304_25_LF_CLASS::旧水部,6217,621700.0,0.6217,77011,7701100.0,76837,7683700.0,0.9977405825141863,0.08091154001327486,0.08072872706496474,10.0
105001,105,1,830304,,26,B_830304_26,山地斜面等,LF_CLASS::山地斜面等,B_830304_26_LF_CLASS::山地斜面等,16522,1652200.0,1.6522,123255,12325500.0,123255,12325500.0,1.0,0.13404730031236056,0.13404730031236056,10.0
105002,105,2,830304,,26,B_830304_26,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_26_LF_CLASS::崖・段丘崖,1183,118300.0,0.1183,123255,12325500.0,123255,12325500.0,1.0,0.009597987911240924,0.009597987911240924,10.0
105004,105,4,830304,,26,B_830304_26,台地・段丘,LF_CLASS::台地・段丘,B_830304_26_LF_CLASS::台地・段丘,73021,7302100.0,7.3021,123255,12325500.0,123255,12325500.0,1.0,0.5924384406312118,0.5924384406312118,10.0
105007,105,7,830304,,26,B_830304_26,自然堤防,LF_CLASS::自然堤防,B_830304_26_LF_CLASS::自然堤防,1180,118000.0,0.118,123255,12325500.0,123255,12325500.0,1.0,0.009573648127864995,0.009573648127864995,10.0
105009,105,9,830304,,26,B_830304_26,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830304_26_LF_CLASS::砂州・砂丘,6066,606600.0,0.6066,123255,12325500.0,123255,12325500.0,1.0,0.04921504198612632,0.04921504198612632,10.0
105010,105,10,830304,,26,B_830304_26,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_26_LF_CLASS::凹地・浅い谷,4083,408300.0,0.4083,123255,12325500.0,123255,12325500.0,1.0,0.03312644517463795,0.03312644517463795,10.0
105011,105,11,830304,,26,B_830304_26,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_26_LF_CLASS::氾濫平野・海岸平野,19259,1925900.0,1.9259,123255,12325500.0,123255,12325500.0,1.0,0.15625329601233215,0.15625329601233215,10.0
105013,105,13,830304,,26,B_830304_26,旧河道,LF_CLASS::旧河道,B_830304_26_LF_CLASS::旧河道,257,25700.0,0.0257,123255,12325500.0,123255,12325500.0,1.0,0.002085108109204495,0.002085108109204495,10.0
105016,105,16,830304,,26,B_830304_26,水部,LF_CLASS::水部,B_830304_26_LF_CLASS::水部,1684,168400.0,0.1684,123255,12325500.0,123255,12325500.0,1.0,0.013662731735020892,0.013662731735020892,10.0
108002,108,2,830304,,27,B_830304_27,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_27_LF_CLASS::崖・段丘崖,2112,211200.0,0.2112,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.03739707835325365,0.03718440790168668,10.0
108004,108,4,830304,,27,B_830304_27,台地・段丘,LF_CLASS::台地・段丘,B_830304_27_LF_CLASS::台地・段丘,21420,2142000.0,2.142,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.37928286852589643,0.37712595513926545,10.0
108005,108,5,830304,,27,B_830304_27,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_27_LF_CLASS::山麓堆積地形,199,19900.0,0.0199,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.003523683045595396,0.003503644494524455,10.0
108007,108,7,830304,,27,B_830304_27,自然堤防,LF_CLASS::自然堤防,B_830304_27_LF_CLASS::自然堤防,3018,301800.0,0.3018,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.05343957503320053,0.05313567379133068,10.0
108009,108,9,830304,,27,B_830304_27,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830304_27_LF_CLASS::砂州・砂丘,5931,593100.0,0.5931,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.1050199203187251,0.10442269093982183,10.0
108011,108,11,830304,,27,B_830304_27,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_27_LF_CLASS::氾濫平野・海岸平野,18904,1890400.0,1.8904,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.33473218238158475,0.3328286207260819,10.0
108012,108,12,830304,,27,B_830304_27,後背低地・湿地,LF_CLASS::後背低地・湿地,B_830304_27_LF_CLASS::後背低地・湿地,215,21500.0,0.0215,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.003806994245241257,0.003785344554385718,10.0
108013,108,13,830304,,27,B_830304_27,旧河道,LF_CLASS::旧河道,B_830304_27_LF_CLASS::旧河道,2352,235200.0,0.2352,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.04164674634794157,0.04140990879960562,10.0
108016,108,16,830304,,27,B_830304_27,水部,LF_CLASS::水部,B_830304_27_LF_CLASS::水部,2324,232400.0,0.2324,56798,5679800.0,56475,5647500.0,0.9943131800415508,0.04115095174856131,0.04091693369484841,10.0
112011,112,11,830304,,28,B_830304_28,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_28_LF_CLASS::氾濫平野・海岸平野,28,2800.0,0.0028,81,8100.0,66,6600.0,0.8148148148148148,0.42424242424242425,0.345679012345679,10.0
112013,112,13,830304,,28,B_830304_28,旧河道,LF_CLASS::旧河道,B_830304_28_LF_CLASS::旧河道,38,3800.0,0.0038,81,8100.0,66,6600.0,0.8148148148148148,0.5757575757575758,0.4691358024691358,10.0
113007,113,7,830304,,29,B_830304_29,自然堤防,LF_CLASS::自然堤防,B_830304_29_LF_CLASS::自然堤防,901,90100.0,0.0901,12583,1258300.0,7776,777600.0,0.6179766351426528,0.115869341563786,0.0716045458157832,10.0
113011,113,11,830304,,29,B_830304_29,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_29_LF_CLASS::氾濫平野・海岸平野,4081,408100.0,0.4081,12583,1258300.0,7776,777600.0,0.6179766351426528,0.5248199588477366,0.3243264722244298,10.0
113012,113,12,830304,,29,B_830304_29,後背低地・湿地,LF_CLASS::後背低地・湿地,B_830304_29_LF_CLASS::後背低地・湿地,69,6900.0,0.0069,12583,1258300.0,7776,777600.0,0.6179766351426528,0.008873456790123456,0.005483588969244218,10.0
113013,113,13,830304,,29,B_830304_29,旧河道,LF_CLASS::旧河道,B_830304_29_LF_CLASS::旧河道,478,47800.0,0.0478,12583,1258300.0,7776,777600.0,0.6179766351426528,0.06147119341563786,0.03798776126519908,10.0
113016,113,16,830304,,29,B_830304_29,水部,LF_CLASS::水部,B_830304_29_LF_CLASS::水部,2247,224700.0,0.2247,12583,1258300.0,7776,777600.0,0.6179766351426528,0.28896604938271603,0.1785742668679965,10.0
114016,114,16,830304,,3,B_830304_3,水部,LF_CLASS::水部,B_830304_3_LF_CLASS::水部,1722,172200.0,0.1722,3151,315100.0,2994,299400.0,0.950174547762615,0.5751503006012024,0.5464931767692796,10.0
114017,114,17,830304,,3,B_830304_3,旧水部,LF_CLASS::旧水部,B_830304_3_LF_CLASS::旧水部,1272,127200.0,0.1272,3151,315100.0,2994,299400.0,0.950174547762615,0.4248496993987976,0.40368137099333545,10.0
115016,115,16,830304,,31,B_830304_31,水部,LF_CLASS::水部,B_830304_31_LF_CLASS::水部,37,3700.0,0.0037,632,63200.0,632,63200.0,1.0,0.058544303797468354,0.058544303797468354,10.0
115017,115,17,830304,,31,B_830304_31,旧水部,LF_CLASS::旧水部,B_830304_31_LF_CLASS::旧水部,595,59500.0,0.0595,632,63200.0,632,63200.0,1.0,0.9414556962025317,0.9414556962025317,10.0
116016,116,16,830304,,32,B_830304_32,水部,LF_CLASS::水部,B_830304_32_LF_CLASS::水部,764,76400.0,0.0764,2734,273400.0,2734,273400.0,1.0,0.2794440380395026,0.2794440380395026,10.0
116017,116,17,830304,,32,B_830304_32,旧水部,LF_CLASS::旧水部,B_830304_32_LF_CLASS::旧水部,1970,197000.0,0.197,2734,273400.0,2734,273400.0,1.0,0.7205559619604974,0.7205559619604974,10.0
117016,117,16,830304,,33,B_830304_33,水部,LF_CLASS::水部,B_830304_33_LF_CLASS::水部,97,9700.0,0.0097,10145,1014500.0,10145,1014500.0,1.0,0.009561360275998028,0.009561360275998028,10.0
117017,117,17,830304,,33,B_830304_33,旧水部,LF_CLASS::旧水部,B_830304_33_LF_CLASS::旧水部,10048,1004800.0,1.0048,10145,1014500.0,10145,1014500.0,1.0,0.9904386397240019,0.9904386397240019,10.0
118016,118,16,830304,,34,B_830304_34,水部,LF_CLASS::水部,B_830304_34_LF_CLASS::水部,541,54100.0,0.0541,4482,448200.0,4482,448200.0,1.0,0.12070504239178938,0.12070504239178938,10.0
118017,118,17,830304,,34,B_830304_34,旧水部,LF_CLASS::旧水部,B_830304_34_LF_CLASS::旧水部,3941,394100.0,0.3941,4482,448200.0,4482,448200.0,1.0,0.8792949576082106,0.8792949576082106,10.0
119016,119,16,830304,,35,B_830304_35,水部,LF_CLASS::水部,B_830304_35_LF_CLASS::水部,800,80000.0,0.08,1751,175100.0,1751,175100.0,1.0,0.4568817818389492,0.4568817818389492,10.0
119017,119,17,830304,,35,B_830304_35,旧水部,LF_CLASS::旧水部,B_830304_35_LF_CLASS::旧水部,951,95100.0,0.0951,1751,175100.0,1751,175100.0,1.0,0.5431182181610509,0.5431182181610509,10.0
120009,120,9,830304,,36,B_830304_36,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830304_36_LF_CLASS::砂州・砂丘,783,78300.0,0.0783,17812,1781200.0,17812,1781200.0,1.0,0.043959128677296205,0.043959128677296205,10.0
120011,120,11,830304,,36,B_830304_36,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_36_LF_CLASS::氾濫平野・海岸平野,5589,558900.0,0.5589,17812,1781200.0,17812,1781200.0,1.0,0.3137772288344936,0.3137772288344936,10.0
120016,120,16,830304,,36,B_830304_36,水部,LF_CLASS::水部,B_830304_36_LF_CLASS::水部,11440,1144000.0,1.144,17812,1781200.0,17812,1781200.0,1.0,0.6422636424882102,0.6422636424882102,10.0
121001,121,1,830304,,37,B_830304_37,山地斜面等,LF_CLASS::山地斜面等,B_830304_37_LF_CLASS::山地斜面等,8194,819400.0,0.8194,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.06391376244110948,0.06391077139068715,10.0
121002,121,2,830304,,37,B_830304_37,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_37_LF_CLASS::崖・段丘崖,3532,353200.0,0.3532,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.02754984243861346,0.027548553154980112,10.0
121004,121,4,830304,,37,B_830304_37,台地・段丘,LF_CLASS::台地・段丘,B_830304_37_LF_CLASS::台地・段丘,33406,3340600.0,3.3406,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.26056909300801845,0.26055689883784416,10.0
121009,121,9,830304,,37,B_830304_37,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830304_37_LF_CLASS::砂州・砂丘,12813,1281300.0,1.2813,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.09994227949205953,0.0999376023711099,10.0
121010,121,10,830304,,37,B_830304_37,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_37_LF_CLASS::凹地・浅い谷,734,73400.0,0.0734,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.005725250382203363,0.0057249824506668745,10.0
121011,121,11,830304,,37,B_830304_37,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_37_LF_CLASS::氾濫平野・海岸平野,27270,2727000.0,2.727,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.2127078718292721,0.2126979174791358,10.0
121012,121,12,830304,,37,B_830304_37,後背低地・湿地,LF_CLASS::後背低地・湿地,B_830304_37_LF_CLASS::後背低地・湿地,2253,225300.0,0.2253,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.017573554647280897,0.017572732236175025,10.0
121016,121,16,830304,,37,B_830304_37,水部,LF_CLASS::水部,B_830304_37_LF_CLASS::水部,8012,801200.0,0.8012,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.062494149948519546,0.06249122533343733,10.0
121017,121,17,830304,,37,B_830304_37,旧水部,LF_CLASS::旧水部,B_830304_37_LF_CLASS::旧水部,31990,3199000.0,3.199,128210,12821000.0,128204,12820400.0,0.9999532017783325,0.24952419581292315,0.24951251852429607,10.0
122001,122,1,830304,,38,B_830304_38,山地斜面等,LF_CLASS::山地斜面等,B_830304_38_LF_CLASS::山地斜面等,1248,124800.0,0.1248,91652,9165200.0,91652,9165200.0,1.0,0.01361672413040632,0.01361672413040632,10.0
122002,122,2,830304,,38,B_830304_38,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_38_LF_CLASS::崖・段丘崖,1030,103000.0,0.103,91652,9165200.0,91652,9165200.0,1.0,0.011238161742242396,0.011238161742242396,10.0
122004,122,4,830304,,38,B_830304_38,台地・段丘,LF_CLASS::台地・段丘,B_830304_38_LF_CLASS::台地・段丘,22706,2270600.0,2.2706,91652,9165200.0,91652,9165200.0,1.0,0.24774145681490856,0.24774145681490856,10.0
122009,122,9,830304,,38,B_830304_38,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830304_38_LF_CLASS::砂州・砂丘,10098,1009800.0,1.0098,91652,9165200.0,91652,9165200.0,1.0,0.11017762842054729,0.11017762842054729,10.0
122010,122,10,830304,,38,B_830304_38,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_38_LF_CLASS::凹地・浅い谷,792,79200.0,0.0792,91652,9165200.0,91652,9165200.0,1.0,0.008641382621219395,0.008641382621219395,10.0
122011,122,11,830304,,38,B_830304_38,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_38_LF_CLASS::氾濫平野・海岸平野,18252,1825200.0,1.8252,91652,9165200.0,91652,9165200.0,1.0,0.19914459040719243,0.19914459040719243,10.0
122012,122,12,830304,,38,B_830304_38,後背低地・湿地,LF_CLASS::後背低地・湿地,B_830304_38_LF_CLASS::後背低地・湿地,1300,130000.0,0.13,91652,9165200.0,91652,9165200.0,1.0,0.014184087635839917,0.014184087635839917,10.0
122016,122,16,830304,,38,B_830304_38,水部,LF_CLASS::水部,B_830304_38_LF_CLASS::水部,27282,2728200.0,2.7282,91652,9165200.0,91652,9165200.0,1.0,0.29766944529306505,0.29766944529306505,10.0
122017,122,17,830304,,38,B_830304_38,旧水部,LF_CLASS::旧水部,B_830304_38_LF_CLASS::旧水部,8944,894400.0,0.8944,91652,9165200.0,91652,9165200.0,1.0,0.09758652293457862,0.09758652293457862,10.0
123001,123,1,830304,,39,B_830304_39,山地斜面等,LF_CLASS::山地斜面等,B_830304_39_LF_CLASS::山地斜面等,9947,994700.0,0.9947,51640,5164000.0,51640,5164000.0,1.0,0.19262199845081332,0.19262199845081332,10.0
123002,123,2,830304,,39,B_830304_39,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_39_LF_CLASS::崖・段丘崖,1349,134900.0,0.1349,51640,5164000.0,51640,5164000.0,1.0,0.02612316034082107,0.02612316034082107,10.0
123004,123,4,830304,,39,B_830304_39,台地・段丘,LF_CLASS::台地・段丘,B_830304_39_LF_CLASS::台地・段丘,28824,2882400.0,2.8824,51640,5164000.0,51640,5164000.0,1.0,0.5581719597211464,0.5581719597211464,10.0
123005,123,5,830304,,39,B_830304_39,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_39_LF_CLASS::山麓堆積地形,730,73000.0,0.073,51640,5164000.0,51640,5164000.0,1.0,0.014136328427575524,0.014136328427575524,10.0
123010,123,10,830304,,39,B_830304_39,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_39_LF_CLASS::凹地・浅い谷,3174,317400.0,0.3174,51640,5164000.0,51640,5164000.0,1.0,0.06146398140975987,0.06146398140975987,10.0
123011,123,11,830304,,39,B_830304_39,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_39_LF_CLASS::氾濫平野・海岸平野,7194,719400.0,0.7194,51640,5164000.0,51640,5164000.0,1.0,0.13931061192873742,0.13931061192873742,10.0
123013,123,13,830304,,39,B_830304_39,旧河道,LF_CLASS::旧河道,B_830304_39_LF_CLASS::旧河道,31,3100.0,0.0031,51640,5164000.0,51640,5164000.0,1.0,0.0006003098373353989,0.0006003098373353989,10.0
123016,123,16,830304,,39,B_830304_39,水部,LF_CLASS::水部,B_830304_39_LF_CLASS::水部,391,39100.0,0.0391,51640,5164000.0,51640,5164000.0,1.0,0.007571649883810999,0.007571649883810999,10.0
124016,124,16,830304,,4,B_830304_4,水部,LF_CLASS::水部,B_830304_4_LF_CLASS::水部,239,23900.0,0.0239,3447,344700.0,3447,344700.0,1.0,0.06933565419205105,0.06933565419205105,10.0
124017,124,17,830304,,4,B_830304_4,旧水部,LF_CLASS::旧水部,B_830304_4_LF_CLASS::旧水部,3208,320800.0,0.3208,3447,344700.0,3447,344700.0,1.0,0.930664345807949,0.930664345807949,10.0
125001,125,1,830304,,40,B_830304_40,山地斜面等,LF_CLASS::山地斜面等,B_830304_40_LF_CLASS::山地斜面等,5177,517700.0,0.5177,41853,4185300.0,41850,4185000.0,0.9999283205504982,0.1237037037037037,0.12369483669032089,10.0
125004,125,4,830304,,40,B_830304_40,台地・段丘,LF_CLASS::台地・段丘,B_830304_40_LF_CLASS::台地・段丘,21321,2132100.0,2.1321,41853,4185300.0,41850,4185000.0,0.9999283205504982,0.5094623655913979,0.5094258476094904,10.0
125010,125,10,830304,,40,B_830304_40,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_40_LF_CLASS::凹地・浅い谷,7672,767200.0,0.7672,41853,4185300.0,41850,4185000.0,0.9999283205504982,0.18332138590203106,0.1833082455260077,10.0
125011,125,11,830304,,40,B_830304_40,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_40_LF_CLASS::氾濫平野・海岸平野,7217,721700.0,0.7217,41853,4185300.0,41850,4185000.0,0.9999283205504982,0.17244922341696536,0.1724368623515638,10.0
