landscape_code,basin_id,class_id,watersystem_code,watersystem_name,unit_basin_code,basin_unit_id,gsi_landform_class,landform_unit_id,landscape_unit_id,available_cell_count,available_area_m2,available_area_km2,basin_cell_count,basin_grid_area_m2,landform_known_cell_count,landform_known_area_m2,landform_coverage_ratio,available_share_known,available_share_basin,resolution_m
152010,152,10,830304,,79,B_830304_79,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_79_LF_CLASS::凹地・浅い谷,3990,399000.0,0.399,17359,1735900.0,17359,1735900.0,1.0,0.22985194999711964,0.22985194999711964,10.0
152011,152,11,830304,,79,B_830304_79,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_79_LF_CLASS::氾濫平野・海岸平野,1149,114900.0,0.1149,17359,1735900.0,17359,1735900.0,1.0,0.06619044875856904,0.06619044875856904,10.0
152016,152,16,830304,,79,B_830304_79,水部,LF_CLASS::水部,B_830304_79_LF_CLASS::水部,154,15400.0,0.0154,17359,1735900.0,17359,1735900.0,1.0,0.008871478771818653,0.008871478771818653,10.0
153016,153,16,830304,,8,B_830304_8,水部,LF_CLASS::水部,B_830304_8_LF_CLASS::水部,3686,368600.0,0.3686,9611,961100.0,9611,961100.0,1.0,0.3835188846113828,0.3835188846113828,10.0
153017,153,17,830304,,8,B_830304_8,旧水部,LF_CLASS::旧水部,B_830304_8_LF_CLASS::旧水部,5925,592500.0,0.5925,9611,961100.0,9611,961100.0,1.0,0.6164811153886172,0.6164811153886172,10.0
154001,154,1,830304,,80,B_830304_80,山地斜面等,LF_CLASS::山地斜面等,B_830304_80_LF_CLASS::山地斜面等,7868,786800.0,0.7868,55264,5526400.0,55264,5526400.0,1.0,0.14237116386797916,0.14237116386797916,10.0
154002,154,2,830304,,80,B_830304_80,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_80_LF_CLASS::崖・段丘崖,276,27600.0,0.0276,55264,5526400.0,55264,5526400.0,1.0,0.004994209612044007,0.004994209612044007,10.0
154004,154,4,830304,,80,B_830304_80,台地・段丘,LF_CLASS::台地・段丘,B_830304_80_LF_CLASS::台地・段丘,38546,3854600.0,3.8546,55264,5526400.0,55264,5526400.0,1.0,0.697488419224088,0.697488419224088,10.0
154010,154,10,830304,,80,B_830304_80,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_80_LF_CLASS::凹地・浅い谷,5238,523800.0,0.5238,55264,5526400.0,55264,5526400.0,1.0,0.09478141285466127,0.09478141285466127,10.0
154011,154,11,830304,,80,B_830304_80,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_80_LF_CLASS::氾濫平野・海岸平野,2976,297600.0,0.2976,55264,5526400.0,55264,5526400.0,1.0,0.05385060799073538,0.05385060799073538,10.0
154013,154,13,830304,,80,B_830304_80,旧河道,LF_CLASS::旧河道,B_830304_80_LF_CLASS::旧河道,16,1600.0,0.0016,55264,5526400.0,55264,5526400.0,1.0,0.00028951939779965256,0.00028951939779965256,10.0
154016,154,16,830304,,80,B_830304_80,水部,LF_CLASS::水部,B_830304_80_LF_CLASS::水部,344,34400.0,0.0344,55264,5526400.0,55264,5526400.0,1.0,0.006224667052692531,0.006224667052692531,10.0
155001,155,1,830304,,82,B_830304_82,山地斜面等,LF_CLASS::山地斜面等,B_830304_82_LF_CLASS::山地斜面等,5857,585700.0,0.5857,64169,6416900.0,64168,6416800.0,0.999984416151101,0.09127602543323775,0.0912746030014493,10.0
155002,155,2,830304,,82,B_830304_82,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_82_LF_CLASS::崖・段丘崖,58,5800.0,0.0058,64169,6416900.0,64168,6416800.0,0.999984416151101,0.0009038773220296721,0.0009038632361420624,10.0
155004,155,4,830304,,82,B_830304_82,台地・段丘,LF_CLASS::台地・段丘,B_830304_82_LF_CLASS::台地・段丘,41974,4197400.0,4.1974,64169,6416900.0,64168,6416800.0,0.999984416151101,0.6541266674978182,0.6541164736866711,10.0
155010,155,10,830304,,82,B_830304_82,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_82_LF_CLASS::凹地・浅い谷,11296,1129600.0,1.1296,64169,6416900.0,64168,6416800.0,0.999984416151101,0.1760379005111582,0.17603515716311616,10.0
155011,155,11,830304,,82,B_830304_82,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_82_LF_CLASS::氾濫平野・海岸平野,4009,400900.0,0.4009,64169,6416900.0,64168,6416800.0,0.999984416151101,0.0624766238623613,0.06247565023609531,10.0
155013,155,13,830304,,82,B_830304_82,旧河道,LF_CLASS::旧河道,B_830304_82_LF_CLASS::旧河道,481,48100.0,0.0481,64169,6416900.0,64168,6416800.0,0.999984416151101,0.0074959481361426255,0.007495831320419517,10.0
155016,155,16,830304,,82,B_830304_82,水部,LF_CLASS::水部,B_830304_82_LF_CLASS::水部,493,49300.0,0.0493,64169,6416900.0,64168,6416800.0,0.999984416151101,0.007682957237252213,0.00768283750720753,10.0
156001,156,1,830304,,83,B_830304_83,山地斜面等,LF_CLASS::山地斜面等,B_830304_83_LF_CLASS::山地斜面等,2379,237900.0,0.2379,23484,2348400.0,23484,2348400.0,1.0,0.10130301481859989,0.10130301481859989,10.0
156002,156,2,830304,,83,B_830304_83,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830304_83_LF_CLASS::崖・段丘崖,199,19900.0,0.0199,23484,2348400.0,23484,2348400.0,1.0,0.008473854539260773,0.008473854539260773,10.0
156004,156,4,830304,,83,B_830304_83,台地・段丘,LF_CLASS::台地・段丘,B_830304_83_LF_CLASS::台地・段丘,14604,1460400.0,1.4604,23484,2348400.0,23484,2348400.0,1.0,0.6218702095043434,0.6218702095043434,10.0
156005,156,5,830304,,83,B_830304_83,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_83_LF_CLASS::山麓堆積地形,462,46200.0,0.0462,23484,2348400.0,23484,2348400.0,1.0,0.019672968829841594,0.019672968829841594,10.0
156010,156,10,830304,,83,B_830304_83,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_83_LF_CLASS::凹地・浅い谷,477,47700.0,0.0477,23484,2348400.0,23484,2348400.0,1.0,0.02031170158405723,0.02031170158405723,10.0
156011,156,11,830304,,83,B_830304_83,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_83_LF_CLASS::氾濫平野・海岸平野,5210,521000.0,0.521,23484,2348400.0,23484,2348400.0,1.0,0.22185317663089762,0.22185317663089762,10.0
156013,156,13,830304,,83,B_830304_83,旧河道,LF_CLASS::旧河道,B_830304_83_LF_CLASS::旧河道,20,2000.0,0.002,23484,2348400.0,23484,2348400.0,1.0,0.000851643672287515,0.000851643672287515,10.0
156016,156,16,830304,,83,B_830304_83,水部,LF_CLASS::水部,B_830304_83_LF_CLASS::水部,133,13300.0,0.0133,23484,2348400.0,23484,2348400.0,1.0,0.0056634304207119745,0.0056634304207119745,10.0
157001,157,1,830304,,86,B_830304_86,山地斜面等,LF_CLASS::山地斜面等,B_830304_86_LF_CLASS::山地斜面等,44678,4467800.0,4.4678,83424,8342400.0,83423,8342300.0,0.9999880130418105,0.5355597377222109,0.5355533179900268,10.0
157004,157,4,830304,,86,B_830304_86,台地・段丘,LF_CLASS::台地・段丘,B_830304_86_LF_CLASS::台地・段丘,12520,1252000.0,1.252,83424,8342400.0,83423,8342300.0,0.9999880130418105,0.1500785155173034,0.15007671653241272,10.0
157005,157,5,830304,,86,B_830304_86,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_86_LF_CLASS::山麓堆積地形,3095,309500.0,0.3095,83424,8342400.0,83423,8342300.0,0.9999880130418105,0.037100080313582584,0.03709963559647104,10.0
157011,157,11,830304,,86,B_830304_86,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_86_LF_CLASS::氾濫平野・海岸平野,10868,1086800.0,1.0868,83424,8342400.0,83423,8342300.0,0.9999880130418105,0.1302758232142215,0.13027426160337552,10.0
157016,157,16,830304,,86,B_830304_86,水部,LF_CLASS::水部,B_830304_86_LF_CLASS::水部,12262,1226200.0,1.2262,83424,8342400.0,83423,8342300.0,0.9999880130418105,0.14698584323268163,0.14698408131952437,10.0
158001,158,1,830304,,87,B_830304_87,山地斜面等,LF_CLASS::山地斜面等,B_830304_87_LF_CLASS::山地斜面等,13230,1323000.0,1.323,25974,2597400.0,25974,2597400.0,1.0,0.5093555093555093,0.5093555093555093,10.0
158004,158,4,830304,,87,B_830304_87,台地・段丘,LF_CLASS::台地・段丘,B_830304_87_LF_CLASS::台地・段丘,2308,230800.0,0.2308,25974,2597400.0,25974,2597400.0,1.0,0.08885808885808885,0.08885808885808885,10.0
158005,158,5,830304,,87,B_830304_87,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_87_LF_CLASS::山麓堆積地形,4076,407600.0,0.4076,25974,2597400.0,25974,2597400.0,1.0,0.15692615692615694,0.15692615692615694,10.0
158011,158,11,830304,,87,B_830304_87,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_87_LF_CLASS::氾濫平野・海岸平野,6121,612100.0,0.6121,25974,2597400.0,25974,2597400.0,1.0,0.23565873565873566,0.23565873565873566,10.0
158016,158,16,830304,,87,B_830304_87,水部,LF_CLASS::水部,B_830304_87_LF_CLASS::水部,239,23900.0,0.0239,25974,2597400.0,25974,2597400.0,1.0,0.009201509201509202,0.009201509201509202,10.0
159001,159,1,830304,,88,B_830304_88,山地斜面等,LF_CLASS::山地斜面等,B_830304_88_LF_CLASS::山地斜面等,12767,1276700.0,1.2767,123284,12328400.0,123283,12328300.0,0.9999918886473508,0.10355847927127017,0.10355763927192499,10.0
159004,159,4,830304,,88,B_830304_88,台地・段丘,LF_CLASS::台地・段丘,B_830304_88_LF_CLASS::台地・段丘,87759,8775900.0,8.7759,123284,12328400.0,123283,12328300.0,0.9999918886473508,0.7118499712044645,0.7118441971383148,10.0
159005,159,5,830304,,88,B_830304_88,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_88_LF_CLASS::山麓堆積地形,2260,226000.0,0.226,123284,12328400.0,123283,12328300.0,0.9999918886473508,0.01833180568285976,0.018331656987119173,10.0
159010,159,10,830304,,88,B_830304_88,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830304_88_LF_CLASS::凹地・浅い谷,12608,1260800.0,1.2608,123284,12328400.0,123283,12328300.0,0.9999918886473508,0.10226876373871499,0.10226793420070732,10.0
159011,159,11,830304,,88,B_830304_88,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_88_LF_CLASS::氾濫平野・海岸平野,7273,727300.0,0.7273,123284,12328400.0,123283,12328300.0,0.9999918886473508,0.05899434634134471,0.05899386781739723,10.0
159016,159,16,830304,,88,B_830304_88,水部,LF_CLASS::水部,B_830304_88_LF_CLASS::水部,616,61600.0,0.0616,123284,12328400.0,123283,12328300.0,0.9999918886473508,0.004996633761345847,0.004996593231887349,10.0
160016,160,16,830304,,9,B_830304_9,水部,LF_CLASS::水部,B_830304_9_LF_CLASS::水部,8053,805300.0,0.8053,13738,1373800.0,13731,1373100.0,0.9994904644052992,0.5864831403393781,0.5861843063036832,10.0
160017,160,17,830304,,9,B_830304_9,旧水部,LF_CLASS::旧水部,B_830304_9_LF_CLASS::旧水部,5678,567800.0,0.5678,13738,1373800.0,13731,1373100.0,0.9994904644052992,0.41351685966062196,0.413306158101616,10.0
161011,161,11,830304,,96,B_830304_96,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_96_LF_CLASS::氾濫平野・海岸平野,1,100.0,0.0001,2,200.0,2,200.0,1.0,0.5,0.5,10.0
161016,161,16,830304,,96,B_830304_96,水部,LF_CLASS::水部,B_830304_96_LF_CLASS::水部,1,100.0,0.0001,2,200.0,2,200.0,1.0,0.5,0.5,10.0
162001,162,1,830304,,98,B_830304_98,山地斜面等,LF_CLASS::山地斜面等,B_830304_98_LF_CLASS::山地斜面等,13384,1338400.0,1.3384,14181,1418100.0,14181,1418100.0,1.0,0.9437980396304915,0.9437980396304915,10.0
162005,162,5,830304,,98,B_830304_98,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830304_98_LF_CLASS::山麓堆積地形,780,78000.0,0.078,14181,1418100.0,14181,1418100.0,1.0,0.05500317325999577,0.05500317325999577,10.0
162011,162,11,830304,,98,B_830304_98,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830304_98_LF_CLASS::氾濫平野・海岸平野,17,1700.0,0.0017,14181,1418100.0,14181,1418100.0,1.0,0.0011987871095127283,0.0011987871095127283,10.0
163007,163,7,830305,,1,B_830305_1,自然堤防,LF_CLASS::自然堤防,B_830305_1_LF_CLASS::自然堤防,4432,443200.0,0.4432,75476,7547600.0,65316,6531600.0,0.8653876729026445,0.06785473697103313,0.0587206529227834,10.0
163009,163,9,830305,,1,B_830305_1,砂州・砂丘,LF_CLASS::砂州・砂丘,B_830305_1_LF_CLASS::砂州・砂丘,759,75900.0,0.0759,75476,7547600.0,65316,6531600.0,0.8653876729026445,0.011620429909976117,0.010056176797922518,10.0
163011,163,11,830305,,1,B_830305_1,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_1_LF_CLASS::氾濫平野・海岸平野,34452,3445200.0,3.4452,75476,7547600.0,65316,6531600.0,0.8653876729026445,0.5274664706963071,0.4564629816100482,10.0
163013,163,13,830305,,1,B_830305_1,旧河道,LF_CLASS::旧河道,B_830305_1_LF_CLASS::旧河道,342,34200.0,0.0342,75476,7547600.0,65316,6531600.0,0.8653876729026445,0.005236083042439831,0.004531241719222004,10.0
163016,163,16,830305,,1,B_830305_1,水部,LF_CLASS::水部,B_830305_1_LF_CLASS::水部,12674,1267400.0,1.2674,75476,7547600.0,65316,6531600.0,0.8653876729026445,0.19404127625696613,0.1679209285070751,10.0
163017,163,17,830305,,1,B_830305_1,旧水部,LF_CLASS::旧水部,B_830305_1_LF_CLASS::旧水部,12657,1265700.0,1.2657,75476,7547600.0,65316,6531600.0,0.8653876729026445,0.19378100312327762,0.1676956913455933,10.0
164001,164,1,830305,,10,B_830305_10,山地斜面等,LF_CLASS::山地斜面等,B_830305_10_LF_CLASS::山地斜面等,572,57200.0,0.0572,45366,4536600.0,44399,4439900.0,0.978684477361901,0.012883173044437937,0.012608561477758674,10.0
164002,164,2,830305,,10,B_830305_10,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_10_LF_CLASS::崖・段丘崖,1325,132500.0,0.1325,45366,4536600.0,44399,4439900.0,0.978684477361901,0.02984301448230816,0.029206895031521404,10.0
164004,164,4,830305,,10,B_830305_10,台地・段丘,LF_CLASS::台地・段丘,B_830305_10_LF_CLASS::台地・段丘,29985,2998500.0,2.9985,45366,4536600.0,44399,4439900.0,0.978684477361901,0.6753530484920831,0.660957545298241,10.0
164005,164,5,830305,,10,B_830305_10,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_10_LF_CLASS::山麓堆積地形,66,6600.0,0.0066,45366,4536600.0,44399,4439900.0,0.978684477361901,0.0014865199666659159,0.0014548340166644625,10.0
164007,164,7,830305,,10,B_830305_10,自然堤防,LF_CLASS::自然堤防,B_830305_10_LF_CLASS::自然堤防,26,2600.0,0.0026,45366,4536600.0,44399,4439900.0,0.978684477361901,0.000585598774747179,0.0005731164308072124,10.0
164010,164,10,830305,,10,B_830305_10,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_10_LF_CLASS::凹地・浅い谷,1346,134600.0,0.1346,45366,4536600.0,44399,4439900.0,0.978684477361901,0.030315998108065498,0.02966979676409646,10.0
164011,164,11,830305,,10,B_830305_10,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_10_LF_CLASS::氾濫平野・海岸平野,8080,808000.0,0.808,45366,4536600.0,44399,4439900.0,0.978684477361901,0.18198608076758485,0.17810695234316448,10.0
164013,164,13,830305,,10,B_830305_10,旧河道,LF_CLASS::旧河道,B_830305_10_LF_CLASS::旧河道,2484,248400.0,0.2484,45366,4536600.0,44399,4439900.0,0.978684477361901,0.05594720601815356,0.05475466208173522,10.0
164016,164,16,830305,,10,B_830305_10,水部,LF_CLASS::水部,B_830305_10_LF_CLASS::水部,482,48200.0,0.0482,45366,4536600.0,44399,4439900.0,0.978684477361901,0.01085610036262078,0.010624696909579862,10.0
164017,164,17,830305,,10,B_830305_10,旧水部,LF_CLASS::旧水部,B_830305_10_LF_CLASS::旧水部,33,3300.0,0.0033,45366,4536600.0,44399,4439900.0,0.978684477361901,0.0007432599833329579,0.0007274170083322312,10.0
171001,171,1,830305,,11,B_830305_11,山地斜面等,LF_CLASS::山地斜面等,B_830305_11_LF_CLASS::山地斜面等,238,23800.0,0.0238,268,26800.0,268,26800.0,1.0,0.8880597014925373,0.8880597014925373,10.0
171005,171,5,830305,,11,B_830305_11,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_11_LF_CLASS::山麓堆積地形,3,300.0,0.0003,268,26800.0,268,26800.0,1.0,0.011194029850746268,0.011194029850746268,10.0
171011,171,11,830305,,11,B_830305_11,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_11_LF_CLASS::氾濫平野・海岸平野,27,2700.0,0.0027,268,26800.0,268,26800.0,1.0,0.10074626865671642,0.10074626865671642,10.0
172004,172,4,830305,,12,B_830305_12,台地・段丘,LF_CLASS::台地・段丘,B_830305_12_LF_CLASS::台地・段丘,42291,4229100.0,4.2291,55436,5543600.0,55305,5530500.0,0.9976369146403059,0.764686737184703,0.7628797171513096,10.0
172007,172,7,830305,,12,B_830305_12,自然堤防,LF_CLASS::自然堤防,B_830305_12_LF_CLASS::自然堤防,593,59300.0,0.0593,55436,5543600.0,55305,5530500.0,0.9976369146403059,0.010722357833830576,0.01069701998701205,10.0
172010,172,10,830305,,12,B_830305_12,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_12_LF_CLASS::凹地・浅い谷,1522,152200.0,0.1522,55436,5543600.0,55305,5530500.0,0.9976369146403059,0.027520115721905797,0.02745508333934627,10.0
172011,172,11,830305,,12,B_830305_12,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_12_LF_CLASS::氾濫平野・海岸平野,3653,365300.0,0.3653,55436,5543600.0,55305,5530500.0,0.9976369146403059,0.06605189404213001,0.06589580777833899,10.0
172013,172,13,830305,,12,B_830305_12,旧河道,LF_CLASS::旧河道,B_830305_12_LF_CLASS::旧河道,7226,722600.0,0.7226,55436,5543600.0,55305,5530500.0,0.9976369146403059,0.1306572642618208,0.13034850999350603,10.0
172016,172,16,830305,,12,B_830305_12,水部,LF_CLASS::水部,B_830305_12_LF_CLASS::水部,20,2000.0,0.002,55436,5543600.0,55305,5530500.0,0.9976369146403059,0.0003616309556098002,0.0003607763907929865,10.0
173002,173,2,830305,,13,B_830305_13,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_13_LF_CLASS::崖・段丘崖,458,45800.0,0.0458,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.01132766125840918,0.00891848736223079,10.0
173004,173,4,830305,,13,B_830305_13,台地・段丘,LF_CLASS::台地・段丘,B_830305_13_LF_CLASS::台地・段丘,11061,1106100.0,1.1061,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.2735704392560348,0.21538731160182265,10.0
173007,173,7,830305,,13,B_830305_13,自然堤防,LF_CLASS::自然堤防,B_830305_13_LF_CLASS::自然堤防,1527,152700.0,0.1527,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.037767115156311835,0.0297347821007127,10.0
173010,173,10,830305,,13,B_830305_13,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_13_LF_CLASS::凹地・浅い谷,54,5400.0,0.0054,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.001335575781559161,0.0010515247108307045,10.0
173011,173,11,830305,,13,B_830305_13,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_13_LF_CLASS::氾濫平野・海岸平野,16835,1683500.0,1.6835,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.4163781163434903,0.32782256494138723,10.0
173013,173,13,830305,,13,B_830305_13,旧河道,LF_CLASS::旧河道,B_830305_13_LF_CLASS::旧河道,6287,628700.0,0.6287,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.1554956470122675,0.12242473809245628,10.0
173016,173,16,830305,,13,B_830305_13,水部,LF_CLASS::水部,B_830305_13_LF_CLASS::水部,4210,421000.0,0.421,51354,5135400.0,40432,4043200.0,0.7873193908945749,0.10412544519192718,0.08197998208513456,10.0
174001,174,1,830305,,14,B_830305_14,山地斜面等,LF_CLASS::山地斜面等,B_830305_14_LF_CLASS::山地斜面等,16029,1602900.0,1.6029,229336,22933600.0,229330,22933000.0,0.9999738375135173,0.06989491126324511,0.06989308263857397,10.0
174002,174,2,830305,,14,B_830305_14,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_14_LF_CLASS::崖・段丘崖,1063,106300.0,0.1063,229336,22933600.0,229330,22933000.0,0.9999738375135173,0.0046352417913051065,0.004635120521854397,10.0
174004,174,4,830305,,14,B_830305_14,台地・段丘,LF_CLASS::台地・段丘,B_830305_14_LF_CLASS::台地・段丘,159895,15989500.0,15.9895,229336,22933600.0,229330,22933000.0,0.9999738375135173,0.6972267038765099,0.6972084626922943,10.0
174010,174,10,830305,,14,B_830305_14,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_14_LF_CLASS::凹地・浅い谷,15449,1544900.0,1.5449,229336,22933600.0,229330,22933000.0,0.9999738375135173,0.06736580473553394,0.06736404227857816,10.0
174011,174,11,830305,,14,B_830305_14,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_14_LF_CLASS::氾濫平野・海岸平野,34949,3494900.0,3.4949,229336,22933600.0,229330,22933000.0,0.9999738375135173,0.15239611040858153,0.15239212334740293,10.0
174016,174,16,830305,,14,B_830305_14,水部,LF_CLASS::水部,B_830305_14_LF_CLASS::水部,1945,194500.0,0.1945,229336,22933600.0,229330,22933000.0,0.9999738375135173,0.008481227924824489,0.008481006034813549,10.0
175001,175,1,830305,,16,B_830305_16,山地斜面等,LF_CLASS::山地斜面等,B_830305_16_LF_CLASS::山地斜面等,2449,244900.0,0.2449,82546,8254600.0,82544,8254400.0,0.9999757710852131,0.0296690250048459,0.029668306156567247,10.0
175002,175,2,830305,,16,B_830305_16,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_16_LF_CLASS::崖・段丘崖,1157,115700.0,0.1157,82546,8254600.0,82544,8254400.0,0.9999757710852131,0.014016766815274279,0.014016427204225523,10.0
175004,175,4,830305,,16,B_830305_16,台地・段丘,LF_CLASS::台地・段丘,B_830305_16_LF_CLASS::台地・段丘,48024,4802400.0,4.8024,82546,8254600.0,82544,8254400.0,0.9999757710852131,0.5817987982167087,0.5817847018632035,10.0
175010,175,10,830305,,16,B_830305_16,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_16_LF_CLASS::凹地・浅い谷,24042,2404200.0,2.4042,82546,8254600.0,82544,8254400.0,0.9999757710852131,0.291262841635976,0.29125578465340535,10.0
175011,175,11,830305,,16,B_830305_16,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_16_LF_CLASS::氾濫平野・海岸平野,6765,676500.0,0.6765,82546,8254600.0,82544,8254400.0,0.9999757710852131,0.08195628997867804,0.0819543042667119,10.0
175016,175,16,830305,,16,B_830305_16,水部,LF_CLASS::水部,B_830305_16_LF_CLASS::水部,107,10700.0,0.0107,82546,8254600.0,82544,8254400.0,0.9999757710852131,0.0012962783485171545,0.0012962469410995082,10.0
176001,176,1,830305,,17,B_830305_17,山地斜面等,LF_CLASS::山地斜面等,B_830305_17_LF_CLASS::山地斜面等,72982,7298200.0,7.2982,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.5679533073929961,0.5651342331250339,10.0
176004,176,4,830305,,17,B_830305_17,台地・段丘,LF_CLASS::台地・段丘,B_830305_17_LF_CLASS::台地・段丘,4418,441800.0,0.4418,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.034381322957198444,0.03421066895873503,10.0
176005,176,5,830305,,17,B_830305_17,山麓堆積地形,LF_CLASS::山麓堆積地形,B_830305_17_LF_CLASS::山麓堆積地形,2759,275900.0,0.2759,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.021470817120622567,0.021364245282288353,10.0
176006,176,6,830305,,17,B_830305_17,扇状地,LF_CLASS::扇状地,B_830305_17_LF_CLASS::扇状地,1885,188500.0,0.1885,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.014669260700389104,0.014596448842737782,10.0
176007,176,7,830305,,17,B_830305_17,自然堤防,LF_CLASS::自然堤防,B_830305_17_LF_CLASS::自然堤防,1930,193000.0,0.193,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.015019455252918288,0.014944905181158579,10.0
176011,176,11,830305,,17,B_830305_17,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_17_LF_CLASS::氾濫平野・海岸平野,39155,3915500.0,3.9155,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.3047081712062257,0.3031957317970281,10.0
176013,176,13,830305,,17,B_830305_17,旧河道,LF_CLASS::旧河道,B_830305_17_LF_CLASS::旧河道,4662,466200.0,0.4662,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.036280155642023346,0.03610007666039445,10.0
176016,176,16,830305,,17,B_830305_17,水部,LF_CLASS::水部,B_830305_17_LF_CLASS::水部,709,70900.0,0.0709,129141,12914100.0,128500,12850000.0,0.9950364330460505,0.005517509727626459,0.005490123198674317,10.0
177001,177,1,830305,,18,B_830305_18,山地斜面等,LF_CLASS::山地斜面等,B_830305_18_LF_CLASS::山地斜面等,9955,995500.0,0.9955,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.03317293914573434,0.033038843457943924,10.0
177002,177,2,830305,,18,B_830305_18,崖・段丘崖,LF_CLASS::崖・段丘崖,B_830305_18_LF_CLASS::崖・段丘崖,9234,923400.0,0.9234,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.03077035862096543,0.030645974936278676,10.0
177004,177,4,830305,,18,B_830305_18,台地・段丘,LF_CLASS::台地・段丘,B_830305_18_LF_CLASS::台地・段丘,226173,22617300.0,22.6173,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.7536738488606903,0.7506272567969414,10.0
177010,177,10,830305,,18,B_830305_18,凹地・浅い谷,LF_CLASS::凹地・浅い谷,B_830305_18_LF_CLASS::凹地・浅い谷,37552,3755200.0,3.7552,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.12513412464094584,0.12462829226847918,10.0
177011,177,11,830305,,18,B_830305_18,氾濫平野・海岸平野,LF_CLASS::氾濫平野・海岸平野,B_830305_18_LF_CLASS::氾濫平野・海岸平野,15932,1593200.0,1.5932,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.05309003179003912,0.05287542480883602,10.0
177013,177,13,830305,,18,B_830305_18,旧河道,LF_CLASS::旧河道,B_830305_18_LF_CLASS::旧河道,87,8700.0,0.0087,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.0002899091617959706,0.0002887372557349193,10.0
177016,177,16,830305,,18,B_830305_18,水部,LF_CLASS::水部,B_830305_18_LF_CLASS::水部,1161,116100.0,0.1161,301312,30131200.0,300094,30009400.0,0.9959576784197112,0.003868787779828987,0.003853148895497026,10.0
178001,178,1,830305,,19,B_830305_19,山地斜面等,LF_CLASS::山地斜面等,B_830305_19_LF_CLASS::山地斜面等,21431,2143100.0,2.1431,289838,28983800.0,272047,27204700.0,0.938617434566896,0.07877682900381185,0.07394130514287292,10.0
