landscape_unit_id,watersystem_code,watersystem_name,unit_basin_code,gsi_landform_class,available_area_m2,available_area_km2,available_share_known,available_share_basin,landform_coverage_ratio,resolution_m,source,selection_inference_ready
B_830304_16_LF_CLASS::旧河道,830304,,16,旧河道,79200.0,0.0792,0.009274656299037403,0.00926781890307406,0.99926278713271,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_16_LF_CLASS::水部,830304,,16,水部,427200.0,0.4272,0.05002693397662599,0.04999005347718736,0.99926278713271,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::山地斜面等,830304,,161,山地斜面等,3614200.0,3.6142,0.7305694245113299,0.707030791502015,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::台地・段丘,830304,,161,台地・段丘,947000.0,0.947,0.19142527945665136,0.18525763918776164,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::扇状地,830304,,161,扇状地,9100.0,0.0091,0.0018394615026985507,0.0017801948433037286,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::凹地・浅い谷,830304,,161,凹地・浅い谷,7100.0,0.0071,0.0014351842493582098,0.0013889432293908211,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::氾濫平野・海岸平野,830304,,161,氾濫平野・海岸平野,214300.0,0.2143,0.043318307695417516,0.041922610430768024,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::河川敷・浜,830304,,161,河川敷・浜,138500.0,0.1385,0.0279961997938186,0.027094174263468836,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_161_LF_CLASS::水部,830304,,161,水部,16900.0,0.0169,0.00341614279072588,0.0033060761375640676,0.9677804295942721,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_167_LF_CLASS::山地斜面等,830304,,167,山地斜面等,121500.0,0.1215,0.8154362416107382,0.017247498048122648,0.02115125275037263,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_167_LF_CLASS::氾濫平野・海岸平野,830304,,167,氾濫平野・海岸平野,16900.0,0.0169,0.11342281879194631,0.002399034707928171,0.02115125275037263,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_167_LF_CLASS::河川敷・浜,830304,,167,河川敷・浜,10600.0,0.0106,0.07114093959731543,0.0015047199943218114,0.02115125275037263,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_17_LF_CLASS::自然堤防,830304,,17,自然堤防,36800.0,0.0368,0.15020408163265306,0.14667198086887206,0.9764846552411319,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_17_LF_CLASS::氾濫平野・海岸平野,830304,,17,氾濫平野・海岸平野,204400.0,0.2044,0.8342857142857143,0.8146671980868873,0.9764846552411319,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_17_LF_CLASS::水部,830304,,17,水部,900.0,0.0009,0.003673469387755102,0.0035870864886408927,0.9764846552411319,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_17_LF_CLASS::旧水部,830304,,17,旧水部,2900.0,0.0029,0.01183673469387755,0.011558389796731766,0.9764846552411319,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_18_LF_CLASS::氾濫平野・海岸平野,830304,,18,氾濫平野・海岸平野,33000.0,0.033,0.27918781725888325,0.2108626198083067,0.7552715654952077,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_18_LF_CLASS::水部,830304,,18,水部,85200.0,0.0852,0.7208121827411168,0.544408945686901,0.7552715654952077,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_189_LF_CLASS::山地斜面等,830304,,189,山地斜面等,65400.0,0.0654,0.6022099447513812,0.145236508994004,0.24117255163224516,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_189_LF_CLASS::台地・段丘,830304,,189,台地・段丘,34900.0,0.0349,0.32136279926335176,0.07750388629802354,0.24117255163224516,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_189_LF_CLASS::氾濫平野・海岸平野,830304,,189,氾濫平野・海岸平野,8300.0,0.0083,0.07642725598526703,0.018432156340217633,0.24117255163224516,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_19_LF_CLASS::氾濫平野・海岸平野,830304,,19,氾濫平野・海岸平野,5600.0,0.0056,0.034292712798530314,0.020172910662824207,0.5882564841498559,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_19_LF_CLASS::水部,830304,,19,水部,157700.0,0.1577,0.9657072872014697,0.5680835734870316,0.5882564841498559,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_194_LF_CLASS::山地斜面等,830304,,194,山地斜面等,172700.0,0.1727,0.8243436754176611,0.017270690827633106,0.02095083803352134,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_194_LF_CLASS::台地・段丘,830304,,194,台地・段丘,18600.0,0.0186,0.08878281622911695,0.001860074402976119,0.02095083803352134,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_194_LF_CLASS::氾濫平野・海岸平野,830304,,194,氾濫平野・海岸平野,8000.0,0.008,0.03818615751789976,0.0008000320012800512,0.02095083803352134,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_194_LF_CLASS::河川敷・浜,830304,,194,河川敷・浜,10200.0,0.0102,0.0486873508353222,0.0010200408016320653,0.02095083803352134,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_2_LF_CLASS::水部,830304,,2,水部,12500.0,0.0125,0.006865491294557038,0.006865491294557038,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_2_LF_CLASS::旧水部,830304,,2,旧水部,1808200.0,1.8082,0.993134508705443,0.993134508705443,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_20_LF_CLASS::自然堤防,830304,,20,自然堤防,745600.0,0.7456,0.20369915034286806,0.20141552758117673,0.9887892376681614,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_20_LF_CLASS::氾濫平野・海岸平野,830304,,20,氾濫平野・海岸平野,1715100.0,1.7151,0.4685681501516269,0.4633151439840078,0.9887892376681614,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_20_LF_CLASS::後背低地・湿地,830304,,20,後背低地・湿地,849800.0,0.8498,0.23216676228724423,0.22956399589388946,0.9887892376681614,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_20_LF_CLASS::旧河道,830304,,20,旧河道,287300.0,0.2873,0.07849083408463788,0.07761089199848722,0.9887892376681614,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_20_LF_CLASS::水部,830304,,20,水部,55900.0,0.0559,0.015271972242712347,0.015100761791560863,0.9887892376681614,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_20_LF_CLASS::旧水部,830304,,20,旧水部,6600.0,0.0066,0.001803130890910581,0.0017829164190393861,0.9887892376681614,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_21_LF_CLASS::水部,830304,,21,水部,51800.0,0.0518,0.08788598574821853,0.08788598574821853,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_21_LF_CLASS::旧水部,830304,,21,旧水部,537600.0,0.5376,0.9121140142517815,0.9121140142517815,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_22_LF_CLASS::水部,830304,,22,水部,62700.0,0.0627,0.07056837366347778,0.07056837366347778,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_22_LF_CLASS::旧水部,830304,,22,旧水部,825800.0,0.8258,0.9294316263365222,0.9294316263365222,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_23_LF_CLASS::水部,830304,,23,水部,414400.0,0.4144,0.46984126984126984,0.46984126984126984,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_23_LF_CLASS::旧水部,830304,,23,旧水部,467600.0,0.4676,0.5301587301587302,0.5301587301587302,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_24_LF_CLASS::水部,830304,,24,水部,343800.0,0.3438,0.7414276471856804,0.7414276471856804,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_24_LF_CLASS::旧水部,830304,,24,旧水部,119900.0,0.1199,0.2585723528143196,0.2585723528143196,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_25_LF_CLASS::崖・段丘崖,830304,,25,崖・段丘崖,72800.0,0.0728,0.009474602079727215,0.009453194998117151,0.9977405825141863,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_25_LF_CLASS::台地・段丘,830304,,25,台地・段丘,388300.0,0.3883,0.05053554927964392,0.050421368375946296,0.9977405825141863,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_25_LF_CLASS::砂州・砂丘,830304,,25,砂州・砂丘,2057200.0,2.0572,0.26773559613207176,0.26713066964459625,0.9977405825141863,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_25_LF_CLASS::氾濫平野・海岸平野,830304,,25,氾濫平野・海岸平野,4059500.0,4.0595,0.5283261970144592,0.5271324875667113,0.9977405825141863,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_25_LF_CLASS::水部,830304,,25,水部,484200.0,0.4842,0.06301651548082304,0.06287413486385061,0.9977405825141863,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_25_LF_CLASS::旧水部,830304,,25,旧水部,621700.0,0.6217,0.08091154001327486,0.08072872706496474,0.9977405825141863,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::山地斜面等,830304,,26,山地斜面等,1652200.0,1.6522,0.13404730031236056,0.13404730031236056,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::崖・段丘崖,830304,,26,崖・段丘崖,118300.0,0.1183,0.009597987911240924,0.009597987911240924,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::台地・段丘,830304,,26,台地・段丘,7302100.0,7.3021,0.5924384406312118,0.5924384406312118,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::自然堤防,830304,,26,自然堤防,118000.0,0.118,0.009573648127864995,0.009573648127864995,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::砂州・砂丘,830304,,26,砂州・砂丘,606600.0,0.6066,0.04921504198612632,0.04921504198612632,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::凹地・浅い谷,830304,,26,凹地・浅い谷,408300.0,0.4083,0.03312644517463795,0.03312644517463795,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::氾濫平野・海岸平野,830304,,26,氾濫平野・海岸平野,1925900.0,1.9259,0.15625329601233215,0.15625329601233215,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::旧河道,830304,,26,旧河道,25700.0,0.0257,0.002085108109204495,0.002085108109204495,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_26_LF_CLASS::水部,830304,,26,水部,168400.0,0.1684,0.013662731735020892,0.013662731735020892,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::崖・段丘崖,830304,,27,崖・段丘崖,211200.0,0.2112,0.03739707835325365,0.03718440790168668,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::台地・段丘,830304,,27,台地・段丘,2142000.0,2.142,0.37928286852589643,0.37712595513926545,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::山麓堆積地形,830304,,27,山麓堆積地形,19900.0,0.0199,0.003523683045595396,0.003503644494524455,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::自然堤防,830304,,27,自然堤防,301800.0,0.3018,0.05343957503320053,0.05313567379133068,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::砂州・砂丘,830304,,27,砂州・砂丘,593100.0,0.5931,0.1050199203187251,0.10442269093982183,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::氾濫平野・海岸平野,830304,,27,氾濫平野・海岸平野,1890400.0,1.8904,0.33473218238158475,0.3328286207260819,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::後背低地・湿地,830304,,27,後背低地・湿地,21500.0,0.0215,0.003806994245241257,0.003785344554385718,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::旧河道,830304,,27,旧河道,235200.0,0.2352,0.04164674634794157,0.04140990879960562,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_27_LF_CLASS::水部,830304,,27,水部,232400.0,0.2324,0.04115095174856131,0.04091693369484841,0.9943131800415508,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_28_LF_CLASS::氾濫平野・海岸平野,830304,,28,氾濫平野・海岸平野,2800.0,0.0028,0.42424242424242425,0.345679012345679,0.8148148148148148,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_28_LF_CLASS::旧河道,830304,,28,旧河道,3800.0,0.0038,0.5757575757575758,0.4691358024691358,0.8148148148148148,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_29_LF_CLASS::自然堤防,830304,,29,自然堤防,90100.0,0.0901,0.115869341563786,0.0716045458157832,0.6179766351426528,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_29_LF_CLASS::氾濫平野・海岸平野,830304,,29,氾濫平野・海岸平野,408100.0,0.4081,0.5248199588477366,0.3243264722244298,0.6179766351426528,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_29_LF_CLASS::後背低地・湿地,830304,,29,後背低地・湿地,6900.0,0.0069,0.008873456790123456,0.005483588969244218,0.6179766351426528,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_29_LF_CLASS::旧河道,830304,,29,旧河道,47800.0,0.0478,0.06147119341563786,0.03798776126519908,0.6179766351426528,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_29_LF_CLASS::水部,830304,,29,水部,224700.0,0.2247,0.28896604938271603,0.1785742668679965,0.6179766351426528,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_3_LF_CLASS::水部,830304,,3,水部,172200.0,0.1722,0.5751503006012024,0.5464931767692796,0.950174547762615,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_3_LF_CLASS::旧水部,830304,,3,旧水部,127200.0,0.1272,0.4248496993987976,0.40368137099333545,0.950174547762615,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_31_LF_CLASS::水部,830304,,31,水部,3700.0,0.0037,0.058544303797468354,0.058544303797468354,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_31_LF_CLASS::旧水部,830304,,31,旧水部,59500.0,0.0595,0.9414556962025317,0.9414556962025317,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_32_LF_CLASS::水部,830304,,32,水部,76400.0,0.0764,0.2794440380395026,0.2794440380395026,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_32_LF_CLASS::旧水部,830304,,32,旧水部,197000.0,0.197,0.7205559619604974,0.7205559619604974,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_33_LF_CLASS::水部,830304,,33,水部,9700.0,0.0097,0.009561360275998028,0.009561360275998028,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_33_LF_CLASS::旧水部,830304,,33,旧水部,1004800.0,1.0048,0.9904386397240019,0.9904386397240019,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_34_LF_CLASS::水部,830304,,34,水部,54100.0,0.0541,0.12070504239178938,0.12070504239178938,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_34_LF_CLASS::旧水部,830304,,34,旧水部,394100.0,0.3941,0.8792949576082106,0.8792949576082106,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_35_LF_CLASS::水部,830304,,35,水部,80000.0,0.08,0.4568817818389492,0.4568817818389492,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_35_LF_CLASS::旧水部,830304,,35,旧水部,95100.0,0.0951,0.5431182181610509,0.5431182181610509,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_36_LF_CLASS::砂州・砂丘,830304,,36,砂州・砂丘,78300.0,0.0783,0.043959128677296205,0.043959128677296205,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_36_LF_CLASS::氾濫平野・海岸平野,830304,,36,氾濫平野・海岸平野,558900.0,0.5589,0.3137772288344936,0.3137772288344936,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_36_LF_CLASS::水部,830304,,36,水部,1144000.0,1.144,0.6422636424882102,0.6422636424882102,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::山地斜面等,830304,,37,山地斜面等,819400.0,0.8194,0.06391376244110948,0.06391077139068715,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::崖・段丘崖,830304,,37,崖・段丘崖,353200.0,0.3532,0.02754984243861346,0.027548553154980112,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::台地・段丘,830304,,37,台地・段丘,3340600.0,3.3406,0.26056909300801845,0.26055689883784416,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::砂州・砂丘,830304,,37,砂州・砂丘,1281300.0,1.2813,0.09994227949205953,0.0999376023711099,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::凹地・浅い谷,830304,,37,凹地・浅い谷,73400.0,0.0734,0.005725250382203363,0.0057249824506668745,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::氾濫平野・海岸平野,830304,,37,氾濫平野・海岸平野,2727000.0,2.727,0.2127078718292721,0.2126979174791358,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::後背低地・湿地,830304,,37,後背低地・湿地,225300.0,0.2253,0.017573554647280897,0.017572732236175025,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::水部,830304,,37,水部,801200.0,0.8012,0.062494149948519546,0.06249122533343733,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_37_LF_CLASS::旧水部,830304,,37,旧水部,3199000.0,3.199,0.24952419581292315,0.24951251852429607,0.9999532017783325,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::山地斜面等,830304,,38,山地斜面等,124800.0,0.1248,0.01361672413040632,0.01361672413040632,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::崖・段丘崖,830304,,38,崖・段丘崖,103000.0,0.103,0.011238161742242396,0.011238161742242396,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::台地・段丘,830304,,38,台地・段丘,2270600.0,2.2706,0.24774145681490856,0.24774145681490856,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::砂州・砂丘,830304,,38,砂州・砂丘,1009800.0,1.0098,0.11017762842054729,0.11017762842054729,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::凹地・浅い谷,830304,,38,凹地・浅い谷,79200.0,0.0792,0.008641382621219395,0.008641382621219395,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::氾濫平野・海岸平野,830304,,38,氾濫平野・海岸平野,1825200.0,1.8252,0.19914459040719243,0.19914459040719243,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::後背低地・湿地,830304,,38,後背低地・湿地,130000.0,0.13,0.014184087635839917,0.014184087635839917,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::水部,830304,,38,水部,2728200.0,2.7282,0.29766944529306505,0.29766944529306505,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_38_LF_CLASS::旧水部,830304,,38,旧水部,894400.0,0.8944,0.09758652293457862,0.09758652293457862,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::山地斜面等,830304,,39,山地斜面等,994700.0,0.9947,0.19262199845081332,0.19262199845081332,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::崖・段丘崖,830304,,39,崖・段丘崖,134900.0,0.1349,0.02612316034082107,0.02612316034082107,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::台地・段丘,830304,,39,台地・段丘,2882400.0,2.8824,0.5581719597211464,0.5581719597211464,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::山麓堆積地形,830304,,39,山麓堆積地形,73000.0,0.073,0.014136328427575524,0.014136328427575524,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::凹地・浅い谷,830304,,39,凹地・浅い谷,317400.0,0.3174,0.06146398140975987,0.06146398140975987,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::氾濫平野・海岸平野,830304,,39,氾濫平野・海岸平野,719400.0,0.7194,0.13931061192873742,0.13931061192873742,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::旧河道,830304,,39,旧河道,3100.0,0.0031,0.0006003098373353989,0.0006003098373353989,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_39_LF_CLASS::水部,830304,,39,水部,39100.0,0.0391,0.007571649883810999,0.007571649883810999,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_4_LF_CLASS::水部,830304,,4,水部,23900.0,0.0239,0.06933565419205105,0.06933565419205105,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_4_LF_CLASS::旧水部,830304,,4,旧水部,320800.0,0.3208,0.930664345807949,0.930664345807949,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_40_LF_CLASS::山地斜面等,830304,,40,山地斜面等,517700.0,0.5177,0.1237037037037037,0.12369483669032089,0.9999283205504982,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_40_LF_CLASS::台地・段丘,830304,,40,台地・段丘,2132100.0,2.1321,0.5094623655913979,0.5094258476094904,0.9999283205504982,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_40_LF_CLASS::凹地・浅い谷,830304,,40,凹地・浅い谷,767200.0,0.7672,0.18332138590203106,0.1833082455260077,0.9999283205504982,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_40_LF_CLASS::氾濫平野・海岸平野,830304,,40,氾濫平野・海岸平野,721700.0,0.7217,0.17244922341696536,0.1724368623515638,0.9999283205504982,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_40_LF_CLASS::後背低地・湿地,830304,,40,後背低地・湿地,30100.0,0.0301,0.007192353643966547,0.007191838100016725,0.9999283205504982,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_40_LF_CLASS::水部,830304,,40,水部,16200.0,0.0162,0.003870967741935484,0.0038706902730987025,0.9999283205504982,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_41_LF_CLASS::水部,830304,,41,水部,300.0,0.0003,1.0,1.0,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::山地斜面等,830304,,42,山地斜面等,71600.0,0.0716,0.015418075324619394,0.015418075324619394,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::崖・段丘崖,830304,,42,崖・段丘崖,135100.0,0.1351,0.02909192704407933,0.02909192704407933,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::台地・段丘,830304,,42,台地・段丘,654800.0,0.6548,0.14100217489610026,0.14100217489610026,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::山麓堆積地形,830304,,42,山麓堆積地形,42300.0,0.0423,0.009108723271388272,0.009108723271388272,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::自然堤防,830304,,42,自然堤防,316800.0,0.3168,0.0682185232240143,0.0682185232240143,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::凹地・浅い谷,830304,,42,凹地・浅い谷,53600.0,0.0536,0.01154202286870949,0.01154202286870949,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::氾濫平野・海岸平野,830304,,42,氾濫平野・海岸平野,2780400.0,2.7804,0.5987209026895497,0.5987209026895497,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::後背低地・湿地,830304,,42,後背低地・湿地,239400.0,0.2394,0.05155149766360172,0.05155149766360172,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::旧河道,830304,,42,旧河道,210000.0,0.21,0.04522061198561554,0.04522061198561554,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_42_LF_CLASS::水部,830304,,42,水部,139900.0,0.1399,0.03012554103232197,0.03012554103232197,1.0,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_44_LF_CLASS::自然堤防,830304,,44,自然堤防,116700.0,0.1167,0.0772080714521998,0.04571450955813225,0.5920949545596992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_44_LF_CLASS::氾濫平野・海岸平野,830304,,44,氾濫平野・海岸平野,717400.0,0.7174,0.4746278531260337,0.28102475712942654,0.5920949545596992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_44_LF_CLASS::後背低地・湿地,830304,,44,後背低地・湿地,71800.0,0.0718,0.047502480979159774,0.02812597931682858,0.5920949545596992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_44_LF_CLASS::旧河道,830304,,44,旧河道,154800.0,0.1548,0.10241481971551439,0.06063929802569727,0.5920949545596992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_44_LF_CLASS::水部,830304,,44,水部,450800.0,0.4508,0.29824677472709227,0.17659041052961455,0.5920949545596992,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_47_LF_CLASS::山地斜面等,830304,,47,山地斜面等,4784000.0,4.784,0.1497189639848278,0.1497152156224573,0.9999749640107655,10.0,GSI_natural_landform_GeoJSON_rasterized,True
B_830304_47_LF_CLASS::台地・段丘,830304,,47,台地・段丘,20141800.0,20.1418,0.630353141469399,0.6303373599549352,0.9999749640107655,10.0,GSI_natural_landform_GeoJSON_rasterized,True
