place_id,Pa,Jo,Ya,Ko,Na,He,Me,JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,gsi_landform_code,gsi_landform_class,gsi_landform_match_status,gsi_landform_zoom,gsi_landform_source,watershed_mesh_code_100m,watershed_first_mesh_code,watersystem_code,watersystem_name,river_code,river_name,unit_basin_code,w07_match_status,w07_source_year,w07_source_id,watersystem_unit_id,watersystem_unit_label,basin_unit_id,basin_unit_label,landscape_unit_id,landscape_unit_label,sequence_string_7digit,sequence_display,sequence_phases
13104006200,0,1,0,0,0,0,0,13104006200,13104,62,よつやさんちょうめいせき,四谷三丁目遺跡,新宿区 四谷三丁目 舟町 愛住町,[縄文時代（前期〜中期）][近世],包蔵地・その他（町屋）,[縄文時代]竪穴状遺構 [近世]建物基礎（土蔵） 半地下式坑 木枠 小穴 井戸 地下室 土坑 竪穴柱建物 [近世〜明治]半地下室 ごみ穴 土坑 溝状遺構 小穴 礎石,縄文土器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 骨角製品 ガラス製品 石製品,139.7202736,35.68842154,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339452766,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,0100000,seq_0100000,Jo
13104006500,1,1,1,1,1,0,0,13104006500,13104,65,たかだのばばさんちょうめいせき,高田馬場三丁目遺跡,新宿区 高田馬場三丁目,[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代],包蔵地・集落,[弥生時代]竪穴住居　竪穴住居跡　[古墳時代]竪穴住居跡　[近世]溝　[時期不明]土坑,剥片　砕片　縄文土器　石器　小銅鐸　管状銅製品　ガラス小玉　土師器　鉄製品　青銅製品,139.6956862,35.7132084,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339455556,5339,830304,荒川,8303040044,神田川,53,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_53,荒川 / basin 53,B_830304_53_LF_10314,荒川 / basin 53 / 台地・段丘,1111100,seq_1111100,Pa-Jo-Ya-Ko-Na
13104006600,0,1,1,1,0,0,0,13104006600,13104,66,みなみちょういせき,南町遺跡,新宿区 南町 中町 北町 箪笥町,[縄文時代][弥生時代（後期）][古墳時代][近世],集落・屋敷,[縄文時代]陥し穴 [弥生時代]竪穴住居跡 小穴 [古墳時代]竪穴住居跡 [近世]溝 地割溝 溝状遺構 井戸 地下室 半地下室 礎石 胞衣処理埋納遺構 土坑 小穴 柱穴 生垣 建物跡 段切状遺構,縄文土器 弥生土器 ガラス小玉 炭化米 種子 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品（銭貨含む） 木製品 骨角製品 ガラス製品 石製品,139.736599,35.69930264,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453899,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,0111000,seq_0111000,Jo-Ya-Ko
13104006700,0,1,0,0,0,0,1,13104006700,13104,67,かすみがおかまちいせき,霞ヶ丘町遺跡,新宿区 霞ヶ丘町,[縄文時代（早期〜前期）][中世][近世][近代],包蔵地・その他の墓・社寺・その他（暗渠下水）,[中世]土坑 溝 井戸 道路跡 [近世]池跡 井戸 溝 土坑 建物跡 土蔵 段切 採土坑 柱穴列 石組 墓坑 道路 [近代]下水暗渠,(縄文)土器 (弥生)土器 石製品（勾玉） (中世)舶載陶磁器（青白磁・白磁） 国産陶器 石製品(板碑) (近世)舶載陶磁器(青花・白磁) 国産陶磁器 土製品 瓦 金属製品 石製品 木製品 ガラス製品 骨角製品　[近代]陶磁器,139.716293,35.677074,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339451723,5339,830304,荒川,8303040011,隅田川,37,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_37,荒川 / basin 37,B_830304_37_LF_10314,荒川 / basin 37 / 台地・段丘,0100001,seq_0100001,Jo-Me
13104006800,1,1,1,1,0,0,1,13104006800,13104,68,きたしんじゅくさんちょうめいせき,北新宿三丁目遺跡,新宿区 北新宿三丁目,[旧石器時代][縄文時代（前期〜中期）][弥生時代（後期）][古墳時代][中世][近世],包蔵地・集落,[弥生時代]竪穴住居跡　[古墳時代]竪穴住居跡　[中世]地下式壙　土坑　小穴　[近世]地下室　土坑　柱穴　溝,石器　尖頭器　石核　剥片　縄文土器　弥生土器　ガラス小玉　炭化米　古墳土器　ガラス小玉　磁器　陶器　せっ器　近世土器　瓦　金属製品,139.689965,35.70440123,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339454551,5339,830304,荒川,8303040044,神田川,53,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_53,荒川 / basin 53,B_830304_53_LF_10314,荒川 / basin 53 / 台地・段丘,1111001,seq_1111001,Pa-Jo-Ya-Ko-Me
13104006900,0,1,0,0,0,0,0,13104006900,13104,69,にししんじゅくさんちょうめいせき,西新宿三丁目遺跡,新宿区 西新宿三丁目,[縄文時代（早期〜中期）][近世],包蔵地・社寺・その他の墓,[縄文時代]土坑　ピット　[近世]墓坑　ごみ穴　土坑　ピット　植栽痕　溝・溝状遺構　根穴,縄文土器　礫　磁器　陶器　せっ器　近世土器　金属製品,139.6869542,35.68300677,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339451499,5339,830304,荒川,8303040044,神田川,69,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_69,荒川 / basin 69,B_830304_69_LF_10314,荒川 / basin 69 / 台地・段丘,0100000,seq_0100000,Jo
13104007300,0,1,1,1,1,1,1,13104007300,13104,73,つくどはちまんちょういせき,筑土八幡町遺跡,新宿区 筑土八幡町　 白銀町,[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地・屋敷,[中世]井戸　土坑　[近世]建物跡　井戸　地下室状遺構　ごみ穴　溝状遺構　杭列　土坑　小穴　柱穴　井戸状遺構　桶埋設遺構　礎石　柱穴列　井戸跡　埋桶　胞衣皿埋納遺構　粘土採掘坑　[江戸時代以前]住居跡　溝状遺構　土坑,縄文土器　石器　弥生土器　土師器　須恵器　板碑　磁器　陶器　せっ器　近世土器　瓦　土製品　金属製品　木製品　骨角製品　ガラス製品　石製品　中世陶磁器,139.739444,35.70358792,1010101,山地斜面等,matched,14,GSI experimental_landformclassification1,5339454941,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_1010101,荒川 / basin 52 / 山地斜面等,0111111,seq_0111111,Jo-Ya-Ko-Na-He-Me
13104007400,1,0,0,0,0,0,0,13104007400,13104,74,しんじゅくよんちょうめいせき,新宿四丁目遺跡,新宿区 新宿四丁目,[旧石器時代][近世],包蔵地・屋敷,NA,NA,139.702821,35.68834309,10601,凹地・浅い谷,matched,14,GSI experimental_landformclassification1,5339452662,5339,unknown,unknown,unknown,unknown,0,matched,2009,W07,WS_unknown,unknown / unknown,B_unknown_0,unknown / basin 0,B_unknown_0_LF_10601,unknown / basin 0 / 凹地・浅い谷,1000000,seq_1000000,Pa
13104007700,1,1,0,1,1,1,0,13104007700,13104,77,かみおちあいにちょうめいせき,上落合二丁目遺跡,新宿区 上落合一丁目 上落合二丁目,[旧石器時代][縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代],包蔵地・集落,[古墳時代]竪穴住居跡 [奈良時代]竪穴住居跡 土坑 掘立柱建物跡 埋納土坑 [平安時代]埋納土坑,縄文土器 土師器 ガラス小玉 土師器 須恵器 鉄製品 土製品 石製品 羽口,139.690914,35.71507608,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339455582,5339,830304,荒川,8303040047,妙正寺川,39,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_39,荒川 / basin 39,B_830304_39_LF_10314,荒川 / basin 39 / 台地・段丘,1101110,seq_1101110,Pa-Jo-Ko-Na-He
13104007900,1,1,1,1,1,1,0,13104007900,13104,79,ひゃくにんちょうさんちょうめにしいせき,百人町三丁目西遺跡,新宿区 百人町三丁目 北新宿四丁目,[旧石器時代][縄文時代（草創期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世],包蔵地・集落,[旧石器時代]土坑 炉穴 土坑 石器・礫集中 [縄文時代]土坑 陥し穴 ピット [古墳時代]住居跡 井戸 土坑 ピット 掘立柱建物跡 土師器焼成坑 [平安時代]住居跡 土師器焼成坑 掘立柱建物跡 [古墳時代]〜[中世]住居跡・土坑 ピット [近世]畝跡 井戸 土坑 溝 ピット [弥生時代]〜[古墳時代]住居跡,礫 石器 縄文土器 弥生土器 土製品 石製品（砥石） ガラス小玉 土師器 須恵器 古墳土器 土師器 土製品（支脚） 鉄製品（刀子・鏃・鉄錐等） 墨書土器 灰釉陶器 磁器 陶器 近世土器 せっ器 金属製品 土製品 土器（台付甕・台付甕小・甕・壷・高杯）,139.6947029,35.70590669,10101,山地斜面等,matched,14,GSI experimental_landformclassification1,5339454575,5339,830304,荒川,8303040044,神田川,53,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_53,荒川 / basin 53,B_830304_53_LF_10101,荒川 / basin 53 / 山地斜面等,1111110,seq_1111110,Pa-Jo-Ya-Ko-Na-He
13104008000,1,1,1,1,0,0,0,13104008000,13104,80,にしわせださんちょうめいせき,西早稲田三丁目遺跡,新宿区 西早稲田三丁目 高田馬場二丁目,[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][近世],包蔵地・集落・屋敷,[旧石器時代]石器ブロック 礫群 [縄文時代]集石 集石土坑 住居跡 [弥生時代]竪穴住居跡 [弥生時代][古墳時代]住居跡 掘立柱建物跡 方形周溝墓 溝状遺構 土坑 [古墳時代]住居跡 掘立柱建物跡 土坑 竪穴式住居跡 [近世]地下室 溝状遺構 土坑,石器 礫 縄文土器 弥生土器 ガラス製品 壷棺 鉄釧 土師器 須恵器 土製品 石製品 鉄製品 古墳土器 磁器 陶器 金属製品 骨製品 木製品 せっ器 近世土器,139.7115907,35.71294957,10101,山地斜面等,matched,14,GSI experimental_landformclassification1,5339455659,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_10101,荒川 / basin 52 / 山地斜面等,1111000,seq_1111000,Pa-Jo-Ya-Ko
13104008400,1,1,0,0,0,0,0,13104008400,13104,84,すみよしちょうにしいせき,住吉町西遺跡,新宿区 住吉町 市谷台町 余丁町,[旧石器時代][縄文時代（中期）][近世],包蔵地・屋敷,[縄文時代]陥し穴 柱穴 性格不明遺構 [近世]地下室 土坑 井戸 溝 建物跡 飛石 池 胞衣皿埋納遺構 半地下室 道路遺構 柱穴 小穴,石器 縄文土器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 骨角製品 ガラス製品 石製品,139.71763,35.69486265,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453734,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_10314,荒川 / basin 52 / 台地・段丘,1100000,seq_1100000,Pa-Jo
13104008500,1,1,1,1,1,1,0,13104008500,13104,85,おわりとくがわけしもやしきあといせき,尾張徳川家下屋敷跡,新宿区 戸山一丁目　 戸山二丁目　 戸山三丁目,[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世],包蔵地・屋敷,[弥生時代]?[平安時代]畦畔状遺構　木道状遺構　流路跡　[中世][近世]水田跡　丸木橋状遺構　[近世]石組遺構　「御泉水」の土手　溝,石器　縄文土器　土器　須恵器　土師器　磁器　陶器　金属製品　銭貨等　磁器　陶器　金属製品　銭貨　木製品　煙管　板状部材　せっ器　近世土器　瓦,139.7134789,35.7040287,10101,山地斜面等,matched,14,GSI experimental_landformclassification1,5339454740,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_10101,荒川 / basin 52 / 山地斜面等,1111110,seq_1111110,Pa-Jo-Ya-Ko-Na-He
13104008800,1,1,0,0,0,0,0,13104008800,13104,88,いちがやかがちょうにちょうめいせき,市谷加賀町二丁目遺跡,新宿区 市谷加賀町二丁目 市谷柳町,[旧石器時代][縄文時代（早期〜後期）][近世],包蔵地・集落・屋敷,[縄文時代]土坑 柱穴 竪穴住居跡 竪穴状遺構 陥し穴 ピット 住居跡 [近世]地下室 土坑 井戸 溝 建物跡 塀跡 柱穴 ピット列 池状遺構 馬場跡 [古墳時代]土杭,黒曜石フレーク 縄文土器 礫 石器 土製品 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 ガラス製品 石製品 古墳土器 骨角製品 ミニチュア,139.7285411,35.69747797,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453862,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,1100000,seq_1100000,Pa-Jo
13104009000,0,1,0,0,0,0,0,13104009000,13104,90,にしおちあいいっちょうめいせき,西落合一丁目遺跡,新宿区 西落合一丁目,[縄文時代],包蔵地,NA,NA,139.6842879,35.7212363,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339456457,5339,830304,荒川,8303040047,妙正寺川,39,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_39,荒川 / basin 39,B_830304_39_LF_10314,荒川 / basin 39 / 台地・段丘,0100000,seq_0100000,Jo
13104009100,0,1,0,0,0,0,0,13104009100,13104,91,いちがややなぎちょういせき,市谷柳町遺跡,新宿区 原町一丁目,[縄文時代][近世],集落・屋敷・その他（町屋）,[縄文時代]竪穴住居跡 焼土遺構 [近世]建物跡 土蔵基礎 井戸 溝状遺構 土杭 小穴 道跡 大型石組遺構 土蔵 土器皿埋設遺構 礎石建物跡 掘立柱建物跡 溝 石組遺構 木組遺構 硬化面 埋甕 礎石 ピット 石組溝 木組溝 埋鉢 地下室 掘り抜き井戸,(縄文)土器 石器 (弥生)土器 （近世）舶載陶磁器（中国・西洋） 磁器 陶器 せっ器 土器 瓦 ミニチュア 土製品 金属製品 銭貨 木製品 骨角製品 貝製品 ガラス製品 石製品,139.7261405,35.69953681,3030101,氾濫平野・海岸平野,matched,14,GSI experimental_landformclassification1,5339453890,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_3030101,荒川 / basin 52 / 氾濫平野・海岸平野,0100000,seq_0100000,Jo
13104009300,0,1,0,0,0,0,0,13104009300,13104,93,あいずみちょういせき,愛住町遺跡,新宿区 四谷四丁目,[縄文時代（前期〜中期）][近世],包蔵地・屋敷・社寺・その他の墓,[近世]墓址　土坑　井戸,縄文土器　磁器　陶器　せっ器　近世土器　瓦　金属製品　木製品　ガラス製品　石製品,139.7179047,35.68998307,10101,山地斜面等,matched,14,GSI experimental_landformclassification1,5339452774,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_10101,荒川 / basin 52 / 山地斜面等,0100000,seq_0100000,Jo
13104009500,1,1,0,0,0,0,0,13104009500,13104,95,いちがやかがちょういっちょうめいせき,市谷加賀町一丁目遺跡,新宿区 市谷加賀町一丁目,[旧石器時代][縄文時代][近世],包蔵地・屋敷,[縄文時代]陥し穴　[近世]地下室　井戸　溝　建物跡　杭列　土坑　胞衣皿埋納遺構,石器　磁器　陶器　せっ器　近世土器　瓦　金属製品　木製品　ガラス製品　石製品,139.7305838,35.69729674,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453864,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,1100000,seq_1100000,Pa-Jo
13104009600,1,1,0,0,0,0,0,13104009600,13104,96,いちがやさないちょういせき,市谷左内町遺跡,新宿区 市谷左内町 市谷鷹匠町,[旧石器時代][縄文時代][近世],包蔵地・屋敷,[近世]地下室 井戸 建物跡 土坑,石器 磁器 陶器 せっ器 近世土器 瓦 金属製品 木製品 ガラス製品 石製品,139.73244,35.69481524,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453835,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,1100000,seq_1100000,Pa-Jo
13104009700,0,1,0,0,0,0,0,13104009700,13104,97,すみよしちょうみなみいせき,住吉町南遺跡,新宿区 住吉町,[縄文時代（早期〜前期）][近世],包蔵地・屋敷・その他（町屋）,[近世]地下室 半地下室 井戸 土坑 溝 柱穴 小穴 基礎坑 埋桶 排水施設 柵状遺構,縄文土器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 骨角製品 ガラス製品 石製品,139.7214885,35.69259418,3030101,氾濫平野・海岸平野,matched,14,GSI experimental_landformclassification1,5339453717,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_3030101,荒川 / basin 52 / 氾濫平野・海岸平野,0100000,seq_0100000,Jo
13104009800,0,1,1,0,0,0,0,13104009800,13104,98,にしわせだいっちょうめいせき,西早稲田一丁目遺跡,新宿区 西早稲田一丁目,[縄文時代][弥生時代（後期）][近世],包蔵地,NA,NA,139.7185258,35.70982738,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339455714,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_10314,荒川 / basin 52 / 台地・段丘,0110000,seq_0110000,Jo-Ya
13104009900,0,1,0,0,0,0,0,13104009900,13104,99,かわだちょういせき,河田町遺跡,新宿区 河田町,[縄文時代（早期）][近世],包蔵地・屋敷,[縄文時代]土坑　炉穴　陥し穴　[奈良時代][平安時代]?土坑　[近世]地下室　井戸　溝　柱穴列　植栽痕　土手跡　土坑　胞衣皿埋納遺構　厠遺構,縄文土器　礫　磁器　陶器　せっ器　近世土器　瓦　土製品　金属製品　木製品　ガラス製品　石製品,139.721025,35.69554975,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453746,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,0100000,seq_0100000,Jo
13104010000,0,1,0,0,0,0,0,13104010000,13104,100,わかみやちょういせき,若宮町遺跡,新宿区 若宮町 市谷船河原町 袋町,[縄文時代（中期）][近世],包蔵地・屋敷,[縄文時代]住居跡 [弥生時代]溝状遺構 ピット [近世]地下室 便所跡 埋桶跡 溝状遺構 柱列 礎石列 ごみ穴 土坑 胞衣皿埋納遺構 土取穴 畝状遺構 半地下室 井戸 水利施設 埋桶 イヌ埋葬遺構 建物跡 胞衣処理遺構 溝 礎石,縄文土器 石器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 骨角製品 ガラス製品 石製品 自然遺物 弥生土器,139.7383409,35.69852653,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453980,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,0100000,seq_0100000,Jo
13104010100,1,1,1,1,0,1,1,13104010100,13104,101,ぎょうがんじあと,行元寺跡,新宿区 神楽坂五丁目,[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][平安時代][中世][近世],包蔵地・社寺,[旧石器時代]礫群　[縄文時代]遺物集中部　[古墳時代]竪穴住居跡　[平安時代]竪穴住居跡　[中世]地点貝塚　[中世][近世]土壙墓　板碑集中壙　方形区画溝・溝状遺構　建物跡　竹樋　地下室・室状遺構　井戸・井戸状遺構　水溜状遺構　池跡?　ごみ穴　方形土坑　石列　埋桶　埋甕　胞衣埋納遺構　胎児埋葬遺構　イヌ埋葬遺構,石器　礫　縄文土器　石器　弥生土器　土師器　須恵器　磁器　陶器　せっ器　土器　瓦　土製品　金属製品　木製品　骨角製品　ガラス製品　石製品（板碑等）,139.7391693,35.70264002,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339454931,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,1111011,seq_1111011,Pa-Jo-Ya-Ko-He-Me
13104010300,1,1,0,0,1,1,0,13104010300,13104,103,きくいちょういせき,喜久井町遺跡,新宿区 喜久井町,[旧石器時代][縄文時代（中期〜後期）][奈良時代][平安時代][近世],包蔵地・集落・屋敷,[縄文時代]ピット　遺物集中域　[縄文中期]竪穴住居跡　土坑　[縄文後期]竪穴住居跡　土坑　[奈良時代]竪穴住居跡　[平安時代]土坑　[近世]地下室　ウマ埋葬遺構　溝状遺構　道路状遺構　土坑　便所跡　礎石　小穴,縄文土器　石器　須恵器　土師器　須恵器　磁器　陶器　近世土器　せっ器　瓦　土製品　金属製品　木製品　ガラス製品　石製品,139.7218033,35.70478144,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339454757,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,1100110,seq_1100110,Pa-Jo-Na-He
13104010400,0,1,0,0,0,0,0,13104010400,13104,104,しなのまちいせき,信濃町遺跡,新宿区 信濃町,[縄文時代（前期〜後期）][近世],包蔵地・屋敷,[近世]地下室 半地下室 井戸 井戸状遺構 溝状遺構 地鎮跡 土坑 柱穴 柱穴列 杭穴 小穴,縄文土器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 骨角製品 ガラス製品 石製品,139.7200333,35.68376465,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339452706,5339,830304,荒川,8303040011,隅田川,37,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_37,荒川 / basin 37,B_830304_37_LF_2010101,荒川 / basin 37 / 台地・段丘,0100000,seq_0100000,Jo
13104010700,1,1,1,1,0,0,0,13104010700,13104,107,きたしんじゅくにちょうめいせき,北新宿二丁目遺跡,新宿区 北新宿一丁目 北新宿二丁目,[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代],包蔵地・集落,[旧石器時代]礫群 石器集中部 [縄文時代]炉穴 埋甕 土坑 竪穴住居跡 柱穴 根穴 [弥生時代]竪穴住居跡 炉穴 柱穴 土坑 方形周溝墓 溝跡 住居跡 [弥生〜古墳時代]竪穴住居跡 掘立柱建物跡 [古墳時代]竪穴住居跡 [近世]柱穴,ナイフ形石器 石核 剥片 石器 自然遺物 縄文土器 石器 弥生土器 土製品 石製品（砥石） 銅製品（銅釧） 土師器 磁器 陶器 せっ器 土器 瓦 金属製品 ガラス玉 銭貨,139.6900837,35.70114116,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339454512,5339,830304,荒川,8303040044,神田川,53,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_53,荒川 / basin 53,B_830304_53_LF_10314,荒川 / basin 53 / 台地・段丘,1111000,seq_1111000,Pa-Jo-Ya-Ko
13104011000,1,1,0,0,0,0,0,13104011000,13104,110,みずのはらいせき,水野原遺跡,新宿区 若松町,[旧石器時代][縄文時代（早期〜後期][近世],包蔵地・屋敷,[近世]地下室 井戸 建物跡 大甕埋設遺構 桶埋設遺構 胞衣埋納遺構 溝状遺構 柵・柱穴列 瓦溜り 畝状遺構 耕作関連遺構 盛土状遺構 土坑 小穴 ごみ穴 道路 溝 柱穴 建物基礎 小穴列 礎石跡 ピット列 焼土跡 雛壇状の段切り [縄文時代]土器埋設土坑,縄文土器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 ガラス製品 石製品 骨角製品 銭貨 煉瓦 土管,139.7204484,35.69892663,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453786,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_2010101,荒川 / basin 52 / 台地・段丘,1100000,seq_1100000,Pa-Jo
13104011300,0,1,0,0,0,0,0,13104011300,13104,113,よつやいっちょうめみなみいせき,四谷一丁目南遺跡,新宿区 四谷一丁目 若葉一丁目,[縄文時代（後期）][近世],包蔵地・屋敷,[縄文時代]土坑 [近世]盛土遺構 地下室 土坑 井戸 溝状遺構 柱穴列 硬化面 版築層 柱穴 胞衣埋納遺構 ごみ穴 礎石（建物跡） 小穴,縄文土器 石器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 ガラス製品 石製品 骨角製品,139.7278267,35.68359733,2010101,台地・段丘,matched,14,GSI experimental_landformclassification1,5339452802,5339,830304,荒川,8303040011,隅田川,37,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_37,荒川 / basin 37,B_830304_37_LF_2010101,荒川 / basin 37 / 台地・段丘,0100000,seq_0100000,Jo
13104011400,0,1,0,0,0,0,0,13104011400,13104,114,べんてんちょういせき,弁天町遺跡,新宿区 弁天町,[縄文時代（早期〜後期）][近世],包蔵地・屋敷,[縄文時代]貯蔵穴　自然河道　[近世]?礎石建物　埋甕　井戸　排水施設　胞衣埋納遺構,縄文土器　石器　陶磁器　近世土器　瓦　土製品　銭貨　石製品,139.7261529,35.7024298,3030101,氾濫平野・海岸平野,matched,14,GSI experimental_landformclassification1,5339454820,5339,830304,荒川,8303040044,神田川,52,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_52,荒川 / basin 52,B_830304_52_LF_3030101,荒川 / basin 52 / 氾濫平野・海岸平野,0100000,seq_0100000,Jo
13104011500,0,1,0,1,0,0,1,13104011500,13104,115,かしわぎよどばしちょういせき,柏木淀橋町遺跡,新宿区 北新宿二丁目,[縄文時代（前期〜中期）][古墳時代][中世][近世],包蔵地・その他（町屋）,NA,NA,139.6884014,35.69609467,10314,台地・段丘,matched,14,GSI experimental_landformclassification1,5339453550,5339,830304,荒川,8303040044,神田川,69,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_69,荒川 / basin 69,B_830304_69_LF_10314,荒川 / basin 69 / 台地・段丘,0101001,seq_0101001,Jo-Ko-Me
13104011600,1,1,0,0,0,0,0,13104011600,13104,116,なかおちあいにちょうめいせき,中落合二丁目遺跡,新宿区 中落合二丁目,[旧石器時代][縄文時代（早期）],包蔵地,NA,石器　縄文土器　弥生土器　磁器　陶器,139.6929396,35.71817019,10101,山地斜面等,matched,14,GSI experimental_landformclassification1,5339456514,5339,830304,荒川,8303040047,妙正寺川,39,matched,2009,W07,WS_830304,830304 / 荒川,B_830304_39,荒川 / basin 39,B_830304_39_LF_10101,荒川 / basin 39 / 山地斜面等,1100000,seq_1100000,Pa-Jo
