parent_cluster_id,parent_cluster_share,sub_k,mean_silhouette_unweighted,mean_silhouette_frequency_weighted
SC1,0.9906917320678956,2,0.1824222564288447,0.16539641832175817
SC1,0.9906917320678956,3,0.14348490770930292,0.17187262428180689
SC1,0.9906917320678956,4,0.09562901483845992,0.17698279233835293
SC1,0.9906917320678956,5,0.13979753293487804,0.18295886556732902
SC1,0.9906917320678956,6,0.13167559471010756,0.17109973038718454
