phase_pair,phase_pair_order,group_id,group_label,transition,n_places,group_active_total,transition_composition_within_group,event_total_known_geo,active_total_known_geo,scheme,event_geo_share,active_geo_share,event_share_minus_active_geo_share,relative_event_concentration_ratio,interpretation_status,selection_inference_allowed
He->Me,6,B_120000_6,名称不明 / basin 6,drop,1,1,1,1603,2626,unit_basin,6.238303181534623e-4,3.808073115003808e-4,2.4302300665308144e-4,1.6381784154709917,low_n_descriptive_only,FALSE
He->Me,6,B_130000_1,名称不明 / basin 1,continue,1,4,0.25,571,2626,unit_basin,0.0017513134851138354,0.0015232292460015233,2.2808423911231212e-4,1.1497373029772329,low_n_descriptive_only,FALSE
He->Me,6,B_130000_1,名称不明 / basin 1,drop,3,4,0.75,1603,2626,unit_basin,0.0018714909544603868,0.0015232292460015233,3.482617084588635e-4,1.2286338116032438,low_n_descriptive_only,FALSE
He->Me,6,B_130000_2,名称不明 / basin 2,drop,1,1,1,1603,2626,unit_basin,6.238303181534623e-4,3.808073115003808e-4,2.4302300665308144e-4,1.6381784154709917,low_n_descriptive_only,FALSE
He->Me,6,B_130000_4,名称不明 / basin 4,continue,4,13,0.3076923076923077,571,2626,unit_basin,0.0070052539404553416,0.0049504950495049506,0.002054758890950391,1.415061295971979,low_n_descriptive_only,FALSE
He->Me,6,B_130000_4,名称不明 / basin 4,drop,4,13,0.3076923076923077,1603,2626,unit_basin,0.002495321272613849,0.0049504950495049506,-0.0024551737768911015,0.5040548970679974,low_n_descriptive_only,FALSE
He->Me,6,B_130000_4,名称不明 / basin 4,new,5,13,0.38461538461538464,452,2626,unit_basin,0.011061946902654867,0.0049504950495049506,0.0061114518531499165,2.234513274336283,low_n_descriptive_only,FALSE
He->Me,6,B_130000_5,名称不明 / basin 5,continue,11,35,0.3142857142857143,571,2626,unit_basin,0.01926444833625219,0.013328255902513329,0.005936192433738861,1.4453840380285214,eligible,FALSE
He->Me,6,B_130000_5,名称不明 / basin 5,drop,22,35,0.6285714285714286,1603,2626,unit_basin,0.01372426699937617,0.013328255902513329,3.960110968628406e-4,1.0297121468674806,eligible,FALSE
He->Me,6,B_130000_5,名称不明 / basin 5,new,2,35,0.05714285714285714,452,2626,unit_basin,0.004424778761061947,0.013328255902513329,-0.008903477141451382,0.33198482932996204,eligible,FALSE
