scheme,phase_code,phase_order,group_id,group_label,presence_count,phase_known_geo_total,phase_share
watersystem,Pa,1,WS_830305,830305 / 多摩川,297,694,0.42795389048991356
watersystem,Pa,1,WS_830304,830304 / 荒川,279,694,0.4020172910662824
watersystem,Pa,1,WS_unknown,unknown / 古川・目黒川・立会川・呑川,39,694,0.056195965417867436
watersystem,Pa,1,WS_830306,830306 / 鶴見川,33,694,0.04755043227665706
watersystem,Pa,1,WS_140013,140013 / 境川,24,694,0.0345821325648415
watersystem,Pa,1,WS_130000,130000 / 名称不明,22,694,0.03170028818443804
watersystem,Jo,2,WS_830305,830305 / 多摩川,1739,3846,0.45215808632345295
watersystem,Jo,2,WS_830304,830304 / 荒川,1002,3846,0.26053042121684866
watersystem,Jo,2,WS_830306,830306 / 鶴見川,539,3846,0.14014560582423297
watersystem,Jo,2,WS_unknown,unknown / 古川・目黒川・立会川・呑川,230,3846,0.059802392095683825
watersystem,Jo,2,WS_140013,140013 / 境川,205,3846,0.053302132085283414
watersystem,Jo,2,WS_130000,130000 / 名称不明,126,3846,0.0327613104524181
watersystem,Jo,2,WS_830303,830303 / 利根川,4,3846,0.0010400416016640667
watersystem,Jo,2,WS_120000,120000 / 名称不明,1,3846,2.6001040041601667e-4
watersystem,Ya,3,WS_830304,830304 / 荒川,252,647,0.3894899536321484
watersystem,Ya,3,WS_830305,830305 / 多摩川,173,647,0.26738794435857804
watersystem,Ya,3,WS_830306,830306 / 鶴見川,75,647,0.11591962905718702
watersystem,Ya,3,WS_unknown,unknown / 古川・目黒川・立会川・呑川,58,647,0.08964451313755796
watersystem,Ya,3,WS_130000,130000 / 名称不明,55,647,0.08500772797527048
watersystem,Ya,3,WS_140013,140013 / 境川,26,647,0.0401854714064915
watersystem,Ya,3,WS_830303,830303 / 利根川,8,647,0.012364760432766615
watersystem,Ko,4,WS_830305,830305 / 多摩川,887,1637,0.5418448381185095
watersystem,Ko,4,WS_830304,830304 / 荒川,340,1637,0.20769700671960903
watersystem,Ko,4,WS_unknown,unknown / 古川・目黒川・立会川・呑川,138,1637,0.08430054978619425
watersystem,Ko,4,WS_830306,830306 / 鶴見川,107,1637,0.06536346976175932
watersystem,Ko,4,WS_140013,140013 / 境川,68,1637,0.04153940134392181
watersystem,Ko,4,WS_130000,130000 / 名称不明,61,1637,0.03726328649969456
watersystem,Ko,4,WS_830303,830303 / 利根川,36,1637,0.021991447770311544
watersystem,Na,5,WS_830305,830305 / 多摩川,820,1705,0.4809384164222874
watersystem,Na,5,WS_830306,830306 / 鶴見川,327,1705,0.19178885630498535
watersystem,Na,5,WS_830304,830304 / 荒川,240,1705,0.14076246334310852
watersystem,Na,5,WS_140013,140013 / 境川,176,1705,0.1032258064516129
watersystem,Na,5,WS_unknown,unknown / 古川・目黒川・立会川・呑川,74,1705,0.04340175953079179
watersystem,Na,5,WS_130000,130000 / 名称不明,44,1705,0.025806451612903226
watersystem,Na,5,WS_830303,830303 / 利根川,23,1705,0.013489736070381233
watersystem,Na,5,WS_120000,120000 / 名称不明,1,1705,5.865102639296188e-4
watersystem,He,6,WS_830305,830305 / 多摩川,1147,2174,0.5275988960441582
watersystem,He,6,WS_830306,830306 / 鶴見川,364,2174,0.16743330266789327
watersystem,He,6,WS_830304,830304 / 荒川,353,2174,0.1623735050597976
watersystem,He,6,WS_140013,140013 / 境川,197,2174,0.0906163753449862
watersystem,He,6,WS_130000,130000 / 名称不明,49,2174,0.022539098436062558
watersystem,He,6,WS_unknown,unknown / 古川・目黒川・立会川・呑川,42,2174,0.019319227230910764
watersystem,He,6,WS_830303,830303 / 利根川,21,2174,0.009659613615455382
watersystem,He,6,WS_120000,120000 / 名称不明,1,2174,4.5998160073597056e-4
watersystem,Me,7,WS_830305,830305 / 多摩川,560,1023,0.5474095796676441
watersystem,Me,7,WS_830304,830304 / 荒川,206,1023,0.2013685239491691
watersystem,Me,7,WS_830306,830306 / 鶴見川,90,1023,0.08797653958944282
watersystem,Me,7,WS_unknown,unknown / 古川・目黒川・立会川・呑川,73,1023,0.07135874877810362
watersystem,Me,7,WS_140013,140013 / 境川,45,1023,0.04398826979472141
watersystem,Me,7,WS_830303,830303 / 利根川,26,1023,0.02541544477028348
watersystem,Me,7,WS_130000,130000 / 名称不明,23,1023,0.022482893450635387
