scheme,phase_code,phase_order,group_id,group_label,presence_count,phase_known_geo_total,phase_share,baseline_place_count,baseline_total,baseline_share,phase_share_minus_baseline,relative_concentration_ratio,interpretation_class,selection_inference_allowed
unit_basin,He,6,B_830305_47,多摩川 / basin 47,1,2174,4.5998160073597056e-4,1,5479,1.825150574922431e-4,2.7746654324372743e-4,2.520239190432383,higher_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_49,多摩川 / basin 49,1,2174,4.5998160073597056e-4,10,5479,0.001825150574922431,-0.0013651689741864606,0.2520239190432383,lower_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_55,多摩川 / basin 55,1,2174,4.5998160073597056e-4,5,5479,9.125752874612155e-4,-4.5259368672524497e-4,0.5040478380864766,lower_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_57,多摩川 / basin 57,1,2174,4.5998160073597056e-4,2,5479,3.650301149844862e-4,9.495148575148436e-5,1.2601195952161914,higher_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_58,多摩川 / basin 58,1,2174,4.5998160073597056e-4,1,5479,1.825150574922431e-4,2.7746654324372743e-4,2.520239190432383,higher_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_59,多摩川 / basin 59,1,2174,4.5998160073597056e-4,1,5479,1.825150574922431e-4,2.7746654324372743e-4,2.520239190432383,higher_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_67,多摩川 / basin 67,1,2174,4.5998160073597056e-4,3,5479,5.475451724767294e-4,-8.756357174075882e-5,0.8400797301441275,similar_to_archaeological_sample,FALSE
unit_basin,He,6,B_830305_69,多摩川 / basin 69,1,2174,4.5998160073597056e-4,5,5479,9.125752874612155e-4,-4.5259368672524497e-4,0.5040478380864766,lower_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_76,多摩川 / basin 76,1,2174,4.5998160073597056e-4,3,5479,5.475451724767294e-4,-8.756357174075882e-5,0.8400797301441275,similar_to_archaeological_sample,FALSE
unit_basin,He,6,B_830305_82,多摩川 / basin 82,1,2174,4.5998160073597056e-4,2,5479,3.650301149844862e-4,9.495148575148436e-5,1.2601195952161914,higher_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_87,多摩川 / basin 87,1,2174,4.5998160073597056e-4,4,5479,7.300602299689724e-4,-2.7007862923300184e-4,0.6300597976080957,lower_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_9,多摩川 / basin 9,1,2174,4.5998160073597056e-4,1,5479,1.825150574922431e-4,2.7746654324372743e-4,2.520239190432383,higher_than_archaeological_sample,FALSE
unit_basin,He,6,B_830305_92,多摩川 / basin 92,1,2174,4.5998160073597056e-4,4,5479,7.300602299689724e-4,-2.7007862923300184e-4,0.6300597976080957,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_unknown_0,古川・目黒川・立会川・呑川 / basin 0,73,1023,0.07135874877810362,424,5479,0.07738638437671108,-0.006027635598607459,0.9221098692340324,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_22,多摩川 / basin 22,68,1023,0.06647116324535679,239,5479,0.043621098740646104,0.022850064504710686,1.5238305582481584,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_23,多摩川 / basin 23,60,1023,0.05865102639296188,215,5479,0.03924073736083227,0.01941028903212961,1.4946463888699448,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830306_20,鶴見川 / basin 20,58,1023,0.056695992179863146,362,5479,0.06607045081219201,-0.009374458632328865,0.8581142020814092,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_28,多摩川 / basin 28,55,1023,0.053763440860215055,216,5479,0.03942325241832451,0.014340188441890542,1.3637495021903623,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_30,多摩川 / basin 30,54,1023,0.05278592375366569,234,5479,0.04270852345318489,0.0100774003004808,1.2359575907963005,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_140013_17,境川 / basin 17,40,1023,0.039100684261974585,240,5479,0.043803613798138345,-0.004702929536163761,0.8926360377973281,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_17,多摩川 / basin 17,35,1023,0.03421309872922776,110,5479,0.020076656324146742,0.014136442405081016,1.704123344885808,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_86,荒川 / basin 86,30,1023,0.02932551319648094,110,5479,0.020076656324146742,0.009248856872334198,1.4606771527592644,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_18,多摩川 / basin 18,24,1023,0.02346041055718475,125,5479,0.02281438218653039,6.460283706543613e-4,1.028316715542522,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_35,多摩川 / basin 35,22,1023,0.021505376344086023,76,5479,0.013871144369410476,0.007634231974675547,1.5503678551216753,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_43,多摩川 / basin 43,20,1023,0.019550342130987292,63,5479,0.011498448622011315,0.008051893508975977,1.7002591196139585,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830306_21,鶴見川 / basin 21,18,1023,0.017595307917888565,81,5479,0.014783719656871691,0.0028115882610168733,1.190181383729771,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_120,荒川 / basin 120,17,1023,0.016617790811339198,57,5479,0.010403358277057857,0.00621443253428134,1.5973486992162713,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_40,多摩川 / basin 40,17,1023,0.016617790811339198,63,5479,0.011498448622011315,0.005119342189327882,1.4452202516718646,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_52,荒川 / basin 52,16,1023,0.015640273704789834,80,5479,0.014601204599379448,0.0010390691054103854,1.0711632453567939,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_68,荒川 / basin 68,15,1023,0.01466275659824047,70,5479,0.012776054024457018,0.0018867025737834518,1.147674905739422,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_19,多摩川 / basin 19,15,1023,0.01466275659824047,130,5479,0.023726957473991603,-0.009064200875751133,0.6179787953981503,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_25,荒川 / basin 25,14,1023,0.013685239491691105,33,5479,0.006022996897244022,0.007662242594447082,2.2721644598477444,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_130000_5,名称不明 / basin 5,13,1023,0.01270772238514174,64,5479,0.011680963679503558,0.0010267587056381824,1.0879001710654939,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_12,多摩川 / basin 12,13,1023,0.01270772238514174,64,5479,0.011680963679503558,0.0010267587056381824,1.0879001710654939,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_8,多摩川 / basin 8,13,1023,0.01270772238514174,50,5479,0.009125752874612156,0.0035819695105295847,1.392512218963832,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_14,多摩川 / basin 14,12,1023,0.011730205278592375,54,5479,0.009855813104581128,0.0018743921740112472,1.1901813837297708,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_27,多摩川 / basin 27,12,1023,0.011730205278592375,24,5479,0.004380361379813835,0.00734984389877854,2.677908113391984,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_10,多摩川 / basin 10,11,1023,0.010752688172043012,64,5479,0.011680963679503558,-9.282755074605468e-4,0.9205309139784947,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_36,多摩川 / basin 36,11,1023,0.010752688172043012,91,5479,0.016608870231794123,-0.005856182059751112,0.6474063570837765,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830306_16,鶴見川 / basin 16,11,1023,0.010752688172043012,155,5479,0.028289833911297683,-0.017537145739254672,0.3800901838362817,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_56,荒川 / basin 56,10,1023,0.009775171065493646,19,5479,0.003467786092352619,0.006307384973141027,2.818850645675773,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_2,多摩川 / basin 2,10,1023,0.009775171065493646,73,5479,0.013323599196933747,-0.003548428131440101,0.7336734557238314,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_130000_4,名称不明 / basin 4,9,1023,0.008797653958944282,47,5479,0.008578207702135425,2.1944625680885704e-4,1.0255818306607603,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_83,荒川 / basin 83,9,1023,0.008797653958944282,25,5479,0.004562876437306078,0.004234777521638204,1.9280938416422289,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_20,多摩川 / basin 20,9,1023,0.008797653958944282,33,5479,0.006022996897244022,0.00277465706170026,1.4606771527592644,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_47,荒川 / basin 47,8,1023,0.007820136852394917,63,5479,0.011498448622011315,-0.0036783117696163985,0.6801036478455834,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_61,荒川 / basin 61,8,1023,0.007820136852394917,42,5479,0.00766563241467421,1.5450443772070666e-4,1.020155471768375,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_13,多摩川 / basin 13,8,1023,0.007820136852394917,33,5479,0.006022996897244022,0.0017971399551508947,1.2983796913415682,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_46,多摩川 / basin 46,8,1023,0.007820136852394917,80,5479,0.014601204599379448,-0.0067810677469845315,0.5355816226783969,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_27,荒川 / basin 27,7,1023,0.006842619745845552,22,5479,0.004015331264829348,0.002827288481016204,1.7041233448858084,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_38,荒川 / basin 38,7,1023,0.006842619745845552,22,5479,0.004015331264829348,0.002827288481016204,1.7041233448858084,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_70,荒川 / basin 70,7,1023,0.006842619745845552,60,5479,0.010950903449534586,-0.004108283703689034,0.6248452264581297,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_48,多摩川 / basin 48,7,1023,0.006842619745845552,25,5479,0.004562876437306078,0.0022797433085394742,1.4996285434995111,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_75,多摩川 / basin 75,7,1023,0.006842619745845552,19,5479,0.003467786092352619,0.003374833653492933,1.973195451973041,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_347,利根川 / basin 347,6,1023,0.005865102639296188,8,5479,0.0014601204599379448,0.004404982179358243,4.016862170087977,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_26,荒川 / basin 26,6,1023,0.005865102639296188,42,5479,0.00766563241467421,-0.0018005297753780226,0.7651166038262813,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_37,荒川 / basin 37,6,1023,0.005865102639296188,30,5479,0.005475451724767293,3.896509145288945e-4,1.0711632453567939,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_57,荒川 / basin 57,6,1023,0.005865102639296188,64,5479,0.011680963679503558,-0.005815861040207371,0.5021077712609971,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_34,多摩川 / basin 34,6,1023,0.005865102639296188,45,5479,0.00821317758715094,-0.0023480749478547516,0.7141088302378625,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_427,利根川 / basin 427,5,1023,0.004887585532746823,8,5479,0.0014601204599379448,0.003427465072808878,3.3473851417399807,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_517,利根川 / basin 517,5,1023,0.004887585532746823,10,5479,0.001825150574922431,0.003062434957824392,2.6779081133919846,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_25,多摩川 / basin 25,5,1023,0.004887585532746823,30,5479,0.005475451724767293,-5.878661920204701e-4,0.8926360377973281,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_3,多摩川 / basin 3,5,1023,0.004887585532746823,46,5479,0.008395692644643182,-0.0035081071118963593,0.5821539376939097,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_140013_19,境川 / basin 19,4,1023,0.0039100684261974585,22,5479,0.004015331264829348,-1.0526283863188969e-4,0.9737847685061762,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_15,荒川 / basin 15,4,1023,0.0039100684261974585,8,5479,0.0014601204599379448,0.0024499479662595134,2.6779081133919846,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_16,荒川 / basin 16,4,1023,0.0039100684261974585,14,5479,0.0025552108048914036,0.0013548576213060549,1.5302332076525624,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_55,荒川 / basin 55,4,1023,0.0039100684261974585,31,5479,0.005657966782259536,-0.0017478983560620777,0.6910730615205121,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_66,多摩川 / basin 66,4,1023,0.0039100684261974585,7,5479,0.0012776054024457018,0.0026324630237517565,3.060466415305125,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_73,多摩川 / basin 73,4,1023,0.0039100684261974585,7,5479,0.0012776054024457018,0.0026324630237517565,3.060466415305125,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_426,利根川 / basin 426,3,1023,0.002932551319648094,3,5479,5.475451724767294e-4,0.0023850061471713643,5.355816226783968,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_11,荒川 / basin 11,3,1023,0.002932551319648094,5,5479,9.125752874612155e-4,0.0020199760321868783,3.213489736070381,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_51,荒川 / basin 51,3,1023,0.002932551319648094,7,5479,0.0012776054024457018,0.001654945917202392,2.2953498114788435,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_69,荒川 / basin 69,3,1023,0.002932551319648094,30,5479,0.005475451724767293,-0.0025429004051191993,0.5355816226783969,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_82,荒川 / basin 82,3,1023,0.002932551319648094,43,5479,0.007848147472166453,-0.004915596152518359,0.3736615972174862,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_1,多摩川 / basin 1,3,1023,0.002932551319648094,6,5479,0.0010950903449534588,0.001837460974694635,2.677908113391984,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_33,多摩川 / basin 33,3,1023,0.002932551319648094,51,5479,0.0093082679321044,-0.006375716612456305,0.3150480133402334,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_5,多摩川 / basin 5,3,1023,0.002932551319648094,20,5479,0.003650301149844862,-7.177498301967683e-4,0.8033724340175953,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_56,多摩川 / basin 56,3,1023,0.002932551319648094,62,5479,0.011315933564519072,-0.00838338224487098,0.259152398070192,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_72,多摩川 / basin 72,3,1023,0.002932551319648094,10,5479,0.001825150574922431,0.0011074007447256628,1.6067448680351906,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830306_19,鶴見川 / basin 19,3,1023,0.002932551319648094,32,5479,0.005840481839751779,-0.0029079305201036854,0.5021077712609971,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_393,利根川 / basin 393,2,1023,0.0019550342130987292,6,5479,0.0010950903449534588,8.599438681452705e-4,1.785272075594656,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_432,利根川 / basin 432,2,1023,0.0019550342130987292,2,5479,3.650301149844862e-4,0.001590004098114243,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_36,荒川 / basin 36,2,1023,0.0019550342130987292,2,5479,3.650301149844862e-4,0.001590004098114243,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_39,荒川 / basin 39,2,1023,0.0019550342130987292,21,5479,0.003832816207337105,-0.001877781994238376,0.5100777358841875,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_79,荒川 / basin 79,2,1023,0.0019550342130987292,11,5479,0.002007665632414674,-5.2631419315944845e-5,0.9737847685061762,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_16,多摩川 / basin 16,2,1023,0.0019550342130987292,15,5479,0.0027377258623836466,-7.826916492849174e-4,0.7141088302378625,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_26,多摩川 / basin 26,2,1023,0.0019550342130987292,10,5479,0.001825150574922431,1.2988363817629817e-4,1.0711632453567939,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_38,多摩川 / basin 38,2,1023,0.0019550342130987292,5,5479,9.125752874612155e-4,0.0010424589256375137,2.1423264907135877,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_39,多摩川 / basin 39,2,1023,0.0019550342130987292,4,5479,7.300602299689724e-4,0.0012249739831297567,2.6779081133919846,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_44,多摩川 / basin 44,2,1023,0.0019550342130987292,15,5479,0.0027377258623836466,-7.826916492849174e-4,0.7141088302378625,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_52,多摩川 / basin 52,2,1023,0.0019550342130987292,11,5479,0.002007665632414674,-5.2631419315944845e-5,0.9737847685061762,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_130000_1,名称不明 / basin 1,1,1023,9.775171065493646e-4,19,5479,0.003467786092352619,-0.0024902689858032545,0.2818850645675773,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_140013_16,境川 / basin 16,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_345,利根川 / basin 345,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_425,利根川 / basin 425,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830303_470,利根川 / basin 470,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_105,荒川 / basin 105,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_161,荒川 / basin 161,1,1023,9.775171065493646e-4,3,5479,5.475451724767294e-4,4.2997193407263523e-4,1.785272075594656,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_167,荒川 / basin 167,1,1023,9.775171065493646e-4,4,5479,7.300602299689724e-4,2.474568765803922e-4,1.3389540566959923,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_42,荒川 / basin 42,1,1023,9.775171065493646e-4,23,5479,0.004197846322321591,-0.0032203292157722265,0.2328615750775639,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_44,荒川 / basin 44,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_53,荒川 / basin 53,1,1023,9.775171065493646e-4,8,5479,0.0014601204599379448,-4.826033533885802e-4,0.6694770283479962,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_54,荒川 / basin 54,1,1023,9.775171065493646e-4,69,5479,0.012593538966964775,-0.01161602186041541,0.07762052502585462,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_67,荒川 / basin 67,1,1023,9.775171065493646e-4,72,5479,0.013141084139441504,-0.01216356703289214,0.07438633648311067,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_87,荒川 / basin 87,1,1023,9.775171065493646e-4,18,5479,0.003285271034860376,-0.0023077539283110115,0.2975453459324427,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830304_98,荒川 / basin 98,1,1023,9.775171065493646e-4,2,5479,3.650301149844862e-4,6.124869915648784e-4,2.6779081133919846,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_21,多摩川 / basin 21,1,1023,9.775171065493646e-4,2,5479,3.650301149844862e-4,6.124869915648784e-4,2.6779081133919846,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_29,多摩川 / basin 29,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_32,多摩川 / basin 32,1,1023,9.775171065493646e-4,7,5479,0.0012776054024457018,-3.0008829589633717e-4,0.7651166038262812,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_37,多摩川 / basin 37,1,1023,9.775171065493646e-4,10,5479,0.001825150574922431,-8.476334683730664e-4,0.5355816226783969,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_41,多摩川 / basin 41,1,1023,9.775171065493646e-4,10,5479,0.001825150574922431,-8.476334683730664e-4,0.5355816226783969,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_42,多摩川 / basin 42,1,1023,9.775171065493646e-4,26,5479,0.004745391494798321,-0.0037678743882489565,0.2059929317993834,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_45,多摩川 / basin 45,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_49,多摩川 / basin 49,1,1023,9.775171065493646e-4,10,5479,0.001825150574922431,-8.476334683730664e-4,0.5355816226783969,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_50,多摩川 / basin 50,1,1023,9.775171065493646e-4,16,5479,0.0029202409198758896,-0.001942723813326525,0.3347385141739981,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_54,多摩川 / basin 54,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_62,多摩川 / basin 62,1,1023,9.775171065493646e-4,17,5479,0.003102755977368133,-0.0021252388708187684,0.3150480133402334,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_64,多摩川 / basin 64,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_70,多摩川 / basin 70,1,1023,9.775171065493646e-4,7,5479,0.0012776054024457018,-3.0008829589633717e-4,0.7651166038262812,lower_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_74,多摩川 / basin 74,1,1023,9.775171065493646e-4,2,5479,3.650301149844862e-4,6.124869915648784e-4,2.6779081133919846,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_78,多摩川 / basin 78,1,1023,9.775171065493646e-4,5,5479,9.125752874612155e-4,6.494181908814909e-5,1.0711632453567939,similar_to_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_89,多摩川 / basin 89,1,1023,9.775171065493646e-4,3,5479,5.475451724767294e-4,4.2997193407263523e-4,1.785272075594656,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_9,多摩川 / basin 9,1,1023,9.775171065493646e-4,1,5479,1.825150574922431e-4,7.950020490571215e-4,5.355816226783969,higher_than_archaeological_sample,FALSE
unit_basin,Me,7,B_830305_91,多摩川 / basin 91,1,1023,9.775171065493646e-4,9,5479,0.001642635517430188,-6.651184108808234e-4,0.5950906918648854,lower_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830305_18_LF_CLASS::台地・段丘,多摩川 / basin 18 / 台地・段丘,40,691,0.05788712011577424,90,5256,0.017123287671232876,0.04076383244454136,3.3806078147612157,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_unknown_0_LF_CLASS::台地・段丘,古川・目黒川・立会川・呑川 / basin 0 / 台地・段丘,31,691,0.04486251808972504,223,5256,0.042427701674277014,0.0024348164154480226,1.057387421881591,similar_to_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830304_47_LF_CLASS::台地・段丘,荒川 / basin 47 / 台地・段丘,25,691,0.0361794500723589,40,5256,0.0076103500761035,0.028569099996255398,4.75397973950796,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830304_67_LF_CLASS::台地・段丘,荒川 / basin 67 / 台地・段丘,22,691,0.03183791606367583,53,5256,0.010083713850837138,0.02175420221283869,3.157360128880758,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830304_52_LF_CLASS::台地・段丘,荒川 / basin 52 / 台地・段丘,19,691,0.027496382054992764,55,5256,0.010464231354642313,0.01703215070035045,2.627654256018945,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830305_28_LF_CLASS::山地斜面等,多摩川 / basin 28 / 山地斜面等,19,691,0.027496382054992764,180,5256,0.03424657534246575,-0.006750193287472988,0.8028943560057887,similar_to_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830305_30_LF_CLASS::山地斜面等,多摩川 / basin 30 / 山地斜面等,19,691,0.027496382054992764,189,5256,0.03595890410958904,-0.008462522054596276,0.7646612914340846,lower_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830305_23_LF_CLASS::山地斜面等,多摩川 / basin 23 / 山地斜面等,16,691,0.023154848046309694,131,5256,0.024923896499238964,-0.0017690484529292692,0.929021994896212,similar_to_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830304_61_LF_CLASS::台地・段丘,荒川 / basin 61 / 台地・段丘,15,691,0.02170767004341534,28,5256,0.00532724505327245,0.01638042499014289,4.074839776721108,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830304_70_LF_CLASS::台地・段丘,荒川 / basin 70 / 台地・段丘,15,691,0.02170767004341534,37,5256,0.007039573820395738,0.014668096223019601,3.0836625337348926,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830304_80_LF_CLASS::台地・段丘,荒川 / basin 80 / 台地・段丘,15,691,0.02170767004341534,51,5256,0.009703196347031963,0.012004473696383376,2.23716693623904,higher_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830305_22_LF_CLASS::山地斜面等,多摩川 / basin 22 / 山地斜面等,15,691,0.02170767004341534,171,5256,0.032534246575342464,-0.010826576531927125,0.6672252265976083,lower_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830306_20_LF_CLASS::山地斜面等,鶴見川 / basin 20 / 山地斜面等,14,691,0.020260492040520984,291,5256,0.055365296803652965,-0.03510480476313198,0.36594208304116255,lower_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_140013_17_LF_CLASS::山地斜面等,境川 / basin 17 / 山地斜面等,13,691,0.01881331403762663,159,5256,0.030251141552511414,-0.011437827514884785,0.6219042678098463,lower_than_archaeological_sample,FALSE
watersystem_x_unit_basin_x_landform,Pa,1,B_830305_14_LF_CLASS::台地・段丘,多摩川 / basin 14 / 台地・段丘,11,691,0.015918958031837915,44,5256,0.00837138508371385,0.007547572948124064,1.9015918958031837,higher_than_archaeological_sample,FALSE
