phase_pair,phase_pair_order,group_id,group_label,transition,n_places,group_active_total,transition_composition_within_group,event_total_known_geo,active_total_known_geo,scheme,event_geo_share,active_geo_share,event_share_minus_active_geo_share,relative_event_concentration_ratio,interpretation_status,selection_inference_allowed
He->Me,6,WS_120000,120000 / 名称不明,drop,1,1,1,1603,2626,watersystem,6.238303181534623e-4,3.808073115003808e-4,2.4302300665308144e-4,1.6381784154709917,low_n_descriptive_only,FALSE
He->Me,6,WS_130000,130000 / 名称不明,continue,16,56,0.2857142857142857,571,2626,watersystem,0.028021015761821366,0.021325209444021324,0.006695806317800042,1.3139854891168377,eligible,FALSE
He->Me,6,WS_130000,130000 / 名称不明,drop,33,56,0.5892857142857143,1603,2626,watersystem,0.020586400499064253,0.021325209444021324,-7.388089449570714e-4,0.9653551376882631,eligible,FALSE
He->Me,6,WS_130000,130000 / 名称不明,new,7,56,0.125,452,2626,watersystem,0.015486725663716814,0.021325209444021324,-0.0058384837803045105,0.7262168141592921,eligible,FALSE
He->Me,6,WS_140013,140013 / 境川,continue,38,204,0.18627450980392157,571,2626,watersystem,0.06654991243432574,0.07768469154607768,-0.011134779111751938,0.8566670100614677,eligible,FALSE
He->Me,6,WS_140013,140013 / 境川,drop,159,204,0.7794117647058824,1603,2626,watersystem,0.0991890205864005,0.07768469154607768,0.021504329040322817,1.2768155297053319,eligible,FALSE
He->Me,6,WS_140013,140013 / 境川,new,7,204,0.03431372549019608,452,2626,watersystem,0.015486725663716814,0.07768469154607768,-0.06219796588236087,0.1993536352594135,eligible,FALSE
He->Me,6,WS_830303,830303 / 利根川,continue,15,32,0.46875,571,2626,watersystem,0.02626970227670753,0.012185833968012186,0.014083868308695345,2.1557574430823117,eligible,FALSE
He->Me,6,WS_830303,830303 / 利根川,drop,6,32,0.1875,1603,2626,watersystem,0.0037429819089207735,0.012185833968012186,-0.008442852059091413,0.30715845290081095,eligible,FALSE
He->Me,6,WS_830303,830303 / 利根川,new,11,32,0.34375,452,2626,watersystem,0.024336283185840708,0.012185833968012186,0.012150449217828522,1.997096238938053,eligible,FALSE
He->Me,6,WS_830304,830304 / 荒川,continue,101,458,0.2205240174672489,571,2626,watersystem,0.17688266199649738,0.1744097486671744,0.002472913329322979,1.014178756337996,eligible,FALSE
He->Me,6,WS_830304,830304 / 荒川,drop,252,458,0.5502183406113537,1603,2626,watersystem,0.1572052401746725,0.1744097486671744,-0.017204508492501908,0.901355809385786,eligible,FALSE
He->Me,6,WS_830304,830304 / 荒川,new,105,458,0.2292576419213974,452,2626,watersystem,0.2323008849557522,0.1744097486671744,0.05789113628857781,1.3319260347026318,eligible,FALSE
He->Me,6,WS_830305,830305 / 多摩川,continue,335,1372,0.24416909620991253,571,2626,watersystem,0.5866900175131349,0.5224676313785225,0.0642223861346124,1.1229212725870934,eligible,FALSE
He->Me,6,WS_830305,830305 / 多摩川,drop,812,1372,0.5918367346938775,1603,2626,watersystem,0.5065502183406113,0.5224676313785225,-0.015917413037911166,0.969534164258342,eligible,FALSE
He->Me,6,WS_830305,830305 / 多摩川,new,225,1372,0.16399416909620992,452,2626,watersystem,0.497787610619469,0.5224676313785225,-0.024680020759053456,0.9527625841739983,eligible,FALSE
He->Me,6,WS_830306,830306 / 鶴見川,continue,56,398,0.1407035175879397,571,2626,watersystem,0.09807355516637478,0.15156130997715156,-0.05348775481077678,0.6470883313238698,eligible,FALSE
He->Me,6,WS_830306,830306 / 鶴見川,drop,308,398,0.7738693467336684,1603,2626,watersystem,0.19213973799126638,0.15156130997715156,0.04057842801411482,1.2677360602137324,eligible,FALSE
He->Me,6,WS_830306,830306 / 鶴見川,new,34,398,0.08542713567839195,452,2626,watersystem,0.0752212389380531,0.15156130997715156,-0.07634007103909846,0.49630897852092326,eligible,FALSE
He->Me,6,WS_unknown,unknown / 古川・目黒川・立会川・呑川,continue,10,105,0.09523809523809523,571,2626,watersystem,0.017513134851138354,0.03998476770753998,-0.02247163285640163,0.4379951630389459,eligible,FALSE
He->Me,6,WS_unknown,unknown / 古川・目黒川・立会川・呑川,drop,32,105,0.3047619047619048,1603,2626,watersystem,0.019962570180910792,0.03998476770753998,-0.02002219752662919,0.4992543742387785,eligible,FALSE
He->Me,6,WS_unknown,unknown / 古川・目黒川・立会川・呑川,new,63,105,0.6,452,2626,watersystem,0.13938053097345132,0.03998476770753998,0.09939576326591135,3.4858407079646017,eligible,FALSE
Jo->Ya,2,WS_120000,120000 / 名称不明,drop,1,1,1,3297,3944,watersystem,3.0330603579011223e-4,2.535496957403651e-4,4.9756340049747125e-5,1.1962390051562026,low_n_descriptive_only,FALSE
Jo->Ya,2,WS_130000,130000 / 名称不明,continue,45,136,0.33088235294117646,549,3944,watersystem,0.08196721311475409,0.034482758620689655,0.04748445449406444,2.3770491803278686,eligible,FALSE
Jo->Ya,2,WS_130000,130000 / 名称不明,drop,81,136,0.5955882352941176,3297,3944,watersystem,0.02456778889899909,0.034482758620689655,-0.009914969721690564,0.7124658780709736,eligible,FALSE
Jo->Ya,2,WS_130000,130000 / 名称不明,new,10,136,0.07352941176470588,98,3944,watersystem,0.10204081632653061,0.034482758620689655,0.06755805770584096,2.9591836734693877,eligible,FALSE
Jo->Ya,2,WS_140013,140013 / 境川,continue,24,207,0.11594202898550725,549,3944,watersystem,0.04371584699453552,0.052484787018255576,-0.008768940023720057,0.8329241572292179,eligible,FALSE
Jo->Ya,2,WS_140013,140013 / 境川,drop,181,207,0.8743961352657005,3297,3944,watersystem,0.05489839247801031,0.052484787018255576,0.0024136054597547335,1.0459867629626698,eligible,FALSE
Jo->Ya,2,WS_140013,140013 / 境川,new,2,207,0.00966183574879227,98,3944,watersystem,0.02040816326530612,0.052484787018255576,-0.03207662375294945,0.3888395938085379,eligible,FALSE
Jo->Ya,2,WS_830303,830303 / 利根川,continue,2,10,0.2,549,3944,watersystem,0.0036429872495446266,0.002535496957403651,0.0011074902921409755,1.4367941712204007,low_n_descriptive_only,FALSE
Jo->Ya,2,WS_830303,830303 / 利根川,drop,2,10,0.2,3297,3944,watersystem,6.066120715802245e-4,0.002535496957403651,-0.0019288848858234266,0.23924780103124052,low_n_descriptive_only,FALSE
