scheme,phase_code,phase_order,group_id,group_label,presence_count,phase_known_geo_total,phase_share
unit_basin,Pa,1,B_830305_18,多摩川 / basin 18,59,694,0.08501440922190202
unit_basin,Pa,1,B_unknown_0,古川・目黒川・立会川・呑川 / basin 0,39,694,0.056195965417867436
unit_basin,Pa,1,B_830304_47,荒川 / basin 47,38,694,0.05475504322766571
unit_basin,Pa,1,B_830305_30,多摩川 / basin 30,30,694,0.043227665706051875
unit_basin,Pa,1,B_830304_67,荒川 / basin 67,29,694,0.04178674351585014
unit_basin,Pa,1,B_830305_22,多摩川 / basin 22,27,694,0.03890489913544669
unit_basin,Pa,1,B_830304_52,荒川 / basin 52,23,694,0.03314121037463977
unit_basin,Pa,1,B_830305_23,多摩川 / basin 23,23,694,0.03314121037463977
unit_basin,Pa,1,B_830305_28,多摩川 / basin 28,22,694,0.03170028818443804
unit_basin,Pa,1,B_140013_17,境川 / basin 17,21,694,0.03025936599423631
unit_basin,Pa,1,B_830304_70,荒川 / basin 70,20,694,0.02881844380403458
unit_basin,Pa,1,B_830304_80,荒川 / basin 80,20,694,0.02881844380403458
unit_basin,Pa,1,B_830304_61,荒川 / basin 61,19,694,0.027377521613832854
unit_basin,Pa,1,B_830304_57,荒川 / basin 57,15,694,0.021613832853025938
unit_basin,Pa,1,B_830304_86,荒川 / basin 86,15,694,0.021613832853025938
unit_basin,Pa,1,B_830306_20,鶴見川 / basin 20,15,694,0.021613832853025938
unit_basin,Pa,1,B_830305_14,多摩川 / basin 14,14,694,0.020172910662824207
unit_basin,Pa,1,B_830305_17,多摩川 / basin 17,14,694,0.020172910662824207
unit_basin,Pa,1,B_830305_40,多摩川 / basin 40,13,694,0.018731988472622477
unit_basin,Pa,1,B_830304_26,荒川 / basin 26,11,694,0.01585014409221902
unit_basin,Pa,1,B_830304_54,荒川 / basin 54,11,694,0.01585014409221902
unit_basin,Pa,1,B_830305_10,多摩川 / basin 10,10,694,0.01440922190201729
unit_basin,Pa,1,B_830305_34,多摩川 / basin 34,10,694,0.01440922190201729
unit_basin,Pa,1,B_830305_35,多摩川 / basin 35,9,694,0.012968299711815562
unit_basin,Pa,1,B_830305_8,多摩川 / basin 8,9,694,0.012968299711815562
unit_basin,Pa,1,B_130000_4,名称不明 / basin 4,8,694,0.011527377521613832
unit_basin,Pa,1,B_830304_68,荒川 / basin 68,8,694,0.011527377521613832
unit_basin,Pa,1,B_830304_88,荒川 / basin 88,8,694,0.011527377521613832
unit_basin,Pa,1,B_830305_16,多摩川 / basin 16,8,694,0.011527377521613832
unit_basin,Pa,1,B_830306_16,鶴見川 / basin 16,8,694,0.011527377521613832
unit_basin,Pa,1,B_830306_21,鶴見川 / basin 21,8,694,0.011527377521613832
unit_basin,Pa,1,B_130000_5,名称不明 / basin 5,7,694,0.010086455331412104
unit_basin,Pa,1,B_830304_120,荒川 / basin 120,6,694,0.008645533141210375
unit_basin,Pa,1,B_830304_39,荒川 / basin 39,6,694,0.008645533141210375
unit_basin,Pa,1,B_830304_53,荒川 / basin 53,6,694,0.008645533141210375
unit_basin,Pa,1,B_830305_19,多摩川 / basin 19,6,694,0.008645533141210375
unit_basin,Pa,1,B_830305_25,多摩川 / basin 25,6,694,0.008645533141210375
unit_basin,Pa,1,B_830304_83,荒川 / basin 83,5,694,0.007204610951008645
unit_basin,Pa,1,B_830305_20,多摩川 / basin 20,5,694,0.007204610951008645
unit_basin,Pa,1,B_830305_36,多摩川 / basin 36,5,694,0.007204610951008645
unit_basin,Pa,1,B_830304_27,荒川 / basin 27,4,694,0.005763688760806916
unit_basin,Pa,1,B_830304_40,荒川 / basin 40,4,694,0.005763688760806916
unit_basin,Pa,1,B_830304_42,荒川 / basin 42,4,694,0.005763688760806916
unit_basin,Pa,1,B_830304_55,荒川 / basin 55,4,694,0.005763688760806916
unit_basin,Pa,1,B_830305_12,多摩川 / basin 12,4,694,0.005763688760806916
unit_basin,Pa,1,B_830305_27,多摩川 / basin 27,4,694,0.005763688760806916
unit_basin,Pa,1,B_140013_19,境川 / basin 19,3,694,0.004322766570605188
unit_basin,Pa,1,B_830304_37,荒川 / basin 37,3,694,0.004322766570605188
unit_basin,Pa,1,B_830304_56,荒川 / basin 56,3,694,0.004322766570605188
unit_basin,Pa,1,B_830304_87,荒川 / basin 87,3,694,0.004322766570605188
unit_basin,Pa,1,B_830305_3,多摩川 / basin 3,3,694,0.004322766570605188
unit_basin,Pa,1,B_130000_1,名称不明 / basin 1,2,694,0.002881844380403458
