activity_domain,phase_code,phase_order,scheme,group_id,group_label,presence_count,phase_domain_total,phase_domain_share
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_139_LF_CLASS::山地斜面等,荒川 / basin 139 / 山地斜面等,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_139_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 139 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_14_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 14 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_158_LF_CLASS::台地・段丘,荒川 / basin 158 / 台地・段丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::台地・段丘,荒川 / basin 15 / 台地・段丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::砂州・砂丘,荒川 / basin 15 / 砂州・砂丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::自然堤防,荒川 / basin 15 / 自然堤防,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_161_LF_CLASS::台地・段丘,荒川 / basin 161 / 台地・段丘,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::凹地・浅い谷,荒川 / basin 16 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::台地・段丘,荒川 / basin 16 / 台地・段丘,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 16 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_194_LF_CLASS::台地・段丘,荒川 / basin 194 / 台地・段丘,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_194_LF_CLASS::山地斜面等,荒川 / basin 194 / 山地斜面等,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::台地・段丘,荒川 / basin 25 / 台地・段丘,6,3655,0.0016415868673050615
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::崖・段丘崖,荒川 / basin 25 / 崖・段丘崖,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 25 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::砂州・砂丘,荒川 / basin 25 / 砂州・砂丘,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::台地・段丘,荒川 / basin 26 / 台地・段丘,20,3655,0.005471956224350205
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::山地斜面等,荒川 / basin 26 / 山地斜面等,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::崖・段丘崖,荒川 / basin 26 / 崖・段丘崖,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 26 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_27_LF_CLASS::台地・段丘,荒川 / basin 27 / 台地・段丘,9,3655,0.0024623803009575923
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_27_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 27 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_27_LF_CLASS::砂州・砂丘,荒川 / basin 27 / 砂州・砂丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_36_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 36 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_37_LF_CLASS::台地・段丘,荒川 / basin 37 / 台地・段丘,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_37_LF_CLASS::山地斜面等,荒川 / basin 37 / 山地斜面等,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_37_LF_CLASS::水部,荒川 / basin 37 / 水部,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_37_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 37 / 氾濫平野・海岸平野,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_37_LF_CLASS::砂州・砂丘,荒川 / basin 37 / 砂州・砂丘,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_38_LF_CLASS::台地・段丘,荒川 / basin 38 / 台地・段丘,9,3655,0.0024623803009575923
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_38_LF_CLASS::山地斜面等,荒川 / basin 38 / 山地斜面等,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_38_LF_CLASS::崖・段丘崖,荒川 / basin 38 / 崖・段丘崖,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_38_LF_CLASS::後背低地・湿地,荒川 / basin 38 / 後背低地・湿地,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_38_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 38 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_38_LF_CLASS::砂州・砂丘,荒川 / basin 38 / 砂州・砂丘,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_39_LF_CLASS::台地・段丘,荒川 / basin 39 / 台地・段丘,10,3655,0.0027359781121751026
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_39_LF_CLASS::山地斜面等,荒川 / basin 39 / 山地斜面等,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_39_LF_CLASS::崖・段丘崖,荒川 / basin 39 / 崖・段丘崖,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_39_LF_CLASS::水部,荒川 / basin 39 / 水部,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_39_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 39 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_40_LF_CLASS::凹地・浅い谷,荒川 / basin 40 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_40_LF_CLASS::台地・段丘,荒川 / basin 40 / 台地・段丘,12,3655,0.003283173734610123
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_40_LF_CLASS::山地斜面等,荒川 / basin 40 / 山地斜面等,5,3655,0.0013679890560875513
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_40_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 40 / 氾濫平野・海岸平野,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_42_LF_CLASS::台地・段丘,荒川 / basin 42 / 台地・段丘,16,3655,0.004377564979480164
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_42_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 42 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_44_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 44 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_47_LF_CLASS::凹地・浅い谷,荒川 / basin 47 / 凹地・浅い谷,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_47_LF_CLASS::台地・段丘,荒川 / basin 47 / 台地・段丘,36,3655,0.00984952120383037
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_47_LF_CLASS::山地斜面等,荒川 / basin 47 / 山地斜面等,16,3655,0.004377564979480164
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_47_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 47 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_51_LF_CLASS::台地・段丘,荒川 / basin 51 / 台地・段丘,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_51_LF_CLASS::山地斜面等,荒川 / basin 51 / 山地斜面等,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::台地・段丘,荒川 / basin 52 / 台地・段丘,42,3655,0.01149110807113543
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::山地斜面等,荒川 / basin 52 / 山地斜面等,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::後背低地・湿地,荒川 / basin 52 / 後背低地・湿地,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::水部,荒川 / basin 52 / 水部,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_52_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 52 / 氾濫平野・海岸平野,6,3655,0.0016415868673050615
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_53_LF_CLASS::台地・段丘,荒川 / basin 53 / 台地・段丘,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_53_LF_CLASS::山地斜面等,荒川 / basin 53 / 山地斜面等,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_54_LF_CLASS::凹地・浅い谷,荒川 / basin 54 / 凹地・浅い谷,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_54_LF_CLASS::台地・段丘,荒川 / basin 54 / 台地・段丘,23,3655,0.006292749658002736
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_54_LF_CLASS::山地斜面等,荒川 / basin 54 / 山地斜面等,22,3655,0.006019151846785226
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_54_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 54 / 氾濫平野・海岸平野,5,3655,0.0013679890560875513
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_55_LF_CLASS::凹地・浅い谷,荒川 / basin 55 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_55_LF_CLASS::台地・段丘,荒川 / basin 55 / 台地・段丘,25,3655,0.006839945280437756
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_56_LF_CLASS::台地・段丘,荒川 / basin 56 / 台地・段丘,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_56_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 56 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_57_LF_CLASS::台地・段丘,荒川 / basin 57 / 台地・段丘,24,3655,0.006566347469220246
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_57_LF_CLASS::山地斜面等,荒川 / basin 57 / 山地斜面等,20,3655,0.005471956224350205
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_57_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 57 / 氾濫平野・海岸平野,8,3655,0.002188782489740082
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::凹地・浅い谷,荒川 / basin 61 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::台地・段丘,荒川 / basin 61 / 台地・段丘,24,3655,0.006566347469220246
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::山地斜面等,荒川 / basin 61 / 山地斜面等,10,3655,0.0027359781121751026
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_61_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 61 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_63_LF_CLASS::台地・段丘,荒川 / basin 63 / 台地・段丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_63_LF_CLASS::山地斜面等,荒川 / basin 63 / 山地斜面等,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_67_LF_CLASS::凹地・浅い谷,荒川 / basin 67 / 凹地・浅い谷,5,3655,0.0013679890560875513
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_67_LF_CLASS::台地・段丘,荒川 / basin 67 / 台地・段丘,46,3655,0.012585499316005472
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_67_LF_CLASS::山地斜面等,荒川 / basin 67 / 山地斜面等,9,3655,0.0024623803009575923
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_67_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 67 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_68_LF_CLASS::凹地・浅い谷,荒川 / basin 68 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_68_LF_CLASS::台地・段丘,荒川 / basin 68 / 台地・段丘,45,3655,0.012311901504787962
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_68_LF_CLASS::山地斜面等,荒川 / basin 68 / 山地斜面等,12,3655,0.003283173734610123
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_68_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 68 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_69_LF_CLASS::台地・段丘,荒川 / basin 69 / 台地・段丘,13,3655,0.0035567715458276333
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_69_LF_CLASS::山地斜面等,荒川 / basin 69 / 山地斜面等,5,3655,0.0013679890560875513
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_69_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 69 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_70_LF_CLASS::凹地・浅い谷,荒川 / basin 70 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_70_LF_CLASS::台地・段丘,荒川 / basin 70 / 台地・段丘,30,3655,0.008207934336525308
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_70_LF_CLASS::山地斜面等,荒川 / basin 70 / 山地斜面等,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_70_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 70 / 氾濫平野・海岸平野,6,3655,0.0016415868673050615
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_77_LF_CLASS::台地・段丘,荒川 / basin 77 / 台地・段丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_77_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 77 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_79_LF_CLASS::凹地・浅い谷,荒川 / basin 79 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_79_LF_CLASS::台地・段丘,荒川 / basin 79 / 台地・段丘,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_79_LF_CLASS::山地斜面等,荒川 / basin 79 / 山地斜面等,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_80_LF_CLASS::凹地・浅い谷,荒川 / basin 80 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_80_LF_CLASS::台地・段丘,荒川 / basin 80 / 台地・段丘,47,3655,0.012859097127222982
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_80_LF_CLASS::山地斜面等,荒川 / basin 80 / 山地斜面等,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_80_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 80 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_82_LF_CLASS::凹地・浅い谷,荒川 / basin 82 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_82_LF_CLASS::台地・段丘,荒川 / basin 82 / 台地・段丘,17,3655,0.004651162790697674
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_82_LF_CLASS::山地斜面等,荒川 / basin 82 / 山地斜面等,7,3655,0.0019151846785225718
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_83_LF_CLASS::台地・段丘,荒川 / basin 83 / 台地・段丘,18,3655,0.004924760601915185
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_83_LF_CLASS::山地斜面等,荒川 / basin 83 / 山地斜面等,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_83_LF_CLASS::崖・段丘崖,荒川 / basin 83 / 崖・段丘崖,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_83_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 83 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::凹地・浅い谷,荒川 / basin 86 / 凹地・浅い谷,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::台地・段丘,荒川 / basin 86 / 台地・段丘,20,3655,0.005471956224350205
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::山地斜面等,荒川 / basin 86 / 山地斜面等,48,3655,0.013132694938440492
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::山麓堆積地形,荒川 / basin 86 / 山麓堆積地形,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::水部,荒川 / basin 86 / 水部,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_86_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 86 / 氾濫平野・海岸平野,11,3655,0.003009575923392613
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_87_LF_CLASS::台地・段丘,荒川 / basin 87 / 台地・段丘,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_87_LF_CLASS::山地斜面等,荒川 / basin 87 / 山地斜面等,13,3655,0.0035567715458276333
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_87_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 87 / 氾濫平野・海岸平野,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_88_LF_CLASS::台地・段丘,荒川 / basin 88 / 台地・段丘,8,3655,0.002188782489740082
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_88_LF_CLASS::山地斜面等,荒川 / basin 88 / 山地斜面等,15,3655,0.004103967168262654
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_88_LF_CLASS::山麓堆積地形,荒川 / basin 88 / 山麓堆積地形,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830304_98_LF_CLASS::山地斜面等,荒川 / basin 98 / 山地斜面等,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_10_LF_CLASS::台地・段丘,多摩川 / basin 10 / 台地・段丘,19,3655,0.005198358413132695
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_10_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 10 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_12_LF_CLASS::凹地・浅い谷,多摩川 / basin 12 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_12_LF_CLASS::台地・段丘,多摩川 / basin 12 / 台地・段丘,16,3655,0.004377564979480164
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_13_LF_CLASS::台地・段丘,多摩川 / basin 13 / 台地・段丘,6,3655,0.0016415868673050615
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_13_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 13 / 氾濫平野・海岸平野,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::凹地・浅い谷,多摩川 / basin 14 / 凹地・浅い谷,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::台地・段丘,多摩川 / basin 14 / 台地・段丘,31,3655,0.008481532147742818
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::山地斜面等,多摩川 / basin 14 / 山地斜面等,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::崖・段丘崖,多摩川 / basin 14 / 崖・段丘崖,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_14_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 14 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_16_LF_CLASS::台地・段丘,多摩川 / basin 16 / 台地・段丘,10,3655,0.0027359781121751026
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_16_LF_CLASS::山地斜面等,多摩川 / basin 16 / 山地斜面等,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_16_LF_CLASS::崖・段丘崖,多摩川 / basin 16 / 崖・段丘崖,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::台地・段丘,多摩川 / basin 17 / 台地・段丘,14,3655,0.0038303693570451436
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::山地斜面等,多摩川 / basin 17 / 山地斜面等,75,3655,0.02051983584131327
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::山麓堆積地形,多摩川 / basin 17 / 山麓堆積地形,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_17_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 17 / 氾濫平野・海岸平野,6,3655,0.0016415868673050615
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::凹地・浅い谷,多摩川 / basin 18 / 凹地・浅い谷,4,3655,0.001094391244870041
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::台地・段丘,多摩川 / basin 18 / 台地・段丘,72,3655,0.01969904240766074
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::山地斜面等,多摩川 / basin 18 / 山地斜面等,7,3655,0.0019151846785225718
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::崖・段丘崖,多摩川 / basin 18 / 崖・段丘崖,6,3655,0.0016415868673050615
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::水部,多摩川 / basin 18 / 水部,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_18_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 18 / 氾濫平野・海岸平野,10,3655,0.0027359781121751026
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::凹地・浅い谷,多摩川 / basin 19 / 凹地・浅い谷,3,3655,8.207934336525308e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::台地・段丘,多摩川 / basin 19 / 台地・段丘,12,3655,0.003283173734610123
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::山地斜面等,多摩川 / basin 19 / 山地斜面等,7,3655,0.0019151846785225718
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_19_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 19 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_20_LF_CLASS::台地・段丘,多摩川 / basin 20 / 台地・段丘,11,3655,0.003009575923392613
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_20_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 20 / 氾濫平野・海岸平野,2,3655,5.471956224350205e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_21_LF_CLASS::台地・段丘,多摩川 / basin 21 / 台地・段丘,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_21_LF_CLASS::氾濫平野・海岸平野,多摩川 / basin 21 / 氾濫平野・海岸平野,1,3655,2.7359781121751026e-4
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::台地・段丘,多摩川 / basin 22 / 台地・段丘,13,3655,0.0035567715458276333
general_activity,Jo,2,watersystem_x_unit_basin_x_landform,B_830305_22_LF_CLASS::山地斜面等,多摩川 / basin 22 / 山地斜面等,148,3655,0.04049247606019152
