scheme,group_id,group_label,baseline_place_count,baseline_total,baseline_share
unit_basin,B_830305_78,多摩川 / basin 78,5,5479,9.125752874612155e-4
unit_basin,B_830305_79,多摩川 / basin 79,1,5479,1.825150574922431e-4
unit_basin,B_830305_8,多摩川 / basin 8,50,5479,0.009125752874612156
unit_basin,B_830305_80,多摩川 / basin 80,2,5479,3.650301149844862e-4
unit_basin,B_830305_81,多摩川 / basin 81,8,5479,0.0014601204599379448
unit_basin,B_830305_82,多摩川 / basin 82,2,5479,3.650301149844862e-4
unit_basin,B_830305_83,多摩川 / basin 83,1,5479,1.825150574922431e-4
unit_basin,B_830305_84,多摩川 / basin 84,2,5479,3.650301149844862e-4
unit_basin,B_830305_87,多摩川 / basin 87,4,5479,7.300602299689724e-4
unit_basin,B_830305_88,多摩川 / basin 88,4,5479,7.300602299689724e-4
unit_basin,B_830305_89,多摩川 / basin 89,3,5479,5.475451724767294e-4
unit_basin,B_830305_9,多摩川 / basin 9,1,5479,1.825150574922431e-4
unit_basin,B_830305_90,多摩川 / basin 90,15,5479,0.0027377258623836466
unit_basin,B_830305_91,多摩川 / basin 91,9,5479,0.001642635517430188
unit_basin,B_830305_92,多摩川 / basin 92,4,5479,7.300602299689724e-4
unit_basin,B_830305_98,多摩川 / basin 98,13,5479,0.0023726957473991605
unit_basin,B_830306_16,鶴見川 / basin 16,155,5479,0.028289833911297683
unit_basin,B_830306_17,鶴見川 / basin 17,12,5479,0.0021901806899069175
unit_basin,B_830306_19,鶴見川 / basin 19,32,5479,0.005840481839751779
unit_basin,B_830306_20,鶴見川 / basin 20,362,5479,0.06607045081219201
unit_basin,B_830306_21,鶴見川 / basin 21,81,5479,0.014783719656871691
unit_basin,B_unknown_0,古川・目黒川・立会川・呑川 / basin 0,424,5479,0.07738638437671108
watersystem_x_unit_basin_x_landform,B_120000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::台地・段丘,名称不明 / basin 1 / 台地・段丘,16,5256,0.0030441400304414
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::崖・段丘崖,名称不明 / basin 1 / 崖・段丘崖,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_130000_1_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 1 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::凹地・浅い谷,名称不明 / basin 2 / 凹地・浅い谷,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::台地・段丘,名称不明 / basin 2 / 台地・段丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::山地斜面等,名称不明 / basin 2 / 山地斜面等,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_130000_2_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 2 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_130000_3_LF_CLASS::凹地・浅い谷,名称不明 / basin 3 / 凹地・浅い谷,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_130000_3_LF_CLASS::台地・段丘,名称不明 / basin 3 / 台地・段丘,9,5256,0.0017123287671232876
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::台地・段丘,名称不明 / basin 4 / 台地・段丘,37,5256,0.007039573820395738
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::山地斜面等,名称不明 / basin 4 / 山地斜面等,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::後背低地・湿地,名称不明 / basin 4 / 後背低地・湿地,4,5256,7.6103500761035e-4
watersystem_x_unit_basin_x_landform,B_130000_4_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 4 / 氾濫平野・海岸平野,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::台地・段丘,名称不明 / basin 5 / 台地・段丘,51,5256,0.009703196347031963
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::山地斜面等,名称不明 / basin 5 / 山地斜面等,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::崖・段丘崖,名称不明 / basin 5 / 崖・段丘崖,4,5256,7.6103500761035e-4
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::後背低地・湿地,名称不明 / basin 5 / 後背低地・湿地,4,5256,7.6103500761035e-4
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::水部,名称不明 / basin 5 / 水部,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_130000_5_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 5 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::台地・段丘,名称不明 / basin 6 / 台地・段丘,12,5256,0.00228310502283105
watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::山地斜面等,名称不明 / basin 6 / 山地斜面等,7,5256,0.0013318112633181126
watersystem_x_unit_basin_x_landform,B_130000_6_LF_CLASS::氾濫平野・海岸平野,名称不明 / basin 6 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_140013_16_LF_CLASS::台地・段丘,境川 / basin 16 / 台地・段丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::台地・段丘,境川 / basin 17 / 台地・段丘,41,5256,0.007800608828006088
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::山地斜面等,境川 / basin 17 / 山地斜面等,159,5256,0.030251141552511414
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::山麓堆積地形,境川 / basin 17 / 山麓堆積地形,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::崖・段丘崖,境川 / basin 17 / 崖・段丘崖,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::水部,境川 / basin 17 / 水部,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_140013_17_LF_CLASS::氾濫平野・海岸平野,境川 / basin 17 / 氾濫平野・海岸平野,37,5256,0.007039573820395738
watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::台地・段丘,境川 / basin 19 / 台地・段丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::山地斜面等,境川 / basin 19 / 山地斜面等,16,5256,0.0030441400304414
watersystem_x_unit_basin_x_landform,B_140013_19_LF_CLASS::氾濫平野・海岸平野,境川 / basin 19 / 氾濫平野・海岸平野,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830303_345_LF_CLASS::自然堤防,利根川 / basin 345 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::水部,利根川 / basin 347 / 水部,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 347 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_347_LF_CLASS::自然堤防,利根川 / basin 347 / 自然堤防,5,5256,9.512937595129375e-4
watersystem_x_unit_basin_x_landform,B_830303_388_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 388 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_389_LF_CLASS::自然堤防,利根川 / basin 389 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_390_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 390 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_390_LF_CLASS::自然堤防,利根川 / basin 390 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_393_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 393 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830303_393_LF_CLASS::自然堤防,利根川 / basin 393 / 自然堤防,4,5256,7.6103500761035e-4
watersystem_x_unit_basin_x_landform,B_830303_425_LF_CLASS::自然堤防,利根川 / basin 425 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_426_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 426 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830303_426_LF_CLASS::自然堤防,利根川 / basin 426 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_427_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 427 / 氾濫平野・海岸平野,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830303_427_LF_CLASS::自然堤防,利根川 / basin 427 / 自然堤防,5,5256,9.512937595129375e-4
watersystem_x_unit_basin_x_landform,B_830303_432_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 432 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_432_LF_CLASS::自然堤防,利根川 / basin 432 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_470_LF_CLASS::砂州・砂丘,利根川 / basin 470 / 砂州・砂丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_478_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 478 / 氾濫平野・海岸平野,7,5256,0.0013318112633181126
watersystem_x_unit_basin_x_landform,B_830303_478_LF_CLASS::自然堤防,利根川 / basin 478 / 自然堤防,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830303_517_LF_CLASS::旧河道,利根川 / basin 517 / 旧河道,5,5256,9.512937595129375e-4
watersystem_x_unit_basin_x_landform,B_830303_517_LF_CLASS::氾濫平野・海岸平野,利根川 / basin 517 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830303_517_LF_CLASS::自然堤防,利根川 / basin 517 / 自然堤防,4,5256,7.6103500761035e-4
watersystem_x_unit_basin_x_landform,B_830304_105_LF_CLASS::台地・段丘,荒川 / basin 105 / 台地・段丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_11_LF_CLASS::水部,荒川 / basin 11 / 水部,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_11_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 11 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_11_LF_CLASS::自然堤防,荒川 / basin 11 / 自然堤防,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830304_120_LF_CLASS::台地・段丘,荒川 / basin 120 / 台地・段丘,23,5256,0.004375951293759513
watersystem_x_unit_basin_x_landform,B_830304_120_LF_CLASS::山地斜面等,荒川 / basin 120 / 山地斜面等,24,5256,0.0045662100456621
watersystem_x_unit_basin_x_landform,B_830304_120_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 120 / 氾濫平野・海岸平野,10,5256,0.001902587519025875
watersystem_x_unit_basin_x_landform,B_830304_139_LF_CLASS::台地・段丘,荒川 / basin 139 / 台地・段丘,6,5256,0.001141552511415525
watersystem_x_unit_basin_x_landform,B_830304_139_LF_CLASS::山地斜面等,荒川 / basin 139 / 山地斜面等,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830304_139_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 139 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830304_14_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 14 / 氾濫平野・海岸平野,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_158_LF_CLASS::台地・段丘,荒川 / basin 158 / 台地・段丘,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::台地・段丘,荒川 / basin 15 / 台地・段丘,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 15 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::砂州・砂丘,荒川 / basin 15 / 砂州・砂丘,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830304_15_LF_CLASS::自然堤防,荒川 / basin 15 / 自然堤防,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_161_LF_CLASS::台地・段丘,荒川 / basin 161 / 台地・段丘,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::凹地・浅い谷,荒川 / basin 16 / 凹地・浅い谷,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::台地・段丘,荒川 / basin 16 / 台地・段丘,8,5256,0.0015220700152207
watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 16 / 氾濫平野・海岸平野,2,5256,3.80517503805175e-4
watersystem_x_unit_basin_x_landform,B_830304_16_LF_CLASS::自然堤防,荒川 / basin 16 / 自然堤防,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830304_194_LF_CLASS::台地・段丘,荒川 / basin 194 / 台地・段丘,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_194_LF_CLASS::山地斜面等,荒川 / basin 194 / 山地斜面等,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::台地・段丘,荒川 / basin 25 / 台地・段丘,9,5256,0.0017123287671232876
watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::崖・段丘崖,荒川 / basin 25 / 崖・段丘崖,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::旧水部,荒川 / basin 25 / 旧水部,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 25 / 氾濫平野・海岸平野,10,5256,0.001902587519025875
watersystem_x_unit_basin_x_landform,B_830304_25_LF_CLASS::砂州・砂丘,荒川 / basin 25 / 砂州・砂丘,12,5256,0.00228310502283105
watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::台地・段丘,荒川 / basin 26 / 台地・段丘,32,5256,0.0060882800608828
watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::山地斜面等,荒川 / basin 26 / 山地斜面等,6,5256,0.001141552511415525
watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::崖・段丘崖,荒川 / basin 26 / 崖・段丘崖,1,5256,1.902587519025875e-4
watersystem_x_unit_basin_x_landform,B_830304_26_LF_CLASS::氾濫平野・海岸平野,荒川 / basin 26 / 氾濫平野・海岸平野,3,5256,5.707762557077625e-4
watersystem_x_unit_basin_x_landform,B_830304_27_LF_CLASS::台地・段丘,荒川 / basin 27 / 台地・段丘,14,5256,0.002663622526636225
