phase_pair,phase_pair_order,group_id,group_label,transition,n_places,group_active_total,transition_composition_within_group,event_total_known_geo,active_total_known_geo,scheme,event_geo_share,active_geo_share,event_share_minus_active_geo_share,relative_event_concentration_ratio,interpretation_status,selection_inference_allowed
He->Me,6,LF_CLASS::凹地・浅い谷,凹地・浅い谷,continue,7,29,0.2413793103448276,566,2555,landform,0.012367491166077738,0.011350293542074364,0.0010171976240033742,1.089618618252711,eligible,FALSE
He->Me,6,LF_CLASS::凹地・浅い谷,凹地・浅い谷,drop,20,29,0.6896551724137931,1560,2555,landform,0.01282051282051282,0.011350293542074364,0.0014702192784384564,1.1295313881520779,eligible,FALSE
He->Me,6,LF_CLASS::凹地・浅い谷,凹地・浅い谷,new,2,29,0.06896551724137931,429,2555,landform,0.004662004662004662,0.011350293542074364,-0.006688288880069702,0.4107386866007556,eligible,FALSE
He->Me,6,LF_CLASS::台地・段丘,台地・段丘,continue,203,837,0.24253285543608125,566,2555,landform,0.3586572438162544,0.3275929549902153,0.03106428882603912,1.0948258756876104,eligible,FALSE
He->Me,6,LF_CLASS::台地・段丘,台地・段丘,drop,456,837,0.5448028673835126,1560,2555,landform,0.2923076923076923,0.3275929549902153,-0.035285262682522966,0.8922893116441504,eligible,FALSE
He->Me,6,LF_CLASS::台地・段丘,台地・段丘,new,178,837,0.2126642771804062,429,2555,landform,0.4149184149184149,0.3275929549902153,0.08732545992819962,1.2665669654916965,eligible,FALSE
He->Me,6,LF_CLASS::山地斜面等,山地斜面等,continue,224,1225,0.18285714285714286,566,2555,landform,0.3957597173144876,0.4794520547945205,-0.08369233748003291,0.8254416961130742,eligible,FALSE
He->Me,6,LF_CLASS::山地斜面等,山地斜面等,drop,851,1225,0.6946938775510204,1560,2555,landform,0.5455128205128205,0.4794520547945205,0.06606076571829994,1.1377838827838826,eligible,FALSE
He->Me,6,LF_CLASS::山地斜面等,山地斜面等,new,150,1225,0.12244897959183673,429,2555,landform,0.34965034965034963,0.4794520547945205,-0.1298017051441709,0.7292707292707292,eligible,FALSE
He->Me,6,LF_CLASS::山麓堆積地形,山麓堆積地形,continue,22,52,0.4230769230769231,566,2555,landform,0.038869257950530034,0.020352250489236792,0.01851700746129324,1.9098260396846967,eligible,FALSE
He->Me,6,LF_CLASS::山麓堆積地形,山麓堆積地形,drop,20,52,0.38461538461538464,1560,2555,landform,0.01282051282051282,0.020352250489236792,-0.007531737668723972,0.6299309664694279,eligible,FALSE
He->Me,6,LF_CLASS::山麓堆積地形,山麓堆積地形,new,10,52,0.19230769230769232,429,2555,landform,0.023310023310023312,0.020352250489236792,0.0029577728207865195,1.1453290299444145,eligible,FALSE
He->Me,6,LF_CLASS::崖・段丘崖,崖・段丘崖,continue,5,20,0.25,566,2555,landform,0.0088339222614841,0.007827788649706457,0.0010061336117776418,1.1285335689045937,eligible,FALSE
He->Me,6,LF_CLASS::崖・段丘崖,崖・段丘崖,drop,10,20,0.5,1560,2555,landform,0.00641025641025641,0.007827788649706457,-0.0014175322394500475,0.8189102564102564,eligible,FALSE
He->Me,6,LF_CLASS::崖・段丘崖,崖・段丘崖,new,5,20,0.25,429,2555,landform,0.011655011655011656,0.007827788649706457,0.0038272230053051984,1.488927738927739,eligible,FALSE
He->Me,6,LF_CLASS::後背低地・湿地,後背低地・湿地,continue,3,11,0.2727272727272727,566,2555,landform,0.00530035335689046,0.004305283757338552,9.950695995519076e-4,1.2311275297141022,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::後背低地・湿地,後背低地・湿地,drop,5,11,0.45454545454545453,1560,2555,landform,0.003205128205128205,0.004305283757338552,-0.0011001555522103471,0.7444638694638694,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::後背低地・湿地,後背低地・湿地,new,3,11,0.2727272727272727,429,2555,landform,0.006993006993006993,0.004305283757338552,0.002687723235668441,1.6242848061029878,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::扇状地,扇状地,continue,2,2,1,566,2555,landform,0.0035335689045936395,7.827788649706458e-4,0.0027507900396229936,4.514134275618375,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::旧河道,旧河道,continue,3,7,0.42857142857142855,566,2555,landform,0.00530035335689046,0.0027397260273972603,0.0025606273294931994,1.9346289752650179,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::旧河道,旧河道,drop,2,7,0.2857142857142857,1560,2555,landform,0.001282051282051282,0.0027397260273972603,-0.0014576747453459782,0.46794871794871795,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::旧河道,旧河道,new,2,7,0.2857142857142857,429,2555,landform,0.004662004662004662,0.0027397260273972603,0.0019222786346074017,1.7016317016317015,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::水部,水部,continue,1,19,0.05263157894736842,566,2555,landform,0.0017667844522968198,0.007436399217221135,-0.005669614764924315,0.23758601450623024,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::水部,水部,drop,18,19,0.9473684210526315,1560,2555,landform,0.011538461538461539,0.007436399217221135,0.004102062321240404,1.5516194331983806,low_n_descriptive_only,FALSE
He->Me,6,LF_CLASS::氾濫平野・海岸平野,氾濫平野・海岸平野,continue,76,286,0.26573426573426573,566,2555,landform,0.13427561837455831,0.11193737769080235,0.022338240683755964,1.1995601571573304,eligible,FALSE
He->Me,6,LF_CLASS::氾濫平野・海岸平野,氾濫平野・海岸平野,drop,155,286,0.541958041958042,1560,2555,landform,0.09935897435897435,0.11193737769080235,-0.012578403331827998,0.8876299982069212,eligible,FALSE
He->Me,6,LF_CLASS::氾濫平野・海岸平野,氾濫平野・海岸平野,new,55,286,0.19230769230769232,429,2555,landform,0.1282051282051282,0.11193737769080235,0.016267750514325843,1.1453290299444145,eligible,FALSE
He->Me,6,LF_CLASS::砂州・砂丘,砂州・砂丘,continue,8,34,0.23529411764705882,566,2555,landform,0.014134275618374558,0.013307240704500978,8.2703491387358e-4,1.0621492413219704,eligible,FALSE
He->Me,6,LF_CLASS::砂州・砂丘,砂州・砂丘,drop,13,34,0.38235294117647056,1560,2555,landform,0.008333333333333333,0.013307240704500978,-0.004973907371167645,0.6262254901960784,eligible,FALSE
He->Me,6,LF_CLASS::砂州・砂丘,砂州・砂丘,new,13,34,0.38235294117647056,429,2555,landform,0.030303030303030304,0.013307240704500978,0.016995789598529328,2.2771836007130126,eligible,FALSE
He->Me,6,LF_CLASS::自然堤防,自然堤防,continue,12,33,0.36363636363636365,566,2555,landform,0.02120141342756184,0.012915851272015656,0.008285562155546183,1.6415033729521362,eligible,FALSE
He->Me,6,LF_CLASS::自然堤防,自然堤防,drop,10,33,0.30303030303030304,1560,2555,landform,0.00641025641025641,0.012915851272015656,-0.0065055948617592455,0.4963092463092463,eligible,FALSE
He->Me,6,LF_CLASS::自然堤防,自然堤防,new,11,33,0.3333333333333333,429,2555,landform,0.02564102564102564,0.012915851272015656,0.012725174369009985,1.985236985236985,eligible,FALSE
Jo->Ya,2,LF_CLASS::凹地・浅い谷,凹地・浅い谷,continue,8,60,0.13333333333333333,547,3751,landform,0.014625228519195612,0.015995734470807786,-0.0013705059516121738,0.914320536258379,eligible,FALSE
Jo->Ya,2,LF_CLASS::凹地・浅い谷,凹地・浅い谷,drop,51,60,0.85,3108,3751,landform,0.016409266409266408,0.015995734470807786,4.1353193845862155e-4,1.025852638352638,eligible,FALSE
Jo->Ya,2,LF_CLASS::凹地・浅い谷,凹地・浅い谷,new,1,60,0.016666666666666666,96,3751,landform,0.010416666666666666,0.015995734470807786,-0.00557906780414112,0.6512152777777777,eligible,FALSE
Jo->Ya,2,LF_CLASS::台地・段丘,台地・段丘,continue,325,1524,0.21325459317585302,547,3751,landform,0.5941499085923218,0.4062916555585177,0.18785825303380405,1.462372904940813,eligible,FALSE
