"JASID","LGC","Name","Site_no","SiteName","SiteType","Lat","Lon","P","J","Y","K","N","H","M","E","D","U"
11218606400,11218,"深谷市",64,"","散布地",NA,36.14293438,1,0,1,0,0,0,0,0,0,139.2111821
11218606800,11218,"深谷市",68,"","散布地",NA,36.14857336,1,0,1,0,0,0,0,0,0,139.2182894
11218606900,11218,"深谷市",69,"","散布地",NA,36.14678231,1,0,1,0,0,0,0,0,0,139.2213392
11218607100,11218,"深谷市",71,"","集落跡",NA,36.1406203,1,1,1,0,0,0,0,0,0,139.2161828
11218607200,11218,"深谷市",72,"","散布地",NA,36.14230931,1,0,1,0,0,0,1,0,0,139.2209569
11218607300,11218,"深谷市",73,"","散布地",NA,36.14048978,1,0,0,0,0,0,0,0,0,139.2232384
11218607400,11218,"深谷市",74,"","散布地",NA,36.13949838,1,0,1,0,0,0,0,0,0,139.2247843
11218607600,11218,"深谷市",76,"","散布地",NA,36.13604676,1,0,1,0,0,0,1,0,0,139.2191009
11218607700,11218,"深谷市",77,"","散布地",NA,36.13487171,1,0,1,0,0,0,1,0,0,139.2197374
11218608000,11218,"深谷市",80,"","散布地",NA,36.13188206,1,0,1,0,0,0,0,0,0,139.2273992
11218608100,11218,"深谷市",81,"","散布地",NA,36.13268995,1,0,1,0,0,0,0,0,0,139.2309456
11218608500,11218,"深谷市",85,"","散布地",NA,36.12126104,1,0,1,0,0,0,0,0,0,139.2315065
11218608600,11218,"深谷市",86,"","散布地",NA,36.12419916,1,0,0,0,0,0,0,0,0,139.2323704
11218608800,11218,"深谷市",88,"","散布地",NA,36.12262751,1,0,0,0,0,0,0,0,0,139.2350887
11218608900,11218,"深谷市",89,"","散布地",NA,36.12306065,1,0,0,0,0,0,0,0,0,139.2379628
11218609000,11218,"深谷市",90,"","散布地",NA,36.12350055,1,0,0,0,0,0,0,0,0,139.2404926
11218609100,11218,"深谷市",91,"","散布地",NA,36.12421567,1,0,0,0,0,0,0,0,0,139.2430459
11218609200,11218,"深谷市",92,"","古墳 散布地",NA,36.12006232,1,0,1,0,0,0,0,0,0,139.2443923
11218609300,11218,"深谷市",93,"","散布地",NA,36.12211609,1,0,0,0,0,0,1,0,0,139.222025
11218609900,11218,"深谷市",99,"","散布地",NA,36.14683563,1,0,1,0,0,0,0,0,0,139.2326009
11218610000,11218,"深谷市",100,"","その他",NA,36.14496333,1,0,1,0,0,0,0,0,0,139.238461
11218610100,11218,"深谷市",101,"","散布地",NA,36.14562994,1,0,1,0,0,0,0,0,0,139.2358917
11218610200,11218,"深谷市",102,"","散布地",NA,36.13720659,1,0,0,0,0,0,1,0,0,139.2295361
11218610300,11218,"深谷市",103,"","散布地",NA,36.13955662,1,0,1,0,0,0,0,0,0,139.2282176
11218610400,11218,"深谷市",104,"","散布地",NA,36.13882224,1,0,1,1,1,0,1,0,0,139.2300363
11218610500,11218,"深谷市",105,"","散布地",NA,36.13838161,1,0,1,1,1,0,0,0,0,139.2323551
11218610600,11218,"深谷市",106,"","集落跡",NA,36.13740652,1,0,0,0,0,0,0,0,0,139.2376869
11218610800,11218,"深谷市",108,"","集落跡",NA,36.14072384,1,0,1,1,1,0,1,0,0,139.2401808
11218610900,11218,"深谷市",109,"","散布地",NA,36.13063287,1,0,0,1,1,0,0,0,0,139.2426805
11218611000,11218,"深谷市",110,"","散布地",NA,36.13321386,1,0,1,0,0,0,0,0,0,139.2431971
11218611100,11218,"深谷市",111,"","散布地",NA,36.13410249,1,0,0,0,0,0,0,0,0,139.2413266
11218611200,11218,"深谷市",112,"","散布地",NA,36.13225735,1,0,0,0,0,0,0,0,0,139.2507738
11218611300,11218,"深谷市",113,"","集落跡",NA,36.13989047,1,0,0,0,0,0,0,0,0,139.2470836
11218611400,11218,"深谷市",114,"","散布地",NA,36.1459209,1,0,0,0,0,0,0,0,0,139.2431117
11218611500,11218,"深谷市",115,"","散布地",NA,36.14569416,1,0,1,0,0,0,0,0,0,139.246918
11218611600,11218,"深谷市",116,"","散布地",NA,36.14367116,1,0,1,0,0,0,0,0,0,139.2455658
11218611700,11218,"深谷市",117,"","散布地",NA,36.1396436,1,0,0,0,0,0,0,0,0,139.2612564
11218611800,11218,"深谷市",118,"","散布地",NA,36.1396436,1,0,1,0,0,0,0,0,0,139.2612564
11218611900,11218,"深谷市",119,"","散布地",NA,36.1396436,1,0,1,0,0,0,0,0,0,139.2612564
11218612000,11218,"深谷市",120,"","散布地",NA,36.13712399,1,0,1,0,0,0,0,0,0,139.2612876
