analysis_name,analysis_version,analysis_run_id,analysis_datetime_utc,arch_geo_phase_landscape_file,availability_file,availability_gpkg,availability_script_version,availability_gsi_zoom,availability_resolution_m,availability_target_crs,primary_coverage_threshold,sensitivity_thresholds,monte_carlo_simulations,monte_carlo_seed,selection_alpha,min_expected_for_cell_inference,selection_inference_allowed,selection_inference_scope
Arch-Geo-Selections Availability,Availability-1.0.7,20260815T082255,2026-08-14T23:22:55Z,Arch_Geo_Selections_results/csv/phase_landscape_profile.csv,/Users/noguchiatsushi/Documents/GitHub/JASOSR/Longterm_dynamics/ArchGeo_landform_availability/landform_availability_by_basin.csv,/Users/noguchiatsushi/Documents/GitHub/JASOSR/Longterm_dynamics/ArchGeo_landform_availability/landscape_units_10m.gpkg,1.1.1,14,10,EPSG:6677,0.95,"0.9,0.95,0.99",1999,20260813,0.05,5,TRUE,GSI ZL14 known-area; primary W07 basin coverage >= 0.95
