gsi_landform_class,observed_count,expected_count,selection_ratio,log2_selection_ratio,pearson_residual,phase_code,phase_order,coverage_threshold
台地・段丘,274,201.13038718696754,1.3623003656095687,0.4450930692204479,5.138159920048166,Me,7,0.99
山地斜面等,363,352.97211289864856,1.0284098565719577,0.040358965715154405,0.5337516597343546,Me,7,0.9
山地斜面等,355,347.7552209019482,1.0208329844172046,0.029704578553295977,0.388497580501865,Me,7,0.95
山地斜面等,257,238.96871969488825,1.0754545629575865,0.10473521428147622,1.1664228971466315,Me,7,0.99
山麓堆積地形,32,13.731539773067402,2.330401435588729,1.1913479562913611,4.929947840688248,Me,7,0.9
山麓堆積地形,32,13.49697283504964,2.370902008256306,1.215324872977233,5.0364508435257695,Me,7,0.95
山麓堆積地形,22,10.341636416562698,2.127322902666138,1.0533424705918844,3.6252917503585476,Me,7,0.99
崖・段丘崖,10,8.19004214380212,1.220994938050176,0.2729542491329983,0.6324488313720562,Me,7,0.9
崖・段丘崖,9,7.22005322290187,1.2465282072232062,0.2993167198165629,0.662425156459751,Me,7,0.95
崖・段丘崖,8,6.01433370095943,1.3301556577620242,0.3838452166365185,0.8096783083766192,Me,7,0.99
後背低地・湿地,6,3.283192562901753,1.8274895197426608,0.7808355073173495,1.4993764308397401,Me,7,0.9
後背低地・湿地,6,3.283192562901753,1.8274895197426608,0.7808355073173495,1.4993764308397401,Me,7,0.95
後背低地・湿地,6,3.283192562901753,1.8274895197426608,0.7808355073173495,1.4993764308397401,Me,7,0.99
扇状地,2,0.9027153188839452,2.215537897897492,0.8337058512240277,1.154898746505047,Me,7,0.9
扇状地,1,0.7875125640657248,1.2698210106480807,0.22037598995782565,0.23944430399114827,Me,7,0.95
扇状地,0,0.568215697388838,0,-1.0952029898469313,-0.7538008340329945,Me,7,0.99
旧水部,0,28.856220814323123,0,-5.875594349057383,-5.371798657277013,Me,7,0.9
旧水部,0,28.849803623853894,0,-5.8752789453490974,-5.371201320361572,Me,7,0.95
旧水部,0,28.839530787334176,0,-5.87477389377191,-5.370244946679264,Me,7,0.99
旧河道,5,13.779652953891047,0.3628538408572996,-1.3764573934472972,-2.3651473861426786,Me,7,0.9
旧河道,4,9.665952051482268,0.41382369565826704,-1.1757484247747076,-1.8224288282715835,Me,7,0.95
旧河道,3,6.460356779721368,0.4643706380763368,-0.9918063367667441,-1.3614215709876123,Me,7,0.99
水部,1,22.591285881728428,0.044264855273634,-3.9443141087047593,-4.542636980543576,Me,7,0.9
水部,1,20.147901117694822,0.0496329614761586,-3.782960731695185,-4.265856781371238,Me,7,0.95
水部,1,18.633896914170375,0.053665639807180525,-3.673096324943795,-4.085041316067385,Me,7,0.99
氾濫平野・海岸平野,126,198.82140076370123,0.6337345955516666,-0.6559592330251748,-5.16449027525575,Me,7,0.9
氾濫平野・海岸平野,115,183.42348631790054,0.6269644215609754,-0.6712128664492998,-5.052167336640059,Me,7,0.95
氾濫平野・海岸平野,88,144.60363455277374,0.6085600840681775,-0.7133342961438814,-4.7071139725710225,Me,7,0.99
河川敷・浜,0,0.07586001014077032,0,-0.20379004451987812,-0.2754269597203047,Me,7,0.9
河川敷・浜,0,0.03637033820881405,0,-0.10130136214944915,-0.19071008942584566,Me,7,0.95
砂州・砂丘,19,9.383011930210397,2.0249361443126674,0.9804514367103848,3.139553896997323,Me,7,0.9
砂州・砂丘,18,9.299218819021487,1.9356464613114734,0.9167866215892944,2.853218379764859,Me,7,0.95
砂州・砂丘,18,9.268572314528829,1.942046670098731,0.9213056391831338,2.8679979735533268,Me,7,0.99
自然堤防,16,10.40444585220777,1.5378041490412373,0.5975495682554053,1.7347369359264722,Me,7,0.9
自然堤防,13,7.416824409577787,1.7527717095759103,0.7699656485349348,2.0500869820728638,Me,7,0.95
自然堤防,12,6.4677597155849345,1.8553564955550823,0.8431613165714741,2.175324725700952,Me,7,0.99
落堀,0,0.0018665306173238,0,-0.005375641362542767,-0.043203363495494196,Me,7,0.9
