gsi_landform_class,observed_count,expected_count,selection_ratio,log2_selection_ratio,pearson_residual,phase_code,phase_order,coverage_threshold
旧水部,0,87.10911666081145,0,-7.453009100295848,-9.333226487169988,Jo,2,0.99
旧河道,2,29.32900731171915,0.06819187498380995,-3.5767159666007124,-5.046324510144663,Jo,2,0.9
旧河道,2,23.100421124316494,0.08657850821146781,-3.2388126031694213,-4.390168349931405,Jo,2,0.95
旧河道,1,14.532775480323465,0.06880998067808465,-3.325076990781341,-3.549871189353432,Jo,2,0.99
水部,25,58.50240361753917,0.4273328693200041,-1.21027648055086,-4.380151293110693,Jo,2,0.9
水部,25,55.45073182041483,0.45085067733580314,-1.133659754301245,-4.089254058359533,Jo,2,0.95
水部,25,51.474975951884694,0.48567288352632354,-1.0273199384842697,-3.6900945841594335,Jo,2,0.99
氾濫平野・海岸平野,296,641.7751076099664,0.46122075551096564,-1.1151592788232856,-13.649045799659852,Jo,2,0.9
氾濫平野・海岸平野,290,620.1336306606956,0.46764114323396966,-1.0952037115688047,-13.257057071558034,Jo,2,0.95
氾濫平野・海岸平野,235,509.53687800868244,0.46120312413578757,-1.1148745044946258,-12.162220692809043,Jo,2,0.99
河川敷・浜,0,0.23354489367394787,0,-0.552957168078518,-0.48326482768141515,Jo,2,0.9
河川敷・浜,0,0.1150758778780791,0,-0.2988363023708992,-0.3392283565359463,Jo,2,0.95
河川敷・浜,0,0.00317348377997178,0,-0.009127802236247219,-0.056333682464150873,Jo,2,0.99
砂州・砂丘,10,17.909788939171943,0.5583538719503385,-0.8100837589726616,-1.8690445844535994,Jo,2,0.9
砂州・砂丘,10,17.84782012267679,0.5602925136663812,-0.8052193408982404,-1.8576181683383168,Jo,2,0.95
砂州・砂丘,10,17.84782012267679,0.5602925136663812,-0.8052193408982404,-1.8576181683383168,Jo,2,0.99
自然堤防,3,10.763803106408613,0.27871189860522844,-1.686267193532436,-2.366418982814391,Jo,2,0.9
自然堤防,3,8.4167948888183,0.3564302135941908,-1.349170309506378,-1.8671061913026994,Jo,2,0.95
自然堤防,3,7.090562404313596,0.42309760903802607,-1.1168518605337194,-1.5361820306941734,Jo,2,0.99
落堀,0,0.0018665306173238,0,-0.005375641362542767,-0.043203363495494196,Jo,2,0.9
凹地・浅い谷,8,23.10010677039141,0.3463187456022502,-1.4732586402057395,-3.1417601333025744,Ya,3,0.9
凹地・浅い谷,8,22.5710728023985,0.35443596633784663,-1.440550344381588,-3.0670116617158913,Ya,3,0.95
凹地・浅い谷,7,21.821382311955688,0.32078627741950055,-1.5734638720038454,-3.172835680253894,Ya,3,0.99
台地・段丘,367,235.14034003019773,1.5607700488689789,0.6411577100181128,8.599008545472724,Ya,3,0.9
台地・段丘,353,228.39119176790032,1.545593756342109,0.627048269123486,8.245349462373609,Ya,3,0.95
台地・段丘,316,208.75572787389456,1.5137309199529592,0.5969383860193898,7.422580318125877,Ya,3,0.99
山地斜面等,170,155.27249475911336,1.0948494146612031,0.13033122457758492,1.1819032327216559,Ya,3,0.9
山地斜面等,167,153.74243354019936,1.0862323182645224,0.11896137677448544,1.0692196642292853,Ya,3,0.95
山地斜面等,138,120.05833408892664,1.1494412366057325,0.20015458967938593,1.637444576319369,Ya,3,0.99
