place_id,weight_set,w_presence,w_run,w_gapfree,continuity_index,rank_desc,top_n,top_fraction_flag
13228008700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13229000100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13229001000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13229001600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13303000100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13303000900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13305000900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13305002100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13307000500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,1810,563,FALSE
13104000800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13105000100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13105005000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13106000200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13106006400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13109001400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13109003000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13111007100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13111023000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112003200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112015400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112016500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112020100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112020300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112024200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112025000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112025800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13112032200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13113005200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13114003600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13114008200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13114008400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115001400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115001800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115002400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115004400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115004600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115004800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115004900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115006600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115007100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115008000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115008400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115015100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115016500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115016700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13115017300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13116000700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13116001600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13117002500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13119001300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13119001700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13119007500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13119011800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13119012600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13119012800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13120008600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201001600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201001700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201002300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201002500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201002600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201007301,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201007314,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201007500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201007800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201010900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201021700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201034200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201047900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201079900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201084000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201091400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201099600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201101400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13201101800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13204004000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13205016600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13208001300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13208001500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13208003700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209010700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209025900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209037900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209042500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209043200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209049000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209072000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209074100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209086900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13209094400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13212003000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13212004200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213003400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213005600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213006200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213007900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213008100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213012000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13213012100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13218001400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13219005400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13219006000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13223000400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13223000600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13223001000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13223001200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13223001700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13223002600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13224009200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13224027100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13225004500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13225008500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13225009300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228002100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228002300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228003500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228004200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228004300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228004600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228006300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228006500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228007600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228007700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228007800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228008800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13228010100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13305000200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13305000500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21428571428571427,2411,563,FALSE
13111010600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13112013800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13115005600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13201025400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13201100600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13209043100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13209046200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13209054500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13209088600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13213000200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13213005700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13219000900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13219004600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13219005100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13220004700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13224003200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13224003300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13224013900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13224023600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13225010300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13225016000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13228001500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13228007900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13228010600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13303002200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20634920634920634,2530,563,FALSE
13105006800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13115003100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13116001100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13117005000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13119010800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201003500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201004000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201004700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201004900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201006700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201007100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201007304,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201012300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201012500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201017100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201017825,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201017858,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201018000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201019600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201020000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201020600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201020700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201020800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201021200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201022200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201028300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201028600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201029300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201033600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201034300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201039600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201039900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201041700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201044000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201044800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201045700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201046000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201048900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201053000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201054200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201054800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201055000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201056000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201056200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201057400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201058100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201058400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201058500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201060500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201061500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201061700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201062700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201063500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201064400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201064800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201066700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201069000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201069100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201070803,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201070804,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201070806,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201073200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201073600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201074200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201074800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201076100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201076300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201077100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201077800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201082300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201082900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201083300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201083500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201083700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201083800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201096000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201096100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201096200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201096600,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201096700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201097500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201097900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201098000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201098100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201098200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201098700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201098800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201098900,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201099100,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201099200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201099300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201099400,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13201102300,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13204002500,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13205002700,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13205002800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13205003800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13205007800,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13205008000,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
13205011200,balanced,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20238095238095238,2555,563,FALSE
