scope_type,scope_id,scope_label,activity_domain,metric,candidate_order,left_label,right_label,change_label,left_mean,right_mean,delta_mean,sse_no_break,sse_with_break,change_score,best_candidate
overall,all,all,all_land_use,presence_rate,2,Jo,Ya,Jo | Ya,0.40362731152204834,0.25554765291607395,-0.14807965860597438,0.23423904591550768,0.2029139240685621,0.13373142690414158,TRUE
overall,all,all,all_land_use,presence_rate,3,Ya,Ko,Ya | Ko,0.30743243243243246,0.2906738975817923,-0.01675853485064016,0.23423904591550768,0.23375759136063887,0.002055398377273425,FALSE
overall,all,all,all_land_use,presence_rate,4,Ko,Na,Ko | Na,0.3033428165007112,0.29054054054054057,-0.01280227596017064,0.23423904591550768,0.23395807745306132,0.0011994945648288698,FALSE
overall,all,all,all_land_use,presence_rate,5,Na,He,Na | He,0.3033072546230441,0.28422830725462306,-0.01907894736842103,0.23423904591550768,0.23371903701166913,0.0022199924090628353,FALSE
overall,all,all,all_land_use,continue_active_transition_composition,2,Jo->Ya,Ya->Ko,Jo->Ya | Ya->Ko,0.1507565855411501,0.31638417394619567,0.16562758840504557,0.1615761585092128,0.12499949445471788,0.22637414078890475,FALSE
overall,all,all,all_land_use,continue_active_transition_composition,3,Ya->Ko,Ko->Na,Ya->Ko | Ko->Na,0.16246354577786606,0.3598864098444949,0.19742286406662882,0.1615761585092128,0.10311247762480691,0.3618335862408339,FALSE
overall,all,all,all_land_use,continue_active_transition_composition,4,Ko->Na,Na->He,Ko->Na | Na->He,0.18232703503016656,0.41887086337320834,0.23654382834304177,0.1615761585092128,0.08697218153963625,0.461726393658027,TRUE
overall,all,all,all_land_use,drop_active_transition_composition,2,Jo->Ya,Ya->Ko,Jo->Ya | Ya->Ko,0.42565716497945116,0.30469724735513354,-0.12095991762431763,0.5226767625942714,0.5031683603653625,0.03732402820450687,TRUE
overall,all,all,all_land_use,drop_active_transition_composition,3,Ya->Ko,Ko->Na,Ya->Ko | Ko->Na,0.3337887503462869,0.3562456894468585,0.022456939100571616,0.5226767625942714,0.5219202914236212,0.0014473020895276805,FALSE
overall,all,all,all_land_use,drop_active_transition_composition,4,Ko->Na,Na->He,Ko->Na | Na->He,0.34194319783961113,0.3511652640104959,0.00922206617088478,0.5226767625942714,0.5225633672549911,2.1695117785132045e-4,FALSE
overall,all,all,all_land_use,new_active_transition_composition,2,Jo->Ya,Ya->Ko,Jo->Ya | Ya->Ko,0.4235862494793987,0.37891857869867085,-0.044667670780727864,0.45318499249955696,0.4505247247489229,0.005870158532746756,FALSE
overall,all,all,all_land_use,new_active_transition_composition,3,Ya->Ko,Ko->Na,Ya->Ko | Ko->Na,0.503747703875847,0.2838679007086466,-0.2198798031672004,0.45318499249955696,0.3806643007382867,0.16002447777734197,FALSE
overall,all,all,all_land_use,new_active_transition_composition,4,Ko->Na,Na->He,Ko->Na | Na->He,0.4757297671302223,0.22996387261629575,-0.24576589451392655,0.45318499249955696,0.3726504926245829,0.17770778204896714,TRUE
