run_id,analysis_datetime_utc,analysis_version,input_filename,input_md5,n_input_rows,n_analysis_rows,phase_definition,time_weighting,activity_domain_policy,coordinate_policy_primary,coordinate_policy_sensitivity,transition_spatial_universe_policy,map_rendering_policy
continuity_20260809_171854,2026-08-09T08:18:54Z,3.0.0,13Tokyo_chronology_gsi_landform.csv,c2c7831a65c758bf04fa0ce78e78f51d,6520,5624,Pa->Jo->Ya->Ko->Na->He->Me,not_used,source-specific preprocessing; all_land_use always available,separate_records_original_coordinates,aggregate_exact_same_coordinates,exclude apparent_absence_continue (0->0) within each phase pair; rebuild neighbors within active transition points,QGIS; no geometry jitter
