scheme,group_id,group_label,activity_domain,n_places,median_presence_phase_count,median_longest_run_length,gap_place_rate,median_gap_count,median_continuity_index,median_intermittency_index,analysis_status
watershed_x_landform,B_830304_57_LF_10314,荒川 / basin 57 / 台地・段丘,all_land_use,30,1,1,0.23333333333333334,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830304_54_LF_10314,荒川 / basin 54 / 台地・段丘,all_land_use,29,1,1,0.10344827586206896,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830305_40_LF_2010101,多摩川 / basin 40 / 台地・段丘,all_land_use,29,4,3,0.7931034482758621,1,0.4482142857142857,0.25,eligible
watershed_x_landform,B_830304_82_LF_10314,荒川 / basin 82 / 台地・段丘,all_land_use,28,1,1,0.42857142857142855,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830305_13_LF_2010101,多摩川 / basin 13 / 台地・段丘,all_land_use,28,1,1,0.21428571428571427,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830306_20_LF_3030101,鶴見川 / basin 20 / 氾濫平野・海岸平野,all_land_use,28,3,2,0.5357142857142857,1,0.3535714285714286,0.225,eligible
watershed_x_landform,B_830306_19_LF_1010101,鶴見川 / basin 19 / 山地斜面等,all_land_use,27,1,1,0.3333333333333333,0,0.14285714285714285,0,eligible
watershed_x_landform,B_140013_17_LF_2010101,境川 / basin 17 / 台地・段丘,all_land_use,25,3,2,0.52,1,0.3535714285714286,0.2,eligible
watershed_x_landform,B_830305_25_LF_2010101,多摩川 / basin 25 / 台地・段丘,all_land_use,25,1,1,0.28,0,0.14285714285714285,0,eligible
watershed_x_landform,B_unknown_0_LF_3050101,unknown / basin 0 / 砂州・砂丘,all_land_use,25,1,1,0.08,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830304_42_LF_2010101,荒川 / basin 42 / 台地・段丘,all_land_use,24,3,2,0.125,0,0.3547619047619047,0,eligible
watershed_x_landform,B_830304_57_LF_10101,荒川 / basin 57 / 山地斜面等,all_land_use,24,2,1,0.25,0,0.21071428571428572,0,eligible
watershed_x_landform,B_830305_14_LF_2010101,多摩川 / basin 14 / 台地・段丘,all_land_use,24,1,1,0.20833333333333334,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830305_3_LF_1010101,多摩川 / basin 3 / 山地斜面等,all_land_use,24,1,1,0.041666666666666664,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830305_20_LF_2010101,多摩川 / basin 20 / 台地・段丘,all_land_use,23,1,1,0.30434782608695654,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830305_35_LF_2010101,多摩川 / basin 35 / 台地・段丘,all_land_use,23,4,2,0.6521739130434783,1,0.44285714285714284,0.25,eligible
watershed_x_landform,B_830304_86_LF_10314,荒川 / basin 86 / 台地・段丘,all_land_use,22,3.5,2,0.6363636363636364,1,0.4011904761904762,0.2,eligible
watershed_x_landform,B_830305_28_LF_3030101,多摩川 / basin 28 / 氾濫平野・海岸平野,all_land_use,22,2,2,0.5,0.5,0.2857142857142857,0.1,eligible
watershed_x_landform,B_830305_3_LF_2010101,多摩川 / basin 3 / 台地・段丘,all_land_use,22,1,1,0.09090909090909091,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830304_69_LF_10314,荒川 / basin 69 / 台地・段丘,all_land_use,21,1,1,0.14285714285714285,0,0.14285714285714285,0,eligible
watershed_x_landform,B_830304_88_LF_10101,荒川 / basin 88 / 山地斜面等,all_land_use,20,1.5,1,0.4,0,0.17232142857142857,0,eligible
watershed_x_landform,B_830305_14_LF_10314,多摩川 / basin 14 / 台地・段丘,all_land_use,20,3,2,0.5,0.5,0.35,0.16666666666666666,eligible
watershed_x_landform,B_130000_1_LF_2010101,名称不明 / basin 1 / 台地・段丘,all_land_use,19,2,2,0.10526315789473684,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830304_26_LF_10314,荒川 / basin 26 / 台地・段丘,all_land_use,19,1,1,0.10526315789473684,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_37_LF_2010101,荒川 / basin 37 / 台地・段丘,all_land_use,19,1,1,0.21052631578947367,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_83_LF_10314,荒川 / basin 83 / 台地・段丘,all_land_use,19,3,2,0.8421052631578947,1,0.35,0.5,low_n_descriptive_only
watershed_x_landform,B_830305_42_LF_2010101,多摩川 / basin 42 / 台地・段丘,all_land_use,19,1,1,0.15789473684210525,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_43_LF_2010101,多摩川 / basin 43 / 台地・段丘,all_land_use,19,2,1,0.42105263157894735,0,0.19999999999999998,0,low_n_descriptive_only
watershed_x_landform,B_830304_68_LF_10101,荒川 / basin 68 / 山地斜面等,all_land_use,18,1,1,0.2777777777777778,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_22_LF_2010101,多摩川 / basin 22 / 台地・段丘,all_land_use,18,2.5,2,0.6111111111111112,1,0.31666666666666665,0.3333333333333333,low_n_descriptive_only
watershed_x_landform,B_830305_36_LF_1010101,多摩川 / basin 36 / 山地斜面等,all_land_use,18,2,1,0.5,0.5,0.20089285714285715,0.25,low_n_descriptive_only
watershed_x_landform,B_830304_47_LF_10101,荒川 / basin 47 / 山地斜面等,all_land_use,17,2,2,0.23529411764705882,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830304_56_LF_2010101,荒川 / basin 56 / 台地・段丘,all_land_use,17,3,2,0.4117647058823529,0,0.42857142857142855,0,low_n_descriptive_only
watershed_x_landform,B_830305_17_LF_2010101,多摩川 / basin 17 / 台地・段丘,all_land_use,17,2,2,0.5882352941176471,1,0.2857142857142857,0.25,low_n_descriptive_only
watershed_x_landform,B_140013_19_LF_10101,境川 / basin 19 / 山地斜面等,all_land_use,16,2,1,0.5625,1,0.24375,0.45,low_n_descriptive_only
watershed_x_landform,B_830304_61_LF_10314,荒川 / basin 61 / 台地・段丘,all_land_use,16,2.5,2.5,0.0625,0,0.3571428571428571,0,low_n_descriptive_only
watershed_x_landform,B_830305_34_LF_10101,多摩川 / basin 34 / 山地斜面等,all_land_use,16,1,1,0.25,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_40_LF_10101,多摩川 / basin 40 / 山地斜面等,all_land_use,16,1.5,1,0.4375,0,0.17142857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830305_43_LF_10314,多摩川 / basin 43 / 台地・段丘,all_land_use,16,1.5,1,0.4375,0,0.17678571428571427,0,low_n_descriptive_only
watershed_x_landform,B_830304_27_LF_2010101,荒川 / basin 27 / 台地・段丘,all_land_use,15,3,2,0.2,0,0.3595238095238095,0,low_n_descriptive_only
watershed_x_landform,B_830304_86_LF_10903,荒川 / basin 86 / 水部,all_land_use,15,2,1,0.7333333333333333,1,0.2017857142857143,0.6,low_n_descriptive_only
watershed_x_landform,B_830305_22_LF_3010101,多摩川 / basin 22 / 山麓堆積地形,all_land_use,15,2,1,0.5333333333333333,1,0.2017857142857143,0.16666666666666666,low_n_descriptive_only
watershed_x_landform,B_830305_34_LF_10314,多摩川 / basin 34 / 台地・段丘,all_land_use,15,1,1,0.2,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_46_LF_2010101,多摩川 / basin 46 / 台地・段丘,all_land_use,15,1,1,0.3333333333333333,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_50_LF_2010101,多摩川 / basin 50 / 台地・段丘,all_land_use,15,1,1,0.26666666666666666,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_unknown_0_LF_2010201,unknown / basin 0 / 崖・段丘崖,all_land_use,15,2,2,0.06666666666666667,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830304_40_LF_10314,荒川 / basin 40 / 台地・段丘,all_land_use,14,1,1,0.14285714285714285,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_70_LF_10101,荒川 / basin 70 / 山地斜面等,all_land_use,14,2,1.5,0.35714285714285715,0,0.24821428571428572,0,low_n_descriptive_only
watershed_x_landform,B_830304_80_LF_10101,荒川 / basin 80 / 山地斜面等,all_land_use,14,1,1,0.07142857142857142,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_86_LF_10701,荒川 / basin 86 / 氾濫平野・海岸平野,all_land_use,14,2,1,0.35714285714285715,0,0.20773809523809522,0,low_n_descriptive_only
watershed_x_landform,B_830305_2_LF_3030101,多摩川 / basin 2 / 氾濫平野・海岸平野,all_land_use,14,1.5,1.5,0,0,0.21428571428571427,0,low_n_descriptive_only
watershed_x_landform,B_830305_5_LF_2010101,多摩川 / basin 5 / 台地・段丘,all_land_use,14,1,1,0.07142857142857142,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_120_LF_10101,荒川 / basin 120 / 山地斜面等,all_land_use,13,1,1,0.15384615384615385,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_120_LF_1010101,荒川 / basin 120 / 山地斜面等,all_land_use,13,1,1,0.38461538461538464,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_120_LF_2010101,荒川 / basin 120 / 台地・段丘,all_land_use,13,4,3,0.6153846153846154,1,0.5053571428571428,0.25,low_n_descriptive_only
watershed_x_landform,B_830304_26_LF_2010101,荒川 / basin 26 / 台地・段丘,all_land_use,13,1,1,0.07692307692307693,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_38_LF_2010101,荒川 / basin 38 / 台地・段丘,all_land_use,13,1,1,0.3076923076923077,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_87_LF_10101,荒川 / basin 87 / 山地斜面等,all_land_use,13,1,1,0.38461538461538464,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_30_LF_3030101,多摩川 / basin 30 / 氾濫平野・海岸平野,all_land_use,13,3,2,0.5384615384615384,1,0.3535714285714286,0.4,low_n_descriptive_only
watershed_x_landform,B_830305_40_LF_1010101,多摩川 / basin 40 / 山地斜面等,all_land_use,13,2,2,0.38461538461538464,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_130000_6_LF_10314,名称不明 / basin 6 / 台地・段丘,all_land_use,12,1,1,0.16666666666666666,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_25_LF_3050101,荒川 / basin 25 / 砂州・砂丘,all_land_use,12,3,3,0.25,0,0.42857142857142855,0,low_n_descriptive_only
watershed_x_landform,B_830304_39_LF_10314,荒川 / basin 39 / 台地・段丘,all_land_use,12,1,1,0.16666666666666666,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_61_LF_2010101,荒川 / basin 61 / 台地・段丘,all_land_use,12,3,3,0.08333333333333333,0,0.42857142857142855,0,low_n_descriptive_only
watershed_x_landform,B_830305_2_LF_1010101,多摩川 / basin 2 / 山地斜面等,all_land_use,12,1.5,1.5,0,0,0.21428571428571427,0,low_n_descriptive_only
watershed_x_landform,B_830305_30_LF_10701,多摩川 / basin 30 / 氾濫平野・海岸平野,all_land_use,12,2,1.5,0.4166666666666667,0,0.24523809523809523,0,low_n_descriptive_only
watershed_x_landform,B_830306_16_LF_3030101,鶴見川 / basin 16 / 氾濫平野・海岸平野,all_land_use,12,2,2,0.4166666666666667,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830306_21_LF_3030101,鶴見川 / basin 21 / 氾濫平野・海岸平野,all_land_use,12,2,2,0.5,0.5,0.2857142857142857,0.1,low_n_descriptive_only
watershed_x_landform,B_830304_61_LF_10101,荒川 / basin 61 / 山地斜面等,all_land_use,11,2,1,0.45454545454545453,0,0.19999999999999998,0,low_n_descriptive_only
watershed_x_landform,B_830305_27_LF_2010101,多摩川 / basin 27 / 台地・段丘,all_land_use,11,2,1,0.2727272727272727,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_2_LF_2010201,多摩川 / basin 2 / 崖・段丘崖,all_land_use,11,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_25_LF_3030101,荒川 / basin 25 / 氾濫平野・海岸平野,all_land_use,10,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_57_LF_10701,荒川 / basin 57 / 氾濫平野・海岸平野,all_land_use,10,1.5,1.5,0.2,0,0.21428571428571427,0,low_n_descriptive_only
watershed_x_landform,B_830304_82_LF_10101,荒川 / basin 82 / 山地斜面等,all_land_use,10,2,1,0.4,0,0.2017857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830305_33_LF_1010101,多摩川 / basin 33 / 山地斜面等,all_land_use,10,2,1,0.5,0.5,0.21071428571428572,0.25,low_n_descriptive_only
watershed_x_landform,B_830305_43_LF_10305,多摩川 / basin 43 / 台地・段丘,all_land_use,10,1,1,0.4,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_52_LF_2010101,多摩川 / basin 52 / 台地・段丘,all_land_use,10,1,1,0.4,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_8_LF_2010201,多摩川 / basin 8 / 崖・段丘崖,all_land_use,10,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830306_17_LF_1010101,鶴見川 / basin 17 / 山地斜面等,all_land_use,10,2,1.5,0.5,0.5,0.24375,0.25,low_n_descriptive_only
watershed_x_landform,B_830306_20_LF_3010101,鶴見川 / basin 20 / 山麓堆積地形,all_land_use,10,2,2,0.5,0.5,0.2857142857142857,0.1,low_n_descriptive_only
watershed_x_landform,B_130000_3_LF_10314,名称不明 / basin 3 / 台地・段丘,all_land_use,9,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_140013_17_LF_10314,境川 / basin 17 / 台地・段丘,all_land_use,9,4,3,0.6666666666666666,1,0.4482142857142857,0.25,low_n_descriptive_only
watershed_x_landform,B_830304_25_LF_2010101,荒川 / basin 25 / 台地・段丘,all_land_use,9,4,2,0.4444444444444444,0,0.4482142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830304_67_LF_10101,荒川 / basin 67 / 山地斜面等,all_land_use,9,2,2,0.1111111111111111,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830304_69_LF_10101,荒川 / basin 69 / 山地斜面等,all_land_use,9,2,1,0.2222222222222222,0,0.21071428571428572,0,low_n_descriptive_only
watershed_x_landform,B_830305_18_LF_10101,多摩川 / basin 18 / 山地斜面等,all_land_use,9,2,2,0.4444444444444444,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_18_LF_10202,多摩川 / basin 18 / 崖・段丘崖,all_land_use,9,2,2,0.4444444444444444,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_34_LF_2010101,多摩川 / basin 34 / 台地・段丘,all_land_use,9,1,1,0.2222222222222222,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_41_LF_2010101,多摩川 / basin 41 / 台地・段丘,all_land_use,9,3,1,0.4444444444444444,0,0.29642857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830305_44_LF_10101,多摩川 / basin 44 / 山地斜面等,all_land_use,9,2,1,0.5555555555555556,1,0.21071428571428572,0.25,low_n_descriptive_only
watershed_x_landform,B_830304_120_LF_10303,荒川 / basin 120 / 台地・段丘,all_land_use,8,3,3,0.25,0,0.42857142857142855,0,low_n_descriptive_only
watershed_x_landform,B_830304_120_LF_10701,荒川 / basin 120 / 氾濫平野・海岸平野,all_land_use,8,2,1.5,0.375,0,0.24375,0,low_n_descriptive_only
watershed_x_landform,B_830304_16_LF_2010101,荒川 / basin 16 / 台地・段丘,all_land_use,8,1.5,1.5,0.125,0,0.21428571428571427,0,low_n_descriptive_only
watershed_x_landform,B_830304_52_LF_10101,荒川 / basin 52 / 山地斜面等,all_land_use,8,3,2.5,0.125,0,0.39404761904761904,0,low_n_descriptive_only
watershed_x_landform,B_830304_52_LF_1010101,荒川 / basin 52 / 山地斜面等,all_land_use,8,1.5,1,0.375,0,0.17142857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830304_52_LF_10314,荒川 / basin 52 / 台地・段丘,all_land_use,8,2,1.5,0.25,0,0.24285714285714283,0,low_n_descriptive_only
watershed_x_landform,B_830304_88_LF_10314,荒川 / basin 88 / 台地・段丘,all_land_use,8,1,1,0.125,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_18_LF_10701,多摩川 / basin 18 / 氾濫平野・海岸平野,all_land_use,8,2,2,0.375,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_19_LF_1010101,多摩川 / basin 19 / 山地斜面等,all_land_use,8,1.5,1,0.5,0.5,0.17142857142857143,0.375,low_n_descriptive_only
watershed_x_landform,B_830305_48_LF_2010101,多摩川 / basin 48 / 台地・段丘,all_land_use,8,2.5,1.5,0.75,1,0.28214285714285714,0.375,low_n_descriptive_only
watershed_x_landform,B_830305_72_LF_10101,多摩川 / basin 72 / 山地斜面等,all_land_use,8,1,1,0.25,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_130000_6_LF_10101,名称不明 / basin 6 / 山地斜面等,all_land_use,7,1,1,0.42857142857142855,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_140013_17_LF_10305,境川 / basin 17 / 台地・段丘,all_land_use,7,3,2,0.7142857142857143,1,0.3535714285714286,0.5,low_n_descriptive_only
watershed_x_landform,B_830303_478_LF_3030101,利根川 / basin 478 / 氾濫平野・海岸平野,all_land_use,7,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_26_LF_10101,荒川 / basin 26 / 山地斜面等,all_land_use,7,2,1,0.5714285714285714,1,0.21071428571428572,0.4,low_n_descriptive_only
watershed_x_landform,B_830304_38_LF_3050101,荒川 / basin 38 / 砂州・砂丘,all_land_use,7,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_42_LF_3030101,荒川 / basin 42 / 氾濫平野・海岸平野,all_land_use,7,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_54_LF_10701,荒川 / basin 54 / 氾濫平野・海岸平野,all_land_use,7,1,1,0.14285714285714285,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_70_LF_10701,荒川 / basin 70 / 氾濫平野・海岸平野,all_land_use,7,1,1,0.2857142857142857,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_79_LF_10314,荒川 / basin 79 / 台地・段丘,all_land_use,7,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_1_LF_3030101,多摩川 / basin 1 / 氾濫平野・海岸平野,all_land_use,7,0,0,0,0,0,0,low_n_descriptive_only
watershed_x_landform,B_830305_23_LF_3010101,多摩川 / basin 23 / 山麓堆積地形,all_land_use,7,3,2,0.42857142857142855,0,0.3535714285714286,0,low_n_descriptive_only
watershed_x_landform,B_830305_26_LF_2010101,多摩川 / basin 26 / 台地・段丘,all_land_use,7,1,1,0.2857142857142857,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_30_LF_2010101,多摩川 / basin 30 / 台地・段丘,all_land_use,7,5,3,0.7142857142857143,1,0.5880952380952381,0.16666666666666666,low_n_descriptive_only
watershed_x_landform,B_830305_30_LF_3010101,多摩川 / basin 30 / 山麓堆積地形,all_land_use,7,4,3,0.7142857142857143,1,0.5,0.3333333333333333,low_n_descriptive_only
watershed_x_landform,B_830305_43_LF_10101,多摩川 / basin 43 / 山地斜面等,all_land_use,7,2,1,0.42857142857142855,0,0.2017857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830305_48_LF_1010101,多摩川 / basin 48 / 山地斜面等,all_land_use,7,2,1,0.42857142857142855,0,0.2017857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830305_56_LF_10314,多摩川 / basin 56 / 台地・段丘,all_land_use,7,2,1,0.2857142857142857,0,0.21071428571428572,0,low_n_descriptive_only
watershed_x_landform,B_830303_427_LF_3040101,利根川 / basin 427 / 自然堤防,all_land_use,6,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_52_LF_3030101,荒川 / basin 52 / 氾濫平野・海岸平野,all_land_use,6,1,1,0.3333333333333333,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_67_LF_10601,荒川 / basin 67 / 凹地・浅い谷,all_land_use,6,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_12_LF_2010301,多摩川 / basin 12 / 凹地・浅い谷,all_land_use,6,1,1,0.16666666666666666,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_16_LF_10314,多摩川 / basin 16 / 台地・段丘,all_land_use,6,2,2,0.16666666666666666,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_17_LF_3030101,多摩川 / basin 17 / 氾濫平野・海岸平野,all_land_use,6,3,2,0.8333333333333334,1,0.35654761904761906,0.26666666666666666,low_n_descriptive_only
watershed_x_landform,B_830305_27_LF_2010201,多摩川 / basin 27 / 崖・段丘崖,all_land_use,6,2,2,0,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_28_LF_3010101,多摩川 / basin 28 / 山麓堆積地形,all_land_use,6,4,3,1,1,0.5,0.4,low_n_descriptive_only
watershed_x_landform,B_830305_51_LF_2010101,多摩川 / basin 51 / 台地・段丘,all_land_use,6,1,1,0.3333333333333333,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830306_21_LF_2010101,鶴見川 / basin 21 / 台地・段丘,all_land_use,6,3,2,0.5,0.5,0.3535714285714286,0.25,low_n_descriptive_only
watershed_x_landform,B_unknown_0_LF_10601,unknown / basin 0 / 凹地・浅い谷,all_land_use,6,1,1,0.16666666666666666,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_unknown_0_LF_10701,unknown / basin 0 / 氾濫平野・海岸平野,all_land_use,6,2,2,0,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830303_347_LF_3040101,利根川 / basin 347 / 自然堤防,all_land_use,5,4,4,0,0,0.5714285714285714,0,low_n_descriptive_only
watershed_x_landform,B_830303_517_LF_3040101,利根川 / basin 517 / 自然堤防,all_land_use,5,1,1,0.2,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830303_517_LF_3040201,利根川 / basin 517 / 旧河道,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_139_LF_10302,荒川 / basin 139 / 台地・段丘,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_37_LF_3030101,荒川 / basin 37 / 氾濫平野・海岸平野,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_40_LF_10101,荒川 / basin 40 / 山地斜面等,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_82_LF_10601,荒川 / basin 82 / 凹地・浅い谷,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_16_LF_2010101,多摩川 / basin 16 / 台地・段丘,all_land_use,5,2,1,0.4,0,0.21071428571428572,0,low_n_descriptive_only
watershed_x_landform,B_830305_19_LF_10314,多摩川 / basin 19 / 台地・段丘,all_land_use,5,2,2,0.4,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_20_LF_10314,多摩川 / basin 20 / 台地・段丘,all_land_use,5,2,2,0,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_28_LF_10701,多摩川 / basin 28 / 氾濫平野・海岸平野,all_land_use,5,2,2,0.2,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_830305_32_LF_1010101,多摩川 / basin 32 / 山地斜面等,all_land_use,5,3,2,1,1,0.3535714285714286,0.5,low_n_descriptive_only
watershed_x_landform,B_830305_35_LF_3030101,多摩川 / basin 35 / 氾濫平野・海岸平野,all_land_use,5,2,1,1,1,0.2017857142857143,0.75,low_n_descriptive_only
watershed_x_landform,B_830305_37_LF_2010101,多摩川 / basin 37 / 台地・段丘,all_land_use,5,2,1,0.4,0,0.2017857142857143,0,low_n_descriptive_only
watershed_x_landform,B_830305_38_LF_2010101,多摩川 / basin 38 / 台地・段丘,all_land_use,5,2,1,0.6,1,0.21071428571428572,0.2,low_n_descriptive_only
watershed_x_landform,B_830305_39_LF_2010101,多摩川 / basin 39 / 台地・段丘,all_land_use,5,1,1,0.2,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_56_LF_10305,多摩川 / basin 56 / 台地・段丘,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830305_56_LF_2010201,多摩川 / basin 56 / 崖・段丘崖,all_land_use,5,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_unknown_0_LF_5010301,unknown / basin 0 / 旧水部,all_land_use,5,0,0,0,0,0,0,low_n_descriptive_only
watershed_x_landform,B_130000_3_LF_10601,名称不明 / basin 3 / 凹地・浅い谷,all_land_use,4,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_130000_4_LF_3030201,名称不明 / basin 4 / 後背低地・湿地,all_land_use,4,4.5,4,0.25,0,0.6107142857142857,0,low_n_descriptive_only
watershed_x_landform,B_130000_5_LF_2010201,名称不明 / basin 5 / 崖・段丘崖,all_land_use,4,2,2,0.25,0,0.2857142857142857,0,low_n_descriptive_only
watershed_x_landform,B_130000_5_LF_3030201,名称不明 / basin 5 / 後背低地・湿地,all_land_use,4,3.5,3,0.25,0,0.4642857142857143,0,low_n_descriptive_only
watershed_x_landform,B_140013_17_LF_3030101,境川 / basin 17 / 氾濫平野・海岸平野,all_land_use,4,2.5,2,0.5,0.5,0.3196428571428571,0.125,low_n_descriptive_only
watershed_x_landform,B_140013_19_LF_10701,境川 / basin 19 / 氾濫平野・海岸平野,all_land_use,4,3,2,0.75,1,0.35654761904761906,0.26666666666666666,low_n_descriptive_only
watershed_x_landform,B_830303_393_LF_3040101,利根川 / basin 393 / 自然堤防,all_land_use,4,1,1,0.25,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_37_LF_1010101,荒川 / basin 37 / 山地斜面等,all_land_use,4,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_38_LF_3030101,荒川 / basin 38 / 氾濫平野・海岸平野,all_land_use,4,1,1,0,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_39_LF_10101,荒川 / basin 39 / 山地斜面等,all_land_use,4,1.5,1.5,0,0,0.21428571428571427,0,low_n_descriptive_only
watershed_x_landform,B_830304_40_LF_10701,荒川 / basin 40 / 氾濫平野・海岸平野,all_land_use,4,1,1,0.25,0,0.14285714285714285,0,low_n_descriptive_only
watershed_x_landform,B_830304_51_LF_2010101,荒川 / basin 51 / 台地・段丘,all_land_use,4,2.5,2,0.5,0.5,0.3214285714285714,0.08333333333333333,low_n_descriptive_only
watershed_x_landform,B_830304_53_LF_10101,荒川 / basin 53 / 山地斜面等,all_land_use,4,4,4,0,0,0.5714285714285714,0,low_n_descriptive_only
watershed_x_landform,B_830304_53_LF_10314,荒川 / basin 53 / 台地・段丘,all_land_use,4,4.5,4,0.25,0,0.6083333333333333,0,low_n_descriptive_only
