coordinate_group_id,coordinate_key,coordinate_group_n,duplicate_coordinate,place_ids,lon_value,lat_value
CG00001,138.9890009000|35.7775138900,1,FALSE,13308000100,138.9890009,35.77751389
CG00002,138.9981538000|35.7736997600,1,FALSE,13308000200,138.9981538,35.77369976
CG00003,138.9983864000|35.7936499000,1,FALSE,13308001600,138.9983864,35.7936499
CG00004,139.0014734000|35.7731148000,1,FALSE,13308000300,139.0014734,35.7731148
CG00005,139.0117044000|35.7763459300,1,FALSE,13308000400,139.0117044,35.77634593
CG00006,139.0211909000|35.7724690300,1,FALSE,13308000500,139.0211909,35.77246903
CG00007,139.0220659000|35.7766801700,1,FALSE,13308000700,139.0220659,35.77668017
CG00008,139.0239885000|35.7770979800,1,FALSE,13308000800,139.0239885,35.77709798
CG00009,139.0244349000|35.7796326300,1,FALSE,13308000900,139.0244349,35.77963263
CG00010,139.0250805000|35.7744027100,1,FALSE,13308000600,139.0250805,35.77440271
CG00011,139.0349405000|35.7801061200,1,FALSE,13308001000,139.0349405,35.78010612
CG00012,139.0386141000|35.7829470400,1,FALSE,13308001400,139.0386141,35.78294704
CG00013,139.0387171000|35.7789363000,1,FALSE,13308001100,139.0387171,35.7789363
CG00014,139.0417998000|35.7282846100,1,FALSE,13307000600,139.0417998,35.72828461
CG00015,139.0490168000|35.7835040700,1,FALSE,13308001500,139.0490168,35.78350407
CG00016,139.0498679000|35.7266959600,1,FALSE,13307003800,139.0498679,35.72669596
CG00017,139.0688215000|35.7412760400,1,FALSE,13307003300,139.0688215,35.74127604
CG00018,139.0716743000|35.7584600900,1,FALSE,13307000100,139.0716743,35.75846009
CG00019,139.0730444000|35.7416383000,1,FALSE,13307000300,139.0730444,35.7416383
CG00020,139.0761664000|35.7117834000,1,FALSE,13307000700,139.0761664,35.7117834
CG00021,139.0788515000|35.7867626200,1,FALSE,13308001700,139.0788515,35.78676262
CG00022,139.0792978000|35.8063946700,1,FALSE,13308001800,139.0792978,35.80639467
CG00023,139.0800531000|35.8157216600,1,FALSE,13308005000,139.0800531,35.81572166
CG00024,139.0814246000|35.7699376800,1,FALSE,13307002400,139.0814246,35.76993768
CG00025,139.0833418000|35.7200623000,1,FALSE,13307003100,139.0833418,35.7200623
CG00026,139.0845435000|35.7137347300,1,FALSE,13307000800,139.0845435,35.71373473
CG00027,139.0876063000|35.8086777900,1,FALSE,13308001900,139.0876063,35.80867779
CG00028,139.0888350000|35.7134559700,1,FALSE,13307000900,139.088835,35.71345597
CG00029,139.0936144000|35.8046962000,1,FALSE,13308002300,139.0936144,35.8046962
CG00030,139.0940264000|35.8126591900,1,FALSE,13308002000,139.0940264,35.81265919
CG00031,139.0948646000|35.7418251800,1,FALSE,13307000400,139.0948646,35.74182518
CG00032,139.0950564000|35.8069515300,1,FALSE,13308002200,139.0950564,35.80695153
CG00033,139.0954340000|35.8075362400,1,FALSE,13308002100,139.095434,35.80753624
CG00034,139.1036033000|35.7779598600,1,FALSE,13307002500,139.1036033,35.77795986
CG00035,139.1059035000|35.7204218100,1,FALSE,13307003200,139.1059035,35.72042181
CG00036,139.1080825000|35.7041971400,1,FALSE,13307001100,139.1080825,35.70419714
CG00037,139.1097992000|35.7021061700,1,FALSE,13307001200,139.1097992,35.70210617
CG00038,139.1099708000|35.7029704400,1,FALSE,13307003900,139.1099708,35.70297044
CG00039,139.1114814000|35.7029704400,1,FALSE,13307002100,139.1114814,35.70297044
CG00040,139.1120508000|35.8111557500,1,FALSE,13308002400,139.1120508,35.81115575
CG00041,139.1125791000|35.7306718700,1,FALSE,13307000500,139.1125791,35.73067187
CG00042,139.1131495000|35.8125756600,1,FALSE,13308002500,139.1131495,35.81257566
CG00043,139.1133898000|35.8001018000,1,FALSE,13308002600,139.1133898,35.8001018
CG00044,139.1138686000|35.7311523900,1,FALSE,13307003600,139.1138686,35.73115239
CG00045,139.1162737000|35.7997676500,1,FALSE,13308002700,139.1162737,35.79976765
CG00046,139.1200447000|35.7058296700,1,FALSE,13307004000,139.1200447,35.70582967
