activity_domain,n_places,median_presence_phase_count,median_longest_run_length,mean_longest_run_length,gap_place_rate,median_gap_count,median_max_gap_length,median_continuity_index,median_intermittency_index
all_land_use,5624,2,1,1.6843883357041252,0.33588193456614507,0,0,0.19999999999999998,0
