"JASID","自治体コード","遺跡名","緯度","経度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明"
13101003200,13101,"千代田区No.32遺跡",35.69116723,"139.7593756","0","0","0","0","0","0","0","1","0"
13101003300,13101,"雉子橋関連遺跡",35.69325849,"139.7555304","0","0","0","0","0","0","0","1","0"
13101003500,13101,"千代田区No.35遺跡",35.6801245,"139.7449217","0","0","0","0","0","0","0","1","0"
13101003600,13101,"千代田区No.36遺跡",35.70110099,"139.7719215","0","0","0","0","0","0","0","1","0"
13101003700,13101,"永田町一丁目遺跡",35.67343119,"139.7464324","0","0","0","0","0","0","0","1","0"
13101003800,13101,"千代田区No.38遺跡",35.68912043,"139.7515764","0","0","0","0","0","0","0","1","0"
13101003900,13101,"千代田区No.39遺跡",35.67122785,"139.7453681","0","0","0","0","0","0","0","1","0"
13101004000,13101,"千代田区No.40遺跡",35.68757014,"139.7624312","0","0","0","0","0","0","0","1","0"
13101004100,13101,"平河町遺跡",35.67928786,"139.7401839","0","1","1","1","0","0","1","1","0"
13101004200,13101,"紀尾井町遺跡",35.68084957,"139.7371627","1","1","1","0","0","0","1","1","0"
13101004300,13101,"弥勒寺跡",35.69349859,"139.7781414","0","0","0","0","0","0","0","1","0"
13101004400,13101,"千代田区No.44遺跡",35.67886955,"139.7383986","0","0","0","0","0","0","0","1","0"
13101004500,13101,"平河町1-4遺跡",35.68238336,"139.7386046","0","0","1","0","0","0","0","1","0"
13101004600,13101,"四番町11遺跡",35.68900116,"139.7395133","0","0","0","0","0","0","0","1","0"
13101004700,13101,"和泉伯太藩・武蔵岡部藩上屋敷跡",35.67647114,"139.7407675","0","0","0","0","0","0","0","1","0"
13101004800,13101,"東神田1-5遺跡",35.69405625,"139.779961","0","0","0","0","0","0","0","1","0"
13101004900,13101,"一番町遺跡",35.68690979,"139.739685","0","1","1","0","0","0","0","1","0"
13101005000,13101,"四谷見附跡",35.68610111,"139.7315483","0","0","0","0","0","0","0","1","0"
13101005100,13101,"千代田区No.51遺跡",35.68075227,"139.7661971","0","0","0","0","0","0","1","0","0"
13101005200,13101,"丸の内三丁目遺跡",35.67654116,"139.7646006","0","0","0","0","0","0","0","1","0"
13101005300,13101,"千代田区No.53遺跡",35.67529979,"139.7607833","0","0","0","0","0","0","1","1","0"
13101005400,13101,"千代田区No.54遺跡",35.69330341,"139.7803043","0","0","0","0","0","0","0","1","0"
13101005500,13101,"隼町遺跡",35.68310842,"139.7426901","0","1","0","0","0","0","0","1","0"
13101005600,13101,"三番町遺跡",35.69089728,"139.7464141","0","1","1","0","0","0","0","1","0"
13101005700,13101,"尾張藩麹町邸跡",35.68314519,"139.7324409","0","1","0","0","0","0","0","1","0"
13101005800,13101,"溜池遺跡",35.67348697,"139.7413855","0","1","0","0","0","0","0","1","0"
13101006000,13101,"飯田町遺跡",35.70120476,"139.7498656","0","1","0","1","1","1","0","1","0"
13101006100,13101,"明治大学記念館前遺跡",35.69730142,"139.7615386","0","0","0","0","0","0","0","1","0"
13101006200,13101,"一ツ橋二丁目遺跡",35.69253353,"139.758174","0","0","0","0","0","0","0","1","0"
13101006300,13101,"丸の内一丁目遺跡",35.67806109,"139.7668151","0","0","0","0","0","0","0","1","0"
13101006400,13101,"外神田一丁目遺跡",35.69720694,"139.7719273","0","0","0","0","0","0","0","1","0"
13101006500,13101,"法政大学構内遺跡",35.69527317,"139.7404933","0","1","0","0","0","0","0","1","0"
13101006600,13101,"東京駅八重洲北口遺跡",35.68278802,"139.7696475","0","0","0","1","0","0","0","1","0"
13101006700,13101,"岩本町二丁目遺跡",35.6941399,"139.7780041","0","0","0","0","0","0","0","1","0"
13101006800,13101,"四番町遺跡",35.68905693,"139.7362174","0","0","0","0","0","0","0","1","0"
13101006900,13101,"栖岸院跡",35.68504146,"139.7341232","0","0","0","0","0","0","0","1","0"
13101007000,13101,"元飯田町遺跡",35.69695497,"139.75172","0","0","0","0","0","0","0","1","0"
13101007100,13101,"千代田区No.71遺跡",35.68272514,"139.7500377","0","1","1","0","0","1","0","0","0"
13101007200,13101,"外神田四丁目遺跡",35.70048762,"139.7725739","0","0","0","0","0","0","0","1","0"
13101007300,13101,"千代田区No.73遺跡",35.69812702,"139.7744679","0","0","0","0","0","0","1","1","0"
13101007400,13101,"日比谷門跡",35.67516035,"139.758792","0","0","0","0","0","0","0","1","0"
13101007500,13101,"文部科学省構内遺跡",35.67131152,"139.7490073","0","0","0","0","0","1","0","1","0"
13101007600,13101,"有楽町二丁目遺跡",35.67432366,"139.7632895","0","0","0","0","0","0","0","1","0"
13101007700,13101,"九段南一丁目遺跡",35.69398344,"139.7535735","0","0","0","0","0","0","0","1","0"
13101007800,13101,"富士見二丁目遺跡",35.70079368,"139.7449565","0","0","1","0","0","0","0","1","0"
13101007900,13101,"広島藩浅野家上屋敷跡",35.67613647,"139.7511016","0","0","0","0","0","0","0","1","0"
13101008000,13101,"麹町二丁目遺跡",35.68551552,"139.7409896","0","0","0","0","0","0","0","1","0"
13101008100,13101,"神田淡路町二丁目遺跡",35.69758024,"139.7671004","0","0","0","0","0","0","0","1","0"
13101008200,13101,"二番町遺跡",35.68551552,"139.7373504","0","0","0","0","0","0","0","1","0"
13101008300,13101,"有楽町一丁目遺跡",35.67376587,"139.7590323","0","0","0","0","0","0","0","1","0"
13101008400,13101,"千代田区No.84遺跡",35.69321976,"139.7775578","0","0","0","0","0","0","0","1","0"
13101008500,13101,"筒井家屋敷跡",35.68730019,"139.7374877","0","0","0","0","0","0","0","1","0"
13101008600,13101,"千代田区No.86遺跡",35.69358224,"139.7762875","0","0","0","0","0","0","0","1","0"
13101008700,13101,"神田練塀町遺跡",35.70003378,"139.7747222","0","0","0","0","0","0","0","1","0"
13101008800,13101,"一橋徳川家屋敷跡遺跡",35.69063744,"139.7601653","0","0","0","0","0","0","0","1","0"
13101008900,13101,"麹町五丁目遺跡",35.6845674,"139.7342948","0","0","0","0","0","0","0","1","0"
13101009000,13101,"千代田区No.90遺跡",35.70327562,"139.7721275","0","0","0","0","0","0","0","1","0"
13101009100,13101,"財務省構内遺跡",35.67329174,"139.7489043","0","0","0","0","0","0","0","1","0"
13101009200,13101,"千代田区No.92遺跡",35.69294093,"139.7800983","0","0","0","0","0","0","0","1","0"
13101009300,13101,"千代田区No.93遺跡",35.69684344,"139.7595134","0","0","0","0","0","0","0","1","0"
13102000100,13102,"中央区No.1遺跡",35.6864713,"139.7714904","0","1","0","0","0","0","0","0","0"
13102000200,13102,"中央区No.2遺跡",35.68524433,"139.7711986","0","0","0","0","0","0","1","0","0"
13102000300,13102,"日本橋一丁目遺跡",35.68259513,"139.7748035","0","0","0","0","0","0","1","1","0"
13102000400,13102,"京橋二丁目遺跡",35.67614398,"139.7709444","0","0","0","0","0","0","0","1","0"
13102000500,13102,"中央区No.5遺跡",35.6827226,"139.7855102","0","0","0","0","0","0","0","1","0"
13102000600,13102,"八丁堀三丁目（第2次）遺跡",35.67534126,"139.7769296","0","0","0","0","0","0","0","1","0"
13102000700,13102,"京葉線八丁堀遺跡",35.675674,"139.774719","0","0","0","0","0","0","0","1","0"
13102000800,13102,"中央区No.8遺跡",35.67700364,"139.7679198","0","0","0","0","0","0","0","1","0"
13102000900,13102,"浜御殿遺跡",35.66008643,"139.7631815","0","0","0","0","0","0","0","1","0"
13102001000,13102,"中央区No.10遺跡",35.671967,"139.767242","0","0","0","0","0","0","0","1","0"
13102001100,13102,"中央区No.11遺跡",35.671169,"139.766251","0","0","0","0","0","0","0","1","0"
13102001200,13102,"明石町（第3次）遺跡",35.66854652,"139.7763601","0","0","0","0","0","0","0","1","0"
13102001300,13102,"中央区No.13遺跡",35.68454718,"139.7745288","0","0","0","0","0","0","0","1","0"
13102001400,13102,"中央区No.14遺跡",35.66552021,"139.7769953","0","0","0","0","0","0","0","1","0"
13102001500,13102,"中央区No.15遺跡",35.67463281,"139.7817431","0","0","0","0","0","0","0","1","0"
13102001600,13102,"中央区No.16遺跡",35.66871386,"139.774489","0","0","0","0","0","0","0","1","0"
13102001700,13102,"日本橋二丁目遺跡",35.68156332,"139.7744945","0","0","0","0","0","0","0","1","0"
13102001800,13102,"明石町遺跡",35.66936931,"139.7766519","0","0","0","0","0","0","0","1","0"
13102001900,13102,"中央区No.19遺跡",35.66716587,"139.7779737","0","0","0","0","0","0","0","1","0"
13102002000,13102,"中央区No.20遺跡",35.66499573,"139.7703912","0","0","0","0","0","0","0","1","0"
13102002100,13102,"中央区No.21遺跡",35.67697575,"139.778992","0","0","0","0","0","0","0","1","0"
13102002200,13102,"中央区No.22遺跡",35.67701036,"139.7765557","0","0","0","0","0","0","0","1","0"
13102002300,13102,"中央区No.23遺跡",35.674902,"139.7752044","0","0","0","0","0","0","0","1","0"
13102002400,13102,"中央区No.24遺跡",35.6752673,"139.7813912","0","0","0","0","0","0","0","1","0"
13102002500,13102,"中央区No.25遺跡",35.6956419,"139.7835424","0","0","0","0","0","0","0","1","0"
13102002600,13102,"中央区No.26遺跡",35.69189006,"139.7838392","0","0","0","0","0","0","0","1","0"
13102002700,13102,"中央区No.27遺跡",35.66711564,"139.78689","0","0","0","0","0","0","0","1","0"
13102002800,13102,"中央区No.28遺跡",35.66806397,"139.786684","0","0","0","0","0","0","0","1","0"
13102002900,13102,"中央区No.29遺跡",35.69562796,"139.7837312","0","0","0","0","0","0","0","1","0"
13102003000,13102,"中央区No.30遺跡",35.6742563,"139.7814942","0","0","0","0","0","0","0","1","0"
13102003100,13102,"中央区No.31遺跡",35.68090797,"139.7736362","0","0","0","0","0","0","0","1","0"
13102003200,13102,"中央区No.32遺跡",35.67504418,"139.7822752","0","0","0","0","0","0","0","1","0"
13102003300,13102,"日本橋蛎殻町一丁目（第2次）遺跡",35.68195571,"139.785802","0","0","0","0","0","0","0","1","0"
13102003400,13102,"日本橋蛎殻町一丁目遺跡",35.68229035,"139.7852527","0","0","0","0","0","0","0","1","0"
13102003500,13102,"中央区No.35遺跡",35.66705978,"139.7631471","0","0","0","0","0","0","0","1","0"
13102003600,13102,"八丁堀三丁目遺跡",35.67547701,"139.7766833","0","0","0","0","0","0","0","1","0"
13102003700,13102,"八丁堀二丁目遺跡",35.67571353,"139.7768132","0","0","0","0","0","0","0","1","0"
13102003800,13102,"中央区No.38遺跡",35.67469371,"139.7821992","0","0","0","0","0","0","0","1","0"
13102003900,13102,"中央区No.39遺跡",35.68586742,"139.779811","0","0","0","0","0","0","0","1","0"
13102004000,13102,"中央区No.40遺跡",35.69491832,"139.7835896","0","0","0","0","0","0","0","1","0"
13102004100,13102,"中央区No.41遺跡",35.66678085,"139.7640741","0","0","0","0","0","0","0","1","0"
13102004200,13102,"中央区No.42遺跡",35.67723347,"139.7822065","0","0","0","0","0","0","0","1","0"
13102004300,13102,"中央区No.43遺跡",35.67582235,"139.7757022","0","0","0","0","0","0","0","1","0"
13102004400,13102,"中央区No.44遺跡",35.69573949,"139.7831047","0","0","0","0","0","0","0","1","0"
13102004500,13102,"中央区No.45遺跡",35.66574883,"139.7704942","0","0","0","0","0","0","0","1","0"
13102004600,13102,"中央区No.46遺跡",35.68664822,"139.7862827","0","0","0","0","0","0","0","1","0"
13102004700,13102,"中央区No.47遺跡",35.67719164,"139.7750965","0","0","0","0","0","0","0","1","0"
13102004800,13102,"中央区No.48遺跡",35.67413777,"139.7736889","0","0","0","0","0","0","0","1","0"
13102004900,13102,"中央区No.49遺跡",35.66952272,"139.7758451","0","0","0","0","0","0","0","1","0"
13102005000,13102,"中央区No.50遺跡",35.69152757,"139.78547","0","0","0","0","0","0","0","1","0"
13102005100,13102,"中央区No.51遺跡",35.67519484,"139.7749984","0","0","0","0","0","0","0","1","0"
13102005200,13102,"中央区No.52遺跡",35.68369232,"139.7831928","0","0","0","0","0","0","0","1","0"
13102005300,13102,"中央区No.53遺跡",35.67059653,"139.778729","0","0","0","0","0","0","0","1","0"
13102005400,13102,"中央区No.54遺跡",35.67458401,"139.7736203","0","0","0","0","0","0","0","1","0"
13102005500,13102,"中央区No.55遺跡",35.6864713,"139.7705119","0","0","0","0","0","0","0","1","0"
13102005600,13102,"中央区No.56遺跡",35.6747728,"139.7783313","0","0","0","0","0","0","0","1","0"
13102005700,13102,"中央区No.57遺跡",35.67701036,"139.7833052","0","0","0","0","0","0","0","1","0"
13102005800,13102,"中央区No.58遺跡",35.67545555,"139.7820778","0","0","0","0","0","0","0","1","0"
13102005900,13102,"松平越前守屋敷跡遺跡",35.67442364,"139.7823868","0","0","0","0","0","0","0","1","0"
13102006000,13102,"八丁堀二丁目(第2次）遺跡",35.67624342,"139.7763153","0","0","0","0","0","0","0","1","0"
13102006100,13102,"八丁堀三丁目（第3次）遺跡",35.67541795,"139.7745607","0","0","0","0","0","0","0","1","0"
13102006200,13102,"中央区No.62 遺跡",35.66611144,"139.7707861","0","0","0","0","0","0","0","1","0"
13102006300,13102,"中央区No.63遺跡",35.68514673,"139.7747176","0","0","0","0","0","0","0","1","0"
13102006400,13102,"中央区No.64遺跡",35.67430511,"139.7764012","0","0","0","0","0","0","0","1","0"
13102006500,13102,"日本橋茅場町三丁目遺跡",35.67719886,"139.7791808","0","0","0","0","0","0","0","1","0"
13102006600,13102,"日本橋馬喰町二丁目遺跡",35.69544673,"139.7831304","0","0","0","0","0","0","0","1","0"
13102006700,13102,"日本橋人形町三丁目遺跡",35.68585348,"139.7801544","0","0","0","0","0","0","0","1","0"
13102006800,13102,"柳原土手跡",35.69593467,"139.7843149","0","0","0","0","0","0","0","1","0"
13102006900,13102,"日本橋人形町三丁目（第２次）遺跡",35.68632754,"139.7803604","0","0","0","0","0","0","0","1","0"
13102007000,13102,"湊二丁目遺跡",35.67123802,"139.7787119","0","0","0","0","0","0","0","1","0"
13102007100,13102,"八丁堀三丁目遺跡",35.6753064,"139.7739255","0","0","0","0","0","0","0","1","0"
13102007200,13102,"中央区No.72遺跡",35.66861624,"139.7773042","0","0","0","0","0","0","0","1","0"
13102007300,13102,"中央区No.73遺跡",35.69174004,"139.7806757","0","0","0","0","0","0","0","1","0"
13102007400,13102,"中央区No.74遺跡",35.67639009,"139.7711814","0","0","0","0","0","0","0","1","0"
13102007500,13102,"中央区No.75遺跡",35.67757536,"139.7687953","0","0","0","0","0","0","0","1","0"
13102007600,13102,"中央区No.76遺跡",35.671169,"139.766251","0","0","0","0","0","0","0","1","0"
13102007700,13102,"小伝馬町牢屋敷跡遺跡",35.6911266,"139.7774141","0","1","1","1","1","1","1","1","0"
13102007800,13102,"日本橋浜町二丁目遺跡",35.68620205,"139.7866603","0","0","0","0","0","0","0","1","0"
13102007900,13102,"湊一丁目遺跡",35.6721584,"139.7788492","0","0","0","0","0","0","0","1","0"
13102008000,13102,"中央区No.80遺跡",35.67496106,"139.7737222","0","0","0","0","0","0","0","1","0"
13102008100,13102,"中央区No.81遺跡",35.67521152,"139.7787014","0","0","0","0","0","0","0","1","0"
13102008200,13102,"中央区No.82遺跡",35.67587414,"139.7686923","0","0","0","0","0","0","0","1","0"
13102008300,13102,"京橋二丁目（第2次）遺跡",35.6778403,"139.7699798","0","0","0","0","0","0","0","1","0"
13102008400,13102,"築地五丁目遺跡",35.6647168,"139.7659624","0","0","0","0","0","0","0","1","0"
13102008500,13102,"新川二丁目遺跡",35.67414474,"139.7816143","0","0","0","0","0","0","0","1","0"
13102008600,13102,"明石町（第4次）遺跡",35.66902067,"139.7772871","0","0","0","0","0","0","0","1","0"
13102008700,13102,"中央区No.87遺跡",35.68269471,"139.7860595","0","0","0","0","0","0","0","1","0"
13102008800,13102,"中央区No.88遺跡",35.69123814,"139.7806242","0","0","0","0","0","0","0","1","0"
13102008900,13102,"中央区No.89遺跡",35.68283414,"139.7863513","0","0","0","0","0","0","0","1","0"
13102009000,13102,"中央区No.90遺跡",35.68730786,"139.7761081","0","0","0","0","0","0","0","1","0"
13102009100,13102,"中央区No.91遺跡",35.67712009,"139.7707899","0","0","0","0","0","0","0","1","0"
13102009200,13102,"中央区No.92遺跡",35.69264291,"139.7854185","0","0","0","0","0","0","0","1","0"
13102009300,13102,"中央区No.93遺跡",35.68621599,"139.7799655","0","0","0","0","0","0","0","1","0"
13102009400,13102,"新川二丁目（第2次）遺跡",35.67586506,"139.7819589","0","0","0","0","0","0","0","1","0"
13102009500,13102,"湊二丁目（第2次）遺跡",35.67179583,"139.7786432","0","0","0","0","0","0","0","1","0"
13102009600,13102,"中央区No.96遺跡",35.68687564,"139.7749064","0","0","0","0","0","0","0","1","0"
13102009700,13102,"中央区No.97遺跡",35.66524676,"139.7709062","0","0","0","0","0","0","0","1","0"
13102009800,13102,"中央区No.98遺跡",35.6817605,"139.7849952","0","0","0","0","0","0","0","1","0"
13102009900,13102,"京橋二丁目（第3次）遺跡",35.67734319,"139.7695711","0","0","0","0","0","0","0","1","0"
13102010000,13102,"湊二丁目（第３次）遺跡",35.67094516,"139.7785917","0","0","0","0","0","0","0","1","0"
13102010100,13102,"中央区No.101遺跡",35.69041702,"139.7766551","0","0","0","0","0","0","0","1","0"
13102010200,13102,"中央区No.102遺跡",35.6777148,"139.7791808","0","0","0","0","0","0","0","1","0"
13102010300,13102,"中央区No.103遺跡",35.66772371,"139.7786604","0","0","0","0","0","0","0","1","0"
13102010400,13102,"中央区No.104遺跡",35.69204342,"139.7858133","0","0","0","0","0","0","0","1","0"
13102010500,13102,"中央区No.105遺跡",35.68585348,"139.7790729","0","0","0","0","0","0","0","1","0"
13102010600,13102,"中央区No.106遺跡",35.67593481,"139.7716654","0","0","0","0","0","0","0","1","0"
13102010700,13102,"湊三丁目遺跡",35.67031762,"139.7793813","0","0","0","0","0","0","0","1","0"
13102010800,13102,"湊二丁目（第4次）遺跡",35.67125196,"139.7807203","0","0","0","0","0","0","0","1","0"
13102010900,13102,"新川二丁目（第3次）遺跡",35.6759069,"139.7808259","0","0","0","0","0","0","0","1","0"
13102011000,13102,"中央区No.110遺跡",35.6700666,"139.7793813","0","0","0","0","0","0","0","1","0"
13102011100,13102,"中央区No.111遺跡",35.68139797,"139.7842914","0","0","0","0","0","0","0","1","0"
13102011200,13102,"中央区No.112遺跡",35.6766757,"139.7821722","0","0","0","0","0","0","0","1","0"
13102011300,13102,"中央区No.113遺跡",35.67469557,"139.78267","0","0","0","0","0","0","0","1","0"
13102011400,13102,"中央区No.114遺跡",35.68734969,"139.7748035","0","0","0","0","0","0","0","1","0"
13102011500,13102,"日本橋室町三丁目遺跡",35.68785162,"139.7725204","0","0","0","0","0","0","0","1","0"
13102011600,13102,"明石町（第5次）遺跡",35.66791895,"139.7786604","0","0","0","0","0","0","0","1","0"
13102011700,13102,"中央区No.117遺跡",35.66543653,"139.7776819","0","0","0","0","0","0","0","1","0"
13102011800,13102,"京橋一丁目遺跡",35.6783144,"139.7719024","0","0","0","0","0","0","0","1","0"
13102011900,13102,"日本橋浜町二丁目（第2次）遺跡",35.68579771,"139.7869178","0","0","0","0","0","0","0","1","0"
13102012000,13102,"中央区No.120遺跡",35.67116829,"139.7789865","0","0","0","0","0","0","0","1","0"
13102012100,13102,"中央区No.121遺跡",35.69181861,"139.7836804","0","0","0","0","0","0","0","1","0"
13102012200,13102,"中央区No.122遺跡",35.66792443,"139.7636278","0","0","0","0","0","0","0","1","0"
13102012300,13102,"湊二丁目（第5次）遺跡",35.6712938,"139.7800337","0","0","0","0","0","0","0","1","0"
13102012400,13102,"東日本橋一丁目遺跡",35.69141604,"139.7863111","0","0","0","0","0","0","0","1","0"
13102012500,13102,"八丁堀三丁目（第5次）遺跡",35.67556014,"139.7760407","0","0","0","0","0","0","0","1","0"
13102012600,13102,"京橋二丁目（第4次）遺跡",35.67682725,"139.7704466","0","0","0","0","0","0","0","1","0"
13102012700,13102,"新川二丁目（第4次）遺跡",35.67482107,"139.7815542","0","0","0","0","0","0","0","1","0"
13102012800,13102,"中央区No.128遺跡",35.67674359,"139.7715624","0","0","0","0","0","0","0","1","0"
13102012900,13102,"中央区No.129遺跡",35.67632709,"139.7824984","0","0","0","0","0","0","0","1","0"
13102013000,13102,"中央区No.130遺跡",35.67660597,"139.7774655","0","0","0","0","0","0","0","1","0"
13102013100,13102,"中央区No.131遺跡",35.66835127,"139.774283","0","0","0","0","0","0","0","1","0"
13102013200,13102,"中央区No.132遺跡",35.68832566,"139.7734817","0","0","0","0","0","0","0","1","0"
13102013300,13102,"中央区No.133遺跡",35.69168428,"139.7781351","0","0","0","0","0","0","0","1","0"
13102013400,13102,"湊二丁目（第６次）遺跡",35.67146114,"139.7787634","0","0","0","0","0","0","0","1","0"
13102013500,13102,"中央区No.135遺跡",35.67546975,"139.7707351","0","0","0","0","0","0","0","1","0"
13102013600,13102,"日本橋小伝馬町遺跡",35.69213041,"139.7804353","0","0","0","0","0","0","0","1","0"
13102013700,13102,"日本橋兜町遺跡",35.67949964,"139.7766059","0","0","0","0","0","0","0","1","0"
13102013800,13102,"中央区No.138遺跡",35.68669635,"139.7703868","0","0","0","0","0","0","0","1","0"
13102013900,13102,"中央区No.139遺跡",35.66807236,"139.7736822","0","0","0","0","0","0","0","1","0"
13102014000,13102,"築地市場跡遺跡",35.660728,"139.7688806","0","0","0","0","0","0","0","1","0"
13102014100,13102,"八重洲二丁目遺跡",35.67924865,"139.7693275","0","0","0","0","0","0","0","1","0"
13102014200,13102,"中央区No.142遺跡",35.69248084,"139.7831655","0","0","0","0","0","0","0","1","0"
13102014300,13102,"中央区No.143遺跡",35.67706614,"139.7762123","0","0","0","0","0","0","0","1","0"
13102014400,13102,"中央区No.144遺跡",35.67196317,"139.7811495","0","0","0","0","0","0","0","1","0"
13102014500,13102,"中央区No.145遺跡",35.67544584,"139.7750756","0","0","0","0","0","0","0","1","0"
13102014600,13102,"中央区No.146遺跡",35.67628525,"139.7808333","0","0","0","0","0","0","0","1","0"
13102014700,13102,"中央区No.147遺跡",35.67590601,"139.7738139","0","0","0","0","0","0","0","1","0"
13102014800,13102,"中央区No.148遺跡",35.68129839,"139.7783053","0","0","0","0","0","0","0","1","0"
13102014900,13102,"中央区No.149遺跡",35.6759339,"139.7753417","0","0","0","0","0","0","0","1","0"
13102015000,13102,"中央区No.150遺跡",35.67516695,"139.7768008","0","0","0","0","0","0","0","1","0"
13102015100,13102,"中央区No.151遺跡",35.66878907,"139.7609499","0","0","0","0","0","0","0","1","0"
13102015200,13102,"中央区No.152遺跡",35.67270227,"139.778317","0","0","0","0","0","0","0","1","0"
13103000100,13103,"青山墓地内貝塚",35.66801712,"139.7195241","0","1","0","0","0","0","0","0","0"
13103000200,13103,"港区No.2遺跡",35.66494895,"139.7220303","0","1","1","0","0","0","0","0","0"
13103000300,13103,"港区No.3遺跡",35.66430742,"139.7170178","0","1","0","0","0","0","0","0","0"
13103000400,13103,"江戸城外堀跡遺跡",35.68029287,"139.7327679","0","0","0","0","0","0","0","1","0"
13103000500,13103,"東宮御所内遺跡",35.67749979,"139.7275235","0","1","1","0","0","0","0","0","0"
13103000600,13103,"松泉寺跡遺跡",35.67303835,"139.7339686","0","0","0","0","0","0","0","1","0"
13103000700,13103,"今井城山遺跡",35.67250843,"139.7357195","0","0","0","0","0","0","1","0","0"
13103000800,13103,"港区No.8遺跡",35.66837971,"139.7354352","0","0","0","1","0","0","0","0","0"
13103000900,13103,"長門萩藩毛利家屋敷跡遺跡",35.66606467,"139.7304227","0","1","0","1","0","0","0","1","0"
13103000902,13103,"長門萩藩毛利家屋敷跡第２遺跡",35.66653884,"139.7324483","0","1","0","0","0","0","0","1","0"
13103001000,13103,"港区No.10遺跡",35.67016904,"139.7426556","0","0","0","0","0","0","0","1","0"
13103001100,13103,"港区No.11遺跡",35.66997381,"139.7432735","0","0","0","0","0","0","0","1","0"
13103001102,13103,"港区No.11-2遺跡",35.66963911,"139.7431362","0","0","0","0","0","0","0","1","0"
13103001200,13103,"越後糸魚川藩松平家屋敷跡遺跡",35.66883026,"139.7415913","0","0","0","0","0","0","0","1","0"
13103001300,13103,"港区No.13遺跡",35.67025917,"139.7489113","0","0","0","0","0","0","0","1","0"
13103001401,13103,"天徳寺寺域第1遺跡",35.66470866,"139.747538","0","0","0","0","0","0","0","1","0"
13103001402,13103,"天徳寺寺域第2遺跡",35.66627065,"139.7478813","0","0","0","0","0","0","0","1","0"
13103001403,13103,"天徳寺寺域第3遺跡",35.66330005,"139.7464222","0","0","0","0","0","0","0","1","0"
13103001404,13103,"天徳寺寺域第4遺跡",35.66445762,"139.7467655","0","0","0","0","0","0","0","1","0"
