JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,LGCCheck,TownCheck,OverallCheck,AddressCandidates,DictionaryCandidates,PointBoundaryLGC,PointBoundaryTown,MatchedAddressCandidate,MatchedBoundaryTown,NormalizedLGC,SourceRowNumber
13201030500,13201,305,たまにゅーたうんNo.407いせき,多摩ニュータウンNo.407遺跡,八王子市 上柚木　 下柚木,[縄文時代（早期〜中期）][弥生時代][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石　土坑　[平安時代]円形土坑　[中世][近世]地下式土坑　井戸,縄文土器　尖頭器　石器　弥生土器　土師器　須恵器　陶磁器　砥石,139.3764987,35.61672365,Match,Mismatch,TownMismatch,上柚木｜下柚木,上柚木｜下柚木,13201,南大沢一丁目,,,13201,2901
13201034300,13201,343,たまにゅーたうんNo.395いせき,多摩ニュータウンNo.395遺跡,八王子市 南大沢,[縄文時代（早期〜中期）][平安時代],包蔵地,[縄文時代]土坑　土坑状遺構,縄文土器　石器　礫　土師器　陶磁器　銭貨（北宋銭他）,139.3862134,35.61636992,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,2937
13201036400,13201,364,たまにゅーたうんNo.133いせき,多摩ニュータウンNo.133遺跡,八王子市 南大沢,[縄文時代（早期）][奈良時代][平安時代],包蔵地,,縄文土器　石錐　土師器,139.3870498,35.6120699,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,2958
13201036500,13201,365,たまにゅーたうんNo.187いせき,多摩ニュータウンNo.187遺跡,八王子市 南大沢,[縄文時代（中期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器　瓦,139.3874467,35.60516827,Match,Mismatch,TownMismatch,南大沢,,13201,別所二丁目,,,13201,2959
13201037100,13201,371,たまにゅーたうんNo.127いせき,多摩ニュータウンNo.127遺跡,八王子市 松木,[縄文時代（早期〜前期）][奈良時代][平安時代],包蔵地,[時代不明]円形ピット状遺構,縄文土器　石器　剥片　土師器,139.3927384,35.62001602,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2965
13201037200,13201,372,たまにゅーたうんNo.393いせき,多摩ニュータウンNo.393遺跡,八王子市 松木,[旧石器時代][縄文時代（前期〜中期）][中世][近世],集落,[旧石器時代]]ユニット　[縄文時代]集石　土坑　[中世][近世]竪穴状遺構　地下式土坑　溝,尖頭器　剥片　礫　縄文土器　石器　陶磁器　鉄滓,139.3898794,35.61902245,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2966
13201037300,13201,373,たまにゅーたうんNo.399いせき,多摩ニュータウンNo.399遺跡,八王子市 松木,[縄文時代（前期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　土師器　須恵器　陶磁器,139.3903539,35.6175601,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2967
13201037400,13201,374,たまにゅーたうんNo.128いせき,多摩ニュータウンNo.128遺跡,八王子市 松木,[縄文時代（前期）],包蔵地,,打斧,139.3923779,35.61958344,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2968
13201037500,13201,375,たまにゅーたうんNo.130いせき,多摩ニュータウンNo.130遺跡,八王子市 松木,[縄文時代（前期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器,139.3920182,35.61730105,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2969
13201037600,13201,376,たまにゅーたうんNo.398いせき,多摩ニュータウンNo.398遺跡,八王子市 松木,[縄文時代（早期〜前期・後期）][古墳時代][平安時代][中世][近世],集落,[縄文時代]集石　[近世]建物　炭窯,縄文土器　石器　土師器　須恵器　陶器（灰釉）　銭貨,139.3895129,35.61678974,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2970
13201037700,13201,377,たまにゅーたうんNo.131いせき,多摩ニュータウンNo.131遺跡,八王子市 松木,[縄文時代（早期〜中期）][中世][近世],包蔵地,,縄文土器　石鏃　削器　打製石器　磁器,139.387876,35.61857173,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,2971
13201038000,13201,380,たまにゅーたうんNo.132いせき,多摩ニュータウンNo.132遺跡,八王子市 松木,[縄文時代（中期）],包蔵地,,縄文土器,139.3885919,35.61674783,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,2974
13201038600,13201,386,たまにゅーたうんNo.512いせき,多摩ニュータウンNo.512遺跡,八王子市 松木,[旧石器時代][縄文時代（早期〜中期）][弥生時代][平安時代][近世],集落,[旧石器時代]]ユニット　[縄文時代]住居　集石　土坑　土器埋設土坑　[平安時代]住居　土坑　[近世]焼土　炭窯,ナイフ形石器　尖頭器　掻器　石核　剥片　植物遺体　縄文土器　石器　有孔磨製石鏃　土師器　須恵器　土師質土器　砥石　鉄製品　紡錘車　瓦,139.3876933,35.62383664,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,2978
13201038800,13201,388,たまにゅーたうんNo.283いせき,多摩ニュータウンNo.283遺跡,八王子市 松木,[中世][近世],塚,,,139.3874015,35.62386455,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,2980
13201040100,13201,401,たまにゅーたうんNo.446いせき,多摩ニュータウンNo.446遺跡,八王子市 東中野,[旧石器時代][縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][中世]［近世］,集落,[縄文時代]住居　敷石住居　集石　炉　土坑　[古墳時代]住居　[奈良時代][平安時代]住居　土坑　[中世]地下式土坑,ナイフ形石器　細石刃　縄文土器　石器　垂飾　土偶　ミニチュア土器　土師器　須恵器　円筒埴輪　板碑,139.4024807,35.63351068,Match,Mismatch,TownMismatch,東中野,東中野,13201,堀之内,,,13201,2991
13201041100,13201,411,たまにゅーたうんNo.420いせき,多摩ニュータウンNo.420遺跡,八王子市 堀之内,[旧石器時代][縄文時代（早期〜中期）][奈良時代][平安時代][近世],集落,[縄文時代]集石　土坑　[平安時代]住居　土坑　[近世]土坑　山砂採掘坑　炭窯,石器　縄文土器　石器　土師器　須恵器　陶磁器,139.4005516,35.62401126,Match,Mismatch,TownMismatch,堀之内,堀之内,13201,別所二丁目,,,13201,2999
13201042700,13201,427,たまにゅーたうんNo.129いせき,多摩ニュータウンNo.129遺跡,八王子市 松木,[縄文時代（早期〜前期）],包蔵地,,縄文土器　剥片,139.3935065,35.61727394,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3015
13201044500,13201,445,たまにゅーたうんNo.68いせき,多摩ニュータウンNo.68遺跡,八王子市 松ケ谷,[縄文時代（前期・後期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器,139.4139394,35.62788107,Match,Mismatch,TownMismatch,松ケ谷,,13201,松が谷,,,13201,3032
13201044700,13201,447,たまにゅーたうんNo.69いせき,多摩ニュータウンNo.69遺跡,八王子市 松ケ谷,[縄文時代（早期〜前期）][奈良時代][平安時代],包蔵地,,縄文土器　剥片　土師器　須恵器,139.4124631,35.6292903,Match,Mismatch,TownMismatch,松ケ谷,,13201,松が谷,,,13201,3034
13201044800,13201,448,たまにゅーたうんNo.430いせき,多摩ニュータウンNo.430遺跡,八王子市 松ケ谷　 東中野,[縄文時代（早期〜前期）][平安時代],集落,[縄文時代]土坑　[平安時代]住居,縄文土器　土師器,139.4127224,35.63172237,Match,Mismatch,TownMismatch,松ケ谷｜東中野,東中野,13201,松が谷,,,13201,3035
13201045000,13201,450,たまにゅーたうんNo.427いせき,多摩ニュータウンNo.427遺跡,八王子市 松ケ谷　 東中野,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器,139.4091347,35.62954579,Match,Mismatch,TownMismatch,松ケ谷｜東中野,東中野,13201,松が谷,,,13201,3037
13201045500,13201,455,たまにゅーたうんNo.299いせき,多摩ニュータウンNo.299遺跡,八王子市 松ケ谷,[縄文時代（中期）],包蔵地,,,139.417863,35.6330776,Match,Mismatch,TownMismatch,松ケ谷,,13201,松が谷,,,13201,3041
13201045600,13201,456,たまにゅーたうんNo.65いせき,多摩ニュータウンNo.65遺跡,八王子市 松ケ谷,[縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,炭窯,縄文土器　掻器　土師器　須恵器　砥石　陶磁器　銭貨,139.4188397,35.63280017,Match,Mismatch,TownMismatch,松ケ谷,,13201,松が谷,,,13201,3042
13201046800,13201,468,たまにゅーたうんNo.521いせき,多摩ニュータウンNo.521遺跡,八王子市 南大沢,[縄文時代（中期）][近世],包蔵地,[近世]土抗,縄文土器 石器 砥石,139.3859769,35.61425402,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,3053
13201049200,13201,492,ゆいしやかた,由井氏館,八王子市 弍分方町,[中世],城館,,,139.275471,35.68009388,Match,Mismatch,TownMismatch,弍分方町,,13201,西寺方町,,,13201,3070
13201050700,13201,507,やえんとうげるい,野猿峠塁,八王子市 高嶺町,[中世],城館,,,139.3625289,35.63338668,Match,Mismatch,TownMismatch,高嶺町,,13201,絹ケ丘三丁目,,,13201,3077
13201051400,13201,514,くぬぎだだい5いせき,椚田第V遺跡,八王子市 椚田町,[縄文時代（早期〜中期）][弥生時代][平安時代],集落,[縄文時代]住居　集石　炉穴　土坑　[弥生時代]住居　再葬墓　[平安時代]住居,,139.3038197,35.63574817,Match,Mismatch,TownMismatch,椚田町,椚田町,13201,館町,,,13201,3081
13201061400,13201,614,たまにゅーたうんNo.617いせき,多摩ニュータウンNo.617遺跡,八王子市 松木,[旧石器時代][縄文時代（早期〜前期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]]ユニット　礫群　[縄文時代]土坑　[中世]竪穴状遺構　地下式土坑　[近世]建物,剥片　礫　縄文土器　打斧　土師器　須恵器　陶磁器　瓦器　板碑,139.3855778,35.61945768,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3180
13201061500,13201,615,たまにゅーたうんNo.618いせき,多摩ニュータウンNo.618遺跡,八王子市 松木,[縄文時代][平安時代][近世],集落・社寺,[平安時代]住居　[近世]本堂　庫裏　薬師堂,縄文土器　石器　土師器　須恵器　陶磁器　石臼　銭貨,139.3857666,35.61986236,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3181
13201061600,13201,616,たまにゅーたうんNo.619いせき,多摩ニュータウンNo.619遺跡,八王子市 松木,[縄文時代（前期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器　須恵器　瓦器　陶磁器,139.3866521,35.61976203,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3182
13201061700,13201,617,たまにゅーたうんNo.620いせき,多摩ニュータウンNo.620遺跡,八王子市 松木,[縄文時代（早期〜後期）][平安時代][近世],集落,[平安時代]土坑　[近世]井戸　溝,縄文土器　石器　土師器　須恵器　陶器（灰釉）　土師質土器　羽釜　鉄鏃　陶磁器　煙管　銭貨,139.3863713,35.62109661,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3183
13201061800,13201,618,たまにゅーたうんNo.621いせき,多摩ニュータウンNo.621遺跡,八王子市 松木,[縄文時代][平安時代][中世][近世],包蔵地,[縄文時代]土坑　[時代不明]集石　焼土　土坑,縄文土器　土師器　陶磁器,139.3870541,35.62022517,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3184
13201061900,13201,619,たまにゅーたうんNo.622いせき,多摩ニュータウンNo.622遺跡,八王子市 松木,[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]集石　土坑　[平安時代]土坑　[近世]建物　炭窯,縄文土器　石器　土師器　須恵器　瓦器　陶磁器,139.3875457,35.62187036,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3185
13201062700,13201,627,たまにゅーたうんNo.630いせき,多摩ニュータウンNo.630遺跡,八王子市 松木,[縄文時代（早期・中期）][平安時代][近世],集落,[縄文時代]住居　焼土　土坑　[平安時代]溝　[近世]炭窯,縄文土器　石器　土師器　須恵器　石臼,139.3868628,35.62238129,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3193
13201062800,13201,628,たまにゅーたうんNo.631いせき,多摩ニュータウンNo.631遺跡,八王子市 下柚木,[縄文時代（前期）][奈良時代][平安時代][近世],墓地,[近世]墓壙,土師器　燈明皿　銭貨,139.3839035,35.62398247,Match,Mismatch,TownMismatch,下柚木,下柚木,13201,南大沢一丁目,,,13201,3194
13201062900,13201,629,たまにゅーたうんNo.632いせき,多摩ニュータウンNo.632遺跡,八王子市 下柚木,[縄文時代（早期〜前期）][近世],包蔵地,[縄文時代]土坑　[近世]溝,縄文土器　石器,139.3823686,35.62001696,Match,Mismatch,TownMismatch,下柚木,下柚木,13201,南大沢一丁目,,,13201,3195
13201063000,13201,630,たまにゅーたうんNo.633いせき,多摩ニュータウンNo.633遺跡,八王子市 下柚木,[旧石器時代][縄文時代（早期〜中期）][平安時代],包蔵地,[縄文時代]土坑　[平安時代]土坑,ナイフ形石器　縄文土器　石器　土師器　須恵器　砥石,139.3820597,35.62040768,Match,Mismatch,TownMismatch,下柚木,下柚木,13201,南大沢一丁目,,,13201,3196
13201063100,13201,631,たまにゅーたうんNo.634いせき,多摩ニュータウンNo.634遺跡,八王子市 下柚木,[奈良時代][平安時代],包蔵地,,土師器?,139.3807024,35.6194849,Match,Mismatch,TownMismatch,下柚木,下柚木,13201,南大沢一丁目,,,13201,3197
13201063200,13201,632,たまにゅーたうんNo.635いせき,多摩ニュータウンNo.635遺跡,八王子市 下柚木,[縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]土坑　[近世]土坑,縄文土器　土師器　須恵器　銭貨,139.380771,35.62007098,Match,Mismatch,TownMismatch,下柚木,下柚木,13201,南大沢一丁目,,,13201,3198
13201063600,13201,636,たまにゅーたうんNo.639いせき,多摩ニュータウンNo.639遺跡,八王子市 上柚木,[縄文時代],包蔵地,[縄文時代]土坑,,139.3786034,35.62199253,Match,Mismatch,TownMismatch,上柚木,上柚木,13201,下柚木三丁目,,,13201,3202
13201068000,13201,680,,八王子市No.680遺跡,八王子市 宇津貫町,[平安時代],包蔵地,,須恵器,139.3318245,35.61785017,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3221
13201068100,13201,681,,八王子市No.681遺跡,八王子市 宇津貫町,[平安時代],包蔵地,,土師器　須恵器,139.3320011,35.61674194,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3222
13201068500,13201,685,,八王子市No.685遺跡,八王子市 宇津貫町,[平安時代],包蔵地,,須恵器,139.3300321,35.61649655,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3223
13201068700,13201,687,,八王子市No.687遺跡,八王子市 宇津貫町,[平安時代],包蔵地,,土師器　須恵器,139.3284464,35.61755349,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3224
13201069000,13201,690,みなみはちおうじちくNo.36いせき,南八王子地区No.36遺跡,八王子市 宇津貫町,[縄文時代（早期）][平安時代],包蔵地,[縄文時代]炉穴,,139.3260444,35.61812435,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国三丁目,,,13201,3225
13201069100,13201,691,みなみはちおうじちくNo.40いせき,南八王子地区No.40遺跡,八王子市 宇津貫町,[縄文時代（早期）][平安時代],集落,,,139.3239038,35.62172948,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国六丁目,,,13201,3226
13201069701,13201,697,うらじゅくえーちくいせき,裏宿A地区遺跡,八王子市 元八王子二丁目,[縄文時代（早期〜中期）],包蔵地,[縄文時代]集石土坑　炉穴　陥し穴　土坑　[近世]井戸　炭窯,縄文土器　打斧　焼礫,139.2764142,35.66525367,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3232
13201069702,13201,697,うらじゅくいせきぐんうらじゅくびーちく,裏宿遺跡群裏宿B地区,八王子市 元八王子二丁目,[縄文時代（中期）]［近世］,包蔵地,,縄文土器　打斧　礫器　磨石　焼礫,139.2749036,35.6639148,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3233
13201069703,13201,697,うらじゅくでぃーちくいせき,裏宿D地区遺跡,八王子市 元八王子二丁目,[時代不明],包蔵地,[時代不明]焼土,,139.273702,35.66309285,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3234
13201069704,13201,697,うらじゅくいーちくいせき,裏宿E地区遺跡,八王子市 元八王子二丁目,[近世]［近代］,包蔵地,[近世]溝状遺構,陶磁器　瓦質陶器　砥石　鉄製品　墓石,139.2756932,35.66144711,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3235
13201069705,13201,697,うらじゅくえふちくいせき,裏宿F地区遺跡,八王子市 元八王子二丁目,[縄文時代（早期〜後期）][近世],集落,[縄文時代]住居　集石土坑　焼土　陥し穴　土坑　[近世]炭窯,縄文土器　打斧　石皿　磨石　凹石　焼礫,139.2769292,35.66228393,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3236
13201069706,13201,697,うらじゅくいせきぐんうらじゅくじーちく,裏宿遺跡群裏宿G地区,八王子市 元八王子二丁目,[縄文時代（前期）]［中世］［近世］,包蔵地,[縄文時代]土坑　ピット状遺構,縄文土器　打斧　石皿,139.2784055,35.66317653,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3237
13201069707,13201,697,うらじゅくえいちちくいせき,裏宿H地区遺跡,八王子市 元八王子二丁目,[縄文時代（前期）][奈良時代][平安時代],包蔵地,[縄文時代]焼土　ピット状遺構　[時代不明]溝状遺構,縄文土器　土師器　鞴羽口,139.2798818,35.66187856,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3238
13201069708,13201,697,いけのしたいせき,池の下遺跡,八王子市 元八王子二丁目,[旧石器時代][縄文時代（早期〜中期）][中世][近世],集落,[縄文時代]住居　土坑　ピット　[中世][近世]掘立柱建物　井戸　土坑　地下式土坑,ナイフ形石器　尖頭器　細石刃　削器　剥片　縄文土器　打斧　石鏃　掻器　削器　石皿　磨石　土師質土器　陶磁器　木製品　魚骨　獣骨,139.2824567,35.66274327,Match,Mismatch,TownMismatch,元八王子二丁目,,13201,元八王子町二丁目,,,13201,3239
13201074900,13201,749,みなみはちおうじちくNo.27いせき,南八王子地区No.27遺跡,八王子市 宇津貫町,[縄文時代（早期〜中期）][近世],包蔵地,[縄文時代]炉穴　段切り　陥し穴　[近世]ピット　土坑,縄文土器,139.3258371,35.6243073,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国六丁目,,,13201,3284
13201075500,13201,755,みなみはちおうじちくNo.33いせき,南八王子地区No.33遺跡,八王子市 宇津貫町,[縄文時代（早期）],包蔵地,[縄文時代]炉穴?,,139.317769,35.61557189,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国三丁目,,,13201,3290
13201075600,13201,756,みなみはちおうじちくNo.34いせき,南八王子地区No.34遺跡,八王子市 宇津貫町,[縄文時代（早期）],包蔵地,[縄文時代]炉穴,縄文土器,139.3205843,35.61546025,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国三丁目,,,13201,3291
13201075700,13201,757,みなみはちおうじちくNo.35いせき,南八王子地区No.35遺跡,八王子市 宇津貫町,[縄文時代（早期）],包蔵地,[縄文時代]炉穴,縄文土器,139.3238458,35.61540443,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国三丁目,,,13201,3292
13201076200,13201,762,みなみはちおうじちくNo.42いせき,南八王子地区No.42遺跡,八王子市 宇津貫町,[縄文時代（早期〜中期）][平安時代][中世],集落・その他（工房）,[縄文時代]住居　集石　陥穴　[平安時代]竪穴遺構　土坑　[中世以降]土坑,縄文土器　石器　土師器　須恵器　瓦,139.3293733,35.62282821,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3297
13201076300,13201,763,みなみはちおうじちくNo.43いせき,南八王子地区No.43遺跡,八王子市 宇津貫町,[縄文時代][平安時代],集落,[縄文時代]土坑,石器,139.3308496,35.61970249,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3298
13201076400,13201,764,みなみはちおうじちくNo.45いせき,南八王子地区No.45遺跡,八王子市 宇津貫町,[平安時代],集落,[平安時代]住居,,139.3318453,35.61543234,Match,Mismatch,TownMismatch,宇津貫町,宇津貫町,13201,七国一丁目,,,13201,3299
13201076500,13201,765,みなみはちおうじちくNo.46いせき,南八王子地区No.46遺跡,八王子市 宇津貫町,[平安時代],集落,[平安時代]住居,,139.3337789,35.61458617,Mismatch,Mismatch,LGCAndTownMismatch,宇津貫町,宇津貫町,13209,相原町,,,13201,3300
13201078300,13201,783,たまにゅーたうんNo.150いせき,多摩ニュータウンNo.150遺跡,八王子市 松木,[近世],墓地,,道祖神,139.3868925,35.61944108,Match,Mismatch,TownMismatch,松木,松木,13201,南大沢一丁目,,,13201,3316
13201078600,13201,786,たまにゅーたうんNo.173いせき,多摩ニュータウンNo.173遺跡,八王子市 下柚木,[中世],墓地,,板碑,139.3744492,35.62192023,Match,Mismatch,TownMismatch,下柚木,下柚木,13201,上柚木二丁目,,,13201,3319
13201078700,13201,787,たまにゅーたうんNo.903いせき,多摩ニュータウンNo.903遺跡,八王子市 堀之内,[縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],集落,[奈良時代][平安時代]火葬墓　[平安時代][中世]集石　焼土　土坑　地下式土坑　溝　畦畔　[近世]建物　土坑　井戸　水路,縄文土器　打斧　土師器　須恵器　陶器（灰釉）　瓦　陶磁器　砥石,139.3938743,35.63185232,Match,Mismatch,TownMismatch,堀之内,堀之内,13201,越野,,,13201,3320
13201079000,13201,790,たまにゅーたうんNo.904いせき,多摩ニュータウンNo.904遺跡,八王子市 堀之内,［縄文時代］,集落,,,139.3926292,35.63231166,Match,Mismatch,TownMismatch,堀之内,堀之内,13201,越野,,,13201,3323
13201079900,13201,799,たまにゅーたうんNo.906いせき,多摩ニュータウンNo.906遺跡,八王子市 堀之内,[縄文時代（早期〜中期）][古墳時代],包蔵地,[縄文時代]土坑　[古墳時代]土坑,縄文土器　打斧　礫器,139.3918721,35.63159386,Match,Mismatch,TownMismatch,堀之内,堀之内,13201,越野,,,13201,3332
13201080000,13201,800,たまにゅーたうんNo.907いせき,多摩ニュータウンNo.907遺跡,八王子市 堀之内,[旧石器時代][縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],集落,NT　432参照,,139.3914312,35.63262962,Match,Mismatch,TownMismatch,堀之内,堀之内,13201,越野,,,13201,3333
13201080200,13201,802,たまにゅーたうんNo.494いせき,多摩ニュータウンNo.494遺跡,八王子市 上柚木,[中世],墓地,,板碑,139.3790326,35.62221579,Match,Mismatch,TownMismatch,上柚木,上柚木,13201,下柚木二丁目,,,13201,3335
13201080500,13201,805,たまにゅーたうんNo.646いせき,多摩ニュータウンNo.646遺跡,八王子市 南大沢,[縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石　土坑　[奈良時代][平安時代]土坑　[中世]土坑　炭窯　段切状遺構　溝,縄文土器　打斧　石鏃　掻器　磨石　土師器　須恵器　紡錘車　瓦　陶器（天目・灰釉）　擂鉢　ホウロク　鎌　鋏　小刀　鉄鏃,139.3866954,35.60402569,Match,Mismatch,TownMismatch,南大沢,,13201,別所二丁目,,,13201,3338
13201080700,13201,807,たまにゅーたうんNo.648いせき,多摩ニュータウンNo.648遺跡,八王子市 南大沢,[平安時代],その他（製鉄）,,土師器,139.3859592,35.60592168,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,3340
13201081100,13201,811,たまにゅーたうんNo.653いせき,多摩ニュータウンNo.653遺跡,八王子市 南大沢,[縄文時代][近世],包蔵地,,縄文土器　銭貨,139.387697,35.6052204,Match,Mismatch,TownMismatch,南大沢,,13201,別所二丁目,,,13201,3344
13201081700,13201,817,たまにゅーたうんNo.659いせき,多摩ニュータウンNo.659遺跡,八王子市 南大沢,[縄文時代（前期）][奈良時代][平安時代],包蔵地,[縄文時代]土坑,縄文土器　石器　土師器,139.3898025,35.60975352,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,3350
13201082000,13201,820,たまにゅーたうんNo.662いせき,多摩ニュータウンNo.662遺跡,八王子市 南大沢,[旧石器時代][縄文時代（早期〜前期）],包蔵地,[縄文時代]土坑,剥片　縄文土器　石器,139.3886742,35.61082023,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,3353
13201082100,13201,821,たまにゅーたうんNo.663いせき,多摩ニュータウンNo.663遺跡,八王子市 松木,[縄文時代（早期〜中期）],包蔵地,[縄文時代]竪穴状遺構　土坑,縄文土器　石器,139.3887403,35.61183572,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3354
13201082300,13201,823,たまにゅーたうんNo.665いせき,多摩ニュータウンNo.665遺跡,八王子市 松木,[縄文時代（早期〜前期）][平安時代][近世],包蔵地,[縄文時代]集石　土坑　[近世]竪穴状遺構　土坑　[時代不明]土坑,縄文土器　石器　土師器　須恵器　陶器　砥石　鉄片,139.3880154,35.61365864,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3356
13201082400,13201,824,たまにゅーたうんNo.666いせき,多摩ニュータウンNo.666遺跡,八王子市 南大沢,[縄文時代（早期）][奈良時代][平安時代][近世],包蔵地,[近世]炭窯　溝,縄文土器　石器　土師器,139.3873051,35.61497619,Match,Mismatch,TownMismatch,南大沢,,13201,別所一丁目,,,13201,3357
13201082500,13201,825,たまにゅーたうんNo.667いせき,多摩ニュータウンNo.667遺跡,八王子市 松木　 南大沢,[旧石器時代][縄文時代（前期）][奈良時代][平安時代],包蔵地,[縄文時代]土坑　[時代不明]配石,石刃　縄文土器,139.3883819,35.61551415,Match,Mismatch,TownMismatch,松木｜南大沢,松木,13201,別所一丁目,,,13201,3358
13201082600,13201,826,たまにゅーたうんNo.668いせき,多摩ニュータウンNo.668遺跡,八王子市 松木,[縄文時代（早期）],包蔵地,,縄文土器,139.3896315,35.6148632,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3359
13201083100,13201,831,たまにゅーたうんNo.673いせき,多摩ニュータウンNo.673遺跡,八王子市 松木,[縄文時代（前期）][近世],包蔵地,,縄文土器　石器　陶磁器,139.3922923,35.61765419,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3364
13201083200,13201,832,たまにゅーたうんNo.674いせき,多摩ニュータウンNo.674遺跡,八王子市 松木,[縄文時代（早期〜中期）][奈良時代][平安時代],包蔵地,[縄文時代]焼土　土坑,縄文土器　石器　土師器　須恵器　陶磁器,139.3931176,35.61910115,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3365
13201083300,13201,833,たまにゅーたうんNo.675いせき,多摩ニュータウンNo.675遺跡,八王子市 松木,[縄文時代（前期）][平安時代][近世],集落,[平安時代]土坑　[近世]建物　炭窯,縄文土器　石器　土師器　須恵器　鉄製品　陶磁器,139.3919847,35.61968119,Match,Mismatch,TownMismatch,松木,松木,13201,別所一丁目,,,13201,3366
