JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,LGCCheck,TownCheck,OverallCheck,AddressCandidates,DictionaryCandidates,PointBoundaryLGC,PointBoundaryTown,MatchedAddressCandidate,MatchedBoundaryTown,NormalizedLGC,SourceRowNumber
13101002100,13101,21,がいむしょうこうないいせき,外務省構内遺跡,千代田区 霞ヶ関二丁目,[縄文時代][近世],大名屋敷,[近世]井戸　石組溝　上水桝　石垣　溝状遺構,縄文土器　陶磁器　瓦　金属製品　木製品　動物遺体,139.7498313,35.67437944,Match,Mismatch,TownMismatch,霞ヶ関二丁目,,13101,霞が関二丁目,,,13101,21
13101003800,13101,38,,千代田区No.38遺跡,千代田区 北の丸公園,[近世],上水道,[近世]上水木樋,,139.7515764,35.68912043,Match,Mismatch,TownMismatch,北の丸公園,北の丸公園,13101,千代田,,,13101,36
13101003900,13101,39,,千代田区No.39遺跡,千代田区 霞ヶ関三丁目,[近世],上水道,[近世]上水木樋,,139.7453681,35.67122785,Match,Mismatch,TownMismatch,霞ヶ関三丁目,,13101,霞が関三丁目,,,13101,37
13101004400,13101,44,,千代田区No.44遺跡,千代田区 永田町二丁目,[近世],上水路跡,[近世]石樋,,139.7383986,35.67886955,Match,Mismatch,TownMismatch,永田町二丁目,永田町二丁目,13101,紀尾井町,,,13101,42
13101005000,13101,50,よつやみつけあと,四谷見附跡,千代田区 麹町六丁目,[近世],城館,[近世]石垣,,139.7315483,35.68610111,Match,Mismatch,TownMismatch,麹町六丁目,麹町六丁目,13101,六番町,,,13101,48
13101006000,13101,60,いいだまちいせき,飯田町遺跡,千代田区 飯田町二丁目　 飯田町三丁目,[縄文時代][古墳時代][奈良時代][平安時代][近世],包蔵地・屋敷,[近世]屋敷境　地下室　土坑　上水道　石組溝　井戸　庭園,縄文土器　土師器　須恵器　陶磁器　瓦　砥石　硯　漆器　下駄　曲物,139.7498656,35.70120476,Match,Mismatch,TownMismatch,飯田町二丁目｜飯田町三丁目,,13101,飯田橋三丁目,,,13101,57
13101006900,13101,69,せいがんいんあと,栖岸院跡,千代田区 麹町五丁目,[近世],その他の墓,[近世]石室墓　甕棺墓,陶磁器　土器　土人形　木製品,139.7341232,35.68504146,Match,Mismatch,TownMismatch,麹町五丁目,麹町五丁目,13101,二番町,,,13101,66
13101007500,13101,75,もんぶかがくしょうこうないいせき,文部科学省構内遺跡,千代田区 霞ヶ関三丁目,[平安時代][近世],包蔵地・城館・屋敷,[近世]石垣（外堀）　溝　ピット,陶磁器　瓦　須恵器,139.7490073,35.67131152,Match,Mismatch,TownMismatch,霞ヶ関三丁目,,13101,霞が関三丁目,,,13101,72
13101007900,13101,79,ひろしまはんあさのけかみやしきあと,広島藩浅野家上屋敷跡,千代田区 霞ヶ関二丁目,[近世],屋敷,[近世]擁壁石積　溝　石組溝　井戸,陶磁器片,139.7511016,35.67613647,Match,Mismatch,TownMismatch,霞ヶ関二丁目,,13101,霞が関二丁目,,,13101,76
13101008100,13101,81,かんだあわじちょうにちょうめいせき,神田淡路町二丁目遺跡,千代田区 淡路町二丁目,[近世],屋敷,上水道跡　建物址　下水道跡　土坑　杭跡,陶磁器　瓦　金属製品　木製品　土器,139.7671004,35.69758024,Match,Mismatch,TownMismatch,淡路町二丁目,,13101,神田淡路町二丁目,,,13101,78
13101008700,13101,87,かんだねりべいちょういせき,神田練塀町遺跡,千代田区 練塀町,[近世],屋敷,池跡　建物基礎　溝状遺構　土壙,陶磁器　瓦　木製品　漆器,139.7747222,35.70003378,Match,Mismatch,TownMismatch,練塀町,,13101,神田練塀町,,,13101,84
13101009200,13101,92,,千代田区No.92遺跡,千代田区 東神田一丁目,[近世],その他(石組溝),[近世]石組溝,(近世)墓石,139.7800983,35.69294093,Mismatch,Mismatch,LGCAndTownMismatch,東神田一丁目,東神田一丁目,13102,日本橋小伝馬町,,,13101,89
13101009300,13101,93,,千代田区No.93遺跡,千代田区 神保町一丁目,[近世],屋敷,[近世]上水　土坑　杭,(近世)陶磁器,139.7595134,35.69684344,Match,Mismatch,TownMismatch,神保町一丁目,,13101,神田神保町一丁目,,,13101,90
13101009900,13101,99,しまとばはんいながきけかみやしきあと,志摩鳥羽藩稲垣家上屋敷跡,千代田区 _町五丁目,縄文(中期・後期)　近世,集落・屋敷・その他,(縄文)住居跡　(近世)大型土坑　建物基礎　池跡　井戸　溝状遺構　土坑　礎石　小穴等,縄文土器　磁器　陶器　土器　瓦　金属製品　ガラス製品　煉瓦等,139.7342003,35.6835939,Match,Mismatch,TownMismatch,_町五丁目,,13101,麹町五丁目,,,13101,96
13102011100,13102,111,,中央区No.111遺跡,中央区 日本橋蠣殻町一丁目,[近世],屋敷,上水木樋　下水木樋　下水木樋　土坑,陶磁器類　瓦類　木製品　動物遺体（瓦類）,139.7842914,35.68139797,Match,Mismatch,TownMismatch,日本橋蠣殻町一丁目,,13102,日本橋蛎殻町一丁目,,,13102,211
13102011400,13102,114,,中央区No.114遺跡,中央区 室町二丁目,近世,屋敷,建物 土蔵 石組下水 下水木樋,陶磁器　瓦　土製品　金属製品　銭貨　石製品,139.7748035,35.68734969,Match,Mismatch,TownMismatch,室町二丁目,,13102,日本橋室町二丁目,,,13102,214
13102015500,13102,155,,中央区No.155遺跡,中央区 小伝馬町,[近世],屋敷,土坑　焼土整理坑,陶磁器　土器　瓦　木製品　動物遺体,139.7799795,35.69248579,Match,Mismatch,TownMismatch,小伝馬町,,13102,日本橋小伝馬町,,,13102,255
13102015900,13102,159,,中央区No.159遺跡,中央区 入舟一丁目,[近世],屋敷,井戸　上水木樋　焼土整理坑,陶磁器　瓦　木製品　等,139.7775166,35.67273252,Match,Mismatch,TownMismatch,入舟一丁目,,13102,入船一丁目,,,13102,259
13102016900,13102,169,,中央区No.169遺跡,中央区 馬喰町一丁目,[近世],屋敷,[近世]焼土整理坑,陶磁器、瓦,139.7842576,35.6944722,Match,Mismatch,TownMismatch,馬喰町一丁目,,13102,日本橋馬喰町一丁目,,,13102,269
13102017100,13102,171,にほんばしばくろうちょうにちょうめ（だいにじ）いせき,日本橋馬喰町二丁目（第二次）遺跡,中央区 馬喰町二丁目,[近世],その他の墓・屋敷,[近世]墓、石盤、溝、建物址、穴蔵、井戸、埋甕、土坑,[近世]陶磁器、土器、瓦、木製品、金属製品、銭貨、人骨,139.7833898,35.69588162,Match,Mismatch,TownMismatch,馬喰町二丁目,,13102,日本橋馬喰町二丁目,,,13102,271
13102017200,13102,172,にほんばしかきがらちょういっちょうめ（だい3じ）いせき,日本橋蛎殻町一丁目（第３次）遺跡,中央区 蛎殻町一丁目,[近世],屋敷,[近世]土坑、小穴,[近世]陶磁器、土器、瓦、金属製品、ガラス製品,139.7845182,35.68123178,Match,Mismatch,TownMismatch,蛎殻町一丁目,,13102,日本橋蛎殻町一丁目,,,13102,272
13103003000,13103,30,,港区No.30遺跡,港区 麻布台一丁目,[縄文時代（後期）],貝塚,,縄文土器,139.7426917,35.65816862,Match,Mismatch,TownMismatch,麻布台一丁目,麻布台一丁目,13103,東麻布二丁目,,,13103,329
13103022500,13103,225,やげんざかにしちくぶけやしきあといせき,薬研坂西地区武家屋敷跡遺跡,港区 赤阪七丁目,[縄文][近世],包蔵地 屋敷,[近世]井戸、埋甕、土坑,[縄文]土器、[近世]陶磁器,139.7300333,35.67385027,Match,Mismatch,TownMismatch,赤阪七丁目,,13103,赤坂七丁目,,,13103,538
13104003800,13104,38,さんえいちょういせき,三栄町遺跡,新宿区 三栄町,[縄文時代（中期）][近世],集落・屋敷,[縄文時代]竪穴住居跡 土坑 ピット 住居址 集石遺構 [近世]地下室 半地下室 土坑 ごみ穴 植栽痕 井戸 溝状遺構 礎石 土蔵跡 建物跡 柱穴 麹室 胞衣埋納遺構 土取り穴 掘立柱建物跡 ピット 整地層 性格不明遺構,（縄文）縄文土器 石器 土製品 （近世）磁器 陶器 土器 瓦 土製品 金属製品 木製品 ガラス製品 石製品 骨角製品 動物遺体 陶磁器類 せっ器,139.7252518,35.68931384,Match,Mismatch,TownMismatch,三栄町,,13104,四谷三栄町,,,13104,578
13104004002,13104,40,しんじゅくくNo.33（えどじょうそとぼりあと）いせき,新宿区No.33（江戸城外堀跡）遺跡,新宿区 神楽河岸,[近世],その他（城郭石垣）,[近世]外堀石垣,刻印のある石,139.7308221,35.68850261,Match,Mismatch,TownMismatch,神楽河岸,神楽河岸,13104,四谷本塩町,,,13104,581
13104004200,13104,42,ほうこうじあと,法光寺跡,新宿区 坂町　荒木町,[近世],社寺・その他の墓,[近世]埋葬施設　卒塔婆集中地点　建物跡　溝状遺構　礎石　地下室　井戸　ごみ穴　土坑　小穴　土取穴,[縄文時代]土器片　[近世]数珠　銭貨　水晶製軸端　陶磁器片　卒塔婆　煙管　柄鏡　数珠　木製人形　磁器小坏　法光寺に関わる埋葬施設（常滑系大甕　早桶　蔵骨器　副葬品等）　18世紀を主体とする遺物,139.7252175,35.69132149,Match,Mismatch,TownMismatch,坂町｜荒木町,荒木町,13104,四谷坂町,,,13104,583
13104004400,13104,44,ちょうじゅいんあと,長寿院跡,新宿区 山吹町,[近世],社寺・その他の墓,,,139.7336136,35.70782019,Mismatch,Mismatch,LGCAndTownMismatch,山吹町,山吹町,13105,関口一丁目,,,13104,585
13104005100,13104,51,ほうぞういんあと,宝蔵院跡,新宿区 西五軒町,[近世],社寺・その他の墓,,,139.7368004,35.70534431,Match,Mismatch,TownMismatch,西五軒町,西五軒町,13104,赤城元町,,,13104,592
13104005300,13104,53,ふくじゅいんあと,福寿院跡,新宿区 三栄町,[近世],社寺・その他の墓,,,139.7250115,35.68850519,Match,Mismatch,TownMismatch,三栄町,,13104,四谷三栄町,,,13104,594
13104011700,13104,117,さかまちいせき,坂町遺跡,新宿区 坂町 本塩町,[縄文時代（前期〜後期）][近世],包蔵地・社寺・その他の墓・屋敷・その他（町屋）,[近世]地下室 採土坑 ごみ穴 井戸 胞衣皿埋納遺構 礎石列 杭列 土坑 小穴 溝状遺構 建物基礎 墓坑 埋桶 杭群 上水施設 その他 [縄文時代]包含層,縄文土器 石器 磁器 陶器 せっ器 近世土器 瓦 土製品 金属製品 木製品 ガラス製品 骨角製品 石製品 銭貨 人骨,139.7289597,35.6907917,Match,Mismatch,TownMismatch,坂町｜本塩町,,13104,四谷本塩町,,,13104,656
13105002802,13105,28,やよいちょうあさのていかいづか,弥生町浅野邸貝塚,文京区 根津一丁目,[縄文時代（後期〜晩期）],貝塚,,縄文土器　石斧　石鏃　耳飾　独鈷石　土版,139.7631579,35.71749082,Match,Mismatch,TownMismatch,根津一丁目,根津一丁目,13105,弥生二丁目,,,13105,733
13105004000,13105,40,ゆしま（きりどおしきた）かいづか,湯島（切通し北）貝塚,文京区 湯島四丁目,[縄文時代（前期〜晩期）],貝塚,,,139.7675524,35.70932315,Mismatch,Mismatch,LGCAndTownMismatch,湯島四丁目,湯島四丁目,13106,池之端一丁目,,,13105,744
13105005700,13105,57,かすがちょう・こいしかわまち・とみさかいせき,春日町・小石川町・富坂遺跡,文京区 春日一丁目,[近世],屋敷・その他（町地・大下水・道路）,[近世]建物　井戸　下水道・地下室・杭列・大下水・道路,近世陶磁器　土器　瓦,139.7518969,35.70915589,Match,Mismatch,TownMismatch,春日一丁目,春日一丁目,13105,小石川一丁目,,,13105,756
13106008800,13106,88,,台東区No.88遺跡,台東区 元浅草二丁目,[近世],社寺・その他（町屋）,甕棺墓　木棺墓　基礎杭,近世陶磁器　木製品　近世墓関係　人骨・墓石,139.7827689,35.71060813,Match,Mismatch,TownMismatch,元浅草二丁目,元浅草二丁目,13106,東上野三丁目,,,13106,949
13106013800,13106,138,かみよしちょういせき,神吉町遺跡,台東区 五丁目,[近世],社寺,[近世]木槨甕棺墓　竹樋　木柵　大型土坑,[近世]陶磁器　土器　木刀　板塔婆,139.7827163,35.71333558,Match,Mismatch,TownMismatch,五丁目,,13106,東上野五丁目,,,13106,999
13106014100,13106,141,,台東区No.141遺跡,台東区 浅草南三丁目,[近世],その他の墓　その他（町屋）,[近世]溝、土坑、池跡、下水溝,世]人骨　桶材　陶磁器,139.7856987,35.7010705,Match,Mismatch,TownMismatch,浅草南三丁目,,13106,浅草橋三丁目,,,13106,1002
13107000600,13107,6,,墨田区No.6遺跡,墨田区 東駒形三丁目,[近世],墓地跡,,陶磁器　人骨,139.8034683,35.70806183,Match,Mismatch,TownMismatch,東駒形三丁目,東駒形三丁目,13107,吾妻橋二丁目,,,13107,1015
13107007000,13107,70,,墨田区No.70遺跡,墨田区 横綱二丁目,[近世],屋敷,井戸　建物基礎　杭　土坑　盛土,陶磁器　土器　瓦,139.7960978,35.70058402,Match,Mismatch,TownMismatch,横綱二丁目,,13107,横網二丁目,,,13107,1081
13107009100,13107,91,,墨田区No.91遺跡,墨田区 横綱二丁目,[近世],屋敷,溝　土坑　整地層(盛土),陶磁器　土器,139.7955468,35.70082789,Match,Mismatch,TownMismatch,横綱二丁目,,13107,横網二丁目,,,13107,1102
13107010400,13107,104,,墨田区No.104遺跡,墨田区 亀沢四丁目,[近世],屋敷,[近世]埋甕、木組遺構、土坑、杭列、下水溝、建物基礎、整地層(盛土),[近世]陶磁器、土器、瓦、木製品,139.8080345,35.69585472,Match,Mismatch,TownMismatch,亀沢四丁目,亀沢四丁目,13107,緑四丁目,,,13107,1115
13107011800,13107,118,,墨田区No.118遺跡,墨田区 横綱二丁目,[近世],その他（町人地）,[近世]土坑　ピット　整地層（盛土）,[近世]陶磁器、土製品、木製品,139.7964396,35.70170654,Match,Mismatch,TownMismatch,横綱二丁目,,13107,横網二丁目,,,13107,1129
13109000700,13109,7,しろがねやかたあと,白金館址,品川区 上大崎二丁目,[中世],城館,,,139.7185611,35.63848077,Mismatch,Mismatch,LGCAndTownMismatch,上大崎二丁目,上大崎二丁目,13103,白金台五丁目,,,13109,1188
13109002300,13109,23,しながわだいば（だいいち）いせき,品川台場（第一）遺跡,品川区 東品川五丁目,[近世],その他（台場）,,,139.7556128,35.6250581,Mismatch,Mismatch,LGCAndTownMismatch,東品川五丁目,東品川五丁目,13103,港南五丁目,,,13109,1204
13111003100,13111,31,はくさんじんじゃよこあなぼ,白山神社横穴墓,大田区 東嶺町,[古墳時代][奈良時代],横穴墓,,,139.6833003,35.57892677,Match,Mismatch,TownMismatch,東嶺町,東嶺町,13111,南久が原二丁目,,,13111,1303
13111003200,13111,32,ぞうみょういんないよこあなぼ,増明院内横穴墓,大田区 鵜の木一丁目,[古墳時代][奈良時代],横穴墓,[古墳時代][奈良時代]切石羨門,鉄刀,139.6870554,35.57543632,Match,Mismatch,TownMismatch,鵜の木一丁目,鵜の木一丁目,13111,南久が原一丁目,,,13111,1304
13111006900,13111,69,おおもりかいづか,大森貝塚,大田区 山王一丁目,[縄文時代（中期〜晩期）],貝塚,,縄文土器　打斧　石鏃　石皿　磨石　耳飾　石棒　土偶　土版　土製品　骨角器　牙鏃　人骨　獣骨,139.7303283,35.59301536,Mismatch,Mismatch,LGCAndTownMismatch,山王一丁目,山王一丁目,13109,大井六丁目,,,13111,1341
13111021100,13111,211,ふるかわやくしどうあといせき,古川薬師堂跡遺跡,大田区 西六郷二丁目,[奈良時代],社寺,,,139.7042618,35.54952485,Match,Mismatch,TownMismatch,西六郷二丁目,西六郷二丁目,13111,多摩川河川敷（下流）,,,13111,1483
13111022500,13111,225,さんや・すわぶんいせき,山谷・諏訪分遺跡,大田区 雪谷大塚町　 石川町二丁目,[縄文時代（前期）],集落,[縄文時代（前期）]竪穴住居跡,縄文土器（黒浜・諸磯）,139.6802212,35.5947453,Mismatch,Mismatch,LGCAndTownMismatch,雪谷大塚町｜石川町二丁目,雪谷大塚町｜石川町二丁目,13112,東玉川一丁目,,,13111,1497
13111022700,13111,227,いしかわうえのだいいせき,石川上ノ台遺跡,大田区 石川町一丁目,[縄文時代（前期〜後期）],包蔵地,,縄文土器　石斧　石鏃　石槌,139.683016,35.60469027,Mismatch,Mismatch,LGCAndTownMismatch,石川町一丁目,石川町一丁目,13110,大岡山二丁目,,,13111,1499
13112002808,13112,28,けいげんじこふんぐん8ごうふん,慶元寺古墳群8号墳,世田谷区 喜多見四丁目,古墳時代,古墳,,円筒埴輪,139.5929331,35.62763859,Mismatch,Mismatch,LGCAndTownMismatch,喜多見四丁目,喜多見四丁目,13219,岩戸南三丁目,,,13112,1542
13112019600,13112,196,あんどうけはかあと,安藤家墓跡,世田谷区 大蔵一丁目,[近世],墓地,[近世]墓壙6,釘 木片 銭貨 人骨,139.617511,35.63322982,Match,Mismatch,TownMismatch,大蔵一丁目,大蔵一丁目,13112,砧公園,,,13112,1686
13112026211,13112,262,じんや11ごうふん,陣屋11号墳,世田谷区 喜多見三丁目,[古墳時代],古墳,[古墳時代]古墳周溝,,,,InvalidCoordinate,NotEvaluated,InvalidCoordinate,,,,,,,13112,1743
13112026212,13112,262,じんや12ごうふん,陣屋12号墳,世田谷区 喜多見四丁目,[古墳時代],古墳,[古墳時代]主体部,,,,InvalidCoordinate,NotEvaluated,InvalidCoordinate,,,,,,,13112,1744
13112030300,13112,303,とどろきね1ごうふん,等々力根1号墳,世田谷区 等々力一丁目,[古墳時代],古墳,[古墳時代]周溝,土師器,139.6552347,35.60028312,Match,Mismatch,TownMismatch,等々力一丁目,等々力一丁目,13112,尾山台二丁目,,,13112,1773
13113003100,13113,31,,渋谷区No.31遺跡,渋谷区 松濤二丁目,[古墳時代][奈良時代],横穴墓,,,139.6896326,35.66033388,Match,Mismatch,TownMismatch,松濤二丁目,,13113,松涛二丁目,,,13113,1828
13113003300,13113,33,,渋谷区No.33遺跡,渋谷区 松濤二丁目,[縄文時代（中期）],包蔵地,[縄文時代]小竪穴,縄文土器　打斧,139.689774,35.659973,Match,Mismatch,TownMismatch,松濤二丁目,,13113,松涛二丁目,,,13113,1829
13113004500,13113,45,,渋谷区No.45遺跡,渋谷区 鶯谷町,[古墳時代][奈良時代],横穴墓,,,139.7039349,35.65424548,Match,Mismatch,TownMismatch,鶯谷町,,13113,鴬谷町,,,13113,1839
13113004600,13113,46,うぐいすだにいせき,鶯谷遺跡,渋谷区 鶯谷町,[縄文時代（中期〜後期）],集落,[縄文時代]住居,縄文土器　打斧　磨斧　石鏃　石匙　石錘　石皿　凹石　敲石　土錘　石棒,139.7020809,35.65307382,Match,Mismatch,TownMismatch,鶯谷町,,13113,鴬谷町,,,13113,1840
13113004700,13113,47,,渋谷区No.47遺跡,渋谷区 鶯谷町,[古墳時代][奈良時代],横穴墓,,,139.7025616,35.65251587,Match,Mismatch,TownMismatch,鶯谷町,,13113,鴬谷町,,,13113,1841
13113010100,13113,101,せんだがやごちょうめいせき,千駄ヶ谷五丁目遺跡,渋谷区 千駄ヶ谷五丁目,[旧石器時代][縄文時代][近世],その他（武家屋敷跡）,[縄文時代]陥穴　土坑　[近世]堀　溝　柵列　地下室　墓壙　井戸,ナイフ形石器　縄文土器　陶磁器　せっ器　漆器　木製品　金属製品　有舌尖頭器　土製品,139.7030381,35.68387873,Match,Mismatch,TownMismatch,千駄ヶ谷五丁目,,13113,千駄ケ谷五丁目,,,13113,1878
13113010400,13113,104,せんだがやきたのわきいせき,千駄ヶ谷北ノ脇遺跡,渋谷区 千駄ヶ谷一丁目　 千駄ヶ谷二丁目,[縄文時代][弥生時代][近世],包蔵地,[縄文時代]〜[弥生時代]自然流路　[近世]杭跡　土坑,縄文土器　弥生土器　陶磁器,139.7131918,35.67816183,Match,Mismatch,TownMismatch,千駄ヶ谷一丁目｜千駄ヶ谷二丁目,,13113,千駄ケ谷一丁目,,,13113,1880
13114007900,13114,79,,中野区No.79遺跡,中野区 本町六丁目,[奈良時代][平安時代],包蔵地,,土師器,139.66447,35.69528811,Mismatch,Mismatch,LGCAndTownMismatch,本町六丁目,本町六丁目,13115,和田一丁目,,,13114,1952
13115005800,13115,58,,杉並区No.58古墳,杉並区 松ノ木一丁目,[奈良時代],横穴墓,,,139.6415736,35.68476529,Match,Mismatch,TownMismatch,松ノ木一丁目,松ノ木一丁目,13115,大宮二丁目,,,13115,2027
13115008300,13115,83,じゃばみいせき,蛇場美遺跡,杉並区 下高戸三丁目,[旧石器時代][縄文時代（草創期〜後期）][中世][近世],包蔵地,[縄文時代]炉穴　[中世][近世]溝状遺構,ナイフ形石器　角錐状石器　台形様石器　縄文土器　打斧　礫器　石槍　石鏃　掻器　削器　楔形石器　磨石　スタンプ形石器　抉入磨石　敲石　石盤　陶磁器　カワラケ,139.6348998,35.67259893,Match,Mismatch,TownMismatch,下高戸三丁目,,13115,下高井戸三丁目,,,13115,2048
13117002900,13117,29,むさしのくにとしまぐんがあと,武蔵国豊島郡衙跡,北区 西ケ原二丁目　 上中里一丁目,[古墳時代][奈良時代][平安時代],官衙,[古墳時代][奈良時代][平安時代]掘立柱建物　井戸　溝　[古墳時代][奈良時代]土坑,土師器　須恵器　円面硯　鉄器,139.7431154,35.74664817,Match,Mismatch,TownMismatch,西ケ原二丁目｜上中里一丁目,上中里一丁目,13117,西ヶ原二丁目,,,13117,2184
13117004400,13117,44,ひがしやといせき,東谷戸遺跡,北区 西ケ原一丁目,[縄文時代（早期・中期〜後期）][弥生時代][近世],集落,[縄文時代]住居　土坑　ピット　[近世]井戸　溝,縄文土器　打斧　磨斧　石鏃　石錘　石皿　磨石　敲石　土偶　陶器　板碑,139.7449007,35.74205042,Match,Mismatch,TownMismatch,西ケ原一丁目,,13117,西ヶ原一丁目,,,13117,2203
13119015200,13119,152,,板橋区No.152遺跡,板橋区 中台三丁目,[時代不明],塚,,,139.6768121,35.77308504,Match,Mismatch,TownMismatch,中台三丁目,中台三丁目,13119,若木三丁目,,,13119,2368
13119015300,13119,153,,板橋区No.153遺跡,板橋区 中台三丁目,[時代不明],塚,,,139.6764344,35.77266722,Match,Mismatch,TownMismatch,中台三丁目,中台三丁目,13119,若木三丁目,,,13119,2369
13119017700,13119,177,おおやぐちかみちょういせき,大谷口上町遺跡,板橋区 大谷口上町,[弥生][古墳][近世],集落,[弥生〜古墳]竪穴建物跡、ピット、[近世以降]溝状遺構、ピット,[縄文]土器、[弥生〜古墳]土器、[近世以降]陶器、_器,139.6904225,35.7505636,Match,Mismatch,TownMismatch,大谷口上町,大谷口上町,13119,大谷口北町,,,13119,2391
13120007200,13120,72,,練馬区No.72遺跡,練馬区 高松一丁目,[縄文時代（早期）],包蔵地,,縄文土器,139.636788,35.74611723,Match,Mismatch,TownMismatch,高松一丁目,高松一丁目,13120,春日町五丁目,,,13120,2440
13120011600,13120,116,こたけいせき,小竹遺跡,練馬区 小竹一丁目,[旧石器時代][縄文時代（早期・中期）][近世],集落,[縄文時代]住居　土坑　住居址　屋外埋甕,縄文土器　石器　石鏃　スタンプ形石器　大珠　ナイフ形石器,139.67833,35.74126865,Match,Mismatch,TownMismatch,小竹一丁目,,13120,小竹町一丁目,,,13120,2476
13120011700,13120,117,つかいせき,塚遺跡,練馬区 小竹一丁目,,その他（塚）,,,139.6726308,35.73809183,Match,Mismatch,TownMismatch,小竹一丁目,,13120,小竹町一丁目,,,13120,2477
13120011800,13120,118,こたけちょうにちょうめいせき,小竹町二丁目遺跡,練馬区 小竹二丁目,[旧石器時代][縄文時代（早期、中期、後期）][近世],包蔵地,[縄文時代]土坑　柱穴,旧石器　縄文土器　石器（打製石斧　石鏃等）　陶磁器　土器　瓦　鉄釘　銭貨,139.6760859,35.74359656,Match,Mismatch,TownMismatch,小竹二丁目,,13120,小竹町二丁目,,,13120,2478
13120011900,13120,119,,練馬区No.119遺跡,練馬区 小竹二丁目,[縄文時代（中期〜後期）],包蔵地,,縄文土器,139.6748842,35.74231474,Match,Mismatch,TownMismatch,小竹二丁目,,13120,小竹町二丁目,,,13120,2479
13121000100,13121,1,とみんごるふじょういせき,都民ゴルフ場遺跡,足立区 江北二丁目,[弥生時代][古墳時代],包蔵地,[古墳時代]祭祀遺構,弥生土器　土師器　須恵器,139.7608857,35.76843606,Match,Mismatch,TownMismatch,江北二丁目,江北二丁目,13121,鹿浜二丁目,,,13121,2499
13121002800,13121,28,ひがしいこういせき,東伊興遺跡,足立区 東伊興一丁目　 東伊興二丁目　 古千谷五丁目,[古墳時代][奈良時代][平安時代][中世][近世],集落,[古墳時代]住居　[古墳時代]〜[平安時代]ピット　土坑　[中世]溝,土師器　須恵器　陶磁器　鉄製品　木製品,139.7826785,35.80516066,Match,Mismatch,TownMismatch,東伊興一丁目｜東伊興二丁目｜古千谷五丁目,東伊興一丁目｜東伊興二丁目,13121,古千谷本町四丁目,,,13121,2524
13122001400,13122,14,でんかさいきよしげやかたあと,伝葛西清重館址,葛飾区 四ツ木一丁目,[中世],城館,,,139.8341544,35.73452287,Match,Mismatch,TownMismatch,四ツ木一丁目,,13122,四つ木一丁目,,,13122,2537
13201003200,13201,32,なかはらいせき,中原遺跡,八王子市 川口町,[縄文時代（前期〜後期）][古墳時代][平安時代][中世][近世],集落,[縄文時代]住居,縄文土器　打斧　石鏃　石匙　石錘　磨石　凹石　耳飾　須恵器　蔵骨器　陶磁器,139.291799,35.69335256,Match,Mismatch,TownMismatch,川口町,川口町,13201,犬目町,,,13201,2597
13201005100,13201,51,,八王子市No.51遺跡,八王子市 高月町,[縄文時代（前期）],包蔵地,,縄文土器　打斧,139.3063145,35.71147975,Match,Mismatch,TownMismatch,高月町,高月町,13201,宮下町,,,13201,2613
13201005200,13201,52,,八王子市No.52遺跡,八王子市 高月町,[縄文時代（早期）],包蔵地,,縄文土器,139.3031817,35.71196759,Match,Mismatch,TownMismatch,高月町,高月町,13201,宮下町,,,13201,2614
13201006500,13201,65,,八王子市No.65遺跡,八王子市 滝山町二丁目,[縄文時代（早期〜後期）][奈良時代][平安時代],包蔵地,,土師器,139.3346896,35.69632514,Match,Mismatch,TownMismatch,滝山町二丁目,滝山町二丁目,13201,丹木町二丁目,,,13201,2626
13201007301,13201,73,うつぎだいいせきぐんえーちく,宇津木台遺跡群A地区,八王子市 平町,[縄文時代（早期〜中期）][古墳時代][近世],集落・（経）塚,[縄文時代]住居 竪穴状遺構 集石 焼土 土坑 [古墳時代]住居 集石 土坑 遺物集中地点,縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 スタンプ形石器 凹石 敲石 剥片 土師器 鉄鏃 磨石 石臼 石杵 編み石 紡錘車 支脚 剣形石製模造品,139.3537896,35.68909784,Match,Mismatch,TownMismatch,平町,平町,13201,久保山町二丁目,,,13201,2633
13201007302,13201,73,うつぎだいいせきぐんびーちく,宇津木台遺跡群B地区,八王子市 平町 宇津木町,[縄文時代（前期〜中期）],集落,[縄文時代]住居　集石　集石土坑　炉穴　焼土　土坑,縄文土器,139.3560972,35.68854243,Match,Mismatch,TownMismatch,平町｜宇津木町,平町｜宇津木町,13201,久保山町二丁目,,,13201,2634
13201007303,13201,73,うつぎだいいせきぐんしーちく,宇津木台遺跡群C地区,八王子市 平町 宇津木町,[縄文時代（早期〜中期）][弥生時代（前期〜中期）][古墳時代][奈良時代][平安時代][近世],集落・塚（経塚）,[縄文時代]住居　集石　炉穴　陥し穴　土坑　遺物集中　[弥生時代]焼土　[古墳時代]住居　集石　土坑　[平安時代]住居　[近世]住居　土坑,縄文土器　打斧　礫器　石皿　磨石　ピエス・エスキーユ　抉入磨石　剥片石器　弥生土器　土師器　須恵器,139.3581068,35.68995802,Match,Mismatch,TownMismatch,平町｜宇津木町,平町｜宇津木町,13201,久保山町二丁目,,,13201,2635
