JASID,LGC,市町村番号,遺跡番号,遺跡名,種別,備考,旧石器,,縄文,弥生,古墳,奈良,平安,鎌倉,南北朝,室町,戦国,江戸,近代,不明,経度,緯度
11348009400,11348,40,94,広町B,窯跡,広町Bの一部を残し消滅,,,,,,1,1,,,,,,,,139.34622364916800,36.00007974453930
11348009500,11348,40,95,広町A,窯跡,広町Bの一部を残し消滅,,,,,,1,1,,,,,,,,139.34382038989000,35.99830210064630
11348009600,11348,40,96,小谷窯跡,窯跡,,,,,,,1,1,,,,,,,,139.34779648832100,35.995334981462000
11348009700,11348,40,97,,散布地,,,,,,,1,1,,,,,,,,139.34173312216000,35.99372019570010
11348009800,11348,40,98,山下窯跡,窯跡,,,,,,,1,1,,,,,,,,139.3404357345290,35.99020416047550
11348009900,11348,40,99,大橋水穴遺跡,集落跡 散布地,,,,1,,,1,1,,,,,,,,139.3374265743970,35.99069055331000
11348010000,11348,40,100,,窯跡,,,,,,,1,1,,,,,,,,139.34121813737500,36.00763554784310
11348010100,11348,40,101,,窯跡,,,,,,,1,1,,,,,,,,139.34231687692900,36.00747360458900
11348010200,11348,40,102,奥田大日向窯跡,窯跡,,,,,,,1,1,,,,,,,,139.33742383139700,36.004787048766200
11348010300,11348,40,103,,窯跡,,,,,,,1,1,,,,,,,,139.3401102602400,36.00500026708790
11348010400,11348,40,104,,窯跡,,,,,,,1,1,,,,,,,,139.3438741642440,36.005467708884500
11348010500,11348,40,105,,窯跡,,,,,,,1,1,,,,,,,,139.33591321075600,36.003176157981900
11348010600,11348,40,106,,窯跡,,,,,,,1,1,,,,,,,,139.34035680403600,36.00137257187710
11348010700,11348,40,107,,窯跡,,,,,,,1,1,,,,,,,,139.34140094212700,36.00149176246230
11348010800,11348,40,108,,窯跡,,,,,,,1,1,,,,,,,,139.3375012976510,36.000535380782600
11348010900,11348,40,109,,窯跡,,,,,,,1,1,,,,,,,,139.33703187630100,35.99539795951790
11348011000,11348,40,110,,散布地,,,,,,,1,1,,,,,,,,139.33682045868300,35.9932838171713
11348011100,11348,40,111,,窯跡,,,,,,,1,1,,,,,,,,139.33038182083500,36.00797750874630
11348011200,11348,40,112,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.32919383163000,36.00805739485490
11348011300,11348,40,113,,窯跡,,,,,,,1,1,,,,,,,,139.32082029479300,36.00826157400320
11348011400,11348,40,114,,窯跡,,,,,,,1,1,,,,,,,,139.32326433920500,36.007958972031500
11348011500,11348,40,115,,窯跡,,,,,,,1,1,,,,,,,,139.32490205313100,36.00797118808370
11348011600,11348,40,116,,窯跡,,,,,,,1,1,,,,,,,,139.32616284467600,36.008361052856000
11348011700,11348,40,117,,窯跡,,,,,,,1,1,,,,,,,,139.32761952908000,36.00706622329100
11348011800,11348,40,118,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.33001179702900,36.00650809597840
11348011900,11348,40,119,,窯跡,,,,,,,1,1,,,,,,,,139.33160713134800,36.00616988313240
11348012000,11348,40,120,,散布地,,,,,,,1,1,,,,,,,,139.33229380729500,36.00590431031680
11348012100,11348,40,121,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.32889606365400,36.00441600249260
11348012200,11348,40,122,,窯跡 散布地,,,,1,,,1,1,,,,,,,,139.32975111229400,36.00386519467250
11348012300,11348,40,123,,窯跡,,,,,,,1,1,,,,,,,,139.32963314893100,36.00213453646380
11348012400,11348,40,124,,窯跡,,,,,,,1,1,,,,,,,,139.32837141315700,36.001494365136800
11348012500,11348,40,125,,窯跡,,,,,,,1,1,,,,,,,,139.32671216121300,36.00317615612780
11348012600,11348,40,126,,窯跡,,,,,,,1,1,,,,,,,,139.32618001251600,36.00264150025270
11348012700,11348,40,127,,窯跡,,,,,,,1,1,,,,,,,,139.32635547737100,36.00195859024960
11348012800,11348,40,128,,散布地,,,,,,,1,1,,,,,,,,139.32378978445000,36.00316247831960
11348012900,11348,40,129,,散布地,,,,1,,,1,1,,,,,,,,139.32116755175400,36.00475109650020
11348013000,11348,40,130,,窯跡,,,,,,,1,1,,,,,,,,139.32054402709400,36.00346645286040
11348013100,11348,40,131,,古墳,,,,,,1,,,,,,,,,,139.3156964135910,36.00630610684170
11348013200,11348,40,132,,窯跡,,,,,,,1,1,,,,,,,,139.31122869381800,36.00509675073020
11348013300,11348,40,133,,窯跡,,,,1,,,1,1,,,,,,,,139.3101812236290,36.0044178088156
11348013400,11348,40,134,,散布地,,,,,,,1,1,,,,,,,,139.31100076539700,36.00370976883790
11348013500,11348,40,135,中遺跡,集落跡 散布地,,,,,,,1,1,,,,,,,,139.31460015024300,36.00373046698840
11348013600,11348,40,136,,窯跡,,,,,,,1,1,,,,,,,,139.30636013254900,36.003436483404400
11348013700,11348,40,137,竹本喜多根遺跡,散布地,,,,,,,1,1,,,,,,,,139.3086394599520,36.00331292408680
11348013800,11348,40,138,,古墳,,,,,,1,,,,,,,,,,139.30293797740100,36.00177536254500
11348013900,11348,40,139,,散布地,,,,,,,1,1,,,,,,,,139.31188002632100,35.99996706447920
11348014000,11348,40,140,,古墳 散布地,,,,,,,1,1,,,,,,,,139.32315931286500,36.000031461355500
11348014100,11348,40,141,鳥木,横穴,,,,,,1,,,,,,,,,,139.32377729421500,35.999031541646200
11348014200,11348,40,142,,窯跡,,,,,,,1,1,,,,,,,,139.3247046475980,35.999905920634500
11348014300,11348,40,143,上板谷遺跡,窯跡 散布地,,,,,,,1,1,,,,,,,,139.32693143955100,35.9982072929743
11348014400,11348,40,144,,窯跡 その他,十三塚,,,,,,1,1,,,,,,,,139.33035079021900,35.99838385183150
11348014500,11348,40,145,泉井沼上東遺跡,窯跡 散布地,,,,,,,1,1,,,,,,,,139.3136847946840,35.99921564262880
11348014600,11348,40,146,,散布地,,,,,,,1,1,,,,,,,,139.3160032320650,35.99796846360500
11348014700,11348,40,147,太光後遺跡,窯跡,,,,,,,1,1,,,,,,,,139.32010374146900,35.9978379966181
11348014800,11348,40,148,,窯跡,,,,,,,1,1,,,,,,,,139.31816616711700,35.997047216709500
11348014900,11348,40,149,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.31957378792000,35.99596855813500
11348015000,11348,40,150,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.34129474461500,35.98415454530830
11348015100,11348,40,151,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.32206300344500,35.99487019457260
11348015200,11348,40,152,葭ヶ谷遺跡,散布地,,,,,,,1,1,,,,,,,,139.32402829137700,35.99436957378790
11348015300,11348,40,153,御所遺跡,散布地,,,,,,,1,1,,,,,,,,139.33180150165700,35.99525931591100
11348015400,11348,40,154,,散布地,,,,,,,1,1,,,,,,,,139.3308581656510,35.992542501385
11348015500,11348,40,155,,窯跡,,,,,,,1,1,,,,,,,,139.32726201699700,35.99234096951650
11348015600,11348,40,156,,窯跡,,,,,,,1,1,,,,,,,,139.3300497615020,35.99135758328480
11348015700,11348,40,157,金沢遺跡,窯跡,,,,,,,1,1,,,,,,,,139.33103341646400,35.9914556859798
11348015800,11348,40,158,泉井山下遺跡,集落跡 散布地,,,,,,,1,1,,,,,,,,139.33146810611200,35.989517226744500
11348015900,11348,40,159,,散布地,,,,,,,1,1,,,,,,,,139.32727759259700,35.98997575722940
11348016000,11348,40,160,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.32349181542200,35.99049022033000
11348016100,11348,40,161,,窯跡,,,,,,,1,1,,,,,,,,139.31968184118200,35.991663575258
11348016200,11348,40,162,,散布地,,,,,,,1,1,,,,,,,,139.31777206602100,35.992598682415800
11348016300,11348,40,163,天沼遺跡,集落跡 窯跡 散布地,,,,,,,1,1,,,,,,,,139.3149279880360,35.9931536188618
11348016400,11348,40,164,,散布地,,,,,,,1,1,,,,,,,,139.3149389320520,35.997019442813400
11348016500,11348,40,165,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.31386438270000,35.99591880471300
11348016600,11348,40,166,,窯跡,,,,,,,1,1,,,,,,,,139.31194675513400,35.996063893342700
11348016700,11348,40,167,,散布地,,,,,,,1,1,,,,,,,,139.3109325997420,35.994429663973900
11348016800,11348,40,168,,散布地,,,,,,,1,1,,,,,,,,139.31647847146500,35.98328103647890
11348016900,11348,40,169,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.31665013284200,35.98122519443620
11348017000,11348,40,170,,窯跡 散布地,,,,,,,1,1,,,,,,,,139.31812642107700,35.980363945874000
11348017100,11348,40,171,,散布地,,,,,,,1,1,,,,,,,,139.31887620232600,35.98351412889770
11348017200,11348,40,172,,散布地,,,,,,,1,1,,,,,,,,139.32101033207900,35.98392000315700
11348017300,11348,40,173,熊井鳩山下遺跡,散布地,,,,,,,1,1,,,,,,,,139.32858584238300,35.98412103228570
11348017400,11348,40,174,熊瀬ヶ沢遺跡,窯跡,,,,,,,1,1,,,,,,,,139.31208200116900,35.98873335622580
11348017500,11348,40,175,城添遺跡,窯跡 墓 石造遺物,,,,,,,1,1,1,1,1,1,,,,139.3135291068410,35.98697961667250
11348017600,11348,40,176,,散布地,,,,,,,1,1,,,,,,,,139.3102275563390,35.98561615953260
11348017700,11348,40,177,峯岸川添遺跡,散布地,,,,1,,,1,1,,,,,,,,139.3048019790960,35.98891848196180
11348017800,11348,40,178,,窯跡 その他,灰原,,,,,,1,1,,,,,,,,139.34293673274200,35.98304301964070
11348017900,11348,40,179,,窯跡 その他,灰原,,,,,,1,1,,,,,,,,139.34592487434300,35.984514145522200
11348018000,11348,40,180,,窯跡,,,,,,,1,1,,,,,,,,139.3451799535730,35.98664245607820
11348018100,11348,40,181,中丸遺跡,集落跡,消滅,,,,,,,1,,,,,,,,139.32248661965900,35.98058620593740
11348018200,11348,40,182,虫草山遺跡,集落跡 窯跡,消滅,,,1,,,1,1,,,,,1,,,139.33813964457200,35.999865785974700
11348018300,11348,40,183,上鳴井窯跡(1号窯）,窯跡,消滅,,,,,,,1,,,,,,,,139.3400474055960,35.99823470329010
11348018400,11348,40,184,上鳴井窯跡(2号窯）,窯跡,,,,,,,,1,,,,,,,,139.33976658915500,35.99659954806720
11348018500,11348,40,185,柳原遺跡,集落跡 窯跡,消滅,,,,,,1,1,,,,,,,,139.34510606141100,35.99648688216450
11348018600,11348,40,186,山下北窯跡,窯跡,,,,,,,,1,,,,,,,,139.34167283370900,35.992070274469100
11348018700,11348,40,187,境田,集落跡 その他,工房跡,,,,,,1,1,,,,,,,,139.34441331420100,35.98895342962670
11348018800,11348,40,188,,その他,工房跡?,,,,,,1,1,,,,,,,,139.35053332685700,35.993658860266200
11348018900,11348,40,189,大竹,集落跡,,,,,,,1,1,,,,,,,,139.32631679034000,35.969368696575300
11348019000,11348,40,190,日蔭山,集落跡,,,,1,,,,,,,,,,,,139.32914677939400,35.96638816843410
11348019100,11348,40,191,,窯跡,,,,,,,1,1,,,,,,,,139.34388104190900,36.00213453540430
11348019200,11348,40,192,大平,墓,,,,,,,,1,,,,,,,,139.35979984157500,35.997654944174600
11348019300,11348,40,193,峠平,集落跡,,,,,,,1,1,,,,,,,,139.3282867975080,36.00879950864150
11348019400,11348,40,194,久保窯跡,窯跡,,,,,,,1,,,,,,,,,139.3356673080200,35.98362100546460
11348019500,11348,40,195,皿沼下遺跡,城跡,,,,,,,,,,,,,,,1,139.33943607508000,35.9860698572198
11348019600,11348,40,196,植松遺跡,集落跡,,,,1,,,,,,,,,,,,139.32237812093800,35.97715025510940
11348019700,11348,40,197,向山遺跡,集落跡,,,,1,,,,,,,,,,,,139.3197636789240,35.98106924322750
11348019800,11348,40,198,南櫛気田A遺跡,集落跡 窯跡,,,,1,,,,,,,,,1,,,139.3174013556650,35.979520954940500
11348019900,11348,40,199,南櫛気田B遺跡,窯跡,,,,,,,,,,,,,1,,,139.31373188943400,35.9766132461517
11348020000,11348,40,200,南櫛気田C遺跡,窯跡,,,,,,,,,,,,,1,,,139.31380055391900,35.97794684992110
11348020100,11348,40,201,北櫛気田遺跡,集落跡 窯跡,,,,1,,,,,,,,,1,,,139.31267300174500,35.979157165304900
11348020200,11348,40,202,石場A遺跡,窯跡,,,,,,,,,,,,,1,,,139.3124959277160,35.97708556770200
11348020300,11348,40,203,石場B遺跡,窯跡,,,,,,,,,,,,,1,,,139.3128939629820,35.97789219462020
11348020400,11348,40,204,南立野遺跡,窯跡,,,,,,,,,,,,,1,,,139.31264871566400,35.9803594642098
11348020500,11348,40,205,北立野遺跡,窯跡,,,,,,,,,,,,,1,,,139.3123874285040,35.98195664364040
11348020600,11348,40,206,南大久保遺跡,集落跡,,,,,,,1,1,,,,,,,,139.31688851743200,35.987955529410300
11348020700,11348,40,207,逆川遺跡,窯跡,,,,,,,1,,,,,,,,,139.34923916504000,35.976916031108700
11348020800,11348,40,208,四反田遺跡,墓 石造遺物,,,,,,,,,,1,,,,,,139.34087169977000,35.9713502753209
11348020900,11348,40,209,愛宕遺跡,集落跡,,,,,,,1,1,,,,,,,,139.3426655992340,35.990548518645600
11348021000,11348,40,210,松木山下A遺跡,集落跡,,,,1,,,,,,,,,,,,139.3262891023010,35.98432583919400
11348021100,11348,40,211,松木山下B遺跡,集落跡,,,,,,,1,1,,,,,,,,139.32553379198000,35.98393690554870
11348021200,11348,40,212,松木山下C遺跡,集落跡,,,,,,,,,,1,1,,,,,139.32450382371800,35.98385356203470
11348021300,11348,40,213,太光後南遺跡,集落跡 窯跡,,,,,,,1,1,,,,,,,,139.32004062791800,35.997270682535100
11348021400,11348,40,214,宿遺跡,集落跡,,,,,,,,,1,1,1,1,1,,,139.34280465273300,35.96818750249370
11348021500,11348,40,215,大谷口,窯跡,,,,,,,1,,,,,,,,,139.34522093787800,35.99174815082020
11348021600,11348,40,216,榎堂遺跡,その他,鋳造遺跡,,,,,,,,,,1,1,,,,139.33571410362700,35.970385351245600
11348021700,11348,40,217,熊井焼跡,窯跡,,,,,,,,,,,,,1,,,139.31242171096000,35.986626237774600
11348021800,11348,40,218,宿南遺跡,集落跡,,,,1,,1,1,1,,,1,,1,,,139.3422210024800,35.96774291827290
11348021900,11348,40,219,大橋日影窯跡,窯跡,,,,,,,1,1,,,,,,,,139.32564292924900,35.9970563833114
11348022000,11348,40,220,奥田後谷遺跡,集落跡,,,,1,,,,,,,,,,,,139.33426032984800,36.00569437850010
11348022100,11348,40,221,奥田大日向北窯跡,集落跡,,,,1,,,,,,,,,,,,139.3344234356960,36.00351833049230
11348022200,11348,40,222,新沼窯跡,窯跡,,,,,,,1,1,,,,,,,,139.31464804559500,35.991741210059600
11348022300,11348,40,223,熊井鎌倉遺跡,集落跡,,,,1,,,,,,,,,,,,139.30901183911600,35.99049117653120
11348022400,11348,40,224,奥田埋蔵銭出土地,その他,消滅,,,,,,,,,,1,,,,,139.33324605342300,36.00452870592710
11348022500,11348,40,225,泉井新井遺跡,集落跡,,,,1,,,,,,,,,,,,139.30976277849600,35.991810483496000
11209000100,11209,20,1,甲館出遺跡,旧石器 集落跡,,1,,1,,,,1,,,,,,,,139.44572418510600,35.7960409954282
11209000200,11209,20,2,所沢市No.2遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.4246455139440,35.783941570424900
11209000300,11209,20,3,所沢市No.3遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.4117485906900,35.78244065765840
11209000400,11209,20,4,所沢市No.4遺跡,集落跡,,1,,1,1,,,,,,,,,,,139.5340669819460,35.80917621221170
11209000500,11209,20,5,東原遺跡,集落跡,,,,1,,,,1,,,,,,,,139.4507018125330,35.787509830338200
11209000600,11209,20,6,城遺跡,集落跡,,,,1,,,,,,,,,,,,139.45146794046100,35.82744813718090
11209000700,11209,20,7,所沢市No.7遺跡,集落跡,,1,,1,,,,,,,,,,,,139.48509145459900,35.792977899501800
11209000900,11209,20,9,所沢市No.8遺跡,集落跡,,,,1,,,,,,,,,,,,139.52940683053500,35.797112753042600
11209000900,11209,20,9,滝の城跡,城跡,,,,,,,,,1,1,1,,,,,139.52349404826400,35.80289846248680
11209001000,11209,20,10,本郷東上遺跡,集落跡,,1,,1,,,,,,,,,,,,139.44446392412100,35.78421614812850
11209001100,11209,20,11,所沢市No.11遺跡,集落跡,,,,1,,,,,,,,,,,,139.4175667021520,35.77112092682540
11209001200,11209,20,12,西上遺跡,集落跡,,,,1,,,1,1,,,,,,,,139.47599937849700,35.827079549338400
11209001300,11209,20,13,和田遺跡,旧石器 集落跡 散布地,,1,,1,,,,,,,,,,,,139.40916269358300,35.78734561320530
11209001400,11209,20,14,東京道南遺跡,集落跡,,,,1,,,1,,,,,,,,,139.4126774530020,35.79936424615050
11209001500,11209,20,15,所沢市No.15遺跡,散布地,,1,,1,,,,,,,,,,,,139.4786159477960,35.78070622514390
11209001600,11209,20,16,山際遺跡,散布地,,,,1,,1,1,1,,,,,1,,,139.50302810414500,35.809125323530300
11209001700,11209,20,17,所沢市No.17遺跡,その他,塚,,,,,,,,,,,,1,,,139.50225785303200,35.8038961098173
11209001800,11209,20,18,下安松遺跡,集落跡,,1,,1,,,,,,,,,,,,139.5070262260700,35.80417455239830
11209001900,11209,20,19,所沢市No.19遺跡,集落跡,,,,1,,,1,1,,,,,,,,139.38953001202700,35.80578417330450
11209002000,11209,20,20,北秋津横穴墓群,横穴,,,,,,1,,,,,,,,,,139.42227736117400,35.800236288668200
11209002100,11209,20,21,所沢市No.21遺跡,集落跡,,1,,1,,,,,,,,,,,,139.40120764793700,35.79896630221950
11209002200,11209,20,22,所沢市No.22遺跡,集落跡,,,,1,,,,,,,,,,,,139.40452314182800,35.7962728020571
11209002300,11209,20,23,東の上遺跡,集落跡,,,,1,1,1,1,1,,,,,,,,139.40603501576900,35.79562185849000
11209002400,11209,20,24,山下後遺跡,集落跡 古墳,,1,,1,,1,,,,,,,,,,139.39637738567100,35.792900190073500
11209002500,11209,20,25,境窪遺跡,旧石器 集落跡,,1,,1,,,,,,,,,,,,139.39650934175700,35.78963723265530
11209002600,11209,20,26,膳棚遺跡,旧石器 集落跡,,1,,1,,1,,,,,,,,,,139.39389069102400,35.79199328743810
11209002700,11209,20,27,荒久遺跡,集落跡,,,,1,,1,,,,,,,,,,139.39202209942300,35.78968811447200
11209002800,11209,20,28,吉野遺跡,集落跡,,1,,1,1,1,,,,,,,,,,139.38656795793200,35.786410926292900
11209002900,11209,20,29,泉遺跡,集落跡,,,,1,,1,,,,,,,,,,139.38935400038200,35.79849170033030
11209003000,11209,20,30,西内手遺跡,集落跡,,,,1,1,1,,,,,,,,,,139.48399663670400,35.83227123459490
11209003100,11209,20,31,高峰遺跡,集落跡,,1,,1,,1,,,,,,,,,,139.4071756524030,35.7893660413059
11209003200,11209,20,32,宮前遺跡,集落跡,,1,,1,1,1,,,,,,,,,,139.40573205604,35.79205772729870
11209003300,11209,20,33,椿峰塚群塚,その他,塚,,,,,,,,,,,1,1,,,139.4048165279320,35.790665292599700
11209003400,11209,20,34,椿峰塚群塚,その他,塚,,,,,,,,,,,1,1,,,139.40973828312200,35.797005466464000
11209003500,11209,20,35,山口城跡,城跡,,,,,,1,1,1,1,1,1,,,,,139.40290376298400,35.789346588424900
11209003600,11209,20,36,前久保峰遺跡,集落跡,,,,1,,1,,,,,,,,,,139.39805909858500,35.79485438865430
11209003700,11209,20,37,所沢市No.37遺跡,集落跡,,,,1,,1,,,,,,,,,,139.41624300606000,35.79625432627680
11209003800,11209,20,38,畦の前遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.41330348129200,35.794993533065100
11209003900,11209,20,39,所沢市No.39遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.42043697300000,35.7918374264938
11209004000,11209,20,40,所沢市No.40遺跡,散布地,,,,1,,,,,,,,,,,,139.4166657163670,35.787752871580500
11209004100,11209,20,41,日向遺跡,集落跡,,1,,1,1,1,1,1,,,,,,,,139.4147930764620,35.78709670195390
11209004200,11209,20,42,南打出遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.4039887894440,35.78852712393170
11209004300,11209,20,43,砂川遺跡,旧石器 散布地,,1,,1,,1,1,1,,,,,,,,139.42859684179700,35.79544285011900
11209004400,11209,20,44,白旗塚遺跡,集落跡,,1,,1,,,,,,,,,,,,139.42426857280600,35.79733944364920
11209004500,11209,20,45,白旗塚遺跡塚,その他,塚,,,,,,,,,,,,,,,139.42721403767900,35.799010436409800
11209004600,11209,20,46,白旗塚遺跡,旧石器,No.20-044に統合、抹消,1,,,,,,,,,,,,,,139.42525062159900,35.80055742043020
11209004700,11209,20,47,上北向遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.419612136953,35.79921704094310
11209004800,11209,20,48,宮林遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.41711895892900,35.79804659696240
11209004900,11209,20,49,寺前遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.43871014625300,35.79192016353920
11209005000,11209,20,50,石塚遺跡,集落跡,,1,,1,,,,,,,,,,,,139.43041912673500,35.772063814447800
11209005100,11209,20,51,比良遺跡,集落跡,,,,1,,1,,,,,,,,,,139.42871054932600,35.769338579424300
11209005200,11209,20,52,,集落跡,,,,1,,,,,,,,,,,,139.4328904490790,35.78642200991340
11209005300,11209,20,53,,旧石器 散布地,,1,,1,,,,,,,,,,,,139.4256205800180,35.78666171015360
11209005400,11209,20,54,,集落跡,,,,1,1,1,,,,,,,,,,139.42710799657900,35.79397234368130
11209005500,11209,20,55,,散布地,,,,1,,,,,,,,,,,,139.45475414746600,35.78207619696130
11209005600,11209,20,56,お伊勢山遺跡,散布地,,,,1,,1,,,,,,,,,,139.44809514629100,35.780787323463200
11209005700,11209,20,57,,集落跡,,,,,,1,,,,,,,,,,139.44396527651800,35.7748762043303
11209005800,11209,20,58,中村前遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.44131776541300,35.78260055800940
11209005900,11209,20,59,,集落跡,,,,1,,1,,,,,,,,,,139.44910926466800,35.79547594413670
11209006000,11209,20,60,橋戸遺跡,集落跡,,,,1,,1,,,,,,,,,,139.4428873264500,35.79591978654670
11209006100,11209,20,61,根古屋城跡,城跡,,,,,,,,,,,1,,,,,139.48598151049000,35.8029572865473
11209006200,11209,20,62,小手指が原古戦場古戦場,その他,古戦場,,,,,,,,1,1,,,,,,139.48392524996100,35.783896097029300
11209006300,11209,20,63,三富開拓地割遺跡旧跡,その他,旧跡,,,,,,,,,,,,1,,,139.4852222473220,35.78214346657120
11209006400,11209,20,64,滝の城横穴墓群,横穴,,,,,,1,,,,,,,,,,139.47553291655900,35.77815125864510
11209006500,11209,20,65,美園上遺跡,集落跡,,,,1,,1,,,,,,,,,,139.46012153815000,35.77672763281210
11209006600,11209,20,66,野竹遺跡忠近世墳墓,集落跡 その他,忠近世墳墓,,,1,,1,,1,,,1,,1,,,139.456289141718,35.7802972656218
11209006700,11209,20,67,竹ノ花遺跡,散布地,,,,1,,,,,,,,,1,,,139.48863777423900,35.785001117902200
11209006800,11209,20,68,東向大谷遺跡,集落跡,,,,,,1,,,,,,,,,,139.5206963674880,35.80923439392610
11209006900,11209,20,69,椿峰塚群近世塚,その他,近世塚,,,,,,,,,,,1,1,,,139.53397483114300,35.81409127764800
11209007000,11209,20,70,城上遺跡地下式坑,その他,地下式抗,,,,,,,,1,1,1,,,,,139.50358340287000,35.79395688225950
11209007100,11209,20,71,膳棚東遺跡,旧石器 古墳,,1,,1,,1,,,,,,,,,,139.51571414530400,35.803703009012900
11209007200,11209,20,72,所沢市No.72遺跡,散布地,,1,,1,,,,,,,,,,,,139.51696681593100,35.8051433643455
11209007300,11209,20,73,武野原遺跡,散布地,,1,,1,,1,,,,,,,,,,139.506360037242,35.78465300632430
11209007400,11209,20,74,城上第二遺跡,集落跡,,,,1,,1,,,,,,,,,,139.51796448322800,35.79148260957320
11209007500,11209,20,75,武蔵野遺跡,集落跡,,,,1,,,,,,,,,,,,139.48413120602200,35.79398895091110
11209007600,11209,20,76,程久保遺跡,散布地,,1,,1,,,,,,,,,,,,139.48252903273400,35.7922871243436
11209007700,11209,20,77,所沢市No.77遺跡,散布地,,,,1,,1,,,,,,,,,,139.4881366372780,35.791420726017500
11209007800,11209,20,78,所沢市No.78遺跡,集落跡,,,,1,,,,,,,,,,,,139.48909031188600,35.79324633970180
11209007900,11209,20,79,茨山遺跡,散布地,,,,1,,,,,,,,,,,,139.49267612935300,35.7922871243436
11209009000,11209,20,90,所沢市No.80遺跡,集落跡,,,,,,1,1,1,,,,,,,,139.49527012145600,35.79729967276730
11209009100,11209,20,91,所沢市No.81遺跡,散布地,,1,,1,,,,,,,,,,,,139.48255680269700,35.79833675036450
11209009200,11209,20,92,所沢市No.82遺跡,散布地,,,,1,,,,,,,,,,,,139.49327610303200,35.801183204625800
11209009300,11209,20,93,南山遺跡,集落跡,,,,1,,,1,1,,,,,,,,139.49121616651000,35.799914688117000
11209009400,11209,20,94,所沢市No.84遺跡,散布地,,,,1,,,,,,,,,,,,139.49705265463500,35.80997949140950
11209009500,11209,20,95,所沢市No.85遺跡,集落跡,,,,,,1,,,,,,,,,,139.5004511585800,35.80629563417630
11209009600,11209,20,96,所沢市No.86遺跡,散布地,,,,1,,1,,,,,,,,,,139.50330749768800,35.80669976892010
11209009700,11209,20,97,所沢市No.87遺跡,集落跡,,,,1,,,,,,,,,,,,139.44742217983600,35.78835199739370
11209009800,11209,20,98,所沢市No.88遺跡,集落跡,,,,1,,,,,,,,,,,,139.43830602518300,35.796815173549100
11209009900,11209,20,99,所沢市No.89遺跡,集落跡,,,,1,,,,,,,,,,,,139.49273629262600,35.8140554784281
11209009000,11209,20,90,所沢市No.90遺跡,散布地,,,,1,,,,,,,,,,,,139.4332503653440,35.78070362256290
11209009100,11209,20,91,所沢市No.91遺跡,散布地,,,,1,,,,,,,,,,,,139.4918568306470,35.80656563156490
11209009200,11209,20,92,所沢市No.92遺跡,散布地,,,,,,1,,,,,,,,,,139.48679092386400,35.80192025106790
11209009300,11209,20,93,所沢市No.93遺跡,集落跡,,,,,1,1,,,,,,,,,,139.43803899150000,35.780979027073600
11209009400,11209,20,94,所沢市No.94遺跡,集落跡,,,,1,,1,,,,,,,,,,139.4363605199740,35.78555190033020
11209009500,11209,20,95,所沢市No.95遺跡,集落跡,,,,1,,1,,,,,,,,,,139.46467236050200,35.77563904097090
11209009600,11209,20,96,所沢市No.96遺跡,集落跡,,,,1,,,,,,,,,,,,139.4542268077240,35.77038841640160
11209009700,11209,20,97,所沢市No.97遺跡,集落跡,,,,1,,,,,,,,,,,,139.43369307926400,35.78168180948250
11209009800,11209,20,98,所沢市No.98遺跡,旧石器 散布地,,1,,,,,,,,,,,,,,139.4355241327790,35.78019634719820
11209009900,11209,20,99,所沢市No.99遺跡,旧石器 散布地,,1,,,,,,,,,,,,,,139.4124833598030,35.79755590991210
11209010000,11209,20,100,所沢市No.100遺跡,旧石器,,1,,,,,,,,,,,,,,139.42877212112900,35.803001264983200
11209010100,11209,20,101,所沢市No.101遺跡,集落跡,,1,,1,,,1,1,,,,,,,,139.4070410279850,35.779854665640600
11209010200,11209,20,102,所沢市No.102遺跡,集落跡,,,,1,,,,,,,,,,,,139.4216929829000,35.79834225481650
11209010300,11209,20,103,下ヶ谷戸遺跡,散布地,,,,1,,,,,,,,,,,,139.4879670132530,35.82265686129290
11209010400,11209,20,104,山崎遺跡,集落跡,,,,1,,,,,,,,,,,,139.53220909640400,35.80012663998080
11209010500,11209,20,105,所沢市No.105遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.38636685241800,35.788461560337600
11209010600,11209,20,106,北久米遺跡,旧石器 集落跡,,,,1,,1,1,1,,,,,,,,139.39632321097100,35.78509857741300
11209010700,11209,20,107,東内手遺跡,集落跡,,,,1,,1,1,1,,,,,,,,139.39870909563900,35.785984952768300
