JASID,LGC,市町村番号,遺跡番号,遺跡名,種別,備考,旧石器,縄文,弥生,古墳,奈良,平安,鎌倉,南北朝,室町,戦国,江戸,近代,不明,経度,緯度
11207018300,11207,43,183,飯塚招木古墳群81号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017600,11207,43,176,飯塚招木古墳群74号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207021600,11207,43,216,飯塚招木古墳群114号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020900,11207,43,209,飯塚招木古墳群107号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020300,11207,43,203,飯塚招木古墳群101号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207028000,11207,43,280,飯塚招木古墳群127号墳,古墳群,,,,,1,,,,,,,,,,139.095734,36.02968200000000
11207016700,11207,43,167,飯塚招木古墳群65号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207021800,11207,43,218,飯塚招木古墳群116号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017100,11207,43,171,飯塚招木古墳群69号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019000,11207,43,190,飯塚招木古墳群88号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207022200,11207,43,222,飯塚招木古墳群120号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207015100,11207,43,151,飯塚招木古墳群49号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207015900,11207,43,159,飯塚招木古墳群57号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207015200,11207,43,152,飯塚招木古墳群50号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207017000,11207,43,170,飯塚招木古墳群68号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019700,11207,43,197,飯塚招木古墳群95号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019800,11207,43,198,飯塚招木古墳群96号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207018700,11207,43,187,飯塚招木古墳群85号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019500,11207,43,195,飯塚招木古墳群93号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019900,11207,43,199,飯塚招木古墳群97号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207021500,11207,43,215,飯塚招木古墳群113号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207018600,11207,43,186,飯塚招木古墳群84号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207022300,11207,43,223,飯塚招木古墳群121号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207016800,11207,43,168,飯塚招木古墳群66号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017400,11207,43,174,飯塚招木古墳群72号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020700,11207,43,207,飯塚招木古墳群105号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207021400,11207,43,214,飯塚招木古墳群112号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019600,11207,43,196,飯塚招木古墳群94号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017500,11207,43,175,飯塚招木古墳群73号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207016600,11207,43,166,飯塚招木古墳群64号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207015300,11207,43,153,飯塚招木古墳群51号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207018000,11207,43,180,飯塚招木古墳群78号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017800,11207,43,178,飯塚招木古墳群76号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019400,11207,43,194,飯塚招木古墳群92号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017700,11207,43,177,飯塚招木古墳群75号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207019100,11207,43,191,飯塚招木古墳群89号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207021000,11207,43,210,飯塚招木古墳群108号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020000,11207,43,200,飯塚招木古墳群98号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207016500,11207,43,165,飯塚招木古墳群63号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207018800,11207,43,188,飯塚招木古墳群86号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207016900,11207,43,169,飯塚招木古墳群67号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207017200,11207,43,172,飯塚招木古墳群70号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020400,11207,43,204,飯塚招木古墳群102号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207015700,11207,43,157,飯塚招木古墳群55号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207015500,11207,43,155,飯塚招木古墳群53号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207019200,11207,43,192,飯塚招木古墳群90号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207016100,11207,43,161,飯塚招木古墳群59号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207022700,11207,43,227,飯塚招木古墳群125号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207016200,11207,43,162,飯塚招木古墳群60号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207001705,11207,43,017-5,大野原古墳群５号墳,古墳群,,,,,1,,,,,,,,,,139.10320221330600,36.034989705743200
11207001703,11207,43,017-3,大野原古墳群３号墳,古墳群,,,,,1,,,,,,,,,,139.10368756143700,36.03656673104050
11207001706,11207,43,017-6,大野原古墳群６号墳,古墳群,,,,,1,,,,,,,,,,139.10382888305200,36.03511832734710
11207001500,11207,43,15,,集落跡,,,1,,,,,,,,,,,,139.10588749351200,36.03638724563390
11207008300,11207,43,83,長尾城,城跡,,,,,,,,,,1,,,,,139.10838649149700,36.03645614503250
11207001600,11207,43,16,台の入遺跡,その他,,,1,,,,,,,,,,,,139.11158368464300,36.03529010915200
11207001701,11207,43,017-1,大野原古墳群,古墳群,,,,,1,,,,,,,,,,139.10063198905900,36.04148054054010
11207027400,11207,43,274,,古墳,,,,,1,,,,,,,,,,139.109573,36.04381200000000
11207023100,11207,43,231,和銅採掘遺跡,その他,,,,,,,,,,,,,,,139.1104351842960,36.043950425813300
11207022100,11207,43,221,飯塚招木古墳群119号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207021700,11207,43,217,飯塚招木古墳群115号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020600,11207,43,206,飯塚招木古墳群104号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207018500,11207,43,185,飯塚招木古墳群83号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207001400,11207,43,14,,集落跡 古墳,,,1,,1,,,,,,,,,,139.0884289472170,36.03588467710300
11207015400,11207,43,154,飯塚招木古墳群52号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207015000,11207,43,150,飯塚招木古墳群48号墳,古墳,,,,,1,,,,,,,,,,139.08783,36.060669000000000
11207027900,11207,43,279,飯塚招木古墳群126号墳,古墳群,,,,,1,,,,,,,,,,139.095734,36.02968200000000
11207008400,11207,43,84,諏訪遺跡,城跡,,,,,,,,,1,,,,,,139.09935699885500,36.041458234647900
11207001702,11207,43,017-2,大野原古墳群,古墳群,,,,,1,,,,,,,,,,139.10032299871100,36.0403978639506
11207001704,11207,43,017-4,大野原古墳群４号墳,古墳群,,,,,1,,,,,,,,,,139.10299642136600,36.035986420990100
11207017300,11207,43,173,飯塚招木古墳群71号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207020100,11207,43,201,飯塚招木古墳群99号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207018100,11207,43,181,飯塚招木古墳群79号墳,古墳,,,,,1,,,,,,,,,,139.09442959596100,36.04400731578180
11207001902,11207,43,019-2,大野原古墳群,古墳群,,,,,1,,,,,,,,,,139.10373875958500,36.02979632183680
11207001903,11207,43,019-3,大野原古墳群,古墳群,,,,,1,,,,,,,,,,139.10415503894800,36.029872674628300
11207001901,11207,43,019-1,大野原古墳群,古墳群,,,,,1,,,,,,,,,,139.10338759272700,36.030037292258500
