"JASID","自治体コード","区市町村名","遺跡番号","遺跡名","種別","緯度","経度","P","J","Y","K","N","H","M","E","D","U"
11349414800,11349,"ときがわ町","41-048","五明畑遺跡","",36.0271719219423,139.27917259897,0,0,0,0,0,0,1,1,NA,0
11349421900,11349,"ときがわ町","42-019","旧慈光寺跡","",36.0006988657571,139.22762420865,0,0,0,0,0,1,1,1,NA,0
11361001500,11361,"横瀬町","15","武甲山山頂遺跡","祭祀",35.9513642704682,139.097725668968,0,0,0,0,0,0,1,1,NA,0
11362000400,11362,"皆野町","4","若林館","城跡",36.1149633245126,139.07033805011,0,0,0,0,0,0,1,1,NA,0
11362002200,11362,"皆野町","22","門平高札場","その他",36.0856405673415,139.032283642825,0,0,0,0,0,0,0,1,NA,0
11362002600,11362,"皆野町","26","阿左美館","その他",36.0843433521208,139.065522532569,0,0,0,0,0,0,0,1,NA,0
11362004300,11362,"皆野町","43","田野城跡","城跡",36.0788363308559,139.119154357912,0,0,0,0,0,0,0,1,NA,0
11362008300,11362,"皆野町","83","大堺遺跡","散布地",36.0844952353702,139.111341646489,0,1,0,0,0,0,0,1,NA,0
11362008500,11362,"皆野町","85","長興寺前遺跡","散布地",36.0836529523094,139.106596868997,0,1,0,1,0,0,0,1,NA,0
11362008600,11362,"皆野町","86","金崎神社前遺跡","散布地",36.082570855341,139.107232016222,0,0,0,0,0,1,0,1,NA,0
11362008800,11362,"皆野町","88","岩宮遺跡","散布地",36.0832685874594,139.104414625109,0,0,0,1,0,0,0,1,NA,0
11362009500,11362,"皆野町","95","下土京遺跡","散布地",36.0787014487429,139.112225332824,0,1,0,0,0,0,0,1,NA,0
11362010000,11362,"皆野町","100","小池遺跡","散布地",36.0781722437364,139.10155912655,0,1,0,1,1,1,0,1,NA,0
11362010300,11362,"皆野町","103","稲荷山稲福寺跡","寺院跡",36.0729832261572,139.10502668715,0,0,0,0,0,0,0,1,NA,0
11362010700,11362,"皆野町","107","栗谷瀬遺跡","散布地",36.0749811769774,139.096374953163,0,1,0,1,0,0,0,1,NA,0
11362011500,11362,"皆野町","115","八幡山福王寺跡","寺院跡",36.0632431903663,139.099972346383,0,0,0,0,0,0,1,1,NA,0
11362012000,11362,"皆野町","120","上和田遺跡","散布地",36.0687675916788,139.089788782804,0,1,0,0,0,0,0,1,NA,0
11362012500,11362,"皆野町","125","内出遺跡","散布地",36.064049755127,139.091883054353,0,1,1,1,0,0,0,1,NA,0
11362012600,11362,"皆野町","126","本大浜遺跡","散布地",36.0629474082279,139.093992368253,0,1,0,0,0,0,0,1,NA,0
11362013200,11362,"皆野町","132","芳ノ入遺跡","散布地",36.0653721773673,139.130917516923,0,1,0,0,0,0,0,1,NA,0
11362013300,11362,"皆野町","133","小平Ⅰ遺跡","散布地",36.0640591785108,139.130112699173,0,1,0,0,0,0,0,1,NA,0
11362013400,11362,"皆野町","134","小平Ⅱ遺跡","散布地",36.0630655943827,139.129686725145,0,1,0,0,0,0,0,1,NA,0
11362014200,11362,"皆野町","142","岩鼻遺跡","集落跡",36.0905352780428,139.083711564066,0,1,0,0,0,0,0,1,NA,0
11362014300,11362,"皆野町","143","金洞寺跡","寺院跡",36.0812725928957,139.026562973062,0,0,0,0,0,0,0,1,NA,0
11362014400,11362,"皆野町","144","光福寺跡","寺院跡",36.0859251499247,139.032680796409,0,0,0,0,0,0,1,1,NA,0
11362014600,11362,"皆野町","146","良泉寺跡","寺院跡",36.0907711558708,139.047023188549,0,0,0,0,0,0,1,1,NA,0
11362015300,11362,"皆野町","153","沢ノ西遺跡","散布地",36.0658070678283,139.075581888996,0,0,0,0,0,0,0,1,NA,0
11362015400,11362,"皆野町","154","前原遺跡","散布地",36.0669502998113,139.082682886147,0,1,0,1,0,0,0,1,NA,0
11362017100,11362,"皆野町","171","青柳半洞窟遺跡","その他",36.09890168658,139.076198847792,0,0,0,0,0,0,0,1,NA,0
11362017400,11362,"皆野町","174","中割遺跡","散布地",36.0826136921358,139.090742222134,0,1,0,1,0,0,0,1,NA,0
11365401300,11365,"小鹿野町","13","長留屋敷跡","城跡",35.9872095833378,139.035031532334,0,0,0,0,0,0,1,1,NA,0
11365401800,11365,"小鹿野町","18","斎藤義彦の墓","墓",35.9951820104917,139.030362340785,0,0,0,0,0,0,0,1,NA,0
11365402200,11365,"小鹿野町","22","","散布地",36.0287199818807,138.991983093068,0,1,0,0,0,0,0,1,NA,0
11365403100,11365,"小鹿野町","31","上栗尾遺跡","集落跡",36.0289449336479,138.975987349733,0,1,0,0,0,0,0,1,NA,0
11365403400,11365,"小鹿野町","34","中村氏館伝承地","その他",36.0258462003457,138.967119935291,0,0,0,0,0,0,0,1,NA,0
11365403900,11365,"小鹿野町","39","合角中組遺跡","集落跡",36.068958,138.939041,0,1,0,0,0,1,0,1,NA,0
11365404300,11365,"小鹿野町","43","日尾城根古屋伝承地","集落跡",36.068958,138.939041,0,0,0,0,0,0,1,1,NA,0
11365404600,11365,"小鹿野町","46","","散布地",36.0216475364468,139.044270777004,0,0,0,0,0,0,0,1,NA,0
11365404700,11365,"小鹿野町","47","","散布地",36.0186392825326,139.044027936578,0,1,0,0,0,0,0,1,NA,0
11365404800,11365,"小鹿野町","48","","散布地",36.0217082075029,139.04196329979,0,0,0,0,0,0,1,1,NA,0
11365404900,11365,"小鹿野町","49","","散布地",36.0208460001996,139.042155402792,0,0,0,0,0,0,0,1,NA,0
11365405000,11365,"小鹿野町","50","","散布地",36.0208308116568,139.041341990499,0,1,0,0,0,0,0,1,NA,0
11365405200,11365,"小鹿野町","52","","散布地",36.0193313230213,139.039694040232,0,1,0,0,1,1,0,1,NA,0
11365405400,11365,"小鹿野町","54","","散布地",36.0170766845725,139.039847308465,0,1,0,0,1,1,0,1,NA,0
11365405900,11365,"小鹿野町","59","","散布地",36.0146913331602,139.038502176557,0,0,0,0,1,1,0,1,NA,0
11365406100,11365,"小鹿野町","61","","散布地",36.0138065829673,139.036526135707,0,1,0,0,1,0,0,1,NA,0
11365406300,11365,"小鹿野町","63","小鹿原道下遺跡","古墳群",36.0112044927867,139.036404511744,0,1,0,0,1,1,1,1,NA,0
11365406400,11365,"小鹿野町","64","","散布地",36.0140898367315,139.034888686305,0,1,0,0,1,1,0,1,NA,0
11365406500,11365,"小鹿野町","65","","散布地",36.0099825402656,139.033657929713,0,1,0,0,1,1,0,1,NA,0
11365406600,11365,"小鹿野町","66","千歳野遺跡","集落跡",36.0095908972739,139.03231376696,0,1,0,1,1,1,0,1,NA,0
11365406700,11365,"小鹿野町","67","千尋原遺跡","集落跡",36.0082245085569,139.032371929271,0,1,0,1,1,1,0,1,NA,0
11365406800,11365,"小鹿野町","68","豊鹿原遺跡","集落跡",36.0108625543349,139.030112448522,0,1,0,1,1,1,0,1,NA,0
11365406900,11365,"小鹿野町","69","","散布地",36.0117207320138,139.028823791212,0,1,0,0,1,1,0,1,NA,0
11365407000,11365,"小鹿野町","70","","散布地",36.0111159690606,139.028739157833,0,1,0,0,1,1,0,1,NA,0
11365407100,11365,"小鹿野町","71","根鹿野遺跡","集落跡",36.0105932815501,139.024731903245,0,1,0,0,1,1,0,1,NA,0
11365407200,11365,"小鹿野町","72","","散布地",36.0120066180803,139.022504600684,0,1,0,0,1,1,0,1,NA,0
11365407300,11365,"小鹿野町","73","","散布地",36.0112853370314,139.021911450853,0,1,0,0,1,1,0,1,NA,0
11365407500,11365,"小鹿野町","75","","散布地",36.0114780107093,139.020688747574,0,1,0,0,1,1,0,1,NA,0
11365407600,11365,"小鹿野町","76","","散布地",36.0128359123512,139.019874773224,0,0,0,0,1,1,0,1,NA,0
11365408100,11365,"小鹿野町","81","","散布地",36.0089928679935,139.021709157414,0,1,0,0,1,1,0,1,NA,0
11365408600,11365,"小鹿野町","86","","散布地",36.0145643578481,139.017891626595,0,1,0,0,1,1,0,1,NA,0
11365408800,11365,"小鹿野町","88","","散布地",36.0144459505134,139.017217005482,0,0,0,0,1,1,0,1,NA,0
11369001700,11369,"東秩父村","17","","寺院跡",36.0462707710932,139.165654773203,0,0,0,0,0,0,0,1,NA,0
