"JASID","LGC","Name","Site_no","SiteName","SiteType","Lat","Lon","P","J","Y","K","N","H","M","E","D","U"
11239004300,11239,"坂戸市",43,"五反田遺跡","集落跡",35.97231338,139.4430871,NA,1,1,1,1,1,0,NA,NA,NA
11239004600,11239,"坂戸市",46,"宿東遺跡","集落跡",35.97119084,139.4357215,NA,1,1,1,1,1,0,NA,NA,NA
11239006600,11239,"坂戸市",66,"勝呂遺跡","集落跡",35.97580433,139.4192223,NA,1,1,1,1,1,0,NA,NA,NA
11239006800,11239,"坂戸市",68,"新町遺跡","集落跡",35.97373831,139.4128764,NA,NA,1,NA,NA,1,0,NA,NA,NA
11239006900,11239,"坂戸市",69,"柊遺跡","集落跡 墓",35.97107093,139.4149707,NA,NA,1,1,1,1,0,NA,NA,NA
11239007000,11239,"坂戸市",70,"前原遺跡","集落跡",35.96765323,139.4170306,NA,NA,1,1,NA,NA,0,NA,NA,NA
11239007100,11239,"坂戸市",71,"勇福寺遺跡","集落跡 墓",35.97279362,139.4083102,NA,NA,1,1,NA,NA,0,NA,NA,NA
11239007300,11239,"坂戸市",73,"相撲場遺跡","集落跡",35.97004286,139.4066623,NA,NA,1,1,1,1,0,NA,NA,NA
11239007800,11239,"坂戸市",78,"清水町遺跡","集落跡",35.96475656,139.401967,NA,1,1,1,NA,NA,0,NA,NA,NA
11239008200,11239,"坂戸市",82,"鶴ヶ丘遺跡","集落跡",35.95025971,139.3992214,NA,1,1,NA,1,1,0,NA,NA,NA
11239008500,11239,"坂戸市",85,"坂戸小学校遺跡","集落跡",35.96753529,139.3984308,NA,NA,1,NA,NA,NA,0,NA,NA,NA
11239008600,11239,"坂戸市",86,"元役場遺跡","集落跡",35.96553462,139.3987398,NA,NA,1,1,1,1,0,NA,NA,NA
11239009000,11239,"坂戸市",90,"花影遺跡","集落跡 墓",35.95640417,139.3858326,NA,1,1,NA,1,1,0,NA,NA,NA
11239010700,11239,"坂戸市",107,"新しき村遺跡","集落跡",35.93043025,139.3261004,NA,1,1,NA,NA,NA,0,NA,NA,NA
11239010900,11239,"坂戸市",109,"東和田遺跡","散布地",35.98091503,139.3877067,NA,NA,1,NA,NA,NA,0,NA,NA,NA
11239012500,11239,"坂戸市",125,"三福寺遺跡、三福寺館","集落跡 城跡",35.96359032,139.3627658,NA,NA,1,1,1,1,1,1,NA,NA
11239012900,11239,"坂戸市",129,"西浦遺跡","集落跡",35.96339954,139.3707545,NA,1,1,1,1,1,0,NA,NA,NA
11239015700,11239,"坂戸市",157,"塚の越遺跡","集落跡 古墳",35.96611151,139.361169,NA,1,1,1,1,1,1,NA,NA,NA
11241000400,11241,"鶴ヶ島市",4,"一天狗遺跡","集落跡",35.95259539,139.3926558,NA,NA,1,1,1,1,0,NA,NA,NA
11241001100,11241,"鶴ヶ島市",11,"天神前遺跡","集落跡",35.93180018,139.3814095,NA,1,1,1,NA,NA,0,NA,NA,NA
11241001700,11241,"鶴ヶ島市",17,"鶴が丘遺跡","集落跡",35.92437266,139.4185402,1,1,1,1,1,NA,0,NA,NA,NA
11241009200,11241,"鶴ヶ島市",92,"柳戸遺跡","集落跡",35.92870216,139.3968396,1,1,1,NA,NA,NA,1,1,NA,NA
11324000100,11324,"三芳町",1,"本村南遺跡","集落跡",35.82436638,139.5491,NA,1,1,1,NA,NA,0,NA,NA,NA
11324000200,11324,"三芳町",2,"古井戸山遺跡","旧石器 集落跡",35.82105678,139.5473453,1,1,1,1,1,1,1,NA,NA,NA
11324000300,11324,"三芳町",3,"本村北遺跡","集落跡",35.8261603,139.549863,NA,1,1,1,1,1,0,NA,NA,NA
11324000400,11324,"三芳町",4,"北側遺跡","集落跡",35.82767583,139.5507022,NA,1,1,1,1,1,0,NA,NA,NA
11324001400,11324,"三芳町",14,"生出窪南遺跡","集落跡",35.82163677,139.5430528,NA,1,1,NA,NA,NA,0,NA,NA,NA
11324002500,11324,"三芳町",25,"境松遺跡","旧石器 集落跡",35.84711317,139.5092887,1,1,1,NA,NA,NA,0,NA,NA,NA
11326002100,11326,"毛呂山町",21,"下中尾遺跡","集落跡",35.93050117,139.3250075,NA,1,1,NA,NA,NA,0,NA,NA,NA
11326002800,11326,"毛呂山町",28,"中在家遺跡","",35.93825925,139.276351,NA,NA,1,NA,NA,NA,0,NA,NA,NA
11327001700,11327,"越生町",17,"南原遺跡","集落跡",35.95564234,139.3021036,NA,1,1,NA,NA,NA,0,NA,NA,NA
11327002000,11327,"越生町",20,"多門寺遺跡","集落跡",35.95023565,139.302899,NA,1,1,NA,NA,NA,0,NA,NA,NA
11341001900,11341,"滑川町",19,"造山古墳群","古墳 古墳群",36.09531705,139.3822674,NA,NA,1,1,NA,NA,0,NA,NA,NA
11341002600,11341,"滑川町",26,"根肥南遺跡","集落跡",36.08639329,139.3769624,NA,NA,1,1,NA,NA,0,NA,NA,NA
11341002700,11341,"滑川町",27,"根肥遺跡","集落跡",36.08536672,139.3772028,NA,NA,1,1,NA,NA,0,NA,NA,NA
11341003100,11341,"滑川町",31,"弁財天遺跡","集落跡",36.0895284,139.368654,NA,NA,1,1,1,1,0,NA,NA,NA
11341004900,11341,"滑川町",49,"新井遺跡","集落跡",36.07328644,139.3771197,NA,NA,1,NA,NA,NA,0,NA,NA,NA
11341005200,11341,"滑川町",52,"追越遺跡","集落跡",36.0685982,139.3748826,NA,NA,1,1,1,1,0,NA,NA,NA
11341006000,11341,"滑川町",60,"城原遺跡","集落跡",36.05811741,139.3809719,NA,NA,1,1,1,NA,0,NA,NA,NA
11341008300,11341,"滑川町",83,"糟沢古墳群","古墳群 古墳",36.0758308,139.3630507,NA,1,1,1,NA,NA,0,NA,NA,NA
11341008400,11341,"滑川町",84,"栗谷古墳群","古墳群 古墳 散布地",36.077414,139.361017,NA,1,1,1,NA,NA,0,NA,NA,NA
11341014500,11341,"滑川町",145,"船川西遺跡","集落跡 古墳",36.08886,139.328537,NA,NA,1,1,NA,NA,0,NA,NA,NA
11341014600,11341,"滑川町",146,"船川遺跡","集落跡",36.08386112,139.3336769,NA,1,1,1,NA,NA,0,NA,NA,NA
