"JASID","LGC","Admin_no","Site_no","SiteName","SiteType","Note","P","J","Y","K","N","H","Ka","Na","Mu","Se","E","D","U","Lon","Lat"
11408018400,11408,62,184,"大正寺遺跡","経塚","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"",139.1928827,36.11876415
11408018500,11408,62,185,"今市牛潜遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2651028,36.10573843
11408018600,11408,62,186,"今市牛潜西遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2646222,36.10640414
11408018700,11408,62,187,"中芝遺跡","集落跡","",NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,"",139.2321707,36.10582887
11408018800,11408,62,188,"伝旧不動寺跡","寺院跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2299391,36.0952877
11408018900,11408,62,189,"箱石遺跡","集落跡 古墳","",NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",139.170331,36.11932693
11408019000,11408,62,190,"大正寺南遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.194668,36.11654544
11408019100,11408,62,191,"大町遺跡","集落跡 墓","",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",139.1943293,36.12212794
11408019200,11408,62,192,"常木遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1861879,36.12017855
11408019300,11408,62,193,"坂上遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.1894838,36.10561737
11408019400,11408,62,194,"木ノ根沢古墳","古墳","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.1956468,36.1429972
11408019500,11408,62,195,"下平遺跡","古墳群","",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",139.1907064,36.17528822
11408019600,11408,62,196,"中平遺跡","集落跡","",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"",139.1952383,36.17321661
11408019700,11408,62,197,"平北遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2016584,36.17040356
11408019800,11408,62,198,"平清水遺跡","散布地","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2045252,36.16797844
11408019900,11408,62,199,"韮ヶ谷戸遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.2066881,36.16649561
11408020000,11408,62,200,"櫛挽遺跡","散布地","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.220705,36.15491802
11408020100,11408,62,201,"三軒家遺跡","散布地","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2215119,36.15301913
11408020200,11408,62,202,"日影遺跡","散布地","",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,"",139.1992723,36.16134015
11408020300,11408,62,203,"灰田原遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.1754763,36.10653272
11408020400,11408,62,204,"牟礼新井遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2500578,36.09384511
11408020500,11408,62,205,"象殿遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2684942,36.09711863
11408020600,11408,62,206,"宮ノ入遺跡","","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.263413,36.0987276
11408020700,11408,62,207,"萱場遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.2679867,36.10202143
11408020800,11408,62,208,"熊ノ峯遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2479023,36.10027383
11408020900,11408,62,209,"小菅山遺跡","","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.242745,36.1007249
11408021000,11408,62,210,"亀ノ尾遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.270596,36.11669421
11408021100,11408,62,211,"亀ノ尾2遺跡","集落跡","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",139.2726216,36.11497467
11408021200,11408,62,212,"赤浜赤木遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2699437,36.11497467
11408021300,11408,62,213,"古形遺跡","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2673344,36.11089755
11408021400,11408,62,214,"前塚田遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2591633,36.11081434
11408021500,11408,62,215,"小園馬場遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2260252,36.11437173
11408021600,11408,62,216,"北側中町遺跡","散布地","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2395521,36.11390024
11408021700,11408,62,217,"赤浜天神沢遺跡","墓 その他","",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,"",139.2550091,36.1154739
11408021800,11408,62,218,"田代遺跡","集落跡","",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",139.2346001,36.10422749
11408021900,11408,62,219,"末野窯跡第5支群6","窯跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1630869,36.12503978
11408022000,11408,62,220,"末野窯跡第4支群4","窯跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1682711,36.12992033
11408022100,11408,62,221,"久々戸道上遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1763346,36.10331507
11408022200,11408,62,222,"久々戸後谷遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.1744806,36.10436914
11408022300,11408,62,223,"金尾足場遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1546755,36.12897752
11408022400,11408,62,224,"道永峯遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1528902,36.12576079
11408022500,11408,62,225,"羽場遺跡","集落跡","",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",139.1580744,36.1212405
11408022600,11408,62,226,"末野原遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.1609583,36.12007572
11408022700,11408,62,227,"花園御岳城","城","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",139.1685457,36.12601037
11408022800,11408,62,228,"鉢形城西遺跡","城","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",139.1919214,36.10661593
11408022900,11408,62,229,"鉢形城東遺跡","集落跡","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",139.1979639,36.10442462
11408023000,11408,62,230,"鉢形内宿遺跡","集落跡","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",139.2035257,36.11219103
11408023100,11408,62,231,"嶋田氏館跡","城","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,"",139.2383161,36.10263893
11408023200,11408,62,232,"雨宮春澤宅跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",139.1981356,36.10495165
11408023300,11408,62,233,"深沢上遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1934664,36.10325959
11408023400,11408,62,234,"成瀬正定墓","墓","削除",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.1838882,36.09707973
11408023500,11408,62,235,"四十八釜","その他","削除",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.1954233,36.10151201
11408023600,11408,62,236,"代官遺跡","その他","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",139.1964707,36.1424427
11408023700,11408,62,237,"水野家一族の墓所","墓","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",139.2316214,36.1126244
11408023800,11408,62,238,"柳沢兵部丞信俊夫妻の墓所","墓","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.269566,36.10182726
11408023900,11408,62,239,"高野槙","その他","削除",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.233235,36.11218063
11408024000,11408,62,240,"高田上峰古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2219396,36.11129308
11408024100,11408,62,241,"用土田中遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.2020669,36.14319127
11408024200,11408,62,242,"上平道上遺跡","集落跡","",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.1789095,36.10914003
11408024300,11408,62,243,"折原石道遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"",139.172867,36.11565794
11408024400,11408,62,244,"菅原遺跡","集落跡 墓","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",139.1908617,36.12087997
11408024500,11408,62,245,"銭小田遺跡","集落跡","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2340246,36.09445544
11408024600,11408,62,246,"末野窯跡第11支群","窯跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.19275,36.12983714
11408024700,11408,62,247,"末野窯跡第12支群","窯跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",139.1989493,36.1276562
11408024800,11408,62,248,"折原窯跡","窯跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.1789438,36.10533999
11408024900,11408,62,249,"富田根岸入窯跡","窯跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"",139.2294584,36.10116874
11408025000,11408,62,250,"富田谷津遺跡","寺院跡 散布地","",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,"",139.2364279,36.10047524
11408025100,11408,62,251,"金井原遺跡","墓 散布地","",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,"",139.2609143,36.10942751
11408025200,11408,62,252,"塚越稲荷塚古墳","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2380758,36.10388718
11408025300,11408,62,253,"塚越大塚古墳","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"",139.2361334,36.10468044
11408025400,11408,62,254,"立原小路遺跡","集落跡 城跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"",139.1909601,36.10450783
11202006600,11202,59,66,"万吉西浦遺跡","集落跡","",1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,"139.3642472",36.12238147,NA
11202007200,11202,59,72,"村岡館跡","城館跡","",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"139.3738631",36.1254969,NA
11202006500,11202,59,65,"村岡古墳群","古墳群","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3747797",36.12433363,NA
11202010800,11202,59,108,"村岡北西原遺跡","集落跡","",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"139.3720323",36.12296795,NA
11202010100,11202,59,101,"北西原遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3774743",36.12309599,NA
11202002600,11202,59,26,"万吉下原古墳群","古墳群","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3675758",36.11427224,NA
11202008900,11202,59,89,"下原遺跡","集落跡 墓","",1,NA,1,1,1,1,1,1,1,1,NA,NA,"139.3645113",36.11149783,NA
11202002900,11202,59,29,"楊井前原遺跡","集落跡","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3739944",36.10501193,NA
11202010900,11202,59,109,"安通寺遺跡","集落跡","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.381423",36.10097504,NA
11202002800,11202,59,28,"瀬戸山遺跡","集落跡 古墳群 窯跡 墓 遺物包含地","",1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,"139.3764805",36.10816882,NA
11202002700,11202,59,27,"瀬戸山古墳群","古墳群","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3779564",36.1079133,NA
11202400100,11202,64,1,"甲山古墳","集落跡 古墳（円） 円墳","",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4067317",36.07867649,NA
11202400200,11202,64,2,"賢木岡西古墳群1号墳","古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.408114",36.08131707,NA
11202400300,11202,64,3,"賢木岡西古墳群2号墳","古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4083967",36.08131707,NA
11202400400,11202,64,4,"楓山古墳","古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4133896",36.07974954,NA
11202400500,11202,64,5,"円山古墳群1号墳","古墳群 古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4188246",36.08089209,NA
11202400600,11202,64,6,"円山古墳群2号墳","古墳群 古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4186675",36.08066358,NA
11202400700,11202,64,7,"杉原遺跡","集落跡","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4168821",36.08262475,NA
11202400800,11202,64,8,"船木遺跡","集落跡 墓","",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4219143",36.07979555,NA
11202400900,11202,64,9,"とうかん山古墳","古墳（前方後円） 前方後円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4118813",36.08711417,NA
11202401000,11202,64,10,"東山遺跡","集落跡 古墳","1",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.412198",36.07827024,NA
11202401100,11202,64,11,"根岸友山墓","墓","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"139.4088051",36.07636592,NA
11202401200,11202,64,12,"円山遺跡","集落跡","",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4187325",36.07989523,NA
11202401300,11202,64,13,"原遺跡1号墳","古墳群 古墳（方） 方墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3819099",36.10897797,NA
11202401400,11202,64,14,"原遺跡2号墳","古墳群 古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3813301",36.10872245,NA
11202401500,11202,64,15,"原遺跡3号墳","古墳群 古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3806975",36.10850952,NA
11202401600,11202,64,16,"原遺跡4号墳","古墳群 古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3802231",36.10850952,NA
11202401700,11202,64,17,"冑山遺跡","集落跡","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4063547",36.07842259,NA
11202401800,11202,64,18,"北廓遺跡","集落跡 包含層","",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.413048",36.08858217,NA
11202401900,11202,64,19,"塚本遺跡","集落跡","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3806271",36.12089454,NA
11202402000,11202,64,20,"西浦遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.378624",36.11944679,NA
11202402100,11202,64,21,"腰廻遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3826829",36.11855259,NA
11202402200,11202,64,22,"三分一遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3811719",36.11476956,NA
11202402300,11202,64,23,"西内手遺跡","集落跡","",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3845456",36.11161831,NA
11202402400,11202,64,24,"高田遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3877611",36.11344945,NA
11202402500,11202,64,25,"原北遺跡","集落跡 包含層","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3769549",36.11102211,NA
11202402600,11202,64,26,"原南遺跡","集落跡 古墳（円） 円墳","",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3791161",36.10948901,NA
11202402700,11202,64,27,"北方遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3998929",36.11309364,NA
11202402800,11202,64,28,"西浦町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.395834",36.10870731,NA
11202402900,11202,64,29,"宮前遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3995704",36.1104531,NA
11202403000,11202,64,30,"宮前町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4008355",36.10832377,NA
11202403100,11202,64,31,"宮町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4001502",36.10329833,NA
11202403200,11202,64,32,"中街遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4051289",36.09896536,NA
11202403300,11202,64,33,"旭町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4137778",36.10619123,NA
11202403400,11202,64,34,"北町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4130925",36.10291186,NA
11202403500,11202,64,35,"高城町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4108786",36.09520269,NA
11202403600,11202,64,36,"北谷南遺跡","古墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4238424",36.07327349,NA
11202403700,11202,64,37,"上吉原遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4150203",36.09300722,NA
11202403800,11202,64,38,"下中遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4153147",36.09062684,NA
11202403900,11202,64,39,"成願遺跡","集落跡 包含層","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4198171",36.09104781,NA
11202404000,11202,64,40,"箕輪遺跡","城館跡","",NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,"139.4135225",36.08640965,NA
11202404100,11202,64,41,"中廓遺跡","集落跡","",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4152093",36.08560027,NA
11202404200,11202,64,42,"賢木岡遺跡","集落跡","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.411638",36.08417134,NA
11202404300,11202,64,43,"番場遺跡","集落跡","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4139046",36.08357494,NA
11202404400,11202,64,44,"番場南遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4110073",36.08176072,NA
11202404500,11202,64,45,"賢木岡東遺跡","集落跡 古墳","",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4093392",36.07768625,NA
11202404600,11202,64,46,"桜谷遺跡","集落跡","",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4159994",36.07568035,NA
11202404700,11202,64,47,"大林東遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4172874",36.07504555,NA
11202404800,11202,64,48,"桜谷東遺跡","集落跡 古墳群","1",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4143971",36.07923508,NA
11202404900,11202,64,49,"大林遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4202865",36.07767636,NA
11202405000,11202,64,50,"大境南遺跡","集落跡 古墳群","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.420399",36.0738461,NA
11202405100,11202,64,51,"大境遺跡","集落跡 古墳","",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4210091",36.07518801,NA
11202405200,11202,64,52,"南谷西遺跡","古墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4231512",36.07174993,NA
11202405300,11202,64,53,"南谷遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4239995",36.0722324,NA
11202405400,11202,64,54,"南谷北遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.426607",36.07301957,NA
11202405500,11202,64,55,"下田町遺跡","集落跡","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4250357",36.09641478,NA
11202405600,11202,64,56,"賢木岡西古墳群3号墳","古墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4081768",36.08060615,NA
11202405700,11202,64,57,"阿諏訪野古墳","古墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4135153",36.08150144,NA
11202405800,11202,64,58,"楓山西遺跡","古墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4150255",36.07847337,NA
11202405900,11202,64,59,"桜谷北遺跡","集落跡 礫群等","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4146799",36.07768625,NA
11202406000,11202,64,60,"阿諏訪野東遺跡","集落跡 古墳群 古墳（円） 円墳","",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4157458",36.08073975,NA
11202406100,11202,64,61,"仲町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4046308",36.10355387,NA
11202406200,11202,64,62,"楓山北遺跡","墓","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4165963",36.07953977,NA
11202406300,11202,64,63,"円山古墳群3号墳","古墳群 古墳（円） 円墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4188874",36.08117138,NA
11202406400,11202,64,64,"雷遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.42322706593012,",36.07966293,NA
11202406500,11202,64,65,"小八林大境遺跡","城館跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.436986",36.07969302,NA
11202406600,11202,64,66,"前野遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.434944",36.07791569,NA
11202406700,11202,64,67,"高畑遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.4238015",36.0897323,NA
11202406800,11202,64,68,"阿諏訪野西古墳","古墳（方） 方墳","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.4120702",36.08068897,NA
11202406900,11202,64,69,"下恩田中町遺跡","集落跡","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3874448",36.10846693,NA
11202500100,11202,65,1,"姥ヶ沢遺跡","集落跡 古墳（円）","",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3137242",36.1266084,NA
11202500200,11202,65,2,"新田裏遺跡","集落跡 古墳","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3141092",36.13181308,NA
11202500300,11202,65,3,"富士山遺跡","集落跡 古墳","",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3175922",36.12655881,NA
11202500400,11202,65,4,"大林遺跡","集落跡","",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.32189",36.12913751,NA
11202500500,11202,65,5,"新屋敷遺跡","墓 寺院跡","",NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,"139.3283366",36.12953422,NA
11202500600,11202,65,6,"堀ノ内遺跡","寺院跡 城館跡","",NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,"139.3264802",36.13306202,NA
11202500700,11202,65,7,"中屋敷遺跡","集落跡 城館跡","",NA,NA,1,1,1,1,1,1,1,1,NA,NA,"139.3283366",36.1296334,NA
11202500800,11202,65,8,"権現坂埴輪窯跡群","集落跡 古墳","",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3220128",36.12521984,NA
11202500900,11202,65,9,"権現坂遺跡","集落跡","",1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,"139.3237933",36.12407922,NA
11202501300,11202,65,13,"宮下遺跡","集落跡 古墳","",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3272929",36.12497188,NA
11202501400,11202,65,14,"天神谷遺跡","集落跡","",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3193145",36.12006443,NA
11202501500,11202,65,15,"南方遺跡","集落跡 城館跡","",1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,"139.3247174",36.12046119,NA
11202501600,11202,65,16,"東原遺跡","散布地","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3291962",36.1219963,NA
11202501700,11202,65,17,"寺内（廃寺）","集落跡 寺院跡","",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3145255",36.11545194,NA
11202501800,11202,65,18,"西遺跡","集落跡","",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"139.321069",36.11636354,NA
11202501900,11202,65,19,"山神東遺跡","集落跡","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3239414",36.11774586,NA
11202502000,11202,65,20,"久保遺跡","寺院跡 城館跡","",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"139.3246747",36.11651164,NA
11202502100,11202,65,21,"萩山遺跡","集落跡","1",1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,"139.3315938",36.11907252,NA
11202502200,11202,65,22,"上前原遺跡","集落跡 古墳（円）","",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3386513",36.12254183,NA
11202502300,11202,65,23,"行人塚（古墳群）","集落跡 古墳（方）","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3435847",36.12038422,NA
11202502400,11202,65,24,"代遺跡","寺院跡 城館跡","",1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,"139.3446942",36.11935992,NA
11202502500,11202,65,25,"静簡院遺跡","集落跡 古墳（円） 城館跡","",1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,"139.3508274",36.11817119,NA
11202502600,11202,65,26,"合羽山遺跡","集落跡","",1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,"139.3488725",36.11629323,NA
11202502700,11202,65,27,"成沢上原遺跡","集落跡","",1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"139.3543673",36.11680541,NA
11202502800,11202,65,28,"向原遺跡","集落跡","1",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139.3580655",36.11341859,NA
