"JASID","LGC","Admin_no","Site_no","SiteName","SiteType","Note","P","J","Y","K","N","H","Ka","Na","Mu","Se","E","D","U","Lon","Lat"
11342004100,11342,36,41,"花見堂古墳群2号墳","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3292245,36.05043464
11342004200,11342,36,42,"花見堂東遺跡","集落跡 古墳群","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.331035,36.05106842
11342004300,11342,36,43,"岩花遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3328481,36.05124721
11342004400,11342,36,44,"岩花古墳群","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3328975,36.05143458
11342004500,11342,36,45,"天沼遺跡","集落跡","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.334055,36.05031955
11342004600,11342,36,46,"金平遺跡","集落跡 その他","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3196023,36.0484645
11342004700,11342,36,47,"物見塚古墳","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.315112,36.04438721
11342004800,11342,36,48,"堂ヶ谷戸遺跡","古墳群","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3211742,36.05411829
11342004900,11342,36,49,"金皿遺跡","古墳群 墓","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3276238,36.06287818
11342005000,11342,36,50,"薬の峰遺跡","古墳","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3172554,36.06229536
11342005100,11342,36,51,"天神山古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3221992,36.08049356
11342005200,11342,36,52,"山王下遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3112049,36.08144153
11342005300,11342,36,53,"大堂遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3033598,36.079097
11342005400,11342,36,54,"陣屋古墳群","古墳群","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3134564,36.09459703
11342005500,11342,36,55,"尾根南遺跡","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3073767,36.09651704
11342005600,11342,36,56,"尾根遺跡","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3078193,36.09739482
11342005700,11342,36,57,"古里古墳群尾根支群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3084527,36.09854495
11342005800,11342,36,58,"将軍沢第6支群C地点","窯跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3203869,36.01560008
11342005900,11342,36,59,"将軍沢第6支群D地点","窯跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3177683,36.01424234
11342006000,11342,36,60,"古里古墳群駒込支群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3105644,36.09922663
11342006100,11342,36,61,"将軍沢第6支群E地点","窯跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3167005,36.01270155
11342006200,11342,36,62,"南鶴東遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3318141,36.01123268
11342006300,11342,36,63,"高城遺跡","集落跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3277617,36.00959734
11342006400,11342,36,64,"八反田東遺跡","集落跡 窯跡","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,139.3324311,36.01895496
11342006500,11342,36,65,"石橋坊跡","寺院跡","",NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,139.3057632,36.02315191
11342006600,11342,36,66,"東昌寺2号墳","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3230226,36.04520283
11342006700,11342,36,67,"平沢寺僧坊跡群","寺院跡","",NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,139.3055678,36.04666504
11342006800,11342,36,68,"古里古墳群上土橋支群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3079583,36.1022124
11342006900,11342,36,69,"中内出遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3009483,36.09953157
11342007000,11342,36,70,"古里古墳群二塚支群","集落跡 古墳群","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3014646,36.10201206
11342007100,11342,36,71,"古里古墳群蟹沢支群","古墳","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2974095,36.10436267
11342007200,11342,36,72,"古里古墳群神山支群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2898356,36.09997303
11342007300,11342,36,73,"西落合遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3100654,36.03022705
11342007400,11342,36,74,"塩沢遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3070098,36.03143481
11342007500,11342,36,75,"中郷遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3230667,36.06440479
11342007600,11342,36,76,"五領台遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2905154,36.10299268
11342007700,11342,36,77,"清明遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.315618,36.06650716
11342007800,11342,36,78,"塩山遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3059157,36.03060444
11342007900,11342,36,79,"打越遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3106326,36.06900046
11342008000,11342,36,80,"東落合遺跡","集落跡","",NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,139.3138154,36.03055475
11342008100,11342,36,81,"池ノ入遺跡","窯跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3015038,36.05355986
11342008200,11342,36,82,"行司免遺跡","集落跡 古墳群","",NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,139.3269477,36.02951303
11342008300,11342,36,83,"丸山遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3367322,36.01639352
11342008400,11342,36,84,"金井遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3081566,36.05347735
11342008500,11342,36,85,"表猿ヶ谷戸遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3188495,36.0571976
11342008600,11342,36,86,"花見台遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3155966,36.07389893
11342008700,11342,36,87,"西方遺跡","集落跡","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3257051,36.02050851
11342008800,11342,36,88,"屋田古墳群","集落跡 古墳群","",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3420048,36.05036361
11342008900,11342,36,89,"東昌寺1号墳","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3230118,36.04461929
11342009000,11342,36,90,"小栗遺跡","寺院跡","",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,139.3084303,36.07092263
11342009100,11342,36,91,"北田遺跡","集落跡 古墳群","",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3083439,36.10427165
11342009200,11342,36,92,"石堂古墳群","古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.31797,36.03367998
11342009300,11342,36,93,"阿弥陀の又遺跡","集落跡 古墳群","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3156228,36.03387506
11342009400,11342,36,94,"道上遺跡","集落跡","",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3341184,36.02753215
11342009500,11342,36,95,"東上原遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3114768,36.02703641
11342009600,11342,36,96,"本竹遺跡","集落跡","",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3214316,36.04949764
11342009700,11342,36,97,"深沢遺跡","集落跡","",NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,139.317573,36.0529867
11342009800,11342,36,98,"西町裏遺跡","集落跡","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3124255,36.05560829
11342009900,11342,36,99,"小谷南遺跡","散布地","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,139.3275485,36.02282697
11342010000,11342,36,100,"宮ノ裏遺跡","寺院跡","",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,139.3267626,36.02824632
11343000100,11343,35,1,"広見東遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2495184,36.07334735
11343000200,11343,35,2,"広見西遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2474542,36.07283745
11343000300,11343,35,3,"宮山遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.232635,36.07196915
11343000400,11343,35,4,"日附田遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2432402,36.0566368
11343000500,11343,35,5,"梅王塚古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2542117,36.06031837
11343000600,11343,35,6,"寺峯A遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2501252,36.05825612
11343000700,11343,35,7,"八幡台遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2520875,36.05544856
11343000800,11343,35,8,"でんがくぼう塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2278032,36.07264617
11343000900,11343,35,9,"下万所B遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2198221,36.07953684
11343001000,11343,35,10,"穴八幡古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2502046,36.05525147
11343001100,11343,35,11,"笹山遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2127438,36.07691222
11343001200,11343,35,12,"小坂遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2420554,36.04112701
11343001300,11343,35,13,"愛宕古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2616892,36.04257403
11343001400,11343,35,14,"峯坂遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2639986,36.0434536
11343001500,11343,35,15,"川向遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.27474,36.051259
11343001600,11343,35,16,"平松台遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2837718,36.05367792
11343001700,11343,35,17,"平松1号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2831195,36.05323382
11343001801,11343,35,NA,"平松2号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2834779,36.05305831
11343001802,11343,35,NA,"平松3号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2833186,36.05405479
11343001900,11343,35,19,"中の台遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2863729,36.05400258
11343002000,11343,35,20,"松ノ木遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2879694,36.05266474
11343002100,11343,35,21,"日向遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2971345,36.06472296
11343002200,11343,35,22,"下万所塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2189667,36.07971704
11343002300,11343,35,23,"経塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.287051,36.06873431
11343002400,11343,35,24,"宮ノ脇遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2832847,36.07247835
11343002500,11343,35,25,"中井遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2836549,36.07400512
11343002600,11343,35,26,"宮子遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2718431,36.07029548
11343002700,11343,35,27,"能満寺裏遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2730069,36.07178004
11343002800,11343,35,28,"蟹山遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2860866,36.06518128
11343002900,11343,35,29,"片瀬遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2794992,36.07737157
11343003000,11343,35,30,"山ノ神遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2712757,36.09202128
11343003100,11343,35,31,"高谷砦跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2698862,36.0712945
11343003200,11343,35,32,"武田信俊公館跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2825548,36.07259875
11343003300,11343,35,33,"青山城跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2684261,36.03738338
11343003400,11343,35,34,"中条跡（仙覚律師遺跡）","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2554248,36.05613345
11343003500,11343,35,35,"古寺砦跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2353364,36.02579035
11343003600,11343,35,36,"方墳・行人塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2848036,36.07843293
11343003700,11343,35,37,"行人塚古墳群","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2847864,36.078315
11343003800,11343,35,38,"（仮称）奈良梨陣屋跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2884728,36.08220375
11343003900,11343,35,39,"鎌倉街道跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2807382,36.08462964
11343004100,11343,35,41,"西浦遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.219726,36.07674925
11343004200,11343,35,42,"古寺鍾乳洞前遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2387155,36.03889167
11343004300,11343,35,43,"太田入塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2183307,36.07405787
11343004400,11343,35,44,"太田入遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2178811,36.07333992
11343004500,11343,35,45,"下原道南遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3057975,36.06223238
11343004600,11343,35,46,"下万所C遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2181247,36.08021797
11343004700,11343,35,47,"西ヶ谷戸1号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3022951,36.0616874
11343004800,11343,35,48,"西ヶ谷戸2号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3019175,36.06161801
11343004900,11343,35,49,"内郷B遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2991194,36.06218282
11343005000,11343,35,50,"内郷A遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2974582,36.06179861
11343005100,11343,35,51,"伝長尾四郎高勝墓","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2463163,36.06273788
11343005200,11343,35,52,"久保ヶ谷戸遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2966646,36.06742111
11343005300,11343,35,53,"西稲岡遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.293278,36.06814705
11343005400,11343,35,54,"稲岡遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.291489,36.06920828
11343005500,11343,35,55,"越祢遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2942663,36.07041064
11343005600,11343,35,56,"峯原遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.290752,36.07612288
11343005700,11343,35,57,"稲荷前古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2894309,36.07695525
11343005800,11343,35,58,"峯久保遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2858659,36.07759545
11343005900,11343,35,59,"諏訪神社奉祀遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2848297,36.08131617
11343006000,11343,35,60,"台ノ前遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2867413,36.08365173
11343006100,11343,35,61,"草加1号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2867702,36.08553503
11343006200,11343,35,62,"草加2号墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2874997,36.08551422
11343006300,11343,35,63,"伝長尾四郎高勝夫人墓","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2460646,36.0621069
11343006400,11343,35,64,"岡原遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2815595,36.08445149
11343006500,11343,35,65,"番場遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.245875,36.06356982
11343006600,11343,35,66,"（仮称）奈良梨館跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2879402,36.08335719
11343006700,11343,35,67,"大杉遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2790671,36.08802475
11343006800,11343,35,68,"六所遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2757109,36.09267931
11343006900,11343,35,69,"内出遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2266513,36.0434654
11343007000,11343,35,70,"町場遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2702854,36.09470374
11343007100,11343,35,71,"日丸遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2688833,36.09639616
11343007200,11343,35,72,"高見城跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2642507,36.09068301
11343007300,11343,35,73,"新田古墳群（4基）","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2921444,36.07515706
11343007400,11343,35,74,"北蟹山遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2724658,36.07855564
11343007500,11343,35,75,"一ノ入遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2526439,36.07004472
11343007600,11343,35,76,"神名沢A遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.261046,36.04727746
11343007700,11343,35,77,"耕地遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2611872,36.05106611
11343007800,11343,35,78,"一ノ入裏塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2845503,36.09135953
11343007900,11343,35,79,"鷹巣山古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2899373,36.09082726
11343008000,11343,35,80,"東遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2819305,36.09057006
11343008100,11343,35,81,"腰越城跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.231863,36.04498186
11343008200,11343,35,82,"関下遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2664338,36.08643618
11343008300,11343,35,83,"伊勢ノ下塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2686685,36.0804332
11343008400,11343,35,84,"伊勢ノ下遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2693778,36.08007539
11343008500,11343,35,85,"寿源寺遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2830623,36.07977768
11343008600,11343,35,86,"道下遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2773414,36.07842244
11343008700,11343,35,87,"神戸遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2872025,36.07910996
11343008800,11343,35,88,"藤塚古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2826359,36.07875122
11343008900,11343,35,89,"中谷津遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2709227,36.07661089
11343009000,11343,35,90,"新屋敷塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2867358,36.07750237
11343009100,11343,35,91,"悪戸遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2910273,36.0716423
11343009200,11343,35,92,"釜石遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2974444,36.07170918
11343009300,11343,35,93,"経塚遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2886188,36.06941284
11343009400,11343,35,94,"町場塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2708639,36.09447659
11343009500,11343,35,95,"本宿前遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3039332,36.06437984
11343009600,11343,35,96,"下原道北遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.3068944,36.06317259
11343009700,11343,35,97,"大豆五駄遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2814057,36.05452362
11343009800,11343,35,98,"慈光平遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2348548,36.08508617
11343009900,11343,35,99,"下政所A遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2190749,36.07950253
11343010000,11343,35,100,"別所遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2532891,36.07662715
11343010100,11343,35,101,"伝竹沢氏館跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2412889,36.07475813
11343010200,11343,35,102,"塚場遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2530488,36.07227054
11343010300,11343,35,103,"塚場塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2551053,36.07057046
11343010400,11343,35,104,"塚場古墳","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2524103,36.07116709
11343010500,11343,35,105,"鮫ヶ井遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2449087,36.06729583
11343010600,11343,35,106,"寺ノ谷塚","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2596019,36.0661604
11343010700,11343,35,107,"蟹沢遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2531518,36.06408389
11343010800,11343,35,108,"東水穴遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2914688,36.04928702
11343010900,11343,35,109,"山下遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2896625,36.04782346
11343011000,11343,35,110,"和具A遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2874501,36.04457179
11343011100,11343,35,111,"和具B遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2863322,36.0459428
11343011200,11343,35,112,"仲道遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2856752,36.04983847
11343011300,11343,35,113,"天神谷遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2684966,36.08387167
11343011400,11343,35,114,"下廣地遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.281275,36.04986456
11343011500,11343,35,115,"上田中遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2817385,36.05068341
11343011600,11343,35,116,"中嶋遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.270984,36.05412656
11343011700,11343,35,117,"神明河原遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2665375,36.0532601
11343011800,11343,35,118,"下町遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2654088,36.05456465
11343011900,11343,35,119,"東坂下A遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2949737,36.03328227
11343012000,11343,35,120,"東坂下B遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2906104,36.03349349
11343012100,11343,35,121,"関根遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2825332,36.04283429
11343012200,11343,35,122,"笠郷遺跡","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2812114,36.04552699
