"JASID","LGC","Name","Site_no","SiteName","SiteType","Lat","Lon","P","J","Y","K","N","H","M","E","D","U"
11207010000,11207,"秩父市",100,"金室古墳群11号墳","古墳",36.01300674,139.0821058,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010100,11207,"秩父市",101,"金室古墳群12号墳","古墳",36.01360956,139.0822199,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010200,11207,"秩父市",102,"","古墳群",35.97873505,139.0747529,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010300,11207,"秩父市",103,"飯塚招木古墳群1号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010400,11207,"秩父市",104,"飯塚招木古墳群2号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010500,11207,"秩父市",105,"飯塚招木古墳群3号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010600,11207,"秩父市",106,"飯塚招木古墳群4号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010700,11207,"秩父市",107,"飯塚招木古墳群5号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010800,11207,"秩父市",108,"飯塚招木古墳群6号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207010900,11207,"秩父市",109,"飯塚招木古墳群7号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011000,11207,"秩父市",110,"飯塚招木古墳群8号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011100,11207,"秩父市",111,"飯塚招木古墳群9号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011200,11207,"秩父市",112,"飯塚招木古墳群10号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011300,11207,"秩父市",113,"飯塚招木古墳群11号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011400,11207,"秩父市",114,"飯塚招木古墳群12号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011500,11207,"秩父市",115,"飯塚招木古墳群13号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011600,11207,"秩父市",116,"飯塚招木古墳群14号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011700,11207,"秩父市",117,"飯塚招木古墳群15号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011800,11207,"秩父市",118,"飯塚招木古墳群16号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207011900,11207,"秩父市",119,"飯塚招木古墳群17号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207012000,11207,"秩父市",120,"飯塚招木古墳群18号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207012100,11207,"秩父市",121,"飯塚招木古墳群19号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
11207012200,11207,"秩父市",122,"飯塚招木古墳群20号墳","古墳",36.04541995,139.0970081,NA,NA,NA,1,NA,NA,0,NA,NA,NA
