JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Unnamed: 12,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13209000100,13209,1,,町田市No.1遺跡,町田市 相原町,[縄文時代（中期）],包蔵地,,縄文土器,139.2834013,35.61364041,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13209000200,13209,2,,町田市No.2遺跡,町田市 相原町,[奈良時代][平安時代][中世][近世],包蔵地,,土師器　瓦　陶器,139.2860106,35.614394,,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
13209000300,13209,3,,町田市No.3遺跡,町田市 相原町,[弥生時代][奈良時代][平安時代],包蔵地,,弥生土器　土師器　須恵器,139.2896841,35.61453355,,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13209000400,13209,4,,町田市No.4遺跡,町田市 相原町,[時代不明],包蔵地,,土器,139.2901991,35.61637563,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13209000500,13209,5,,町田市No.5遺跡,町田市 相原町,[縄文時代（前期）],包蔵地,,縄文土器,139.2914892,35.61255148,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13209000600,13209,6,,町田市No.6遺跡,町田市 相原町,[奈良時代][平安時代],包蔵地,,土師器,139.2927282,35.61485474,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13209000700,13209,7,,町田市No.7遺跡,町田市 相原町,[縄文時代（早期）],包蔵地,,縄文土器,139.2971228,35.61242649,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13209001000,13209,10,,町田市No.10遺跡,町田市 相原町,[奈良時代][平安時代],包蔵地,,土師器,139.3001066,35.61129546,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13209001100,13209,11,,町田市No.11遺跡,町田市 相原町,[縄文時代（早期・中期〜後期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,139.3014486,35.61069598,,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13209001200,13209,12,,町田市No.12遺跡,町田市 相原町,[時代不明],鍛冶工房,,,139.3009336,35.60877003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
