JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13203000100,13203,1,こんこんづか,こんこん塚,武蔵野市 吉祥寺本町三丁目,[奈良時代][平安時代],塚,,,139.5682,35.70377,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13203000200,13203,2,,武蔵野市No.2遺跡,武蔵野市 吉祥寺東町一丁目,[奈良時代][平安時代],古墳,円墳,蕨手刀,139.580181,35.70785796,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13203000300,13203,3,ごてんやまいせき,御殿山遺跡,武蔵野市 御殿山一丁目,[旧石器時代][縄文時代（早期〜後期）],包蔵地,[縄文時代]住居跡 土坑 屋外炉 敷石住居,ナイフ形石器 剥片 縄文土器 打斧 磨斧 石槍 石鏃 石皿 磨石 凹石 敲石 砥石 土錘 台状土製品 叩石 尖頭器 石錐,139.5718583,35.7008842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13203000400,13203,4,きちじょうじみなみちょういっちょうめいせき,吉祥寺南町一丁目遺跡,武蔵野市 吉祥寺南町一丁目,[旧石器時代] [縄文時代（早期〜中期）],包蔵地,［旧石器時代］ブロック 礫群［縄文土器］土坑 陥し穴 ピット 埋甕,尖頭器 縄文土器 石鏃 打斧 灯明皿 スクレイパー ナイフ形石器 磨斧 敲石,139.5801838,35.70059146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13203000500,13203,5,きちじょうじみなみちょうさんちょうめいせき,吉祥寺南町三丁目遺跡,武蔵野市 吉祥寺南町三丁目,[旧石器時代] [縄文時代（早期〜後期）] [平安時代],包蔵地,ブロック 礫群 土坑 集石 ピット,石器 縄文土器 細石刃 スクレイパー 打製石斧 敲石 剥片,139.5855193,35.69715673,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
