JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Unnamed: 12,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13204000100,13204,1,あいしーゆーこうないいせきぐん,ICU構内遺跡群,三鷹市 大沢三丁目,[旧石器時代][縄文時代（早期〜後期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石,石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器,139.5281783,35.6866886,,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13204000200,13204,2,のがわこうえんいせき,野川公園遺跡,三鷹市 大沢三丁目,[旧石器時代][縄文時代（中期）][近世],包蔵地,,縄文土器　陶磁器,139.5294654,35.68325278,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13204000300,13204,3,さかうえいせき,坂上遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期〜後期）],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　敷石住居　集石　集石土坑　溝状遺構,石器　縄文土器　石器　土偶,139.5313359,35.68085111,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13204000400,13204,4,さかうえおうけつぼぐん,坂上横穴墓群,三鷹市 大沢二丁目,[古墳時代][奈良時代],横穴墓,,人骨　獣骨,139.5307326,35.68080221,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13204000500,13204,5,さかしたいせき,坂下遺跡,三鷹市 大沢六丁目,[縄文時代（中期）][近世],包蔵地,,縄文土器　石器　陶磁器,139.5272323,35.68011585,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13204000600,13204,6,でやまいせき,出山遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期〜後期）][古墳時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構,石器　縄文土器　石器　土師器　須恵器　カワラケ　陶磁器,139.5331371,35.67883908,,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13204000700,13204,7,でやまおうけつぼぐん,出山横穴墓群,三鷹市 大沢二丁目,[古墳時代][奈良時代],横穴墓,,須恵器　人骨,139.5318166,35.67846921,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13204000800,13204,8,あいそううらいせき,相曽浦遺跡,三鷹市 大沢二丁目,[縄文時代（前期〜中期）][近世],包蔵地,集石　配石　溝状遺構,縄文土器　石器　陶磁器,139.5311942,35.67851858,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13204000900,13204,9,とびばしいせき,飛橋遺跡,三鷹市 大沢六丁目,[縄文時代（中期）],包蔵地,,縄文土器　石器,139.52998,35.67678015,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13204001000,13204,10,のみずばしいせき,野水橋遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期・中期）][中世],包蔵地,,石器　縄文土器　石器　板碑,139.5326815,35.67554427,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13204001100,13204,11,のみずばしおうけつぼぐん,野水橋横穴墓群,三鷹市 大沢二丁目,[古墳時代][奈良時代],横穴墓,,土師器　須恵器　人骨,139.5329231,35.67555183,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13204001200,13204,12,てんもんだいこうないいせき,天文台構内遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期〜中期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット,石器　縄文土器　石器　土師器　陶磁器,139.5359284,35.67582296,,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13204001300,13204,13,てんもんだいこうないこふん,天文台構内古墳,三鷹市 大沢二丁目,[古墳時代][奈良時代],古墳,,,139.5389942,35.67418323,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13204001400,13204,14,ふるはちまんいせき,古八幡遺跡,三鷹市 大沢二丁目　 大沢五丁目,[旧石器時代][縄文時代（早期〜晩期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石,石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材,139.5358014,35.67239775,,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
13204001500,13204,15,しもはらいせき,下原遺跡,三鷹市 大沢四丁目　 大沢五丁目,[旧石器時代][縄文時代（早期〜中期）][奈良時代][平安時代],包蔵地,[時代不明]皿鉢状遺構　溝状遺構　[旧石器時代]石器集中部　礫群　炭化物集中　[縄文時代]住居跡　土坑　陥し穴　ピット　[中世][近世]溝,石器　縄文土器　須恵器　陶磁器　鉄製品,139.5373271,35.66874042,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13204001600,13204,16,しみずばしいせき,清水橋遺跡,三鷹市 大沢四丁目,[縄文時代（中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　石器　須恵器　カワラケ　陶磁器(灰釉・青磁）,139.5407272,35.66787721,,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
