JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13206001500,13206,15,,府中市No.15遺跡,府中市 若松町四丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代],包蔵地,,掻器 石核 剥片 縄文土器 石鏃 土師器,139.5013089,35.67732925,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13206001600,13206,16,せんげんやままえやまいせき,浅間山前山遺跡,府中市 若松町四丁目 若松町五丁目,[縄文時代（早期）],包蔵地,,縄文土器,139.5033719,35.67789033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206001700,13206,17,,府中市No.17遺跡,府中市 白糸台一丁目,[時代不明],塚,円墳,,139.5068651,35.66721598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13206001800,13206,18,むさしのこうえんいせき,武蔵野公園遺跡,府中市 多磨町三丁目,[旧石器時代][縄文時代（早期〜後期）][弥生時代],集落,[旧石器時代]礫群 [縄文時代]住居 土坑 配石,細石刃核 石核 縄文土器 打斧 土錘 磨斧 石鏃 石匙 石錘 磨石 敲石 弥生土器,139.5178956,35.69068281,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206001900,13206,19,,府中市No.19遺跡,府中市 多磨町三丁目,[縄文時代],包蔵地,[縄文時代]集石,,139.5187054,35.69009067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206002000,13206,20,,府中市No.20遺跡,府中市 多磨町三丁目,[縄文時代（中期）],包蔵地,,縄文土器 打斧 石匙,139.5194607,35.68905895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206002100,13206,21,とびたきゅうきたいせき,飛田給北遺跡,府中市 朝日町三丁目,[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],包蔵地・集落,[旧石器時代]礫群 [縄文時代]土坑 [古墳時代]住居 竪穴遺構 溝 [奈良時代][平安時代]土坑 [近世]ピット列 土坑,ナイフ形石器 掻器 敲石 磨石 石核 焼礫 縄文土器 打斧 礫器 石槍 石皿 磨石 土師器 須恵器 砥石 青銅鉈尾 陶磁器,139.5230149,35.66873577,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13206002200,13206,22,ほんじゅくちょういせき,本宿町遺跡,府中市 本宿町一丁目 西府町一丁目,[縄文時代（草創期〜早期・中期）]［奈良時代］［平安時代］［中世］,集落,[縄文時代]住居 ピット ユニット 土坑,縄文土器 打斧 石鏃 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 土偶 ミニチュア土器,139.4579558,35.67004635,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
13206002301,13206,23,しらいとだいこふんぐんいちごうふん,白糸台古墳群1号墳,府中市 白糸台五丁目,[古墳],古墳,[古墳]周溝,[古墳]土師器、須恵器、鉄鏃,139.513975,35.663477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206002302,13206,23,しらいとだいこふんぐんにごうふん,白糸台古墳群2号墳,府中市 白糸台五丁目,[古墳],古墳,[古墳]周溝,[古墳]土師器,139.51419,35.663808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13206002303,13206,23,しらいとだいこふんぐんさんごうふん,白糸台古墳群3号墳,府中市 白糸台五丁目,[古墳],古墳,[古墳]周溝,[古墳]土師器,139.512066,35.663546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
