JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Unnamed: 12,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13103000100,13103,1,あおやまぼちないかいづか,青山墓地内貝塚,港区 南青山二丁目,[縄文時代（早期・中期〜後期）],包蔵地・貝塚,,縄文土器　打斧　磨石,139.7195241,35.66801712,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103000200,13103,2,,港区No.2遺跡,港区 南青山二丁目,[縄文時代][弥生時代],包蔵地・貝塚,,縄文土器　石鏃　弥生土器,139.7220303,35.66494895,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103000300,13103,3,,港区No.3遺跡,港区 南青山四丁目,[縄文時代],貝塚,,,139.7170178,35.66430742,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103000400,13103,4,えどじょうそとぼりあといせき,江戸城外堀跡遺跡,港区 元赤坂一丁目　 元赤坂二丁目,[近世],堀跡,※一部、国指定史跡江戸城外堀跡となっています。 [近世]石垣,,139.7327679,35.68029287,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13103000500,13103,5,あかさかごようちないいせき,赤坂御用地内遺跡,港区 元赤坂二丁目,[縄文時代][弥生時代][古墳時代],包蔵地,,縄文土器　弥生土器　土錘　土師器　黒曜石剥片,139.7275235,35.67749979,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103000600,13103,6,しょうせんじあといせき,松泉寺跡遺跡,港区 赤坂五丁目,[近世],社寺,,甕棺　人骨,139.7339686,35.67303835,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13103000700,13103,7,いまいしろやま,今井城山遺跡,港区 赤坂五丁目,[中世],城館,,,139.7357195,35.67250843,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13103000800,13103,8,,港区No.8遺跡,港区 赤坂六丁目,[古墳時代],古墳,,須恵器　刀　管玉,139.7354352,35.66837971,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103000900,13103,9,ながとはぎはんもうりけやしきあといせき,長門萩藩毛利家屋敷跡遺跡,港区 赤坂九丁目,[旧石器時代][縄文時代][古墳時代][近世],集落・屋敷（大名）,[縄文時代]土坑　[古墳時代]住居　[近世]井戸　土坑　溝,縄文土器　土師器　陶磁器　石器　瓦,139.7304227,35.66606467,,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13103000902,13103,,ながとはぎはんもうりけやしきあとだいにいせき,長門萩藩毛利家屋敷跡第２遺跡,港区 赤坂九丁目,[縄文時代][近世],包蔵地　屋敷,土留め柵,縄文土器　石匙　陶磁器　土器,139.7324483,35.66653884,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
