JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13227000100,13227,1,しょうじんばけいせき,精進バケ遺跡,羽村市 羽西一丁目 羽西二丁目,[縄文時代（中期）],集落,,縄文土器 打斧 磨斧 石棒,139.299062,35.76848948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227000200,13227,2,はやしのうえいせき,林の上遺跡,羽村市 羽加美四丁目 羽中二丁目,[縄文時代（中期）],包蔵地,,縄文土器 打斧 石鏃 石皿,139.3045895,35.76436658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227000300,13227,3,ねがらみまえいせき,根搦前遺跡,羽村市 羽加美二丁目 羽加美四丁目,[古墳時代],包蔵地,,土師器 石皿 砥石? 土製支脚,139.3008473,35.76046634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227000500,13227,5,やまねさかうえいせき,山根坂上遺跡,羽村市 羽東二丁目,[縄文時代（中期〜期）],集落,[縄文時代]住居 集石土坑,縄文土器 打斧 磨斧 石鏃 石匙 土製円板 石製垂飾,139.3131593,35.7576718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227000600,13227,6,はけたうえいせき,羽ケ田上遺跡,羽村市 羽東一丁目 羽東三丁目,[縄文時代（中期〜後期）],集落,[縄文時代]住居 集石土坑 埋甕 配石,縄文土器 打斧 磨斧 礫器 石鏃 掻器 削器 石錐 石皿 磨石 凹石 敲石 砥石 石棒,139.3152879,35.7541613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227000700,13227,7,かじいせき,鍛冶遺跡,羽村市 五ノ神一丁目,[中世][近世],鍛冶工房跡,[近世]炉,鞴 鉄製品 鋳型 鉄滓 泥人形 銭貨,139.3179658,35.75912053,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13227000800,13227,8,,羽村市No.8遺跡,羽村市 川崎二丁目,[縄文時代（前期）],包蔵地,,縄文土器,139.3188109,35.75217143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227000900,13227,9,,羽村市No.9遺跡,羽村市 川崎二丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器 打斧 土師器,139.3204245,35.75052753,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13227001000,13227,10,てんのうだいいせき,天王台遺跡,羽村市 羽東,[縄文時代（中期）],集落,[縄文時代]住居 集石土坑 土坑,縄文土器 石器,139.3100007,35.76104285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13227001100,13227,11,はけしたいせき,羽ヶ下遺跡,羽村市 羽中一丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.3091424,35.76388445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
