JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13205000100,13205,1,,青梅市No.1遺跡,青梅市 成木七丁目,[縄文時代],包蔵地,,縄文土器　剥片,139.1708514,35.8456117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205000200,13205,2,たかっと（えぬ-1）いせき,高土戸(N-1)遺跡,青梅市 成木七丁目,[縄文時代（早期〜前期）],包蔵地,,縄文土器　掻器,139.2172343,35.83720669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205000300,13205,3,,青梅市No.3遺跡,青梅市 成木六丁目,[縄文時代（晩期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器,139.2304866,35.83044308,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13205000400,13205,4,きゅうどういせき,久道遺跡,青梅市 成木四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.247278,35.82588881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205000500,13205,5,さとうづか,佐藤塚,青梅市 成木八丁目,[近世],石灰窯跡・墓地,,五輪塔,139.216479,35.82707497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13205000600,13205,6,くりだいらいせき,栗平遺跡,青梅市 成木八丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.2320315,35.81103972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205000700,13205,7,えびさわ（えぬ-3）いせき,蜆沢(N-3)遺跡,青梅市 成木八丁目,[縄文時代（前期）],包蔵地,,縄文土器,139.2438761,35.82108997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205000800,13205,8,きゅうどう（えぬ-2）いせき,久道(N-2)遺跡,青梅市 成木四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.2486513,35.82460832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205000900,13205,9,こなかおいせき,小中尾遺跡,青梅市 成木二丁目,[旧石器時代][縄文時代（早期〜後期）][奈良時代][平安時代],集落,[縄文時代]堅穴状遺構,尖頭器　掻器　縄文土器　打斧　石鏃　けつ状耳飾　須恵器,139.2674997,35.83373834,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13205001000,13205,10,なかざと（あんらくじまえ）（えぬ-5）いせき,中里（安楽寺前）(N-5)遺跡,青梅市 成木一丁目,[縄文時代（前期）][平安時代][中世][近世],包蔵地,[中世]溝,縄文土器　土師器　須恵器　陶磁器（白磁・青磁）　木製品（杭）,139.2756708,35.8382473,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
13205001100,13205,11,なかざと（えぬ-5）いせき,中里(N-5)遺跡,青梅市 成木一丁目,[縄文時代（早期）],包蔵地,,縄文土器,139.2766321,35.83933275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001200,13205,12,かみとちやいせき,上栃谷遺跡,青梅市 黒沢三丁目,[縄文時代],包蔵地,,,139.2547281,35.80214066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001300,13205,13,えぬ-15いせき,N-15遺跡,青梅市 黒沢一丁目,[縄文時代（中期）],包蔵地,,縄文土器　剥片,139.2679117,35.81656301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001400,13205,14,ちょうじゃくぼ（えぬ-16）いせき,長者窪(N-16)遺跡,青梅市 小曽木二丁目,[縄文時代（中期〜後期）],包蔵地,,縄文土器　石斧　玉斧,139.2740267,35.80870727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001500,13205,15,ほとざわ（えぬ-14)いせき,ホト沢(N-14)遺跡,青梅市 小曽木三丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.2740572,35.8189572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001600,13205,16,えぬ-13いせき,N-13遺跡,青梅市 小曽木四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.2799623,35.82043266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001700,13205,17,こむし（えぬ-12）いせき,古武士(N-12)遺跡,青梅市 小曽木四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.2825029,35.81965318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001800,13205,18,いわくら（N-11)いせき,岩蔵(N-11)遺跡,青梅市 小曽木五丁目,[縄文時代（前期〜後期）],集落,※遺跡範囲のすべてが市指定史跡岩蔵住居跡となっています。 　 [縄文時代]住居,縄文土器,139.2878931,35.823467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205001900,13205,19,こぶいち（えぬ-10）いせき,小布市(N-10)遺跡,青梅市 小曽木一丁目,[縄文時代（前期〜中期）],包蔵地,,縄文土器,139.2927339,35.82380105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002000,13205,20,えぬ-9いせき,N-9遺跡,青梅市 小曽木四丁目,[縄文時代（前期）],包蔵地,,縄文土器　剥片,139.2880991,35.82577747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002100,13205,21,おおしょ（えぬ-8）いせき,大所(N-8)遺跡,青梅市 富岡三丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.2884081,35.82658473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002200,13205,22,えぬ-18遺跡,N-18遺跡,青梅市 富岡二丁目,[縄文時代（中期〜後期）],包蔵地,,縄文土器,139.2931116,35.83101058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002300,13205,23,えぬ-7いせき,N-7遺跡,青梅市 富岡一丁目,[縄文時代（中期〜後期）],包蔵地,,縄文土器　打斧　掻器,139.2927683,35.83315383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002400,13205,24,えぬ-6遺跡,N-6遺跡,青梅市 富岡二丁目,[縄文時代（中期）],包蔵地,,縄文土器　石斧,139.2888201,35.83607635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002500,13205,25,かんのくら（てぃー-1）いせき,神の倉(T-1)遺跡,青梅市 御岳二丁目,[縄文時代（中期）],包蔵地,,縄文土器　石鏃　剥片,139.174501,35.80592544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002600,13205,26,よこおはら（てぃー-2）いせき,横尾原(T-2)遺跡,青梅市 御岳,[縄文時代（前期〜中期）],包蔵地,,縄文土器　石斧　剥片,139.1774192,35.80055145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205002700,13205,27,てぃー-3いせき,T-3遺跡,青梅市 沢井三丁目,[縄文時代（前期）][平安時代],包蔵地,,縄文土器　土師器,139.1838394,35.80520151,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13205002800,13205,28,よこおす（てぃー-4）いせき,横尾子(T-4)遺跡,青梅市 沢井三丁目,[縄文時代（早期〜後期）][平安時代],包蔵地,,縄文土器　石鏃　土師器,139.184938,35.80715055,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13205002900,13205,29,てぃー-5いせき,T-5遺跡,青梅市 沢井三丁目,[縄文時代（中期）],包蔵地,,縄文土器　剥片,139.1867919,35.80670506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205003000,13205,30,おおだいらいせき,大平遺跡,青梅市 沢井二丁目,[縄文時代（前期〜中期）],集落,[縄文時代]住居　土坑　石器製作址,縄文土器　石斧　石皿　石棒,139.1933151,35.8058976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205003100,13205,31,てぃー-7いせき,T-7遺跡,青梅市 沢井一丁目,[縄文時代（早期〜前期・後期）],包蔵地,,縄文土器　石斧　石鏃　剥片　石器,139.2068763,35.80684428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205003200,13205,32,よろいづか,鎧塚,青梅市 沢井一丁目,[中世],塚,※遺跡範囲のすべてが青梅市指定史跡鎧塚となっています。,,139.2082496,35.80701134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13205003300,13205,33,さくらばしはら（てぃー-9）いせき,桜橋原(T-9)遺跡,青梅市 二俣尾五丁目,[縄文時代（早期〜中期）][奈良時代][平安時代],集落,[縄文時代]住居　土坑　ピット群,縄文土器　石斧　礫器　石鏃　石皿　土師器　須恵器,139.2106872,35.80762389,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13205003400,13205,34,みねのいで（てぃー-8）遺跡,峰之出(T-8)遺跡,青梅市 二俣尾五丁目,[縄文時代（前期〜中期）][奈良時代][平安時代],包蔵地,,縄文土器　石斧　石鏃　土師器　須恵器,139.2107559,35.81118771,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
