JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Unnamed: 12,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13219000100,13219,1,こあだちまえはらきたいせき,小足立前原北遺跡,狛江市 西野川四丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器 須恵器,139.571069,35.64850383,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13219000200,13219,2,こあだちまえはらみなみいせき,小足立前原南遺跡,狛江市 西野川三丁目 西野川四丁目 和泉本町四丁目,[弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]住居,弥生土器 土師器 須恵器 陶器,139.5717728,35.64557441,,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13219000300,13219,3,こあだちまえはらひがしいせき,小足立前原東遺跡,狛江市 西野川二丁目 西野川四丁目,[弥生時代][古墳時代][奈良時代],包蔵地,[奈良時代]住居 土坑,弥生土器 土師器 須恵器,139.5735409,35.64782031,,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13219000400,13219,4,みのわいせき,箕和遺跡,狛江市 西野川二丁目 西野川四丁目,[弥生時代][古墳時代]［奈良時代］[近世],集落,[縄文時代]土坑 [古墳時代]住居 [奈良時代]住居,弥生土器 土師器 石製模造品 陶器,139.5743992,35.64949422,,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13219000500,13219,5,みのわだ・きたくぼいせき,箕和田・北久保遺跡,狛江市 西野川二丁目 和泉本町三丁目,[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[近世]溝状遺構 墓地,縄文土器 弥生土器 土師器 須恵器 陶磁器 鉄製品 銅製品 煙管 銭貨,139.5741074,35.64335636,,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13219000600,13219,6,がくとうほんむらいせき,覚東本村遺跡,狛江市 西野川一丁目,[古墳時代][奈良時代][平安時代][近世],包蔵地,,土師器 陶器,139.5765449,35.64579761,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13219000700,13219,7,こあだちなかむらきたいせき,小足立中村北遺跡,狛江市 東野川二丁目 東野川三丁目 西野川一丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],集落,[奈良時代][平安時代]住居 [近世]建物 竪穴状遺構 土坑 井戸 溝 集石,縄文土器 石斧 石鏃 砥石 土師器 須恵器 陶磁器 硯 釘 木製品 銭貨,139.579485,35.64655751,,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13219000800,13219,8,こあだちなかむらみなみいせき,小足立中村南遺跡,狛江市 東野川二丁目 西野川一丁目,[弥生時代][古墳時代][奈良時代][平安時代],集落,[平安時代]住居 掘立柱建物,弥生土器 土師器 須恵器,139.5789486,35.64439529,,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13219000900,13219,9,みつおさにしいせき,三長西遺跡,狛江市 東野川一丁目 東野川三丁目 東野川四丁目,[縄文時代][奈良時代],集落・墳墓,[縄文時代]土坑 [古墳時代]方形周溝 墓 [古墳時代][奈良時代]住居,土師器 須恵器,139.5822613,35.64547676,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13219001000,13219,10,みつおさひがしいせき,三長東遺跡,狛江市 東野川三丁目 東野川四丁目,[古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]住居 [時代不明]溝,土師器 須恵器 磁器 擂鉢 ホウロク カワラケ,139.5850765,35.64468162,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
13219001100,13219,11,がくとうみしまにしいせき,覚東三島西遺跡,狛江市 東野川一丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器,139.580991,35.64324475,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
13219001200,13219,12,がくとうみしまなかいせき,覚東三島中遺跡,狛江市 東野川一丁目,[奈良時代][平安時代][近世],包蔵地,,土師器 須恵器 陶磁器 ホウロク カワラケ,139.5831024,35.64261699,,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
