JASID,LGC,Site_no,SiteName_furigana,SiteName_original,Address,Chronology,SiteType,ArchaeologicalFeatures,MajorArtefacts,Lon,Lat,Unnamed: 12,Pa,Jo,Ya,Ko,As,An,Na,He,Me,Ka,Nb,Mu,Se,EM,AM,Ed,Md,Pr,Un
13308000100,13308,1,とずらいせき,留浦遺跡,奥多摩町 原,[縄文時代（中期）],包蔵地,,縄文土器　石鏃　石匙,138.9890009,35.77751389,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000200,13308,2,ささひらいせき,笹平遺跡,奥多摩町 原,[縄文時代（中期〜後期）],包蔵地,,縄文土器　石鏃,138.9981538,35.77369976,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000300,13308,3,あなはたいせき,穴畑遺跡,奥多摩町 原,[縄文時代（中期〜後期）],包蔵地,,縄文土器　土師器,139.0014734,35.7731148,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000400,13308,4,ほんだいせき,本田遺跡,奥多摩町 原,[縄文時代（早期〜前期）],包蔵地,,縄文土器　尖頭状石器　石鏃,139.0117044,35.77634593,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000500,13308,5,みなみいせき,南遺跡,奥多摩町 原,[縄文時代（中期〜後期）],包蔵地,,縄文土器　有茎石鏃,139.0211909,35.77246903,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000600,13308,6,こうちむかいいせき,河内向遺跡,奥多摩町 原,[縄文時代（中期）],包蔵地,,縄文土器,139.0250805,35.77440271,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000700,13308,7,かみごうちだいらいせき,上河内平遺跡,奥多摩町 原,[縄文時代（中期〜後期）],集落,[縄文時代]敷石住居,縄文土器　打斧　磨斧　石鏃　石錘　石皿　石棒,139.0220659,35.77668017,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000800,13308,8,しもこうちだいらいせき,下河内平遺跡,奥多摩町 原,[縄文時代（前期）],包蔵地,,縄文土器　石鏃　石匙　石錐　敲石,139.0239885,35.77709798,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308000900,13308,9,しもこうちむかいいせき,下河内向遺跡,奥多摩町 原,[縄文時代（前期）],包蔵地,,縄文土器,139.0244349,35.77963263,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001000,13308,10,ゆばたいがんおおぬたいせき,湯場対岸大沼田遺跡,奥多摩町 原,[縄文時代（前期〜中期）],包蔵地,,縄文土器　石鏃,139.0349405,35.78010612,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001100,13308,11,いでのいせき,出野遺跡,奥多摩町 原,[縄文時代（中期）],包蔵地,,縄文土器,139.0387171,35.7789363,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001201,13308,12,ありづか,あり塚（第1・2号）,奥多摩町 原,[中世],塚,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13308001400,13308,14,どうじょうがやといせき,堂場谷戸遺跡,奥多摩町 原,[縄文時代（中期〜後期）],集落,[縄文時代]住居,縄文土器　打斧　磨斧　石鏃　石錘,139.0386141,35.78294704,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001500,13308,15,とちよりいせき,栃寄遺跡,奥多摩町 原,[縄文時代（前期・後期）],包蔵地,,縄文土器,139.0490168,35.78350407,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001600,13308,16,ふくつぎいせき,福次遺跡,奥多摩町 留浦,[縄文時代（中期）],包蔵地,,縄文土器,138.9983864,35.7936499,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001700,13308,17,とちよりまえなっちいせき,栃寄前夏地遺跡,奥多摩町 境,[縄文時代（前期）],包蔵地,,縄文土器,139.0788515,35.78676262,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308001800,13308,18,うりだいらいせき,うり平遺跡,奥多摩町 氷川,[縄文時代],包蔵地,,石鏃　剥片　土師器,139.0792978,35.80639467,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
