fid,JASID,SiteName,Lon,Lat,P,J,Y,K,N,H,M,Alt,属性1
"2389","11239005900",町東遺跡,139.427024,35.96080015,"0","0","0","0","1","1","0",24.1000003814697,ローム台地
"2390","11239006000",精進場遺跡,139.4316589,35.96188392,"0","0","0","0","1","1","0",22.1000003814697,ローム台地
"2391","11239006100",宮町遺跡,139.4332725,35.96574647,"0","0","0","0","1","1","0",21.7999992370605,ローム台地
"2392","11239006200",駒方遺跡,139.4376709,35.96805134,"0","1","0","0","1","1","0",21.3999996185303,ローム台地
"2393","11239006300",三入遺跡,139.4369843,35.9664397,"0","0","0","0","1","1","0",21.2000007629395,ローム台地
"2394","11239006400",番匠・下道遺跡,139.4377797,35.96427227,"0","1","0","0","1","1","1",20.5,ローム台地
"2395","11239006500",横沼新田遺跡,139.4403385,35.96539354,"0","0","0","0","1","1","0",19.7000007629395,ローム台地
"2396","11239006600",勝呂遺跡,139.4192223,35.97580433,"0","1","1","1","1","1","0",21,低地
"2397","11239006700",勝呂廃寺,139.4193952,35.97559985,"0","0","0","0","1","0","0",21,低地
"2398","11239006800",新町遺跡,139.4128764,35.97373831,"0","0","1","0","0","1","0",23.7999992370605,低地
"2399","11239006900",柊遺跡,139.4149707,35.97107093,"0","0","1","1","1","1","0",22.7000007629395,ローム台地
"2400","11239007000",前原遺跡,139.4170306,35.96765323,"0","0","1","1","0","0","0",24.8999996185303,ローム台地
"2401","11239007100",勇福寺遺跡,139.4083102,35.97279362,"0","0","1","1","0","0","0",25.1000003814697,低地
"2402","11239007200",宮ノ前遺跡,139.4030917,35.97584991,"0","0","0","1","1","1","0",22,低地
"2403","11239007300",相撲場遺跡,139.4066623,35.97004286,"0","0","1","1","1","1","0",26,低地
"2404","11239007400",金内山遺跡,139.4041639,35.96920194,"1","0","0","1","1","1","0",25.8999996185303,低地
"2405","11239007500",大智寺遺跡,139.4097601,35.96695122,"0","0","0","0","1","1","1",27.2000007629395,ローム台地
"2406","11239007600",経塚遺跡,139.4114424,35.96970209,"0","0","0","0","0","0","0",25.5,ローム台地
"2407","11239007700",鎌倉町遺跡,139.4031,35.96703513,"0","0","0","0","0","0","0",26.2000007629395,ローム台地
"2408","11239007800",清水町遺跡,139.401967,35.96475656,"0","1","1","1","0","0","0",27.2000007629395,ローム台地
"2409","11239007900",下山田遺跡,139.4010057,35.96161648,"0","1","0","0","1","1","0",29.7999992370605,ローム台地
"2410","11239008000",山田遺跡,139.4016915,35.95858957,"0","0","0","0","1","1","0",30.2000007629395,ローム台地
"2411","11239008100",八幡遺跡,139.3978037,35.95840912,"0","1","0","0","0","0","0",30,ローム台地
"2412","11239008200",鶴ヶ丘遺跡,139.3992214,35.95025971,"0","1","1","0","1","1","0",32.7999992370605,ローム台地
"2413","11239008300",若葉台遺跡,139.4098881,35.95287675,"0","0","0","0","1","1","0",31.5,ローム台地
"2414","11239008400",芦山・宝戸ヶ谷遺跡,139.3995638,35.9718977,"0","0","0","1","1","1","0",23.6000003814697,低地
"2415","11239008500",坂戸小学校遺跡,139.3984308,35.96753529,"0","0","1","0","0","0","0",25.2999992370605,低地
"2416","11239008600",元役場遺跡,139.3987398,35.96553462,"0","0","1","1","1","1","0",25.8999996185303,ローム台地
"2417","11239008700",坂戸神社,139.3901241,35.95929436,"0","0","0","0","1","1","0",29.7999992370605,ローム台地
"2418","11239008800",緑町遺跡,139.3922177,35.9550312,"0","0","0","0","1","1","0",30.7999992370605,ローム台地
"2419","11239008900",粟生田・堰下遺跡,139.3865536,35.96549122,"0","0","0","0","0","0","0",25.2000007629395,低地
"2420","11239009000",花影遺跡,139.3858326,35.95640417,"0","1","1","0","1","1","0",30.7999992370605,ローム台地
"2421","11239009100",宮裏遺跡,139.3804081,35.9509292,"0","0","0","1","0","0","0",35.5,ローム台地
"2422","11239009200",上浅羽遺跡,139.3757732,35.94898369,"0","0","0","1","1","1","0",35.5,ローム台地
"2423","11239009300",浅羽城,139.3723468,35.94776192,"0","0","0","0","0","0","1",34.7000007629395,低地
"2424","11239009400",宿表遺跡,139.3781957,35.94684073,"0","0","0","1","0","0","0",37.7000007629395,ローム台地
"2425","11239009500",浅羽上宿,139.37823,35.94395009,"0","0","0","1","0","0","0",40.0999984741211,ローム台地
"2426","11239009600",浅羽橋場,139.3803586,35.9474522,"0","0","0","0","0","0","0",37.2000007629395,ローム台地
"2427","11239009700",二階遺跡,139.3667287,35.94019766,"0","1","0","0","0","0","0",40.2000007629395,ローム台地
"2428","11239009800",大家小学校遺跡,139.3631486,35.93746315,"0","1","0","0","1","1","0",41.7000007629395,ローム台地
"2429","11239009900",宿頭遺跡,139.356772,35.9323213,"0","1","0","0","0","0","0",46.9000015258789,ローム台地
"2430","11239010000",諏訪ノ台遺跡,139.3513079,35.92870457,"0","1","0","0","0","0","0",51.7999992370605,低地
"2431","11239010100",天沼遺跡,139.3469208,35.92651442,"0","1","0","0","0","0","0",53.7999992370605,低地
"2432","11239010200",多和目渡戸遺跡,139.3422564,35.92748527,"0","1","0","0","0","0","0",52.0999984741211,丘陵地
"2433","11239010300",坂上・天神前遺跡,139.3430404,35.92352896,"0","1","0","0","1","1","0",57.0999984741211,低地
"2434","11239010400",岩口遺跡,139.3354989,35.92101369,"0","1","0","0","0","0","0",55,低地
"2435","11239010500",城山遺跡、多和目城址,139.3319179,35.92475314,"0","1","0","0","0","0","1",112.300003051758,丘陵地
"2436","11239010600",西坂戸遺跡,139.3331882,35.93059136,"0","0","0","0","0","0","0",74,丘陵地
"2437","11239010700",新しき村遺跡,139.3261004,35.93043025,"0","1","1","0","0","0","0",72,丘陵地
"2438","11239010800",北曽根遺跡,139.3304133,35.93506151,"0","1","0","0","0","0","0",73.1999969482422,ローム台地
"2439","11239010900",東和田遺跡,139.3877067,35.98091503,"0","0","1","0","0","0","0",21,低地
"2440","11239011000",金田遺跡,139.3740272,35.97409267,"0","0","0","0","1","1","0",24.7999992370605,低地
"2441","11239011100",中耕遺跡,139.3683988,35.97177355,"0","0","0","1","0","0","0",29,低地
"2442","11239011200",広面B遺跡,139.3660298,35.97096777,"0","0","0","1","0","0","0",31.3999996185303,低地
"2443","11239011300",桑原B遺跡,139.3637639,35.97080106,"0","0","0","1","0","0","0",30.6000003814697,低地
"2444","11239011400",棚田遺跡,139.3614845,35.96973686,"0","0","0","1","0","0","0",31.1000003814697,低地
"2445","11239011500",桑原A遺跡,139.3636703,35.96940342,"0","0","0","1","1","1","0",31.7999992370605,低地
"2446","11239011600",田島遺跡,139.3627244,35.96804189,"0","0","0","1","1","1","0",33.2000007629395,低地
"2447","11239011700",足洗遺跡,139.3727242,35.96907284,"0","1","0","0","1","1","0",28.8999996185303,低地
"2448","11239011800",金井遺跡,139.3712556,35.96803384,"0","0","0","0","1","1","1",31.2999992370605,ローム台地
"2449","11239011900",北浅羽遺跡,139.3593198,35.97324248,"0","1","0","1","1","1","0",30.3999996185303,低地
"2450","11239012000",長岡遺跡,139.3528768,35.96775018,"0","0","0","1","1","1","0",37.7000007629395,低地
"2451","11239012100",稲荷前遺跡,139.359427,35.96833565,"1","0","0","1","0","0","0",32.7999992370605,低地
"2452","11239012200",塚原遺跡,139.3510117,35.96480127,"0","0","0","1","0","0","0",40.2999992370605,低地
"2453","11239012300",花見塚遺跡,139.3571697,35.96603564,"0","0","0","1","1","1","0",40.2999992370605,ローム台地
"2454","11239012400",稲荷森遺跡,139.3596073,35.96564661,"0","0","0","0","1","1","0",38,ローム台地
"2455","11239012500",三福寺遺跡、三福寺館,139.3627658,35.96359032,"0","0","1","1","1","1","1",40.0999984741211,ローム台地
"2456","11239012600",堀込城址群,139.3650468,35.96550017,"0","0","0","0","0","0","1",37.5,ローム台地
"2457","11239012700",内出遺跡,139.3692146,35.96700102,"0","0","0","1","1","1","1",34.2000007629395,ローム台地
"2458","11239012800",中原遺跡,139.3658578,35.96307077,"0","0","0","1","0","0","0",40,ローム台地
"2459","11239012900",西浦遺跡,139.3707545,35.96339954,"0","1","1","1","1","1","0",34.4000015258789,ローム台地
"2460","11239013000",善能寺,139.3546923,35.96263195,"0","0","0","0","0","0","1",42.9000015258789,ローム台地
"2461","11239013100",岡山遺跡,139.3560745,35.95809516,"0","1","0","0","1","0","0",41.4000015258789,ローム台地
"2462","11239013200",大河原遺跡,139.3612662,35.96123833,"0","1","0","1","1","1","0",39.5999984741211,ローム台地
"2463","11239013300",塚崎遺跡,139.3735572,35.96448958,"0","0","0","0","1","1","0",29.7000007629395,ローム台地
"2464","11239013400",沼端遺跡,139.3734542,35.96051582,"0","0","0","1","0","0","0",30.2000007629395,ローム台地
"2465","11239013500",大塚屋敷,139.3703954,35.95628332,"0","0","0","0","0","0","1",32.2999992370605,ローム台地
"2466","11239013600",北殿遺跡,139.3660009,35.95903456,"0","0","0","0","1","1","0",36.5999984741211,ローム台地
"2467","11239013700",富士塚遺跡,139.3611684,35.95822865,"0","1","0","0","0","0","0",40,ローム台地
"2468","11239013800",若宮遺跡,139.3644193,35.95678522,"0","0","0","0","1","1","0",38.9000015258789,ローム台地
"2469","11239013900",欠ノ上遺跡,139.3628852,35.95458973,"0","0","0","1","0","0","0",40,ローム台地
"2470","11239014000",八ヶ上遺跡,139.357144,35.95059306,"0","0","0","0","0","0","0",40.2999992370605,ローム台地
"2471","11239014100",林氏館,139.4341354,35.98707984,"0","0","0","0","0","0","0",15.8999996185303,低地
"2472","11239014200",けやき台遺跡,139.3369454,35.93071615,"0","0","0","0","0","0","0",81.5,ローム台地
"2473","11239014300",仲町遺跡,139.3974828,35.96182391,"0","1","0","0","0","0","0",28.2000007629395,ローム台地
"2474","11239014400",池ノ台遺跡,139.4057912,35.95012395,"0","0","0","0","1","1","0",33.2999992370605,ローム台地
"2475","11239014500",島田遺跡,139.4120525,35.98765966,"0","0","0","1","0","0","0",20,低地
"2476","11239014600",一天狗遺跡,139.3923803,35.95343406,"0","0","0","0","1","1","0",31.6000003814697,ローム台地
"2477","11239014700",四反遺跡,139.3529919,35.94488766,"0","0","0","0","1","1","0",43.5999984741211,ローム台地
"2478","11239014800",中ヶ谷戸遺跡,139.4047743,35.97302483,"0","0","0","0","1","1","0",23.7000007629395,低地
"2479","11239014900",西ノ前遺跡,139.403504,35.97132994,"0","0","0","1","0","0","0",24.2999992370605,低地
"2480","11239015000",林際遺跡,139.4334074,35.96814866,"0","0","0","0","1","1","0",22.1000003814697,ローム台地
"2481","11239015100",御新田遺跡,139.437042,35.96094655,"0","1","0","0","0","0","0",20.6000003814697,ローム台地
"2482","11239015200",木瓜田遺跡,139.3684818,35.95898313,"0","1","0","0","0","0","0",33.7000007629395,ローム台地
"2483","11239015300",中道北遺跡,139.3717416,35.95830287,"0","0","0","1","1","1","0",32,ローム台地
"2484","11239015400",鬼橋塚,139.418857,35.96468248,"0","0","0","0","0","0","0",24.7999992370605,ローム台地
"2485","11239015500",下田遺跡,139.3787266,35.96637366,"0","0","0","1","1","1","0",28.2000007629395,低地
"2486","11239015600",広面A遺跡,139.3655054,35.96918114,"0","0","0","0","0","0","1",33.0999984741211,低地
"2487","11239015700",塚の越遺跡,139.361169,35.96611151,"0","1","1","1","1","1","1",36.5,ローム台地
"2488","11241000100",富士塚古墳,139.3884068,35.93650093,"0","0","0","1","0","0","0",40.2000007629395,ローム台地
"2489","11241000200",南前旗塚古墳,139.3915924,35.93855321,"0","0","0","1","0","0","0",40.0999984741211,ローム台地
"2490","11241000300",宮田遺跡,139.3915549,35.94805635,"0","0","0","0","1","1","0",34.9000015258789,ローム台地
"2491","11241000400",一天狗遺跡,139.3926558,35.95259539,"0","0","1","1","1","1","0",32,ローム台地
"2492","11241000500",上山田遺跡,139.3884161,35.94866768,"0","1","0","1","1","1","0",35.2000007629395,ローム台地
"2493","11241000600",若宮遺跡,139.3859206,35.94247735,"0","1","0","0","1","1","0",37.2000007629395,ローム台地
"2494","11241000700",羽折遺跡,139.386062,35.95007201,"0","1","0","0","1","1","0",35.7000007629395,ローム台地
"2495","11241000800",台遺跡,139.3801323,35.94369589,"0","0","0","1","0","0","1",39.7999992370605,ローム台地
"2496","11241000900",仲丸前遺跡,139.4148176,35.9351589,"0","1","0","0","0","0","0",34.2000007629395,ローム台地
"2497","11241001000",新右衛門遺跡,139.3761779,35.92933064,"0","1","0","0","0","0","0",44.5999984741211,ローム台地
"2498","11241001100",天神前遺跡,139.3814095,35.93180018,"0","1","1","1","0","0","0",41.0999984741211,ローム台地
"2499","11241001200",鶴ヶ島中学西遺跡,139.3866759,35.93636207,"0","1","0","0","1","0","0",40,ローム台地
"2500","11241001300",大山遺跡,139.3846961,35.92195049,"1","1","0","0","0","0","0",43.5999984741211,ローム台地
"2501","11241001400",横田遺跡,139.3931436,35.92531505,"1","1","0","0","1","0","0",40.2000007629395,ローム台地
"2502","11241001500",地慶沼遺跡,139.4006138,35.92222908,"1","1","0","0","0","0","1",39.5,ローム台地
"2503","11241001600",お寺山遺跡,139.4067592,35.92692761,"0","1","0","0","0","0","1",36.7000007629395,ローム台地
"2504","11241001700",鶴が丘遺跡,139.4185402,35.92437266,"1","1","1","1","1","0","0",35.0999984741211,ローム台地
"2505","11241001800",神明裏遺跡,139.3650177,35.93698706,"1","1","0","1","1","0","0",42.0999984741211,ローム台地
"2506","11241001900",在家遺跡,139.4188345,35.93732713,"0","1","0","0","0","0","0",31.1000003814697,ローム台地
"2507","11241002000",広田遺跡,139.425575,35.94204403,"0","1","0","0","0","0","1",28,ローム台地
"2508","11241002100",愛宕塚,139.3764438,35.93619205,"0","0","0","1","0","0","0",42.2999992370605,ローム台地
"2509","11241002200",松原前遺跡,139.4217773,35.94415586,"0","1","0","1","0","0","0",30.1000003814697,ローム台地
"2510","11241002300",上谷遺跡,139.4156553,35.9390194,"0","1","0","1","1","1","0",32.4000015258789,ローム台地
"2511","11241002400",天神塚,139.3826301,35.93890507,"0","0","0","1","0","0","0",40.5,ローム台地
"2512","11241002500",山王塚,139.3821495,35.93918303,"0","0","0","1","0","0","0",40.5999984741211,ローム台地
"2513","11241002600",共栄遺跡,139.3946272,35.93318972,"0","0","0","1","0","0","0",38.9000015258789,ローム台地
"2514","11241002700",岸田氏館,139.4194837,35.94480011,"0","0","0","0","0","0","1",30.2999992370605,ローム台地
"2515","11241002800",三ツ木館,139.3883759,35.92482022,"0","0","0","0","0","0","0",41.4000015258789,ローム台地
"2516","11241002900",虫塚,139.3783366,35.92977747,"0","0","0","1","0","0","0",43.9000015258789,ローム台地
"2517","11241003000",高倉館,139.3794867,35.93735945,"0","0","0","0","0","0","0",41.0999984741211,ローム台地
"2518","11241003100",塚のこし,139.3876013,35.92679239,"0","0","0","0","0","0","0",41.2000007629395,ローム台地
"2519","11241003200",台塚,139.3790925,35.94251196,"0","0","0","1","0","0","0",40.2999992370605,ローム台地
"2520","11241003300",（俗称）金塚かな古墳,139.3934183,35.94021739,"0","0","0","0","0","0","0",40,ローム台地
"2521","11241003400",（俗称）旗塚古墳,139.3949311,35.94053332,"0","0","0","0","0","0","0",39.4000015258789,ローム台地
"2522","11241003500",藤金富士塚,139.4001168,35.93602992,"0","0","0","0","0","0","0",37.7000007629395,ローム台地
"2523","11241003600",宮裏神社跡,139.4006634,35.93630634,"0","0","0","0","0","0","0",37.5,ローム台地
"2524","11241003700",権現塚,139.4127131,35.94232989,"0","0","0","0","0","0","0",32,ローム台地
"2525","11241003800",十三塚,139.4120459,35.93917743,"0","0","0","0","0","0","0",34.5,ローム台地
"2526","11241003900",広谷館,139.4159652,35.94119102,"0","0","0","0","0","0","1",31.6000003814697,ローム台地
"2527","11241004000",久保遺跡Ａ,139.4087398,35.93106021,"0","1","0","0","0","0","0",35.7000007629395,ローム台地
"2528","11241004100",八幡遺跡,139.3905826,35.94681104,"0","1","0","1","0","0","0",35.7000007629395,ローム台地
"2529","11241004200",大下遺跡,139.407426,35.94494729,"0","0","0","0","1","0","0",34.7000007629395,ローム台地
"2530","11241004300",三角原遺跡,139.3843669,35.92782151,"0","1","0","0","1","0","0",41.9000015258789,ローム台地
"2531","11241004400",椿山遺跡,139.419496,35.94740485,"0","1","0","0","0","0","0",27.6000003814697,ローム台地
"2532","11241004500",鶴巻遺跡,139.4218529,35.94758866,"0","1","0","0","1","1","0",26.7000007629395,ローム台地
"2533","11241004600",久保遺跡Ｂ,139.4094728,35.93272028,"0","0","0","0","0","1","0",35.0999984741211,ローム台地
"2534","11241004700",沼下遺跡,139.4002385,35.92458758,"0","1","0","0","1","1","0",39.2000007629395,ローム台地
"2535","11241004800",鶴ヶ丘第４８号遺跡,139.4149693,35.92945302,"0","0","0","0","0","0","1",35,ローム台地
"2536","11241004900",鶴ヶ丘稲荷神社古墳,139.4188443,35.92470632,"0","0","0","1","0","0","0",35,ローム台地
"2537","11241005000",池の台遺跡Ｂ,139.3979279,35.94016242,"0","1","0","0","0","0","0",38.7999992370605,ローム台地
"2538","11241005100",鶴ヶ丘１号墳,139.4169915,35.92403182,"0","0","0","1","0","0","0",35.0999984741211,ローム台地
"2539","11241005200",三角遺跡,139.3966799,35.93690749,"0","0","0","0","0","1","0",40.2000007629395,ローム台地
"2540","11241005300",西原遺跡,139.3832629,35.94169882,"0","0","0","0","1","0","0",40.2000007629395,ローム台地
"2541","11241005400",山王遺跡,139.3837388,35.93800382,"0","1","0","0","0","0","0",40.0999984741211,ローム台地
"2542","11241005500",芝刈遺跡,139.3788398,35.93468321,"0","0","0","0","0","1","0",40.0999984741211,ローム台地
"2543","11241005600",内野氏屋敷,139.4050363,35.926593,"0","0","0","0","0","0","1",37.0999984741211,ローム台地
"2544","11241005700",浅間塚,139.4117804,35.94016679,"0","0","0","0","0","0","0",34.7999992370605,ローム台地
"2545","11241005800",東遺跡,139.4053316,35.92976524,"0","0","0","0","0","0","1",36.7000007629395,ローム台地
"2546","11241005900",新町南遺跡,139.3651918,35.93252877,"0","1","0","0","0","1","0",46.2000007629395,ローム台地
"2547","11241006000",山王前遺跡,139.3579919,35.93174258,"0","1","0","0","0","0","0",48.9000015258789,ローム台地
"2548","11241006100",熊ノ堂遺跡,139.3627258,35.92796224,"0","0","0","0","0","1","0",48.7999992370605,ローム台地
"2549","11241006200",大門遺跡,139.3581419,35.92904038,"0","0","0","0","1","0","0",50.5999984741211,ローム台地
"2550","11241006300",若葉台遺跡,139.4133349,35.9549044,"0","0","0","0","1","1","0",30.5,ローム台地
"2551","11241006400",雷電池東遺跡,139.3974445,35.94284638,"0","1","0","0","1","1","0",37.2000007629395,ローム台地
"2552","11241006500",持家遺跡,139.355948,35.92908691,"0","1","0","0","0","0","0",51.2999992370605,ローム台地
"2553","11241006600",羽折遺跡Ａ,139.3816987,35.95132212,"0","0","0","1","1","1","0",35,ローム台地
"2554","11241006700",羽折遺跡Ｂ,139.3834276,35.95058273,"0","0","0","0","1","1","0",35,ローム台地
"2555","11241006800",野々宮遺跡,139.360248,35.92645441,"0","1","0","0","1","1","0",51.4000015258789,ローム台地
"2556","11241006900",三ツ木屋敷,139.3941462,35.93021827,"0","0","0","0","0","0","1",38.5,ローム台地
"2557","11241007000",花の木遺跡Ａ,139.3548288,35.92684412,"0","1","0","0","1","1","0",53.7999992370605,ローム台地
"2558","11241007100",花の木遺跡Ｂ,139.3541469,35.92499702,"0","1","0","0","1","1","0",54.9000015258789,ローム台地
"2559","11241007200",溝際遺跡,139.3586935,35.9251521,"0","1","0","0","0","0","0",53.2999992370605,ローム台地
"2560","11241007300",仲道柴山遺跡,139.4039126,35.94690689,"0","0","0","0","1","1","0",34.2000007629395,ローム台地
"2561","11241007400",神明前遺跡,139.3743965,35.93232679,"0","1","0","0","0","0","0",44.2999992370605,ローム台地
"2562","11241007500",北権現遺跡,139.4109816,35.9457372,"0","1","0","0","1","1","1",32.2999992370605,ローム台地
"2563","11241007600",新山遺跡,139.3868965,35.91622833,"1","1","0","0","0","1","0",46,ローム台地
"2564","11241007700",山向遺跡,139.3770599,35.93190142,"0","1","0","1","0","0","0",42.7999992370605,ローム台地
"2565","11241007800",椿山・杉下遺跡,139.414753,35.94454852,"0","1","0","0","1","1","0",30.1000003814697,ローム台地
"2566","11241007900",元屋敷遺跡Ａ,139.3893455,35.92923454,"0","1","0","0","1","1","0",40,ローム台地
"2567","11241008000",元屋敷遺跡Ｂ,139.3934939,35.93135806,"0","1","0","0","0","1","0",38.9000015258789,ローム台地
"2568","11241008100",屋敷前遺跡,139.3907628,35.9265337,"0","1","0","0","0","0","0",39.9000015258789,ローム台地
"2569","11241008200",岸田氏屋敷,139.4129401,35.94048934,"0","0","0","0","0","0","1",34.0999984741211,ローム台地
"2570","11241008300",並木附遺跡,139.3785457,35.92161798,"0","1","0","1","0","0","0",47,ローム台地
"2571","11241008400",青棚遺跡,139.3877465,35.9201372,"0","1","0","0","0","1","0",43.7999992370605,ローム台地
"2572","11241008500",向山遺跡,139.3901263,35.92265995,"0","1","0","0","0","0","1",41.7000007629395,ローム台地
"2573","11241008600",富士塚遺跡,139.3850756,35.93298794,"0","1","0","0","0","0","0",40,ローム台地
"2574","11241008700",神明遺跡,139.3961144,35.92256028,"0","1","0","0","0","1","0",40,ローム台地
"2575","11241008800",久保遺跡Ｃ,139.4031344,35.921346,"0","0","0","0","1","1","0",38.5,ローム台地
"2576","11241008900",仲山遺跡,139.3845263,35.92470545,"0","1","0","0","0","1","0",43.2000007629395,ローム台地
"2577","11241009000",新田遺跡Ｂ,139.4011031,35.92674517,"0","0","0","0","0","0","0",38.5,ローム台地
"2578","11241009100",池の台遺跡Ａ,139.396337,35.94190443,"0","0","0","0","1","1","0",38.0999984741211,ローム台地
"2579","11241009200",柳戸遺跡,139.3968396,35.92870216,"1","1","1","0","0","0","1",38.7000007629395,ローム台地
"2580","11241009300",泉橋遺跡,139.3979968,35.9324641,"1","1","0","0","0","0","0",37.7999992370605,ローム台地
"2581","11241009400",後遺跡Ａ,139.4016962,35.93188988,"0","1","0","0","1","1","0",36.7999992370605,ローム台地
"2582","11241009500",小萱野遺跡,139.3798501,35.93893013,"0","1","0","0","1","1","0",41.2000007629395,ローム台地
"2583","11241009600",道上遺跡,139.4067986,35.93440855,"0","1","0","0","0","0","0",35.4000015258789,ローム台地
"2584","11241009700",当貫遺跡,139.3826918,35.93652219,"0","1","0","0","1","1","1",40.2999992370605,ローム台地
"2585","11241009800",後遺跡Ｂ,139.4054439,35.931505,"0","1","0","0","1","1","0",36.0999984741211,ローム台地
"2586","11241009900",後遺跡Ｃ,139.4037552,35.92974759,"1","1","0","0","1","1","0",37.0999984741211,ローム台地
"2587","11241010000",愛宕遺跡,139.3681479,35.93343766,"0","1","0","0","0","1","0",44.0999984741211,ローム台地
"2588","11241010100",川崎平右衛門陣屋,139.3875456,35.93390482,"0","1","0","0","0","0","0",40,ローム台地
"2589","11241010200",高倉砦,139.3811154,35.93295552,"0","0","0","0","0","0","1",40.2999992370605,ローム台地
"2590","11241010300",富士見一丁目遺跡,139.4116385,35.94867764,"1","0","0","0","0","1","0",31.6000003814697,ローム台地
"2591","11241010400",宮週館跡,139.423459,35.95044377,"0","0","0","0","0","0","1",26.1000003814697,ローム台地
"2592","11242000100",野口山塚,139.3776602,35.89598621,"0","0","0","0","0","0","1",56.2000007629395,ローム台地
"2593","11242000200",野口山塚,139.3780036,35.89522138,"0","0","0","0","0","0","1",60.2000007629395,ローム台地
"2594","11242000300",向六反田塚,139.3782096,35.89480419,"0","0","0","0","0","0","1",61.0999984741211,ローム台地
"2595","11242000400",中沢甲塚,139.3772654,35.89523528,"0","0","0","0","0","0","1",58.2999992370605,ローム台地
"2596","11242000500",富士塚,139.378947,35.88881779,"0","0","0","0","0","0","1",67.1999969482422,ローム台地
"2597","11242000600",藤塚古墳,139.3779084,35.88837567,"0","0","0","1","0","0","0",68.9000015258789,ローム台地
"2598","11242000700",藤塚塚群,139.3768363,35.88874542,"0","0","0","0","0","0","1",68.8000030517578,ローム台地
"2599","11242000800",藤塚塚群,139.3762698,35.8889685,"0","0","0","0","0","0","1",68,ローム台地
"2600","11242000900",藤塚塚群,139.3758235,35.88919101,"0","0","0","0","0","0","1",67.1999969482422,ローム台地
"2601","11242001000",向谷津塚,139.3751883,35.88876867,"0","0","0","0","0","0","1",66.3000030517578,ローム台地
"2602","11242001100",藤塚塚群,139.3752447,35.88923298,"0","0","0","0","0","0","1",65.5,ローム台地
"2603","11242001200",藤塚塚群,139.3746096,35.88949374,"0","0","0","0","0","0","1",63,ローム台地
"2604","11242001300",藤塚塚群,139.3741289,35.88972321,"0","0","0","0","0","0","1",61.0999984741211,ローム台地
"2605","11242001400",諏訪山塚群,139.3694448,35.89410471,"0","0","0","0","0","0","1",68.5999984741211,ローム台地
"2606","11242001500",諏訪山塚群,139.3691451,35.89428164,"0","0","0","0","0","0","1",68.1999969482422,ローム台地
"2607","11242001600",諏訪山塚群,139.3687503,35.89447632,"0","0","0","0","0","0","1",67.3000030517578,ローム台地
"2608","11242001700",諏訪山塚群,139.3691587,35.89371429,"0","0","0","0","0","0","1",69.4000015258789,ローム台地
"2609","11242001800",諏訪山塚群,139.3688249,35.89393996,"0","0","0","0","0","0","1",69.1999969482422,ローム台地
"2610","11242001900",諏訪山塚群,139.3685331,35.89419028,"0","0","0","0","0","0","1",68.4000015258789,ローム台地
"2611","11242002000",瀬戸原塚,139.3673829,35.8935784,"0","0","0","0","0","0","1",67.9000015258789,ローム台地
"2612","11242002100",向原古墳,139.373797,35.87136614,"0","0","0","1","0","0","0",80,ローム台地
"2613","11242002200",稲荷沢塚,139.3400717,35.88578982,"0","0","0","0","0","0","1",93.5999984741211,丘陵地
"2614","11242002300",野々宮塚,139.3269998,35.89280212,"0","0","0","0","0","0","1",80.3000030517578,低地
"2615","11242002400",野々宮塚,139.327326,35.89244055,"0","0","0","0","0","0","1",80.5,低地
"2616","11242002500",小竹塚,139.3275749,35.8921207,"0","0","0","0","0","0","1",81.0999984741211,低地
"2617","11242002600",大宮群塚,139.3221181,35.89860129,"0","0","0","0","0","0","1",97.1999969482422,山地
"2618","11242002700",大宮群塚,139.3217356,35.89857242,"0","0","0","0","0","0","1",111,山地
"2619","11242002800",大宮群塚,139.321295,35.89856008,"0","0","0","0","0","0","1",119.400001525879,山地
"2620","11242002900",別所塚,139.3178459,35.89305308,"0","0","0","0","0","0","1",93.0999984741211,山地
"2621","11242003000",別所塚,139.3173509,35.89291084,"0","0","0","0","0","0","1",93.8000030517578,山地
"2622","11242003100",清流塚,139.3088704,35.89606135,"0","0","0","0","0","0","1",139.199996948242,山地
"2623","11242003200",高麗本郷新井峯塚,139.3000294,35.8883651,"0","0","0","0","0","0","1",131.800003051758,山地
"2624","11242003300",風穴塚,139.2996174,35.88847636,"0","0","0","0","0","0","1",141.399993896484,山地
"2625","11242003400",風穴塚,139.2993427,35.88858762,"0","0","0","0","0","0","1",141.199996948242,山地
"2626","11242003500",きつね塚,139.2855572,35.88473169,"0","0","0","0","0","0","1",129.800003051758,山地
"2627","11242003600",広瀬塚,139.2834287,35.88415567,"0","0","0","0","0","0","1",119,山地
"2628","11242003700",広瀬塚,139.2825764,35.88414707,"0","0","0","0","0","0","1",114.900001525879,山地
"2629","11242003800",前山塚,139.3159681,35.88077314,"0","0","0","0","0","0","1",107.300003051758,低地
"2630","11242003900",前山塚,139.3163969,35.8806656,"0","0","0","0","0","0","1",127.800003051758,低地
"2631","11242004000",前山塚,139.3161394,35.8803457,"0","0","0","0","0","0","1",122.900001525879,ローム台地
"2632","11242004200",白木沢塚群,139.3155991,35.87862429,"0","0","0","0","0","0","1",132.100006103516,丘陵地
"2633","11242004300",向山塚群,139.3213926,35.88349919,"0","0","0","0","0","0","1",113,ローム台地
"2634","11242004400",向山塚群,139.3215951,35.88312783,"0","0","0","0","0","0","1",117.900001525879,ローム台地
