fid,JASID,SiteName,Lon,Lat,P,J,Y,K,N,H,M,Alt,属性1
"7626","13201014800",寺田遺跡群No.4遺跡,139.3052712,35.62251166,"1","1","0","0","0","0","0",165,丘陵地
"7627","13201014900",寺田遺跡群No.5松山廃寺遺跡,139.3036919,35.62150697,"0","0","0","0","0","0","0",177.699996948242,丘陵地
"7628","13201015000",寺田遺跡群No.6遺跡,139.3060952,35.6249675,"0","1","0","1","1","1","0",163.600006103516,丘陵地
"7629","13201015100",南八王子地区No.9遺跡,139.3206453,35.63572284,"0","1","0","1","1","1","0",137.300003051758,丘陵地
"7630","13201015300",滑坂（南八王子地区No.7）遺跡,139.3210576,35.6316486,"1","1","0","0","0","1","0",155.699996948242,丘陵地
"7631","13201015400",八王子市No.154遺跡,139.3224993,35.63756443,"0","0","0","0","1","1","0",127.699996948242,ローム台地
"7632","13201015500",南八王子地区No.8遺跡,139.3246241,35.63847468,"0","1","1","0","1","1","0",131.399993896484,ローム台地
"7633","13201015700",小比企向原（南八王子地区No.7）遺跡,139.3222592,35.6351645,"1","1","1","1","1","1","0",148.399993896484,丘陵地
"7634","13201015800",時田（南八王子地区No.4）遺跡,139.3291254,35.6397966,"0","1","1","0","1","1","1",132.300003051758,丘陵地
"7635","13201016000",南八王子地区No.3遺跡,139.3325794,35.64189097,"0","1","0","1","1","1","0",112.699996948242,低地
"7636","13201016100",南八王子地区No.5遺跡,139.3319614,35.6404401,"0","1","0","1","1","1","1",127.099998474121,丘陵地
"7637","13201016300",大原A・B・C・Ｄ（南八王子地区No.6）遺跡,139.3294001,35.63828989,"0","1","1","1","0","1","0",145.5,丘陵地
"7638","13201016400",片倉（南八王子地区No.2）遺跡,139.334502,35.63893341,"1","1","1","1","1","1","1",144.899993896484,丘陵地
"7639","13201016500",片倉城跡,139.3369739,35.63915663,"0","0","0","0","0","0","1",140.600006103516,ローム台地
"7640","13201016600",郷田原(南八王子地区No.12）遺跡,139.3302584,35.63549962,"1","1","1","1","1","1","1",135.300003051758,丘陵地
"7641","13201016700",南八王子地区No.11遺跡,139.333108,35.63650413,"0","1","1","1","1","1","1",129.5,丘陵地
"7642","13201016800",片倉地区No.1遺跡,139.3421581,35.63806844,"0","1","0","0","0","0","0",109.800003051758,低地
"7643","13201016900",片倉地区No.2遺跡,139.3408192,35.63645009,"0","1","0","0","1","1","0",112.400001525879,丘陵地
"7644","13201017000",片倉地区No.3遺跡,139.3435657,35.635613,"0","0","0","0","0","1","0",122.400001525879,低地
"7645","13201017100",片倉地区No.4遺跡,139.3405102,35.6325994,"0","1","0","0","0","1","0",127,丘陵地
"7646","13201017200",片倉地区No.5遺跡,139.3415058,35.63296216,"0","1","0","0","0","0","0",150.699996948242,丘陵地
"7647","13201017300",片倉地区No.6遺跡,139.3463123,35.63078561,"0","0","0","0","1","1","0",143.699996948242,丘陵地
"7648","13201017400",八王子市No.174遺跡,139.3440409,35.64682822,"0","1","0","0","1","1","1",119.800003051758,ローム台地
"7649","13201017500",北野（北野小学校校庭）遺跡,139.3537626,35.64642969,"0","1","0","0","0","0","0",98.4000015258789,ローム台地
"7650","13201017600",八王子市No.176遺跡,139.3507128,35.64358899,"0","1","0","0","0","0","0",111.400001525879,低地
"7651","13201017700",八王子市No.177遺跡,139.3490935,35.64804784,"0","1","0","0","1","1","0",105.5,ローム台地
"7652","13201017801",御殿山窯跡群No.1,139.3435834,35.62077747,"0","0","0","0","0","1","0",190.300003051758,丘陵地
"7653","13201017802",御殿山窯跡群No.2,139.3429576,35.61565766,"0","0","0","0","0","1","0",171.399993896484,丘陵地
"7654","13201017803",御殿山窯跡群No.3,139.3485998,35.61667483,"0","0","0","0","0","1","0",159.800003051758,丘陵地
"7655","13201017804",御殿山窯跡群No.4,139.3494633,35.61749944,"0","0","0","0","0","1","0",176.300003051758,丘陵地
"7656","13201017805",御殿山窯跡群No.5,139.3247471,35.62215842,"0","0","0","0","0","1","0",158.800003051758,丘陵地
"7657","13201017806",御殿山窯跡群No.6,139.3261646,35.61908632,"0","0","0","0","0","1","0",154.5,丘陵地
"7658","13201017807",御殿山窯跡群No.7,139.3276678,35.61681898,"0","0","0","0","0","1","0",166.100006103516,丘陵地
"7659","13201017808",御殿山窯跡群No.8,139.3346123,35.61864079,"0","0","0","0","0","1","0",159.699996948242,丘陵地
"7660","13201017810",御殿山窯跡群No.10,139.3333229,35.61759318,"0","0","0","0","0","1","0",149.600006103516,丘陵地
"7661","13201017812",御殿山窯跡群No.12,139.3408857,35.61702349,"0","0","0","0","0","1","0",163.600006103516,丘陵地
"7662","13201017813",御殿山窯跡群No.13,139.3422119,35.6195152,"0","0","0","0","0","1","0",189,丘陵地
"7663","13201017814",御殿山窯跡群No.14,139.3433955,35.61900783,"0","0","0","0","0","1","0",190.100006103516,丘陵地
"7664","13201017815",御殿山窯跡群No.15,139.3435944,35.61939052,"0","0","0","0","0","1","0",180.699996948242,丘陵地
"7665","13201017816",御殿山窯跡群No.16,139.3438942,35.61918029,"0","0","0","0","0","1","0",196.5,丘陵地
"7666","13201017818",御殿山窯跡群No.18,139.3455024,35.61772368,"0","0","0","0","0","1","0",179.5,丘陵地
"7667","13201017820",御殿山窯跡群No.20,139.3477467,35.61850418,"0","0","0","0","0","1","0",173.300003051758,丘陵地
"7668","13201017821",御殿山窯跡群No.21,139.349048,35.61896792,"0","0","0","0","0","1","0",173.800003051758,丘陵地
"7669","13201017822",御殿山窯跡群No.22,139.3497179,35.61501573,"0","0","0","0","0","1","0",160.300003051758,丘陵地
"7670","13201017823",御殿山窯跡群No.23,139.350571,35.61847804,"0","0","0","0","0","1","0",164.300003051758,丘陵地
"7671","13201017825",御殿山窯跡群No.25,139.3347292,35.61495787,"0","1","0","0","0","1","0",169.399993896484,丘陵地
"7672","13201017827",御殿山窯跡群No.27,139.3335965,35.61537639,"0","0","0","0","0","1","0",169.100006103516,丘陵地
"7673","13201017828",御殿山窯跡群No.28,139.3333967,35.61705475,"0","0","0","0","0","1","0",161.699996948242,丘陵地
"7674","13201017830",御殿山窯跡群No.30,139.3326349,35.61629755,"0","0","0","0","0","1","0",161.399993896484,丘陵地
"7675","13201017831",御殿山窯跡群No.31,139.3324056,35.61564677,"0","0","0","0","0","1","0",167.699996948242,丘陵地
"7676","13201017835",御殿山窯跡群No.35,139.330678,35.61744185,"0","0","0","0","0","1","0",166.5,丘陵地
"7677","13201017836",御殿山窯跡群No.36,139.3256859,35.61766397,"0","0","0","0","0","1","0",162.600006103516,丘陵地
"7678","13201017841",御殿山窯跡群No.41,139.3363289,35.61524976,"0","0","0","0","0","1","0",160,丘陵地
"7679","13201017842",御殿山窯跡群No.42,139.3376882,35.61646865,"0","0","0","0","0","1","0",173.399993896484,丘陵地
"7680","13201017843",御殿山窯跡群No.43,139.3375791,35.61671607,"0","0","0","0","0","1","0",169.699996948242,丘陵地
"7681","13201017845",御殿山窯跡群No.45,139.3289406,35.61755712,"0","0","0","0","0","1","0",164.100006103516,丘陵地
"7682","13201017846",御殿山窯跡群No.46,139.3301286,35.6220747,"0","0","0","0","0","1","0",143.899993896484,丘陵地
"7683","13201017847",御殿山窯跡群No.47,139.3293393,35.6211536,"0","0","0","0","0","1","0",149.600006103516,丘陵地
"7684","13201017848",御殿山窯跡群No.48,139.3340954,35.61787228,"0","0","0","0","0","1","0",164.600006103516,丘陵地
"7685","13201017850",御殿山窯跡群No.50,139.3312852,35.62101782,"0","0","0","0","0","1","0",139.399993896484,丘陵地
"7686","13201017851",御殿山窯跡群No.51,139.3315706,35.61995367,"0","0","0","0","0","1","0",158,丘陵地
"7687","13201017852",御殿山窯跡群No.52,139.3367561,35.61485801,"0","0","0","0","0","1","0",163.399993896484,丘陵地
"7688","13201017857",御殿山窯跡群No.57,139.3280357,35.61843046,"0","0","0","0","0","1","0",155.600006103516,丘陵地
"7689","13201017858",御殿山窯跡群No.58,139.329306,35.61831883,"0","1","0","0","0","1","0",159.199996948242,丘陵地
"7690","13201017859",御殿山窯跡群No.59,139.3198976,35.61571144,"0","0","0","0","0","1","0",179.600006103516,丘陵地
"7691","13201017860",御殿山窯跡群No.60,139.3195147,35.61534686,"0","0","0","0","0","1","0",186.899993896484,丘陵地
"7692","13201017861",御殿山窯跡群No.61,139.3468844,35.6190365,"0","0","0","0","0","1","0",175.300003051758,丘陵地
"7693","13201017862",御殿山窯跡群No.62,139.3441193,35.61822348,"0","0","0","0","0","1","0",185.199996948242,丘陵地
"7694","13201017864",御殿山窯跡群No.64,139.3447788,35.61732135,"0","0","0","0","0","1","0",180.5,丘陵地
"7695","13201017865",御殿山窯跡群No.65,139.3448918,35.62053962,"0","0","0","0","0","1","0",168.300003051758,丘陵地
"7696","13201017866",御殿山窯跡群No.66,139.3252878,35.61668829,"0","0","0","0","0","1","0",168.100006103516,丘陵地
"7697","13201017867",御殿山窯跡群No.67,139.3281974,35.61735812,"0","0","0","0","0","1","0",159.699996948242,丘陵地
"7698","13201017868",御殿山窯跡群No.68,139.3292703,35.61774886,"0","0","0","0","0","1","0",162.899993896484,丘陵地
"7699","13201017869",御殿山窯跡群No.69,139.3295655,35.61713368,"0","0","0","0","0","1","0",166.199996948242,丘陵地
"7700","13201017870",御殿山窯跡群No.70,139.3274863,35.61949189,"0","0","0","0","0","1","0",151.5,丘陵地
"7701","13201017871",御殿山窯跡群No.71,139.329854,35.61707903,"0","0","0","0","0","1","0",166.699996948242,丘陵地
"7702","13201017872",御殿山窯跡群No.72,139.3287587,35.61732905,"0","0","0","0","0","1","0",164.399993896484,丘陵地
"7703","13201017873",御殿山窯跡群No.73,139.3265786,35.62232471,"0","0","0","0","0","1","0",139.199996948242,丘陵地
"7704","13201018000",南八王子地区　No.44遺跡,139.3322434,35.6191292,"0","1","0","0","0","1","0",178.199996948242,丘陵地
"7705","13201018100",八王子市No.181遺跡,139.3553535,35.62741501,"0","1","0","0","0","0","0",163.399993896484,丘陵地
"7706","13201018200",白山神社経塚群,139.3587867,35.6293126,"0","0","0","0","0","1","0",173.5,低地
"7707","13201018300",八王子市No.183遺跡,139.3611213,35.63081948,"0","1","1","0","0","0","0",162.699996948242,低地
"7708","13201018400",八王子市No.184遺跡,139.3612586,35.62883821,"0","0","0","0","0","0","0",141.699996948242,低地
"7709","13201018500",八王子市No.185遺跡,139.3635245,35.62847544,"0","0","0","0","0","1","0",137.300003051758,丘陵地
"7710","13201018600",八王子市No.186遺跡,139.3588897,35.62777779,"0","0","0","0","0","1","0",135.5,低地
"7711","13201018700",八王子市No.187遺跡,139.3624259,35.62557319,"0","1","1","0","1","1","0",153.5,丘陵地
"7712","13201019000",八王子市No.190遺跡,139.3467861,35.62362013,"0","0","0","0","0","1","0",172.5,丘陵地
"7713","13201019500",八王子市No.195遺跡,139.3459237,35.62219134,"0","1","0","0","0","0","0",179.199996948242,丘陵地
"7714","13201019600",八王子市No.196遺跡,139.3521508,35.62168464,"0","1","0","0","0","1","0",178.100006103516,丘陵地
"7715","13201019700",八王子市No.197遺跡,139.3562732,35.62001621,"0","1","0","0","0","0","0",146.899993896484,丘陵地
"7716","13201019800",八王子市No.198遺跡,139.3585228,35.62019576,"0","1","0","0","0","0","0",170.100006103516,丘陵地
"7717","13201019900",八王子市No.199遺跡,139.3548653,35.61929861,"0","1","0","0","0","0","0",170.5,丘陵地
"7718","13201020000",八王子市No.200遺跡,139.359179,35.61767172,"0","1","0","0","0","1","0",143.899993896484,丘陵地
"7719","13201020100",八王子市No.201遺跡,139.35512,35.62352895,"0","1","0","0","0","0","0",168.699996948242,丘陵地
"7720","13201020300",八王子市No.203遺跡,139.3432067,35.61469578,"0","0","0","0","0","1","0",178.399993896484,丘陵地
"7721","13201020500",多摩ニュータウンNo.241遺跡,139.3437772,35.61361472,"0","1","1","0","1","1","0",157.899993896484,丘陵地
"7722","13201020600",多摩ニュータウンNo.322遺跡,139.3481906,35.6133631,"0","1","0","0","0","1","0",142.300003051758,丘陵地
"7723","13201020700",大法寺裏遺跡,139.3421758,35.61582983,"0","1","0","0","0","1","0",171.5,丘陵地
"7724","13201020800",鑓水地区No.12遺跡,139.3454986,35.614466,"0","1","0","0","0","1","0",180.899993896484,丘陵地
"7725","13201020900",鑓水地区No.9遺跡,139.3454937,35.61567445,"0","1","1","0","0","1","0",163.5,丘陵地
"7726","13201021000",八王子市No.210遺跡,139.3470192,35.61421205,"0","0","0","0","1","1","0",156.199996948242,丘陵地
"7727","13201021100",八王子市No.211遺跡,139.3480907,35.61492652,"0","1","0","0","0","0","0",171,丘陵地
"7728","13201021200",八王子市No.212遺跡,139.3485291,35.61544041,"0","1","0","0","0","1","0",155.5,丘陵地
"7729","13201021300",八王子市No.213遺跡,139.3535262,35.61687978,"0","0","0","0","0","1","0",150.399993896484,丘陵地
"7730","13201021400",鑓水地区No.15遺跡,139.3535839,35.61561032,"0","0","0","0","0","1","0",148,低地
"7731","13201021500",多摩ニュータウンNo.321遺跡,139.3508122,35.613068,"0","0","0","0","1","1","0",138.5,丘陵地
"7732","13201021600",多摩ニュータウンNo.324遺跡,139.3532319,35.61331453,"0","0","0","0","1","1","1",134.300003051758,丘陵地
"7733","13201021700",多摩ニュータウンNo.228遺跡,139.3549826,35.61175117,"0","1","0","1","0","0","0",160.300003051758,丘陵地
"7734","13201021800",多摩ニュータウンNo.309遺跡,139.3566351,35.61317426,"1","1","0","0","0","1","0",160,丘陵地
"7735","13201021900",多摩ニュータウンNo.315遺跡,139.3525147,35.60827792,"0","1","0","0","1","1","0",162.600006103516,丘陵地
"7736","13201022000",多摩ニュータウンNo.320遺跡,139.3479319,35.61260208,"1","1","0","0","0","1","0",145.300003051758,丘陵地
"7737","13201022100",多摩ニュータウンNo.233遺跡,139.3485152,35.61222643,"0","0","0","0","1","1","0",154,丘陵地
"7738","13201022200",多摩ニュータウンNo.319遺跡,139.3460651,35.61090732,"0","1","0","0","0","1","0",169.5,丘陵地
"7739","13201022300",多摩ニュータウンNo.236遺跡,139.3465369,35.61042536,"0","1","0","0","1","1","0",168.300003051758,丘陵地
"7740","13201022400",多摩ニュータウンNo.237遺跡,139.3473468,35.60949397,"0","1","0","0","1","1","1",166.100006103516,丘陵地
"7741","13201022500",多摩ニュータウンNo.325遺跡,139.352592,35.61173947,"0","1","0","0","0","1","1",149.699996948242,丘陵地
"7742","13201022600",多摩ニュータウンNo.231遺跡,139.3531507,35.60922709,"1","1","0","0","0","1","0",161.699996948242,丘陵地
"7743","13201022700",多摩ニュータウンNo.229遺跡,139.3548637,35.60831741,"0","1","0","1","1","1","0",167.600006103516,丘陵地
"7744","13201022800",多摩ニュータウンNo.314遺跡,139.3545855,35.60781518,"0","1","0","1","1","1","0",169.399993896484,丘陵地
"7745","13201022900",多摩ニュータウンNo.232遺跡,139.3512664,35.61106084,"0","0","0","0","1","1","0",146.199996948242,丘陵地
"7746","13201023000",多摩ニュータウンNo.333・334遺跡,139.3564276,35.60733846,"0","1","0","0","1","1","0",168.399993896484,丘陵地
"7747","13201023100",多摩ニュータウンNo.227遺跡,139.3585918,35.60859787,"0","1","0","1","0","1","0",162.399993896484,丘陵地
"7748","13201023200",多摩ニュータウンNo.308遺跡,139.3595376,35.60870184,"0","1","0","0","0","0","0",155.600006103516,丘陵地
"7749","13201023300",多摩ニュータウンNo.326遺跡,139.3600422,35.60577138,"0","1","0","0","1","1","0",163.699996948242,丘陵地
"7750","13201023400",多摩ニュータウンNo.224遺跡,139.3609089,35.61187858,"0","1","0","0","1","1","1",156.300003051758,丘陵地
"7751","13201023500",多摩ニュータウンNo.223遺跡,139.3608697,35.61268988,"0","1","0","0","1","1","0",143,丘陵地
"7752","13201023700",多摩ニュータウンNo.225遺跡,139.3605354,35.61123557,"0","1","0","0","1","1","0",154.399993896484,丘陵地
"7753","13201023800",多摩ニュータウンNo.226遺跡,139.3608905,35.61061381,"0","1","0","1","0","1","1",149.699996948242,丘陵地
"7754","13201023900",多摩ニュータウンNo.305遺跡,139.3607531,35.61089293,"0","1","0","1","1","1","0",157.800003051758,丘陵地
"7755","13201024000",多摩ニュータウンNo.219遺跡,139.3620346,35.610219,"0","1","1","0","0","1","0",158.399993896484,丘陵地
"7756","13201024100",多摩ニュータウンNo.304遺跡,139.3622479,35.6096875,"1","1","1","1","1","1","1",160.600006103516,丘陵地
"7757","13201024200",多摩ニュータウンNo.220遺跡,139.3623403,35.60940401,"0","1","0","0","1","1","0",162.5,丘陵地
"7758","13201024300",多摩ニュータウンNo.302遺跡,139.3627978,35.609783,"0","0","0","0","0","0","0",160.300003051758,丘陵地
"7759","13201024400",多摩ニュータウンNo.221遺跡,139.3611453,35.60859759,"0","0","0","0","0","0","0",158.5,丘陵地
"7760","13201024500",多摩ニュータウンNo.306遺跡,139.3604749,35.60844727,"0","1","0","1","1","1","0",155.5,丘陵地
"7761","13201024600",多摩ニュータウンNo.307遺跡,139.3607207,35.60625203,"0","1","1","1","1","1","1",164.199996948242,丘陵地
"7762","13201024700",多摩ニュータウンNo.303遺跡,139.3629223,35.60839522,"0","1","0","0","0","0","0",167.300003051758,丘陵地
"7763","13201024800",多摩ニュータウンNo.486遺跡,139.3634387,35.60748939,"0","0","0","0","0","0","0",180.800003051758,丘陵地
"7764","13201024900",多摩ニュータウンNo.301遺跡,139.3638482,35.60967527,"1","1","0","0","0","1","0",163,丘陵地
"7765","13201025000",多摩ニュータウンNo.222遺跡,139.3629478,35.61450089,"0","0","0","0","1","1","0",133.199996948242,丘陵地
"7766","13201025100",多摩ニュータウンNo.214遺跡,139.3647758,35.61555998,"0","1","0","0","0","0","0",130.5,丘陵地
"7767","13201025200",多摩ニュータウンNo.215遺跡,139.3654838,35.61461431,"0","1","0","0","1","1","0",135.399993896484,丘陵地
"7768","13201025300",多摩ニュータウンNo.216遺跡,139.3658441,35.61381378,"0","0","0","0","1","1","0",137.5,丘陵地
"7769","13201025400",多摩ニュータウンNo.217遺跡,139.3648914,35.61339974,"0","1","0","0","1","0","0",145.199996948242,丘陵地
"7770","13201025500",多摩ニュータウンNo.218遺跡,139.3649974,35.60862941,"0","0","1","0","0","0","0",173,丘陵地
"7771","13201025600",八王子市No.256遺跡,139.3666316,35.62299355,"0","1","1","0","0","1","0",125.599998474121,ローム台地
"7772","13201025800",多摩ニュータウンNo.213遺跡,139.3653004,35.61815663,"1","1","0","1","1","1","1",134.100006103516,丘陵地
"7773","13201025900",多摩ニュータウンNo.184遺跡,139.3686814,35.61709453,"0","0","0","0","0","1","1",140,丘陵地
"7774","13201026000",多摩ニュータウンNo.487遺跡,139.3687701,35.61578335,"0","1","0","0","0","0","0",143.899993896484,丘陵地
"7775","13201026100",多摩ニュータウンNo.185遺跡,139.3696671,35.6164135,"0","1","0","0","0","0","0",144.699996948242,丘陵地
"7776","13201026200",多摩ニュータウンNo.180遺跡,139.3705626,35.61746766,"0","1","0","0","0","0","0",143.199996948242,丘陵地
"7777","13201026300",多摩ニュータウンNo.182遺跡,139.3691485,35.61824036,"0","1","0","1","1","1","1",135.100006103516,丘陵地
"7778","13201026400",多摩ニュータウンNo.181遺跡,139.3700204,35.61847605,"0","1","0","0","0","0","0",140.100006103516,丘陵地
"7779","13201026500",多摩ニュータウンNo.183遺跡,139.3693001,35.6171798,"0","0","0","0","1","1","0",142.199996948242,丘陵地
"7780","13201026600",多摩ニュータウンNo.488遺跡,139.3707785,35.62110702,"1","1","0","0","0","1","0",123.699996948242,低地
"7781","13201026700",多摩ニュータウンNo.177遺跡,139.3727011,35.62159541,"1","1","0","0","0","0","1",122.199996948242,低地
"7782","13201026800",多摩ニュータウンNo.298遺跡,139.3719926,35.6209605,"1","1","0","0","1","1","0",132.899993896484,低地
"7783","13201026900",多摩ニュータウンNo.489遺跡,139.371306,35.62075503,"1","1","0","0","0","0","0",134.800003051758,低地
"7784","13201027000",多摩ニュータウンNo.491遺跡,139.3709403,35.62017484,"1","1","0","0","1","1","0",128.800003051758,低地
"7785","13201027100",多摩ニュータウンNo.167遺跡,139.3759485,35.6223473,"1","1","0","0","0","1","0",107.699996948242,低地
"7786","13201027200",多摩ニュータウンNo.174遺跡,139.3737859,35.62130433,"1","1","0","1","1","1","0",124.599998474121,丘陵地
"7787","13201027300",多摩ニュータウンNo.175遺跡,139.3730962,35.62081659,"0","1","0","0","0","0","0",129.899993896484,丘陵地
"7788","13201027400",多摩ニュータウンNo.166遺跡,139.3776475,35.62028991,"0","1","0","0","1","1","0",125.400001525879,丘陵地
"7789","13201027500",多摩ニュータウンNo.496遺跡,139.3780428,35.6225287,"1","1","0","0","1","1","1",107.599998474121,低地
"7790","13201027600",多摩ニュータウンNo.490遺跡,139.371951,35.62018999,"1","1","0","1","1","1","0",141.199996948242,丘陵地
"7791","13201027700",多摩ニュータウンNo.310遺跡,139.3793617,35.61937824,"0","1","0","0","0","0","0",140,丘陵地
"7792","13201027800",多摩ニュータウンNo.176遺跡,139.3729711,35.62047595,"0","1","0","0","0","0","0",132.600006103516,丘陵地
"7793","13201027900",多摩ニュータウンNo.286遺跡,139.3720046,35.61922594,"0","1","0","0","1","1","0",138.5,丘陵地
"7794","13201028000",多摩ニュータウンNo.168遺跡,139.3764735,35.61830088,"0","1","0","0","0","0","0",128.899993896484,丘陵地
"7795","13201028100",多摩ニュータウンNo.169遺跡,139.3765443,35.61751472,"0","1","0","0","0","0","0",136.800003051758,丘陵地
"7796","13201028200",多摩ニュータウンNo.293遺跡,139.3753311,35.61605971,"0","1","0","0","0","0","0",139.199996948242,丘陵地
"7797","13201028300",多摩ニュータウンNo.178遺跡,139.3731333,35.61690509,"0","1","0","0","0","1","0",142.699996948242,丘陵地
"7798","13201028400",多摩ニュータウンNo.323遺跡,139.3740259,35.61705859,"0","1","0","0","0","0","0",140.699996948242,丘陵地
"7799","13201028500",多摩ニュータウンNo.108遺跡,139.3849264,35.62561244,"0","0","0","0","0","0","0",105.199996948242,ローム台地
"7800","13201028600",多摩ニュータウンNo.109遺跡,139.3848398,35.62467161,"0","1","0","0","0","1","0",117.900001525879,ローム台地
"7801","13201028700",多摩ニュータウンNo.116遺跡,139.3827655,35.62427385,"0","1","0","0","0","0","0",111.900001525879,ローム台地
"7802","13201028800",多摩ニュータウンNo.153遺跡,139.3829172,35.62354137,"0","1","0","0","0","0","0",115.199996948242,丘陵地
"7803","13201028900",多摩ニュータウンNo.154遺跡,139.3826776,35.62282173,"0","1","0","0","0","0","0",122.099998474121,丘陵地
"7804","13201029000",多摩ニュータウンNo.155遺跡,139.3829212,35.62202114,"0","0","0","0","1","1","0",125.400001525879,丘陵地
"7805","13201029100",多摩ニュータウンNo.157遺跡,139.3826325,35.62038311,"0","1","0","0","0","0","0",136.600006103516,丘陵地
"7806","13201029200",多摩ニュータウンNo.156遺跡,139.383621,35.62075059,"0","1","0","0","0","0","0",133.699996948242,丘陵地
"7807","13201029300",多摩ニュータウンNo.114遺跡,139.3814534,35.62360845,"0","1","0","0","0","1","0",117.099998474121,ローム台地
"7808","13201029400",多摩ニュータウンNo.158遺跡,139.3805873,35.62290828,"0","1","0","0","0","0","0",119,低地
"7809","13201029500",多摩ニュータウンNo.159遺跡,139.3804964,35.62256877,"0","1","0","0","1","1","0",121,丘陵地
"7810","13201029600",多摩ニュータウンNo.160遺跡,139.3810646,35.6214631,"0","1","0","0","0","0","0",132,丘陵地
"7811","13201029700",多摩ニュータウンNo.493遺跡,139.3793244,35.62359721,"1","1","0","0","1","1","1",105.300003051758,低地
"7812","13201029800",多摩ニュータウンNo.492遺跡,139.3803182,35.62368536,"1","1","0","0","0","0","0",107.800003051758,低地
"7813","13201029900",八王子市No.299遺跡,139.3760343,35.62752403,"0","1","0","1","0","1","0",151.699996948242,丘陵地
"7814","13201030000",多摩ニュータウンNo.115遺跡,139.3806864,35.62418919,"1","1","0","0","1","1","1",107,低地
"7815","13201030100",多摩ニュータウンNo.113遺跡,139.381579,35.62494268,"1","1","0","0","1","1","1",104,低地
"7816","13201030200",多摩ニュータウンNo.152遺跡,139.3852212,35.62134778,"0","1","0","0","0","0","0",131.199996948242,丘陵地
"7817","13201030300",多摩ニュータウンNo.151遺跡,139.387194,35.62157537,"0","1","0","0","1","1","0",130.199996948242,丘陵地
"7818","13201030400",多摩ニュータウンNo.495遺跡,139.3785346,35.62160162,"0","1","0","0","1","1","0",128.899993896484,丘陵地
"7819","13201030500",多摩ニュータウンNo.407遺跡,139.3764987,35.61672365,"0","1","1","0","1","1","1",140.199996948242,丘陵地
"7820","13201030600",多摩ニュータウンNo.106遺跡,139.3928959,35.63136399,"1","1","0","0","1","1","0",105.599998474121,丘陵地
"7821","13201030700",多摩ニュータウンNo.433遺跡,139.3940519,35.62817418,"1","1","0","0","1","1","1",97.5,低地
"7822","13201030800",多摩ニュータウンNo.105遺跡,139.3945743,35.62913746,"1","1","0","1","0","1","1",110.099998474121,丘陵地
"7823","13201030900",多摩ニュータウンNo.432遺跡,139.391271,35.63153676,"1","1","0","0","1","1","1",114.699996948242,丘陵地
"7824","13201031000",多摩ニュータウンNo.484遺跡,139.3819218,35.61920393,"0","1","1","0","0","1","1",145,丘陵地
"7825","13201031100",多摩ニュータウンNo.394遺跡,139.3830498,35.61800697,"1","1","0","0","1","1","1",108,低地
"7826","13201031200",多摩ニュータウンNo.403遺跡,139.3849579,35.61999468,"0","0","0","0","1","1","1",121.599998474121,丘陵地
"7827","13201031300",多摩ニュータウンNo.282遺跡,139.3816596,35.61898615,"0","0","0","0","0","0","1",144.5,丘陵地
"7828","13201031400",多摩ニュータウンNo.162遺跡,139.3795598,35.61825317,"0","0","0","0","0","0","1",140,丘陵地
"7829","13201031500",多摩ニュータウンNo.163遺跡,139.3786553,35.61721155,"0","0","0","0","0","0","1",134.699996948242,丘陵地
"7830","13201031600",多摩ニュータウンNo.164遺跡,139.3786719,35.61701388,"0","0","0","0","0","0","1",133,丘陵地
"7831","13201031700",多摩ニュータウンNo.297遺跡,139.3802686,35.61699823,"0","1","0","0","1","1","1",122.5,丘陵地
"7832","13201031800",多摩ニュータウンNo.296遺跡,139.3816531,35.61756041,"0","1","0","0","1","1","1",128.100006103516,丘陵地
"7833","13201031900",多摩ニュータウンNo.161遺跡,139.3813086,35.61868644,"0","1","0","0","1","1","0",141.699996948242,丘陵地
"7834","13201032000",多摩ニュータウンNo.165遺跡,139.3786797,35.61536437,"0","1","0","0","1","1","0",126.599998474121,低地
"7835","13201032100",多摩ニュータウンNo.358遺跡,139.3778997,35.61466531,"0","1","0","0","1","1","1",133.100006103516,低地
"7836","13201032200",多摩ニュータウンNo.357遺跡,139.3775696,35.61427248,"0","1","0","0","1","1","0",132.5,低地
"7837","13201032300",多摩ニュータウンNo.170遺跡,139.3759216,35.6151098,"0","1","0","0","0","0","0",140.600006103516,丘陵地
"7838","13201032400",多摩ニュータウンNo.179遺跡,139.3714051,35.61340262,"0","1","0","0","0","0","1",150.399993896484,丘陵地
"7839","13201032500",多摩ニュータウンNo.354遺跡,139.3721891,35.61356923,"0","1","0","1","1","1","1",148.300003051758,丘陵地
"7840","13201032600",多摩ニュータウンNo.353遺跡,139.3735699,35.61252361,"0","1","0","0","0","0","0",142.399993896484,低地
"7841","13201032700",多摩ニュータウンNo.406遺跡,139.3748338,35.6132013,"1","1","1","0","1","1","0",140.899993896484,低地
"7842","13201032800",多摩ニュータウンNo.356遺跡,139.3758981,35.61350832,"0","1","0","0","1","1","0",140.199996948242,低地
"7843","13201032900",多摩ニュータウンNo.352遺跡,139.3736002,35.61338142,"1","1","0","0","1","1","1",144.300003051758,丘陵地
"7844","13201033000",多摩ニュータウンNo.355遺跡,139.3710285,35.611689,"1","1","0","0","1","1","0",148.600006103516,低地
"7845","13201033200",多摩ニュータウンNo.186遺跡,139.3675558,35.61061701,"0","1","0","0","1","1","0",154.399993896484,丘陵地
