JASID,LGC,Site_no,SiteName,Address,Chronology,Lat,Lon,P,J,Y,K,N,H,M,E,D,U
14134014500,14134,高津区No.145,,高津区北見方2-6,古墳,35.60136761,139.6293171,0,0,0,1,0,0,0,0,0,0
14134014600,14134,高津区No.146,末長向台６号墳,高津区末長1-41,古墳,35.59120496,139.6061681,0,0,0,1,0,0,0,0,0,0
14134014700,14134,高津区No.147,影向寺台西遺跡・三荷座前遺跡,宮前区野川本町1-38,縄文　弥生　奈良　平安　中世,35.578056,139.606949,0,1,1,0,1,1,1,0,0,0
14134014800,14134,高津区No.148,影向寺遺跡・影向寺裏貝塚・影向寺台遺跡・影向寺北遺跡,宮前区野川本町3-4,縄文　弥生　古墳　奈良　平安 中世,35.57945191,139.6182874,0,1,1,1,1,1,1,0,0,0
14134014900,14134,高津区No.149,,高津区向ヶ丘167ほか,縄文　弥生,35.59552802,139.5896308,0,1,1,0,0,0,0,0,0,0
14134015000,14134,高津区No.150,,宮前区宮崎3-3-22ほか,縄文　古墳　奈良　平安,35.59211159,139.5934631,0,1,0,1,1,1,0,0,0,0
14134015100,14134,高津区No.151,蟹ヶ谷四方之嶺遺跡,高津区蟹ヶ谷字四方之嶺220付近,縄文　弥生　古墳,35.56643943,139.6311987,0,1,1,1,0,0,0,0,0,0
14136000100,14136,宮前区No.1,野川２号墳,川崎市宮前区野川本町1-28,古墳,35.58141341,139.613862,0,0,0,1,0,0,0,0,0,0
14136000200,14136,宮前区No.2,野川北耕地遺跡,川崎市宮前区野川本町1-29,縄文　弥生　古墳　奈良　平安,35.58021275,139.6145658,0,1,1,1,1,1,0,0,0,0
14136000300,14136,宮前区No.3,野川古墳(1号墳）,川崎市宮前区野川本町1-30,古墳,35.57932621,139.6145658,0,0,0,1,0,0,0,0,0,0
14136000400,14136,宮前区No.4,影向寺台西遺跡・三荷座前遺跡,川崎市宮前区野川本町1-38,縄文　弥生　奈良　平安　中世,35.57912795,139.6165853,0,1,1,0,1,1,1,0,0,0
14136000500,14136,宮前区No.5,影向寺遺跡・影向寺裏貝塚・影向寺台遺跡・影向寺北遺跡,川崎市宮前区野川本町3-4,縄文　弥生　古墳　奈良　平安　中世,35.57859672,139.6188058,0,1,1,1,1,1,1,0,0,0
14136000600,14136,宮前区No.6,野川神明社境内遺跡,川崎市宮前区野川本町3-10,縄文　弥生　古墳　奈良　平安,35.57595795,139.6184797,0,1,1,1,1,1,0,0,0,0
14136000700,14136,宮前区No.7,野川東耕地遺跡,川崎市宮前区野川野川本町2-20,縄文　弥生　古墳　奈良　平安,35.5746874,139.615098,0,1,1,1,1,1,0,0,0,0
14136000800,14136,宮前区No.8,北根古墳,川崎市宮前区野川本町2-6,古墳,35.57638378,139.6130102,0,0,0,1,0,0,0,0,0,0
14136000900,14136,宮前区No.9,十三菩提遺跡,川崎市宮前区野川2345ほか,縄文　弥生　古墳,35.56915811,139.6099919,0,1,1,1,0,0,0,0,0,0
14136001000,14136,宮前区No.10,十三菩提西遺跡,川崎市宮前区野川2290ほか,縄文　弥生　古墳　奈良　平安,35.56762214,139.6072797,0,1,1,1,1,1,0,0,0,0
14136001100,14136,宮前区No.11,,川崎市宮前区西野川3-13,縄文　弥生　古墳　奈良　平安,35.56929773,139.6058034,0,1,1,1,1,1,0,0,0,0
14136001200,14136,宮前区No.12,,川崎市宮前区西野川3-12,縄文　弥生　古墳　奈良　平安,35.56900108,139.6027687,0,1,1,1,1,1,0,0,0,0
14136001300,14136,宮前区No.13,,川崎市宮前区野川2624,平安,35.56803406,139.6041383,0,0,0,0,0,1,0,0,0,0
14136001400,14136,宮前区No.14,,川崎市宮前区野川2618,平安,35.56788227,139.6031957,0,0,0,0,0,1,0,0,0,0
14136001500,14136,宮前区No.15,,川崎市宮前区野川2660ほか,奈良　平安,35.56668141,139.6013932,0,0,0,0,1,1,0,0,0,0
14136001600,14136,宮前区No.16,有馬古墳,川崎市宮前区東有馬5-15ほか,古墳,35.56689261,139.5946834,0,0,0,1,0,0,0,0,0,0
14136001700,14136,宮前区No.17,東有馬遺跡,川崎市宮前区東有馬5-14ほか,縄文　奈良　平安,35.56791195,139.5932929,0,1,0,0,1,1,0,0,0,0
14136001800,14136,宮前区No.18,野川古墳（３号墳）,川崎市宮前区西野川1-38,古墳,35.57784731,139.6083272,0,0,0,1,0,0,0,0,0,0
14136001900,14136,宮前区No.19,,川崎市宮前区梶ヶ谷1117ほか,縄文　奈良　平安,35.57898763,139.6050108,0,1,0,0,1,1,0,0,0,0
14136002000,14136,宮前区No.20,,川崎市宮前区西野川2-16,中世,35.57380428,139.6087551,0,0,0,0,0,0,1,0,0,0
14136002100,14136,宮前区No.21,野川中耕地遺跡,川崎市宮前区西野川2-14,縄文　奈良　平安,35.57413938,139.6080899,0,1,0,0,1,1,0,0,0,0
14136002200,14136,宮前区No.22,,川崎市宮前区野川3119ほか,縄文　弥生　古墳　奈良　平安,35.57518051,139.6025839,0,1,1,1,1,1,0,0,0,0
14136002300,14136,宮前区No.23,,川崎市宮前区西野川3-8,縄文　弥生　古墳　奈良　平安,35.57304427,139.6033907,0,1,1,1,1,1,0,0,0,0
14136002400,14136,宮前区No.24,,川崎市宮前区西野川3-5,平安,35.57185745,139.6051245,0,0,0,0,0,1,0,0,0,0
14136002500,14136,宮前区No.25,,川崎市宮前区西野川3-3,縄文,35.5714865,139.6014466,0,1,0,0,0,0,0,0,0,0
14136002600,14136,宮前区No.26,野川西耕地遺跡,川崎市宮前区野川2935ほか,縄文　奈良　平安,35.57326323,139.5987559,0,1,0,0,1,1,0,0,0,0
14136002700,14136,宮前区No.27,,川崎市宮前区宮崎3-3-22ほか,縄文　古墳　奈良　平安,35.58862586,139.5878976,0,1,0,1,1,1,0,0,0,0
14136002800,14136,宮前区No.28,宮崎大塚古墳,川崎市宮前区宮崎175,古墳,35.590809,139.597214,0,0,0,1,0,0,0,0,0,0
14136002900,14136,宮前区No.29,,川崎市宮前区宮崎85,縄文　弥生,35.58554395,139.6002708,0,1,1,0,0,0,0,0,0,0
14136003000,14136,宮前区No.30,馬絹古墳,川崎市宮前区馬絹5-21,古墳,35.58360344,139.6014381,0,0,0,1,0,0,0,0,0,0
14136003100,14136,宮前区No.31,馬絹神社北遺跡,川崎市宮前区馬絹5-23,縄文,35.58381285,139.6014381,0,1,0,0,0,0,0,0,0,0
14136003200,14136,宮前区No.32,,川崎市宮前区馬絹6-19,平安,35.58346392,139.596452,0,0,0,0,0,1,0,0,0,0
14136003300,14136,宮前区No.33,,川崎市宮前区馬絹1-13,平安,35.58317075,139.5958319,0,0,0,0,0,1,0,0,0,0
14136003400,14136,宮前区No.34,,川崎市宮前区宮崎1-5ほか,縄文,35.58604661,139.5931132,0,1,0,0,0,0,0,0,0,0
14136003500,14136,宮前区No.35,,川崎市宮前区宮崎1-11ほか,古墳,35.58425968,139.5936282,0,0,0,1,0,0,0,0,0,0
14136003600,14136,宮前区No.36,,川崎市宮前区宮崎1-10ほか,縄文　弥生　古墳　奈良　平安,35.58506,139.591782,0,1,1,1,1,1,0,0,0,0
14136003700,14136,宮前区No.37,,川崎市宮前区馬絹2-9,縄文　奈良　平安,35.58149893,139.5920554,0,1,0,0,1,1,0,0,0,0
14136003800,14136,宮前区No.38,,川崎市宮前区馬絹1-15,古墳,35.58142913,139.5872942,0,0,0,1,0,0,0,0,0,0
14136003900,14136,宮前区No.39,小台遺跡,川崎市宮前区小台2-10,縄文　古墳,35.58271904,139.5840513,0,1,0,1,0,0,0,0,0,0
14136004000,14136,宮前区No.40,,川崎市宮前区馬絹1-35,縄文,35.58003301,139.5883475,0,1,0,0,0,0,0,0,0,0
14136004100,14136,宮前区No.41,,川崎市宮前区西野川1-2,縄文,35.57691836,139.5965068,0,1,0,0,0,0,0,0,0,0
14136004200,14136,宮前区No.42,,川崎市宮前区東有馬2-12,縄文,35.576748,139.594742,0,1,0,0,0,0,0,0,0,0
14136004300,14136,宮前区No.43,,川崎市宮前区東有馬1-1,平安,35.57766881,139.5904472,0,0,0,0,0,1,0,0,0,0
14136004400,14136,宮前区No.44,,川崎市宮前区東有馬1-2,平安,35.57673337,139.5900523,0,0,0,0,0,1,0,0,0,0
14136004500,14136,宮前区No.45,東有馬一丁目遺跡・骨蔵器,川崎市宮前区有馬3-4ほか,縄文　弥生　古墳　奈良　平安,35.57773861,139.5880267,0,1,1,1,1,1,0,0,0,0
14136004600,14136,宮前区No.46,,川崎市宮前区東有馬2-36ほか,縄文　平安,35.57323236,139.5939147,0,1,0,0,0,1,0,0,0,0
14136004700,14136,宮前区No.47,,川崎市宮前区東有馬2-32,縄文　奈良　平安,35.57439123,139.5925586,0,1,0,0,1,1,0,0,0,0
14136004800,14136,宮前区No.48,骨蔵器,川崎市宮前区東有馬3-9ほか,縄文　奈良　平安,35.57330217,139.5901897,0,1,0,0,1,1,0,0,0,0
14136004900,14136,宮前区No.49,,川崎市宮前区東有馬3-13,平安,35.5722829,139.5899837,0,0,0,0,0,1,0,0,0,0
14136005000,14136,宮前区No.50,,川崎市宮前区有馬3-18ほか,縄文,35.57567226,139.5866534,0,1,0,0,0,0,0,0,0,0
14136005100,14136,宮前区No.51,有馬遺跡群,川崎市宮前区有馬4-4ほか,縄文,35.57628659,139.5806625,0,1,0,0,0,0,0,0,0,0
14136005200,14136,宮前区No.52,,川崎市宮前区有馬4-3ほか,縄文,35.57586579,139.5799432,0,1,0,0,0,0,0,0,0,0
14136005300,14136,宮前区No.53,,川崎市宮前区有馬5-11ほか,縄文,35.57327075,139.5826537,0,1,0,0,0,0,0,0,0,0
14136005400,14136,宮前区No.54,,川崎市宮前区有馬5-4ほか,縄文,35.57419227,139.5799586,0,1,0,0,0,0,0,0,0,0
14136005500,14136,宮前区No.55,,川崎市宮前区有馬7-1ほか,平安,35.57279603,139.5775382,0,0,0,0,0,1,0,0,0,0
14136005600,14136,宮前区No.56,,川崎市宮前区有馬7-7,縄文,35.57130202,139.5769202,0,1,0,0,0,0,0,0,0,0
14136005700,14136,宮前区No.57,,川崎市宮前区有馬8-19,奈良　平安,35.57304,139.573685,0,0,0,0,1,1,0,0,0,0
14136005800,14136,宮前区No.58,,川崎市宮前区有馬9-15ほか,縄文　奈良,35.570984,139.573746,0,1,0,0,1,0,0,0,0,0
14136005900,14136,宮前区No.59,堂尻谷戸遺跡,川崎市宮前区有馬8-17ほか,中世,35.5730772,139.5723879,0,0,0,0,0,0,1,0,0,0
14136006000,14136,宮前区No.60,,川崎市宮前区有馬8-15,縄文,35.57372645,139.5728342,0,1,0,0,0,0,0,0,0,0
14136006100,14136,宮前区No.61,,川崎市宮前区有馬9-2ほか,縄文,35.5723686,139.5700061,0,1,0,0,0,0,0,0,0,0
14136006200,14136,宮前区No.62,,川崎市宮前区小台1-6ほか,縄文,35.58163712,139.5790243,0,1,0,0,0,0,0,0,0,0
14136006300,14136,宮前区No.63,,川崎市宮前区小台1-10,縄文　弥生　古墳　奈良　平安,35.58003857,139.5792475,0,1,1,1,1,1,0,0,0,0
14136006400,14136,宮前区No.64,,川崎市宮前区小台1-15ほか,縄文,35.57982217,139.5770073,0,1,0,0,0,0,0,0,0,0
14136006500,14136,宮前区No.65,,川崎市宮前区小台1-11ほか,平安,35.57945219,139.5772819,0,0,0,0,0,1,0,0,0,0
14136006600,14136,宮前区No.66,,川崎市宮前区有馬1-1,縄文　平安,35.578433,139.5761318,0,1,0,0,0,1,0,0,0,0
14136006700,14136,宮前区No.67,,川崎市宮前区有馬1-9,平安,35.57828641,139.5790758,0,0,0,0,0,1,0,0,0,0
14136006800,14136,宮前区No.68,,川崎市宮前区有馬4-1ほか,縄文,35.57599338,139.5771091,0,1,0,0,0,0,0,0,0,0
14136006900,14136,宮前区No.69,鷺沼南遺跡,川崎市宮前区鷺沼2-1,縄文,35.57672482,139.5688903,0,1,0,0,0,0,0,0,0,0
14136007000,14136,宮前区No.70,,川崎市宮前区鷺沼3-10ほか,縄文,35.57962185,139.5690791,0,1,0,0,0,0,0,0,0,0
14136007100,14136,宮前区No.71,,川崎市宮前区鷺沼4-3ほか,縄文,35.581367,139.5692508,0,1,0,0,0,0,0,0,0,0
14136007200,14136,宮前区No.72,,川崎市宮前区鷺沼4-9-6,平安,35.58255368,139.5676715,0,0,0,0,0,1,0,0,0,0
14136007300,14136,宮前区No.73,土橋遺跡,川崎市宮前区土橋2-4ほか,縄文,35.58411167,139.5763893,0,1,0,0,0,0,0,0,0,0
14136007400,14136,宮前区No.74,第六天遺跡,川崎市宮前区土橋2-14ほか,縄文,35.58566894,139.5733725,0,1,0,0,0,0,0,0,0,0
14136007500,14136,宮前区No.75,東高根遺跡,川崎市宮前区神木本町2-10,縄文　弥生　古墳　奈良　平安,35.6048945,139.5864184,0,1,1,1,1,1,0,0,0,0
14136007600,14136,宮前区No.76,東高根遺跡,川崎市宮前区神木本町2丁目,縄文　奈良　平安,35.60342,139.585327,0,1,0,0,1,1,0,0,0,0
14136007700,14136,宮前区No.77,,川崎市宮前区神木本町2-22,弥生,35.6030382,139.5862296,0,0,1,0,0,0,0,0,0,0
14136007800,14136,宮前区No.78,,川崎市宮前区神木本町2-11,古墳,35.60202334,139.5875897,0,0,0,1,0,0,0,0,0,0
14136007900,14136,宮前区No.79,長尾鯉坂遺跡,川崎市宮前区神木本町1-28ほ,縄文,35.60514572,139.5827277,0,1,0,0,0,0,0,0,0,0
14136008000,14136,宮前区No.80,長尾権現台遺跡・五所塚,川崎市宮前区五所塚1-1-1ほか,縄文,35.606144,139.576874,0,1,0,0,0,0,0,0,0,0
14136008100,14136,宮前区No.81,,川崎市宮前区五所塚1-6ほか,縄文　奈良　平安,35.605789,139.575912,0,1,0,0,1,1,0,0,0,0
14136008200,14136,宮前区No.82,,川崎市宮前区平1-14,縄文,35.60279918,139.5770006,0,1,0,0,0,0,0,0,0,0
14136008300,14136,宮前区No.83,東泉寺上遺跡,川崎市宮前区平1-11,縄文　弥生　古墳　奈良　平安,35.60242931,139.5785971,0,1,1,1,1,1,0,0,0,0
14136008400,14136,宮前区No.84,,川崎市宮前区平1-10-39,縄文　古墳　奈良　平安,35.60205246,139.5794382,0,1,0,1,1,1,0,0,0,0
14136008500,14136,宮前区No.85,平風久保遺跡・東泉寺上遺跡,川崎市宮前区平1-6,弥生,35.60182914,139.5780134,0,0,1,0,0,0,0,0,0,0
14136008600,14136,宮前区No.86,平風久保遺跡・東泉寺上遺跡,川崎市宮前区平1丁目,弥生,35.60148719,139.5772496,0,0,1,0,0,0,0,0,0,0
14136008700,14136,宮前区No.87,,川崎市宮前区平2-23,縄文　弥生,35.60292305,139.5722564,0,1,1,0,0,0,0,0,0,0
14136008800,14136,宮前区No.88,,川崎市宮前区平2-15ほか,縄文　奈良　平安,35.60205072,139.5742562,0,1,0,0,1,1,0,0,0,0
14136008900,14136,宮前区No.89,風久保遺跡・風久保西遺跡,川崎市宮前区平2-12,縄文　弥生　平安,35.6011051,139.5745051,0,1,1,0,0,1,0,0,0,0
14136009000,14136,宮前区No.90,野川北耕地西遺跡,川崎市宮前区野川本町1-14,縄文　弥生　古墳,35.58008012,139.6127204,0,1,1,1,0,0,0,0,0,0
14136009100,14136,宮前区No.91,,川崎市宮前区平2-16,弥生　奈良　平安,35.60105276,139.5728658,0,0,1,0,1,1,0,0,0,0
14136009200,14136,宮前区No.92,,川崎市宮前区平2-7,縄文　奈良　平安,35.60129003,139.5703166,0,1,0,0,1,1,0,0,0,0
14136009300,14136,宮前区No.93,,川崎市宮前区初山1-3,縄文　奈良　平安,35.60157344,139.5668624,0,1,0,0,1,1,0,0,0,0
14136009400,14136,宮前区No.94,,川崎市宮前区初山1-4,縄文,35.60267531,139.5655444,0,1,0,0,0,0,0,0,0,0
14136009500,14136,宮前区No.95,,川崎市宮前区初山2-7,縄文　奈良　平安,35.5976792,139.5668023,0,1,0,0,1,1,0,0,0,0
14136009600,14136,宮前区No.96,初山遺跡,川崎市宮前区白幡台2-2ほか,縄文,35.59548773,139.5673345,0,1,0,0,0,0,0,0,0,0
14136009700,14136,宮前区No.97,,川崎市宮前区南平台21ほか,縄文,35.59597628,139.5702012,0,1,0,0,0,0,0,0,0,0
14136009800,14136,宮前区No.98,平遺跡,川崎市宮前区神木本町5-12ほか,縄文　弥生,35.59966085,139.579796,0,1,1,0,0,0,0,0,0,0
14136009900,14136,宮前区No.99,長尾古墳,川崎市宮前区神木本町5-3,古墳,35.60006563,139.5821993,0,0,0,1,0,0,0,0,0,0
14136010000,14136,宮前区No.100,,川崎市宮前区神木本町48ほか,縄文　奈良　平安,35.59884431,139.5836348,0,1,0,0,1,1,0,0,0,0
14136010100,14136,宮前区No.101,,川崎市宮前区神木本町3-4,縄文　弥生,35.59936774,139.5847399,0,1,1,0,0,0,0,0,0,0
14136010200,14136,宮前区No.102,,川崎市宮前区神木本町4-18,縄文　弥生　古墳　奈良　平安,35.597305,139.585114,0,1,1,1,1,1,0,0,0,0
14136010300,14136,宮前区No.103,,高津区向ヶ丘167ほか,縄文　弥生,35.59535823,139.5883898,0,1,1,0,0,0,0,0,0,0
14136010400,14136,宮前区No.104,,川崎市宮前区神木2-16ほか,縄文,35.59505553,139.5859649,0,1,0,0,0,0,0,0,0,0
14136010500,14136,宮前区No.105,,川崎市宮前区神木2-11ほか,縄文,35.5958049,139.5840125,0,1,0,0,0,0,0,0,0,0
14136010600,14136,宮前区No.106,,川崎市宮前区神木2-9,縄文　弥生　古墳　奈良　平安,35.59531635,139.5818324,0,1,1,1,1,1,0,0,0,0
14136010700,14136,宮前区No.107,,川崎市宮前区神木本町4-3-4ほか,縄文　弥生　古墳　奈良　平安,35.59786027,139.5818903,0,1,1,1,1,1,0,0,0,0
14136010800,14136,宮前区No.108,,川崎市宮前区平6-1ほか,縄文　奈良　平安,35.59844651,139.5789892,0,1,0,0,1,1,0,0,0,0
14136010900,14136,宮前区No.109,,川崎市宮前区平6-8ほか,縄文　弥生　古墳　奈良　平安,35.59646095,139.5772147,0,1,1,1,1,1,0,0,0,0
14136011000,14136,宮前区No.110,南平遺跡,川崎市宮前区平6-5ほか,縄文,35.5952326,139.5798754,0,1,0,0,0,0,0,0,0,0
14136011100,14136,宮前区No.111,,川崎市宮前区けやき平6-6ほか,縄文,35.59365402,139.5787745,0,1,0,0,0,0,0,0,0,0
14136011200,14136,宮前区No.112,,川崎市宮前区宮崎6-5,縄文　弥生　平安,35.59210496,139.5799074,0,1,1,0,0,1,0,0,0,0
14136011300,14136,宮前区No.113,大野遺跡,川崎市宮前区宮崎6-2,縄文,35.59256561,139.5811262,0,1,0,0,0,0,0,0,0,0
14136011400,14136,宮前区No.114,,川崎市宮前区神木1-6ほか,縄文,35.59315189,139.5823107,0,1,0,0,0,0,0,0,0,0
14136011500,14136,宮前区No.115,,川崎市宮前区宮崎6-3-10,平安,35.59300358,139.5838535,0,0,0,0,0,1,0,0,0,0
14136011600,14136,宮前区No.116,,川崎市宮前区宮崎6-4-6ほか,縄文　平安,35.59310129,139.5846946,0,1,0,0,0,1,0,0,0,0
14136011700,14136,宮前区No.117,,川崎市宮前区宮崎4-1ほか,縄文　弥生　古墳　奈良　平安,35.5932688,139.5862911,0,1,1,1,1,1,0,0,0,0
14136011800,14136,宮前区No.118,,川崎市宮前区宮崎6-2,縄文,35.5918537,139.5841646,0,1,0,0,0,0,0,0,0,0
14136011900,14136,宮前区No.119,,川崎市宮前区宮崎5-4-21ほか,古墳,35.59122233,139.5878118,0,0,0,1,0,0,0,0,0,0
14136012000,14136,宮前区No.120,,川崎市宮前区宮崎5-4ほか,古墳,35.59083147,139.5887044,0,0,0,1,0,0,0,0,0,0
14136012100,14136,宮前区No.121,,川崎市宮前区宮崎3-18,縄文,35.59187842,139.5899919,0,1,0,0,0,0,0,0,0,0
14136012200,14136,宮前区No.122,,川崎市宮前区宮崎2-6-1ほか,縄文,35.58874452,139.5902022,0,1,0,0,0,0,0,0,0,0
14136012300,14136,宮前区No.123,,川崎市宮前区宮崎3-3-18ほか,縄文　弥生,35.592197,139.592865,0,1,1,0,0,0,0,0,0,0
14136012400,14136,宮前区No.124,,川崎市宮前区宮前平3-14ほか,縄文,35.58917029,139.5851628,0,1,0,0,0,0,0,0,0,0
14136012500,14136,宮前区No.125,,川崎市宮前区宮前平3-12ほか,縄文,35.58763994,139.5840792,0,1,0,0,0,0,0,0,0,0
14136012600,14136,宮前区No.126,,川崎市宮前区宮前平2-1ほか,縄文,35.58565062,139.584002,0,1,0,0,0,0,0,0,0,0
14136012700,14136,宮前区No.127,土橋-４遺跡,川崎市宮前区宮前平2-12ほか,縄文　古墳　奈良　平安,35.58764692,139.5828175,0,1,0,1,1,1,0,0,0,0
14136012800,14136,宮前区No.128,,川崎市宮前区宮前平2-20ほか,縄文,35.58934129,139.5809078,0,1,0,0,0,0,0,0,0,0
14136012900,14136,宮前区No.129,,川崎市宮前区宮前平2-20ほか,縄文,35.58890156,139.5785818,0,1,0,0,0,0,0,0,0,0
14136013000,14136,宮前区No.130,,川崎市宮前区土橋7-5ほか,縄文,35.59065349,139.5767106,0,1,0,0,0,0,0,0,0,0
14136013100,14136,宮前区No.131,土橋№６遺跡,川崎市宮前区土橋7-18,縄文,35.59204244,139.5746765,0,1,0,0,0,0,0,0,0,0
14136013200,14136,宮前区No.132,,川崎市宮前区けやき平1,縄文,35.59327713,139.5764914,0,1,0,0,0,0,0,0,0,0
14136013300,14136,宮前区No.133,,川崎市宮前区けやき平10ほか,縄文,35.59350814,139.5734662,0,1,0,0,0,0,0,0,0,0
14136013400,14136,宮前区No.134,,川崎市宮前区けやき平9ほか,旧石器,35.59125723,139.5706832,1,0,0,0,0,0,0,0,0,0
14136013500,14136,宮前区No.135,,川崎市宮前区南平台10,縄文,35.59254241,139.5662873,0,1,0,0,0,0,0,0,0,0
14136013600,14136,宮前区No.136,白井坂埴輪窯跡,川崎市宮前区犬蔵1-1ほか,古墳,35.59233303,139.565944,0,0,0,1,0,0,0,0,0,0
14136013700,14136,宮前区No.137,,川崎市宮前区犬蔵1-12,縄文,35.58977846,139.5633863,0,1,0,0,0,0,0,0,0,0
14136013800,14136,宮前区No.138,,川崎市宮前区犬蔵1-13,縄文,35.58926196,139.5615495,0,1,0,0,0,0,0,0,0,0
14136013900,14136,宮前区No.139,,川崎市宮前区犬蔵1-10ほか,縄文,35.58846625,139.5649827,0,1,0,0,0,0,0,0,0,0
14136014000,14136,宮前区No.140,,川崎市宮前区犬蔵2-16,縄文　弥生　古墳　奈良　平安,35.5868469,139.5629056,0,1,1,1,1,1,0,0,0,0
14136014100,14136,宮前区No.141,,川崎市宮前区犬蔵2-13ほか,縄文　弥生,35.58552068,139.5633519,0,1,1,0,0,0,0,0,0,0
14136014200,14136,宮前区No.142,,川崎市宮前区犬蔵2-33ほか,縄文　奈良　平安,35.58244935,139.56297,0,1,0,0,1,1,0,0,0,0
14136014300,14136,宮前区No.143,,川崎市宮前区犬蔵2-20ほか,縄文,35.587307,139.561432,0,1,0,0,0,0,0,0,0,0
14136014400,14136,宮前区No.144,,川崎市宮前区犬蔵2-27ほか,縄文,35.58626057,139.5612662,0,1,0,0,0,0,0,0,0,0
14136014500,14136,宮前区No.145,,川崎市宮前区犬蔵2-22ほか,縄文　弥生　古墳,35.586812,139.5598415,0,1,1,1,0,0,0,0,0,0
14136014600,14136,宮前区No.146,向ヶ丘南菅生地内遺跡,川崎市宮前区犬蔵2-28ほか,縄文,35.58624661,139.5583695,0,1,0,0,0,0,0,0,0,0
14136014700,14136,宮前区No.147,,川崎市宮前区菅生1-33ほか,縄文　奈良　平安,35.599854,139.555374,0,1,0,0,1,1,0,0,0,0
14136014800,14136,宮前区No.148,,川崎市宮前区菅生1-36,縄文　奈良　平安,35.599854,139.555374,0,1,0,0,1,1,0,0,0,0
14136014900,14136,宮前区No.149,,川崎市宮前区菅生1-12,縄文　弥生　古墳　奈良　平安,35.601372,139.556778,0,1,1,1,1,1,0,0,0,0
14136015000,14136,宮前区No.150,,川崎市宮前区菅生1-9,縄文　弥生　古墳　奈良　平安,35.600735,139.553284,0,1,1,1,1,1,0,0,0,0
14136015100,14136,宮前区No.151,菅生遺跡,川崎市宮前区菅生2-10,縄文　奈良　平安,35.598785,139.552765,0,1,0,0,1,1,0,0,0,0
14136015200,14136,宮前区No.152,,川崎市宮前区菅生2-16ほか,縄文,35.59956,139.547073,0,1,0,0,0,0,0,0,0,0
14136015300,14136,宮前区No.153,,川崎市宮前区菅生2-14,平安,35.598595,139.550064,0,0,0,0,0,1,0,0,0,0
14136015400,14136,宮前区No.154,,川崎市宮前区菅生2-6ほか,縄文　平安,35.596874,139.553757,0,1,0,0,0,1,0,0,0,0
14136015500,14136,宮前区No.155,,川崎市宮前区菅生2-7ほか,（不明）,35.597317,139.554749,0,0,0,0,0,0,0,0,0,1
14136015600,14136,宮前区No.156,,川崎市宮前区菅生1-3ほか,縄文,35.597496,139.55542,0,1,0,0,0,0,0,0,0,0
14136015700,14136,宮前区No.157,,川崎市宮前区菅生3-21ほか,縄文,35.59544,139.549179,0,1,0,0,0,0,0,0,0,0
14136015800,14136,宮前区No.158,,川崎市宮前区菅生3-17ほか,縄文,35.595413,139.550446,0,1,0,0,0,0,0,0,0,0
14136015900,14136,宮前区No.159,,川崎市宮前区菅生4-5ほか,縄文　奈良　平安,35.59212595,139.5535217,0,1,0,0,1,1,0,0,0,0
14136016000,14136,宮前区No.160,菅生カエンヅカ遺跡,川崎市宮前区菅生5-23ほか,縄文,35.59149778,139.5547662,0,1,0,0,0,0,0,0,0,0
14136016100,14136,宮前区No.161,菅生水沢遺跡Ｃ地点,川崎市宮前区水沢1-1,縄文,35.59126397,139.5526247,0,1,0,0,0,0,0,0,0,0
14136016200,14136,宮前区No.162,菅生水沢遺跡Ｂ地点,川崎市宮前区水沢1-1,縄文　古墳,35.59098478,139.5501013,0,1,0,1,0,0,0,0,0,0
14136016300,14136,宮前区No.163,,川崎市宮前区水沢1-2ほか,縄文　弥生　古墳　奈良　平安,35.58964467,139.5475264,0,1,1,1,1,1,0,0,0,0
14136016400,14136,宮前区No.164,菅生水沢遺跡Ａ地点,川崎市宮前区水沢1-1,,35.59109645,139.5486422,0,0,0,0,0,0,0,0,0,0
14136016500,14136,宮前区No.165,菅生水沢遺跡Ｅ地点,川崎市宮前区菅生4-14ほか,奈良　平安,35.59249238,139.5499297,0,0,0,0,1,1,0,0,0,0
14136016600,14136,宮前区No.166,菅生水沢遺跡Ｄ地点・Ｆ地点,川崎市宮前区水沢1-1,縄文　弥生　古墳　奈良　平安,35.59225507,139.5468741,0,1,1,1,1,1,0,0,0,0
14136016700,14136,宮前区No.167,,川崎市宮前区水沢2-9,縄文　奈良　平安,35.59243699,139.5422245,0,1,0,0,1,1,0,0,0,0
14136016800,14136,宮前区No.168,鷲ヶ峰遺跡,川崎市宮前区菅生ケ丘38ほか,縄文,35.598068,139.541092,0,1,0,0,0,0,0,0,0,0
14136016900,14136,宮前区No.169,,川崎市宮前区潮見台7,奈良　平安,35.59608023,139.5394779,0,0,0,0,1,1,0,0,0,0
14136017000,14136,宮前区No.170,潮見台遺跡Ａ地点,川崎市宮前区潮見台3-8ほか,縄文　平安,35.59536835,139.5361649,0,1,0,0,0,1,0,0,0,0
14136017100,14136,宮前区No.171,潮見台遺跡Ｃ地点,川崎市宮前区潮見台2-38ほか,縄文　弥生　古墳　奈良　平安,35.59460062,139.5364224,0,1,1,1,1,1,0,0,0,0
14136017200,14136,宮前区No.172,,川崎市宮前区潮見台18,縄文,35.59208838,139.5337962,0,1,0,0,0,0,0,0,0,0
14136017300,14136,宮前区No.173,,川崎市宮前区潮見台4,縄文　奈良　平安,35.59543814,139.531015,0,1,0,0,1,1,0,0,0,0
