JASID,LGC,Site_no,SiteName,Address,Chronology,Lat,Lon,P,J,Y,K,N,H,M,E,D,U
14136017400,14136,宮前区No.174,,川崎市宮前区潮見台7,縄文　奈良　平安,35.59365142,139.5290581,0,1,0,0,1,1,0,0,0,0
14136017500,14136,宮前区No.175,,川崎市宮前区潮見台24,縄文,35.59288368,139.5273415,0,1,0,0,0,0,0,0,0,0
14136017600,14136,宮前区No.176,野川東耕地北遺跡,川崎市宮前区野川本町2-8,縄文　古墳　奈良　平安,35.57684542,139.6145986,0,1,0,1,1,1,0,0,0,0
14136017700,14136,宮前区No.177,,川崎市宮前区有馬1-5,縄文　奈良　平安,35.57820962,139.5775223,0,1,0,0,1,1,0,0,0,0
14136017800,14136,宮前区No.178,,川崎市宮前区東有馬1-3,平安,35.57765484,139.5898635,0,0,0,0,0,1,0,0,0,0
14136017900,14136,宮前区No.179,,川崎市宮前区野川本町2-7,縄文　古墳　奈良　平安,35.57679793,139.6134742,0,1,0,1,1,1,0,0,0,0
14136018000,14136,宮前区No.180,,川崎市宮前区西野川1-15,縄文　弥生　古墳　奈良　平安,35.57611596,139.601039,0,1,1,1,1,1,0,0,0,0
14136018100,14136,宮前区No.181,,川崎市宮前区野川3004,縄文,35.575649,139.597168,0,1,0,0,0,0,0,0,0,0
14136018200,14136,宮前区No.182,野川西耕地遺跡,川崎市宮前区野川3013,縄文　古墳,35.57428248,139.5990649,0,1,0,1,0,0,0,0,0,0
14136018300,14136,宮前区No.183,,川崎市宮前区神木本町4-10,弥生,35.59767881,139.5834717,0,0,1,0,0,0,0,0,0,0
14136018400,14136,宮前区No.184,,川崎市宮前区平2-19,古墳,35.60214144,139.5712693,0,0,0,1,0,0,0,0,0,0
14136018500,14136,宮前区No.185,板碑,川崎市宮前区東有馬3-5,中世,35.57246442,139.5872199,0,0,0,0,0,0,1,0,0,0
14136018600,14136,宮前区No.186,,川崎市宮前区菅生1-18,中世,35.601593,139.554016,0,0,0,0,0,0,1,0,0,0
14136018700,14136,宮前区No.187,,川崎市宮前区菅生2-12,縄文,35.599861,139.552963,0,1,0,0,0,0,0,0,0,0
14136018800,14136,宮前区No.188,,川崎市宮前区菅生1-10,縄文,35.599586,139.556305,0,1,0,0,0,0,0,0,0,0
14136018900,14136,宮前区No.189,,川崎市宮前区菅生1-18,縄文　奈良　平安,35.601593,139.554016,0,1,0,0,1,1,0,0,0,0
14136019000,14136,宮前区No.190,,川崎市宮前区水沢3-1,奈良　平安,35.59323221,139.5476809,0,0,0,0,1,1,0,0,0,0
14136019100,14136,宮前区No.191,,川崎市宮前区神木本町1-25ほか,縄文　奈良　平安,35.60428039,139.5821441,0,1,0,0,1,1,0,0,0,0
14136019200,14136,宮前区No.192,,川崎市宮前区有馬4-16,平安,35.57549075,139.5817954,0,0,0,0,0,1,0,0,0,0
14136019300,14136,宮前区No.193,,高津区上作延722ほか,縄文　古墳　奈良　平安　中世,35.59720074,139.5864501,0,1,0,1,1,1,1,0,0,0
14136019400,14136,宮前区No.194,,川崎市宮前区馬絹1-19,古墳,35.58256547,139.5857335,0,0,0,1,0,0,0,0,0,0
14136019600,14136,宮前区No.196,小台西遺跡,川崎市宮前区小台1-3ほか,縄文,35.58320766,139.5798434,0,1,0,0,0,0,0,0,0,0
14136019700,14136,宮前区No.197,梶ヶ谷金山西遺跡,川崎市宮前区梶ヶ谷金山1451付近,縄文,35.57973162,139.6017596,0,1,0,0,0,0,0,0,0,0
14136019800,14136,宮前区No.198,,川崎市宮前区東有馬5-36,縄文,35.56803815,139.5965068,0,1,0,0,0,0,0,0,0,0
14135000100,14135,多摩区No.1,,川崎市多摩区長尾7-8ほか,縄文,35.60811531,139.5860906,0,1,0,0,0,0,0,0,0,0
14135000200,14135,多摩区No.2,下原遺跡,川崎市多摩区長尾7-12,縄文　弥生　古墳　奈良　平安,35.606651,139.584793,0,1,1,1,1,1,0,0,0,0
14135000300,14135,多摩区No.3,新林遺跡,川崎市多摩区長尾7-29ほか,縄文　弥生　古墳　奈良　平安,35.60596949,139.5807562,0,1,1,1,1,1,0,0,0,0
14135000400,14135,多摩区No.4,長尾台遺跡・長尾台北遺跡,川崎市多摩区長尾6-11,縄文　弥生　古墳　奈良　平安,35.60804204,139.5806189,0,1,1,1,1,1,0,0,0,0
14135000500,14135,多摩区No.5,長尾妙楽寺北遺跡,川崎市多摩区長尾3-9,中世,35.60832814,139.578104,0,0,0,0,0,0,1,0,0,0
14135000600,14135,多摩区No.6,妙楽寺出土板碑,川崎市多摩区長尾3-9,中世,35.60831419,139.5767737,0,0,0,0,0,0,1,0,0,0
14135000700,14135,多摩区No.7,大師穴,川崎市多摩区長尾3-10,古墳,35.60925893,139.5761975,0,0,0,1,0,0,0,0,0,0
14135000800,14135,多摩区No.8,,川崎市多摩区長尾3-10-2,縄文,35.60724922,139.5766953,0,1,0,0,0,0,0,0,0,0
14135000900,14135,多摩区No.9,,川崎市多摩区長尾3-10-1,縄文　弥生,35.60689332,139.5768584,0,1,1,0,0,0,0,0,0,0
14135001000,14135,多摩区No.10,,川崎市多摩区東生田4-8,縄文　奈良　平安,35.60405,139.566864,0,1,0,0,1,1,0,0,0,0
14135001100,14135,多摩区No.11,,川崎市多摩区東生田4-10,平安,35.60318602,139.566151,0,0,0,0,0,1,0,0,0,0
14135001200,14135,多摩区No.12,,川崎市多摩区東生田4-11ほか,縄文,35.60345818,139.5658935,0,1,0,0,0,0,0,0,0,0
14135001300,14135,多摩区No.13,,川崎市多摩区東生田4-16ほか,縄文　奈良　平安,35.6050775,139.5638552,0,1,0,0,1,1,0,0,0,0
14135001400,14135,多摩区No.14,登戸富士塚,川崎市多摩区登戸2919,古墳,35.61574045,139.5682664,0,0,0,1,0,0,0,0,0,0
14135001500,14135,多摩区No.15,生田長者穴横穴墓群,川崎市多摩区枡形6-1ほか,古墳,35.61357302,139.563181,0,0,0,1,0,0,0,0,0,0
14135001600,14135,多摩区No.16,廣福寺南遺跡,川崎市多摩区枡形6-7-8,縄文　奈良　平安,35.61382792,139.5591791,0,1,0,0,1,1,0,0,0,0
14135001700,14135,多摩区No.17,生田根岸古墳群,川崎市多摩区枡形4-12ほか,古墳,35.61761933,139.5549691,0,0,0,1,0,0,0,0,0,0
14135001800,14135,多摩区No.18,榎戸遺跡,川崎市多摩区枡形4-12,縄文　弥生　古墳　奈良　平安,35.617504,139.553177,0,1,1,1,1,1,0,0,0,0
14135001900,14135,多摩区No.19,,川崎市多摩区枡形6-26,縄文　奈良　平安,35.61171278,139.5580676,0,1,0,0,1,1,0,0,0,0
14135002000,14135,多摩区No.20,,川崎市多摩区枡形6-26ほか,縄文　奈良　平安,35.610565,139.557922,0,1,0,0,1,1,0,0,0,0
14135002100,14135,多摩区No.21,神明山遺跡,川崎市多摩区三田5-l,縄文,35.60535219,139.5492356,0,1,0,0,0,0,0,0,0,0
14135002200,14135,多摩区No.22,,川崎市多摩区南生田6-5,平安,35.6040949,139.5406947,0,0,0,0,0,1,0,0,0,0
14135002300,14135,多摩区No.23,,川崎市多摩区南生田6-9ほか,縄文,35.60276897,139.5398535,0,1,0,0,0,0,0,0,0,0
14135002400,14135,多摩区No.24,,川崎市多摩区南生田6-32,平安,35.60543477,139.5381541,0,0,0,0,0,1,0,0,0,0
14135002500,14135,多摩区No.25,,川崎市多摩区長沢4-14ほか,縄文,35.59821003,139.5382442,0,1,0,0,0,0,0,0,0,0
14135002600,14135,多摩区No.26,潮見台遺跡Ｂ地点,川崎市多摩区長沢1-22ほか,縄文,35.59700962,139.5361327,0,1,0,0,0,0,0,0,0,0
14135002700,14135,多摩区No.27,,川崎市多摩区南生田2-3ほか,縄文,35.60510109,139.5315528,0,1,0,0,0,0,0,0,0,0
14135002800,14135,多摩区No.28,,川崎市多摩区南生田2-31,縄文,35.60457119,139.5263073,0,1,0,0,0,0,0,0,0,0
14135002900,14135,多摩区No.29,,川崎市多摩区南生田1-29ほか,縄文,35.60651073,139.5285144,0,1,0,0,0,0,0,0,0,0
14135003000,14135,多摩区No.30,,川崎市多摩区南生田1-13ほか,縄文,35.607296,139.529846,0,1,0,0,0,0,0,0,0,0
14135003100,14135,多摩区No.31,,川崎市多摩区栗谷2-19,縄文,35.608334,139.532837,0,1,0,0,0,0,0,0,0,0
14135003200,14135,多摩区No.32,,川崎市多摩区西生田4-20ほか,縄文　古墳　奈良　平安,35.61075344,139.5246691,0,1,0,1,1,1,0,0,0,0
14135003300,14135,多摩区No.33,,川崎市多摩区西生田3-22ほか,縄文　弥生　古墳　奈良　平安,35.610363,139.528244,0,1,1,1,1,1,0,0,0,0
14135003400,14135,多摩区No.34,,川崎市多摩区西生田3-18,縄文　奈良　平安,35.61140937,139.5312266,0,1,0,0,1,1,0,0,0,0
14135003500,14135,多摩区No.35,,川崎市多摩区栗谷2-13,縄文　古墳　奈良　平安,35.609261,139.533813,0,1,0,1,1,1,0,0,0,0
14135003600,14135,多摩区No.36,,川崎市多摩区栗谷4-1ほか,縄文　奈良　平安,35.61235836,139.538711,0,1,0,0,1,1,0,0,0,0
14135003700,14135,多摩区No.37,栗谷遺跡,川崎市多摩区栗谷3-25ほか,縄文　奈良　平安,35.61319569,139.5363936,0,1,0,0,1,1,0,0,0,0
14135003800,14135,多摩区No.38,,川崎市多摩区生田7-18ほか,奈良　平安,35.616055,139.540344,0,0,0,0,1,1,0,0,0,0
14135003900,14135,多摩区No.39,,川崎市多摩区生田6-15,平安,35.6168502,139.5344109,0,0,0,0,0,1,0,0,0,0
14135004000,14135,多摩区No.40,,川崎市多摩区西生田2-9ほか,縄文,35.6158594,139.5343766,0,1,0,0,0,0,0,0,0,0
14135004100,14135,多摩区No.41,,川崎市多摩区西生田2-12ほか,奈良　平安,35.61537097,139.5322823,0,0,0,0,1,1,0,0,0,0
14135004200,14135,多摩区No.42,,川崎市多摩区西生田1-7,縄文　奈良　平安,35.61682229,139.5289693,0,1,0,0,1,1,0,0,0,0
14135004300,14135,多摩区No.43,菅古墳,川崎市多摩区菅馬場4-3,古墳,35.61753399,139.527081,0,0,0,1,0,0,0,0,0,0
14135004400,14135,多摩区No.44,,川崎市多摩区西生田1-1-1,縄文,35.62183193,139.5281796,0,1,0,0,0,0,0,0,0,0
14135004500,14135,多摩No.45,寺尾台廃寺跡,川崎市多摩区寺尾台2-8,奈良　平安,35.62217577,139.5379816,0,0,0,0,1,1,0,0,0,0
14135004600,14135,多摩No.46,,川崎市多摩区菅北浦5-3,縄文　奈良　平安,35.62690601,139.5350462,0,1,0,0,1,1,0,0,0,0
14135004700,14135,多摩No.47,西菅遺跡第１地点,川崎市多摩区菅馬場3-14ほか,縄文,35.62498046,139.5333639,0,1,0,0,0,0,0,0,0,0
14135004800,14135,多摩No.48,西菅遺跡第２地点,川崎市多摩区菅北浦4-6ほか,縄文,35.62516338,139.5296645,0,1,0,0,0,0,0,0,0,0
14135004900,14135,多摩No.49,,川崎市多摩区菅北浦4-6ほか,縄文,35.62538663,139.5261111,0,1,0,0,0,0,0,0,0,0
14135005000,14135,多摩区No.50,,川崎市多摩区菅仙谷3-1ほか,縄文,35.62640522,139.5229697,0,1,0,0,0,0,0,0,0,0
14135005100,14135,多摩No.51,,川崎市多摩区菅北浦4-16-2,中世,35.6285106,139.5311495,0,0,0,0,0,0,1,0,0,0
14135005200,14135,多摩区No.52,小沢城跡,川崎市多摩区菅6516ほか,中世,35.63209792,139.5235662,0,0,0,0,0,0,1,0,0,0
14135005300,14135,多摩区No.53,,川崎市多摩区菅仙谷1-4ほか,縄文　奈良　平安,35.63149645,139.5215193,0,1,0,0,1,1,0,0,0,0
14135005400,14135,多摩区No.54,亀の子山遺跡,川崎市多摩区枡形5-6ほか,縄文　奈良　平安,35.61250651,139.5538791,0,1,0,0,1,1,0,0,0,0
14135005500,14135,多摩区No.55,,川崎市多摩区長沢4-13ほか,縄文　奈良　平安,35.59801461,139.5365962,0,1,0,0,1,1,0,0,0,0
14135005600,14135,多摩区No.56,長沢-17遺跡,川崎市多摩区長沢4-22,近世,35.59751212,139.5360298,0,0,0,0,0,0,0,1,0,0
14135005700,14135,多摩区No.57,,川崎市多摩区枡形6-26ほか,縄文　弥生,35.610565,139.557922,0,1,1,0,0,0,0,0,0,0
14135005800,14135,多摩区No.58,南生田遺跡,川崎市多摩区南生田5-4,中世,35.601879,139.540314,0,0,0,0,0,0,1,0,0,0
14135005900,14135,多摩区No.59,東生田横穴墓,川崎市多摩区東生田2-4527ほか,古墳,35.61245243,139.5644148,0,0,0,1,0,0,0,0,0,0
14135006000,14135,多摩区No.60,枡形山遺跡,川崎市多摩区枡形6-4740ほか,旧石器　縄文　中世,35.6111371,139.5612219,1,1,0,0,0,0,1,0,0,0
14135006100,14135,多摩区No.61,多摩区No.61遺跡,川崎市多摩区宿河原地先,縄文,35.617657,139.58432,0,1,0,0,0,0,0,0,0,0
14135006200,14135,多摩区No.62,,川崎市多摩区南生田2-29,縄文　奈良　平安,35.60349649,139.5279981,0,1,0,0,1,1,0,0,0,0
14135006300,14135,多摩区No.63,東生田緑地内古墳群,川崎市多摩区枡形4丁目付近,古墳,35.61680345,139.5531389,0,0,0,1,0,0,0,0,0,0
14135006400,14135,多摩区No.64,,川崎市多摩区西生田3-3,縄文,35.613583,139.530869,0,1,0,0,0,0,0,0,0,0
14135006500,14135,多摩No.65,寺尾城跡,川崎市多摩区菅馬場2-30,中世,35.624084,139.53833,0,0,0,0,0,0,1,0,0,0
14135006600,14135,多摩区No.66,東高根遺跡,川崎市宮前区神木本町2丁目,縄文　奈良　平安,35.60502042,139.5843697,0,1,0,0,1,1,0,0,0,0
14135006700,14135,多摩区No.67,長尾鯉坂遺跡,川崎市宮前区神木本町1-28ほか,縄文,35.60513208,139.5827732,0,1,0,0,0,0,0,0,0,0
14137000100,14137,麻生区No.1,,川崎市麻生区細山7-11,奈良　平安,35.62453087,139.5137317,0,0,0,0,1,1,0,0,0,0
14137000200,14137,麻生区No.2,,川崎市麻生区細山7-8,縄文,35.62390295,139.5123412,0,1,0,0,0,0,0,0,0,0
14137000300,14137,麻生区No.3,細山代官山遺跡,川崎市麻生区細山8-16ほか,弥生　古墳　奈良　平安,35.62193547,139.5110709,0,0,1,1,1,1,0,0,0,0
14137000400,14137,麻生区No.4,,川崎市麻生区細山8-7ほか,縄文　奈良　平安,35.6206796,139.5112941,0,1,0,0,1,1,0,0,0,0
14137000500,14137,麻生区No.5,細山遺跡,川崎市麻生区千代ヶ丘9-11ほか,弥生　奈良　平安,35.61885746,139.5087661,0,0,1,0,1,1,0,0,0,0
14137000600,14137,麻生区No.6,,川崎市麻生区細山4-22ほか,縄文　奈良　平安,35.61885746,139.5116672,0,1,0,0,1,1,0,0,0,0
14137000700,14137,麻生区No.7,,川崎市麻生区細山5-12,縄文,35.6186634,139.5170764,0,1,0,0,0,0,0,0,0,0
14137000800,14137,麻生区No.8,,川崎市麻生区細山5-24ほか,縄文,35.6210674,139.5166098,0,1,0,0,0,0,0,0,0,0
14137000900,14137,麻生区No.9,,川崎市麻生区細山1-10ほか,縄文　奈良　平安,35.61974175,139.518172,0,1,0,0,1,1,0,0,0,0
14137001000,14137,麻生区No.10,,川崎市麻生区多摩美2-12ほか,縄文　奈良　平安,35.61988129,139.5209185,0,1,0,0,1,1,0,0,0,0
14137001100,14137,麻生区No.11,,川崎市麻生区細山6-6ほか,縄文,35.62113717,139.5203006,0,1,0,0,0,0,0,0,0,0
14137001100,14137,麻生区No.11,,川崎市麻生区細山6-6ほか,縄文,35.62113717,139.5203006,0,1,0,0,0,0,0,0,0,0
14137001100,14137,麻生区No.11,,川崎市麻生区細山6-6ほか,縄文,35.621471,139.518585,0,1,0,0,0,0,0,0,0,0
14137001100,14137,麻生区No.11,,川崎市麻生区細山6-6ほか,縄文,35.621471,139.518585,0,1,0,0,0,0,0,0,0,0
14137001200,14137,麻生区No.12,香林寺北遺跡,川崎市麻生区細山3-8ほか,縄文　奈良　平安,35.61610026,139.5122518,0,1,0,0,1,1,0,0,0,0
14137001300,14137,麻生区No.13,,川崎市麻生区千代ヶ丘6-8-3,平安,35.61610026,139.5107584,0,0,0,0,0,1,0,0,0,0
14137001400,14137,麻生区No.14,,川崎市麻生区千代ヶ丘6-6ほか,縄文,35.61644913,139.5100374,0,1,0,0,0,0,0,0,0,0
14137001500,14137,麻生区No.15,坂東谷遺跡,川崎市麻生区千代ヶ丘6-3-22,平安,35.61530482,139.5102091,0,0,0,0,0,1,0,0,0,0
14137001600,14137,麻生区No.16,弦巻遺跡・稲荷森遺跡,川崎市麻生区高石3-25ほか,縄文　弥生　古墳　奈良　平安,35.61470475,139.5191183,0,1,1,1,1,1,0,0,0,0
14137001700,14137,麻生区No.17,高石経塚,川崎市麻生区高石1-26ほか,中世,35.61217881,139.5160799,0,0,0,0,0,0,1,0,0,0
14137001800,14137,麻生区No.18,,川崎市麻生区高石2-6,縄文　弥生,35.61233232,139.5120115,0,1,1,0,0,0,0,0,0,0
14137001900,14137,麻生区No.19,,川崎市麻生区高石2-2ほか,縄文　奈良　平安,35.61058686,139.5113983,0,1,0,0,1,1,0,0,0,0
14137002000,14137,麻生区No.20,,川崎市麻生区高石5-15ほか,縄文　奈良　平安,35.60452277,139.5216751,0,1,0,0,1,1,0,0,0,0
14137002100,14137,麻生区No.21,,川崎市麻生区東百合丘2-20,縄文,35.59838531,139.5255762,0,1,0,0,0,0,0,0,0,0
14137002200,14137,麻生区No.22,生田ナベコロガシ遺跡,川崎市麻生区東百合丘2-5,平安,35.60017192,139.5272241,0,0,0,0,0,1,0,0,0,0
14137002300,14137,麻生区No.23,,川崎市麻生区王禅寺東1-30,縄文,35.59367315,139.5218992,0,1,0,0,0,0,0,0,0,0
14137002400,14137,麻生区No.24,日吉谷遺跡,川崎市麻生区王禅寺東2-42,縄文　奈良　平安,35.59050441,139.5194058,0,1,0,0,1,1,0,0,0,0
14137002500,14137,麻生区No.25,細山経塚遺跡,川崎市麻生区千代ヶ丘7-12,中世,35.615566,139.506531,0,0,0,0,0,0,1,0,0,0
14137002600,14137,麻生区No.26,,川崎市麻生区千代ヶ丘5-8-2,平安,35.61428081,139.5080933,0,0,0,0,0,1,0,0,0,0
14137002700,14137,麻生区No.27,,川崎市麻生区千代ヶ丘3-17ほか,奈良　平安,35.61321125,139.5078738,0,0,0,0,1,1,0,0,0,0
14137002800,14137,麻生区No.28,,川崎市麻生区金程4-19ほか,縄文,35.614174,139.503677,0,1,0,0,0,0,0,0,0,0
14137002900,14137,麻生区No.29,細山向原遺跡,川崎市麻生区向原2-2ほか,縄文,35.61384622,139.4958232,0,1,0,0,0,0,0,0,0,0
14137003000,14137,麻生区No.30,金程向原遺跡第３地点,川崎市麻生区金程2-10ほか,縄文,35.61158542,139.4990504,0,1,0,0,0,0,0,0,0,0
14137003100,14137,麻生区No.31,,川崎市麻生区金程1-38,縄文,35.61053524,139.5024279,0,1,0,0,0,0,0,0,0,0
14137003200,14137,麻生区No.32,,川崎市麻生区万福寺215ほか,奈良　平安,35.60676765,139.5036008,0,0,0,0,1,1,0,0,0,0
14137003300,14137,麻生区No.33,,川崎市麻生区万福寺379ほか,縄文　弥生,35.60830287,139.506931,0,1,1,0,0,0,0,0,0,0
14137003400,14137,麻生区No.34,,川崎市麻生区万福寺395ほか,弥生　古墳,35.60835869,139.5088879,0,0,1,1,0,0,0,0,0,0
14137003500,14137,麻生区No.35,,川崎市麻生区万福寺550ほか,縄文　弥生　古墳　奈良　平安,35.60824351,139.5109276,0,1,1,1,1,1,0,0,0,0
14137003600,14137,麻生区No.36,,川崎市麻生区古沢246ほか,縄文　奈良　平安,35.60433912,139.4991988,0,1,0,0,1,1,0,0,0,0
14137003700,14137,麻生区No.37,,川崎市麻生区五力田247ほか,近世,35.60461305,139.4906487,0,0,0,0,0,0,0,1,0,0
14137003800,14137,麻生区No.38,,川崎市麻生区五力田249ほか,縄文　弥生　古墳　奈良　平安,35.60442287,139.4909762,0,1,1,1,1,1,0,0,0,0
14137003900,14137,麻生区No.39,,川崎市麻生区古沢578ほか,縄文,35.60514863,139.4945125,0,1,0,0,0,0,0,0,0,0
14137004000,14137,麻生区No.40,,川崎市麻生区古沢564ほか,縄文　奈良　平安,35.60470201,139.4959544,0,1,0,0,1,1,0,0,0,0
14137004100,14137,麻生区No.41,,川崎市麻生区古沢228ほか,縄文,35.6036971,139.4974822,0,1,0,0,0,0,0,0,0,0
14137004200,14137,麻生区No.42,古沢都古遺跡,川崎市麻生区古沢287ほか,奈良　平安,35.60298528,139.4992846,0,0,0,0,1,1,0,0,0,0
14137004300,14137,麻生区No.43,五力田西遺跡,川崎市麻生区五力田2-11ほか,縄文,35.60047484,139.4908478,0,1,0,0,0,0,0,0,0,0
14137004400,14137,麻生区No.44,五力田東遺跡,川崎市麻生区五力田2-3ほか,縄文　弥生,35.59960795,139.4933967,0,1,1,0,0,0,0,0,0,0
14137004500,14137,麻生区No.45,,川崎市麻生区五力田3-16ほか,縄文　弥生　古墳　奈良　平安,35.60069666,139.4958,0,1,1,1,1,1,0,0,0,0
14137004600,14137,麻生区No.46,,川崎市麻生区五力田3-4ほか,縄文　弥生　古墳　奈良　平安,35.60020814,139.4979457,0,1,1,1,1,1,0,0,0,0
14137004700,14137,麻生区No.47,菓積台遺跡,川崎市麻生区片平1-8ほか,縄文　奈良　平安,35.59960795,139.4993877,0,1,0,0,1,1,0,0,0,0
14137004800,14137,麻生区No.48,山口台遺跡群上台遺跡,川崎市麻生区上麻生4-41,縄文　弥生　古墳　奈良　平安,35.596593,139.5020656,0,1,1,1,1,1,0,0,0,0
14137004900,14137,麻生区No.49,上麻生日光台遺跡,川崎市麻生区上麻生5-10,縄文,35.59325687,139.5009155,0,1,0,0,0,0,0,0,0,0
14137005000,14137,麻生区No.50,大ヶ谷戸遺跡,川崎市麻生区上麻生5-21ほか,縄文　弥生　古墳　奈良　平安,35.59131655,139.5001773,0,1,1,1,1,1,0,0,0,0
14137005100,14137,麻生区No.51,,川崎市麻生区王禅寺西7-17,弥生,35.58627708,139.5048122,0,0,1,0,0,0,0,0,0,0
14137005200,14137,麻生区No.52,王禅寺白山横穴墓群,川崎市麻生区王禅寺1857ほか,古墳,35.5852252,139.5075783,0,0,0,1,0,0,0,0,0,0
14137005300,14137,麻生区No.53,下麻生古墳群,川崎市麻生区下麻生1094,古墳,35.580406,139.508514,0,0,0,1,0,0,0,0,0,0
14137005400,14137,麻生区No.54,東柿生小学校北遺跡,川崎市麻生区王禅寺133ほか,縄文　弥生　古墳　奈良　平安,35.58036705,139.510942,0,1,1,1,1,1,0,0,0,0
14137005500,14137,麻生区No.55,,川崎市麻生区王禅寺24-2,縄文　古墳　奈良　平安,35.57968295,139.5129505,0,1,0,1,1,1,0,0,0,0
14137005600,14137,麻生区No.56,,川崎市麻生区王禅寺183ほか,縄文　弥生　古墳　奈良　平安,35.5795573,139.5139118,0,1,1,1,1,1,0,0,0,0
14137005700,14137,麻生区No.57,,川崎市麻生区王禅寺288,縄文　弥生　古墳　奈良　平安,35.57915786,139.5176122,0,1,1,1,1,1,0,0,0,0
14137005800,14137,麻生区No.58,,川崎市麻生区王禅寺305ほか,縄文　弥生,35.57876693,139.5188997,0,1,1,0,0,0,0,0,0,0
14137005900,14137,麻生区No.59,,川崎市麻生区王禅寺310ほか,縄文,35.57826432,139.5185907,0,1,0,0,0,0,0,0,0,0
14137006000,14137,麻生区No.60,,川崎市麻生区早野28,縄文　弥生　古墳　奈良　平安,35.57684022,139.5140588,0,1,1,1,1,1,0,0,0,0
14137006100,14137,麻生区No.61,東柿生小学校内遺跡,川崎市麻生区王禅寺94ほか,縄文　弥生　古墳　奈良　平安 中世,35.57848934,139.5111038,0,1,1,1,1,1,1,0,0,0
14137006200,14137,麻生区No.62,牛塚古墳,川崎市麻生区王禅寺56,古墳,35.57832181,139.5124428,0,0,0,1,0,0,0,0,0,0
14137006300,14137,麻生区No.63,狐塚古墳,川崎市麻生区王禅寺94,古墳,35.57804074,139.5129464,0,0,0,1,0,0,0,0,0,0
14137006400,14137,麻生区No.64,子ノ神神社古墳,川崎市麻生区早野67,古墳,35.576031,139.512787,0,0,0,1,0,0,0,0,0,0
14137006500,14137,麻生区No.65,,川崎市麻生区早野950ほか,縄文　弥生　古墳　奈良　平安,35.57314025,139.5153463,0,1,1,1,1,1,0,0,0,0
14137006600,14137,麻生区No.66,,川崎市麻生区早野932ほか,縄文　古墳　奈良　平安,35.57213495,139.5163591,0,1,0,1,1,1,0,0,0,0
14137006700,14137,麻生区No.67,早野横穴墓,川崎市麻生区早野889ほか,古墳,35.57272137,139.5174234,0,0,0,1,0,0,0,0,0,0
14137006800,14137,麻生区No.68,早野上ノ原遺跡,川崎市麻生区早野798ほか,旧石器　縄文　弥生　古墳 奈良　平安　中世　近世,35.57052922,139.5190885,1,1,1,1,1,1,1,1,0,0
14137006900,14137,麻生区No.69,,川崎市麻生区早野718ほか,奈良　平安,35.57065724,139.516531,0,0,0,0,1,1,0,0,0,0
14137007000,14137,麻生区No.70,,川崎市麻生区早野634ほか,縄文　弥生　古墳　奈良　平安,35.5685325,139.515312,0,1,1,1,1,1,0,0,0,0
14137007100,14137,麻生区No.71,亀井古墳群,川崎市麻生区上麻生7-38,縄文　古墳,35.58024354,139.5053325,0,1,0,1,0,0,0,0,0,0
14137007200,14137,麻生区No.72,,川崎市麻生区上麻生7-41,縄文　弥生　古墳　奈良　平安 中世,35.57897306,139.5057273,0,1,1,1,1,1,1,0,0,0
14137007300,14137,麻生区No.73,,川崎市麻生区上麻生7-27,縄文　弥生　古墳　奈良　平安,35.58009766,139.502813,0,1,1,1,1,1,0,0,0,0
14137007400,14137,麻生区No.74,,川崎市麻生区上麻生7-16,縄文,35.58193858,139.501048,0,1,0,0,0,0,0,0,0,0
14137007500,14137,麻生区No.75,,川崎市麻生区片平3-10ほか,縄文　弥生　古墳　奈良　平安,35.58983765,139.492866,0,1,1,1,1,1,0,0,0,0
14137007600,14137,麻生区No.76,,川崎市麻生区片平4-8ほか,奈良　平安,35.59211069,139.4903284,0,0,0,0,1,1,0,0,0,0
14137007700,14137,麻生区No.77,仲町遺跡,川崎市麻生区片平3-27ほか,縄文,35.59103293,139.4886979,0,1,0,0,0,0,0,0,0,0
14137007800,14137,麻生区No.78,,川崎市麻生区片平4-14ほか,縄文　奈良　平安,35.59374742,139.4873738,0,1,0,0,1,1,0,0,0,0
14137007900,14137,麻生区No.79,,川崎市麻生区片平2014ほか,縄文　奈良　平安,35.59522704,139.4860177,0,1,0,0,1,1,0,0,0,0
14137008000,14137,麻生区No.80,,川崎市麻生区片平1785ほか,縄文　奈良　平安,35.59625998,139.4831337,0,1,0,0,1,1,0,0,0,0
14137008100,14137,麻生区No.81,桐光学園第ニグラウンド建設予定地内遺跡,川崎市麻生区片平1642ほか,縄文　奈良　平安,35.5982679,139.4827657,0,1,0,0,1,1,0,0,0,0
14137008200,14137,麻生区No.82,,川崎市麻生区片平1610ほか,縄文　奈良　平安,35.59689825,139.4798765,0,1,0,0,1,1,0,0,0,0
14137008300,14137,麻生区No.83,片平富士塚,川崎市麻生区片平748ほか,古墳,35.59672551,139.4798636,0,0,0,1,0,0,0,0,0,0
14137008400,14137,麻生区No.84,,川崎市麻生区片平1556ほか,縄文　弥生　古墳　奈良　平安,35.60019214,139.4812781,0,1,1,1,1,1,0,0,0,0
14137008500,14137,麻生区No.85,,川崎市麻生区栗木249ほか,縄文　平安,35.60273241,139.4772033,0,1,0,0,0,1,0,0,0,0
14137008600,14137,麻生区No.86,栗木南IV遺跡,川崎市麻生区栗木227ほか,縄文　奈良　平安,35.6003038,139.4773235,0,1,0,0,1,1,0,0,0,0
