row_id,place_id,activity_domain,phase_code,assignment_status,evidence_source,evidence_value,compatible_phases,evidence_body
3285,13201076200,production,NA,temporally_ambiguous,SiteType,その他(工房),He;Me,NA
3286,13201076300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3287,13201076400,general_activity,He,present,SiteType_unique_compatible_phase,集落,He,NA
3287,13201076400,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
3288,13201076500,general_activity,He,present,SiteType_unique_compatible_phase,集落,He,NA
3288,13201076500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
3291,13201076800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He;Me,NA
3291,13201076800,production,Me,present,ArchaeologicalFeatures_tagged,[中世以降]土坑　炭窯,Me,土坑　炭窯
3292,13201076900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
3292,13201076900,production,NA,temporally_ambiguous,SiteType,その他(炭窯),Ko;He,NA
3293,13201077000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
3294,13201077100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3294,13201077100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3296,13201077300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
3296,13201077300,institutional,NA,incompatible,SiteType,城館,,NA
3296,13201077300,monument,Ko,present,SiteType_unique_compatible_phase,墳墓,Ko,NA
3297,13201077500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居,Jo,住居
3297,13201077500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
3299,13201077800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
3299,13201077800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　,Jo,住居　土坑　
3299,13201077800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3300,13201077900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]敷石住居　,Jo,敷石住居　
3300,13201077900,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　土坑　,Ko,住居　土坑　
3300,13201077900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
3302,13201078100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　炉穴　土坑　,Jo,住居　炉穴　土坑　
3302,13201078100,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居　,Na,住居　
3302,13201078100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3308,13201078700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
3311,13201079000,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3312,13201079100,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3313,13201079200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
3321,13201080000,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3322,13201080100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3326,13201080500,production,Me,present,ArchaeologicalFeatures_tagged,[中世]土坑　炭窯　段切状遺構　溝,Me,土坑　炭窯　段切状遺構　溝
3328,13201080700,production,He,present,SiteType_unique_compatible_phase,その他(製鉄),He,NA
3343,13201082200,production,He,present,ArchaeologicalFeatures_tagged,[平安時代]土坑　炭窯　溝　,He,土坑　炭窯　溝　
3349,13201082800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3350,13201082900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3354,13201083300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3356,13201083500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 土坑 ,He,住居 土坑 
3356,13201083500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3358,13201083700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3362,13201084100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3362,13201084100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3367,13201084600,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He;Me,NA
3371,13201085000,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3371,13201085000,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
3371,13201085000,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]建物　集石　井戸　土坑　地下式土坑　鍛冶工房　墓壙　段切状遺構　溝　柵列　,Me,建物　集石　井戸　土坑　地下式土坑　鍛冶工房　墓壙　段切状遺構　溝　柵列　
3371,13201085000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He;Me,NA
3371,13201085000,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3371,13201085000,production,Me,present,ArchaeologicalFeatures_tagged,[中世]建物　集石　井戸　土坑　地下式土坑　鍛冶工房　墓壙　段切状遺構　溝　柵列　,Me,建物　集石　井戸　土坑　地下式土坑　鍛冶工房　墓壙　段切状遺構　溝　柵列　
3372,13201085100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Me,NA
3378,13201085700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　焼土　土坑,Jo,住居　焼土　土坑
3378,13201085700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3396,13201087500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3396,13201087500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3398,13201087700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　集石　土坑　,He,住居　集石　土坑　
3398,13201087700,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]井戸　土坑　,Me,井戸　土坑　
3398,13201087700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3399,13201087800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3399,13201087800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3400,13201087900,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3400,13201087900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He;Me,NA
3404,13201088300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　,Jo,住居　土坑　
3404,13201088300,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3405,13201088400,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　,He,住居　
3405,13201088400,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He;Me,NA
3410,13201089000,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑　,He,住居　土坑　
3410,13201089000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　敷石住居　集石　集石土坑　炉　焼土　土坑　配石　,Jo,住居　敷石住居　集石　集石土坑　炉　焼土　土坑　配石　
3410,13201089000,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
3410,13201089000,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]建物　竪穴状遺構　ピット　集石　井戸　土坑　水田　墓壙　版築面　溝　道路状遺構　,Me,建物　竪穴状遺構　ピット　集石　井戸　土坑　水田　墓壙　版築面　溝　道路状遺構　
3410,13201089000,general_activity,Na,present,ArchaeologicalFeatures_tagged,[奈良時代]住居　竪穴状遺構　,Na,住居　竪穴状遺構　
3410,13201089000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He;Me,NA
3412,13201089300,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑　,He,住居　土坑　
3412,13201089300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
3414,13201089500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;Me,NA
3418,13201089900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3426,13201090700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑　,He,住居　土坑　
3426,13201090700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He;Me,NA
3427,13201090800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　竪穴状遺構　土坑,He,住居　竪穴状遺構　土坑
3427,13201090800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;He,NA
3430,13201091100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　焼土　ピット　土坑　溝　,He,住居　焼土　ピット　土坑　溝　
3430,13201091100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;Ko;Na;He;Me,NA
3440,13201092100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　焼土　,He,住居　焼土　
3440,13201092100,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居　,Ko,住居　
3440,13201092100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He,NA
3443,13201092400,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;He;Me,NA
3446,13201092700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　窯体　ピット　土坑　,He,住居　窯体　ピット　土坑　
3446,13201092700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;He,NA
3446,13201092700,production,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　窯体　ピット　土坑　,He,住居　窯体　ピット　土坑　
3447,13201092900,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]掘立柱建物　土坑　,He,掘立柱建物　土坑　
3447,13201092900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3453,13201093500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑　,He,住居　土坑　
3453,13201093500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　炉　焼土　土坑　,Jo,住居　集石　炉　焼土　土坑　
3453,13201093500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
3456,13201093800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3463,13201094500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑,He,住居　土坑
3463,13201094500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3466,13201094800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑　,He,住居　土坑　
3466,13201094800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3469,13201095100,production,He,present,ArchaeologicalFeatures_tagged,[平安時代]土坑　炭窯,He,土坑　炭窯
3473,13201095500,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑　,He,住居　土坑　
3473,13201095500,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
3475,13201095700,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3485,13201096700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安]住居　土坑　ピット　,He,住居　土坑　ピット　
3485,13201096700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　集石土坑　集石　埋設土器　焼土跡　,Jo,住居　土坑　集石土坑　集石　埋設土器　焼土跡　
3485,13201096700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3496,13201097800,monument,Ya,present,SiteType_unique_compatible_phase,墳墓(方形周溝墓),Ya,NA
3496,13201097800,monument,Ya,present,ArchaeologicalFeatures_tagged,[弥生時代]方形周溝墓　,Ya,方形周溝墓　
3509,13201099100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
3509,13201099100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3512,13201099400,production,He,present,SiteType_unique_compatible_phase,その他(炭窯),He,NA
3515,13201099700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石土坑　,Jo,住居　集石土坑　
3515,13201099700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He;Me,NA
3515,13201099700,monument,Me,present,ArchaeologicalFeatures_tagged,[中世]経塚,Me,経塚
3525,13201100800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　,Jo,住居　土坑　
3525,13201100800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Me,NA
3527,13201101300,monument,Ko,present,SiteType_unique_compatible_phase,墳墓,Ko,NA
3527,13201101300,monument,Ko,present,ArchaeologicalFeatures_single_observed_phase,円墳?,Ko,円墳?
3528,13201101400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 炉穴 陥し穴 土坑 ,Jo,住居 炉穴 陥し穴 土坑 
3528,13201101400,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 土坑 ,Ko,住居 土坑 
3528,13201101400,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko,NA
3532,13201101800,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居,Ko,住居
3532,13201101800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko,NA
3534,13201102000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya;He,NA
3535,13201102100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　炉穴　陥し穴　,Jo,住居　炉穴　陥し穴　
3535,13201102100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ya,NA
3536,13201102200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　炉穴　焼土　土坑　ピット　,Jo,住居　集石　炉穴　焼土　土坑　ピット　
3536,13201102200,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;He,NA
3537,13201102300,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
3537,13201102300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 ,Jo,住居 集石 
3537,13201102300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3538,13201102400,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3539,13201102500,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
3540,13201102600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
3541,13201102700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居址　土坑　,He,住居址　土坑　
3541,13201102700,general_activity,Me,present,ArchaeologicalFeatures_tagged,[中世]井戸　道路　段切り　階段状遺構　,Me,井戸　道路　段切り　階段状遺構　
3541,13201102700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
3542,13201102800,institutional,NA,incompatible,SiteType,社寺,,NA
3543,13201102900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡　土杭　,Jo,住居跡　土杭　
3547,13201103300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Ko;Na;He,NA
3560,13202001100,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 土坑,He,住居 土坑
3560,13202001100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3561,13202001200,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
3562,13202001300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
3563,13202001400,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 土坑 溝,He,住居 土坑 溝
3563,13202001400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 土坑 ,Jo,住居 集石 土坑 
3563,13202001400,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3565,13202001600,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
3566,13202001700,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3567,13202001800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 土坑 炉穴,Jo,住居 集石 土坑 炉穴
3567,13202001800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
3568,13202001900,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 土坑 ,He,住居 土坑 
3568,13202001900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He;Me,NA
3569,13202002000,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居 掘立柱建物 土坑 ピット 溝状遺構 他,He,住居 掘立柱建物 土坑 ピット 溝状遺構 他
3569,13202002000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3570,13202002100,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3572,13203000100,monument,NA,incompatible,SiteType,塚,,NA
3573,13203000200,monument,NA,incompatible,SiteType,古墳,,NA
3574,13203000300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡 土坑 屋外炉 敷石住居,Jo,住居跡 土坑 屋外炉 敷石住居
3577,13204000100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　小竪穴　土坑　配石,Jo,住居　小竪穴　土坑　配石
3577,13204000100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
3579,13204000300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　敷石住居　集石　集石土坑　溝状遺構,Jo,住居　敷石住居　集石　集石土坑　溝状遺構
3579,13204000300,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3580,13204000400,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3582,13204000600,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構,Jo,住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構
3582,13204000600,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko,NA
3583,13204000700,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3587,13204001100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3588,13204001200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　集石土坑　土坑　,Jo,住居　集石　集石土坑　土坑　
3588,13204001200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
3589,13204001300,monument,Ko,present,SiteType_unique_compatible_phase,古墳,Ko,NA
3591,13204001500,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡　土坑　陥し穴　ピット　,Jo,住居跡　土坑　陥し穴　ピット　
3594,13204001800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　集石土坑　溝状遺構　,Jo,住居　集石　集石土坑　溝状遺構　
3594,13204001800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3595,13204001900,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3596,13204002000,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3597,13204002100,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3598,13204002200,monument,Ko,present,SiteType_unique_compatible_phase,横穴墓,Ko,NA
3600,13204002400,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3602,13204002600,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石土坑 配石 ,Jo,住居 集石土坑 配石 
3602,13204002600,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He;Me,NA
3603,13204002700,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko;Na;He;Me,NA
3604,13204002800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居跡 集石土坑 焼土跡 陥し穴 ,Jo,住居跡 集石土坑 焼土跡 陥し穴 
3604,13204002800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Me,NA
3606,13204003000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 炉穴 土坑 溝状遺構 ,Jo,住居 集石 炉穴 土坑 溝状遺構 
3606,13204003000,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko,NA
3607,13204003100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 集石 土坑 ,Jo,住居 集石 集石 土坑 
3607,13204003100,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
3614,13204003800,institutional,Me,present,SiteType_unique_compatible_phase,陣屋,Me,NA
3618,13204004200,general_activity,Ko,present,ArchaeologicalFeatures_tagged,[古墳時代]住居 ,Ko,住居 
3618,13204004200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ko,NA
3619,13204004300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 炉穴 土坑 ,Jo,住居 集石 炉穴 土坑 
3619,13204004300,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He,NA
3624,13204004800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 小竪穴 集石 集石土坑 炉穴 土坑 ピット 配石 溝状 遺構,Jo,住居 小竪穴 集石 集石土坑 炉穴 土坑 ピット 配石 溝状 遺構
3624,13204004800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Ya;Ko;Na;He;Me,NA
3625,13204004900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 集石 土坑 炉穴 土坑 ピット 理甕,Jo,住居 集石 土坑 炉穴 土坑 ピット 理甕
3625,13204004900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3628,13204005200,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 ピット 溝状遺構,Jo,住居 ピット 溝状遺構
3628,13204005200,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo,NA
3636,13205000500,production,NA,incompatible,SiteType,石灰窯跡,,NA
3640,13205000900,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
3649,13205001800,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3649,13205001800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居,Jo,住居
3661,13205003000,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3661,13205003000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　石器製作址,Jo,住居　土坑　石器製作址
3663,13205003200,monument,Me,present,SiteType_unique_compatible_phase,塚,Me,NA
3663,13205003200,monument,Me,present,ArchaeologicalFeatures_single_observed_phase,※遺跡範囲のすべてが青梅市指定史跡鎧塚となっています。,Me,※遺跡範囲のすべてが青梅市指定史跡鎧塚となっています。
3664,13205003300,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　ピット群,Jo,住居　土坑　ピット群
3664,13205003300,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3666,13205003500,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3667,13205003600,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3670,13205003900,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3671,13205004000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3672,13205004100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]遺物包含層　住居跡　土坑　配石,Jo,遺物包含層　住居跡　土坑　配石
3675,13205004400,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3675,13205004400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　土坑,Jo,住居　集石　土坑
3678,13205004700,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居,He,住居
3678,13205004700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3679,13205004800,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3679,13205004800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]敷石住居跡　屋外炉　土坑　配石　集石　ピット　単独埋甕,Jo,敷石住居跡　屋外炉　土坑　配石　集石　ピット　単独埋甕
3685,13205005400,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3685,13205005400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　土坑　配石,Jo,住居　集石　土坑　配石
3687,13205005600,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3688,13205005700,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　土坑　単独埋甕,Jo,住居　集石　土坑　単独埋甕
3688,13205005700,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3690,13205005900,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　配石,Jo,住居　土坑　配石
3690,13205005900,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3691,13205006000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居,Jo,住居
3691,13205006000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3694,13205006300,production,NA,incompatible,SiteType,窯,,NA
3695,13205006400,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居 土坑 集石 竪穴遺構,Jo,住居 土坑 集石 竪穴遺構
3695,13205006400,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;Na;He,NA
3696,13205006500,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3698,13205006700,institutional,Me,present,SiteType_unique_compatible_phase,城館,Me,NA
3699,13205006800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　集石　土坑,He,住居　集石　土坑
3699,13205006800,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　竪穴状遺構　土坑　,Jo,住居　竪穴状遺構　土坑　
3699,13205006800,general_activity,NA,temporally_ambiguous,SiteType,集落,Pa;Jo;Na;He,NA
3700,13205006900,general_activity,NA,incompatible,SiteType,屋敷,,NA
3703,13205007200,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居跡,He,住居跡
3709,13205007800,general_activity,He,present,ArchaeologicalFeatures_tagged,[平安時代]住居　土坑,He,住居　土坑
3709,13205007800,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3710,13205007900,general_activity,Jo,present,SiteType_unique_compatible_phase,集落,Jo,NA
3711,13205008000,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　集石　土坑　配石　埋甕,Jo,住居　集石　土坑　配石　埋甕
3711,13205008000,general_activity,NA,temporally_ambiguous,SiteType,集落,Jo;He,NA
3712,13205008100,general_activity,Jo,present,ArchaeologicalFeatures_tagged,[縄文時代]住居　土坑　配石遺構,Jo,住居　土坑　配石遺構
