"JASID","自治体コード","遺跡番号","遺跡名","種類","所在地","時代","旧市番号","地図","経度","緯度","不明"
14136015500,14136,"宮前区No.155","","散布地","川崎市宮前区菅生2-7ほか","（不明）","生田緑地-9",63,139.554749,35.597317,1
