place_id,run_id,run_index,run_start_phase,run_end_phase,run_start_order,run_end_order,run_length
13119000600,13119000600_R1,1,Jo,Ko,2,4,3
13119000700,13119000700_R1,1,Pa,Ko,1,4,4
13119000700,13119000700_R2,2,He,He,6,6,1
13119000800,13119000800_R1,1,Pa,Na,1,5,5
13119000900,13119000900_R1,1,Pa,Jo,1,2,2
13119001000,13119001000_R1,1,Jo,Jo,2,2,1
13119001200,13119001200_R1,1,Jo,Ko,2,4,3
13119001300,13119001300_R1,1,Jo,Jo,2,2,1
13119001300,13119001300_R2,2,Ko,Ko,4,4,1
13119001400,13119001400_R1,1,Jo,Ya,2,3,2
13119001400,13119001400_R2,2,Na,He,5,6,2
13119001500,13119001500_R1,1,Jo,Jo,2,2,1
13119001600,13119001600_R1,1,Jo,Jo,2,2,1
13119001600,13119001600_R2,2,Ko,Ko,4,4,1
13119001600,13119001600_R3,3,He,He,6,6,1
13119001700,13119001700_R1,1,Jo,Jo,2,2,1
13119001700,13119001700_R2,2,Ko,Ko,4,4,1
13119001800,13119001800_R1,1,Jo,Ko,2,4,3
13119001900,13119001900_R1,1,Ya,Ya,3,3,1
13119002000,13119002000_R1,1,Jo,Jo,2,2,1
13119002100,13119002100_R1,1,Ya,Ko,3,4,2
13119002200,13119002200_R1,1,Pa,Na,1,5,5
13119002300,13119002300_R1,1,Jo,Jo,2,2,1
13119002300,13119002300_R2,2,Me,Me,7,7,1
13119002800,13119002800_R1,1,Jo,Ko,2,4,3
13119002800,13119002800_R2,2,Me,Me,7,7,1
13119002900,13119002900_R1,1,Jo,Ko,2,4,3
13119003000,13119003000_R1,1,Jo,Jo,2,2,1
13119003100,13119003100_R1,1,Jo,Ko,2,4,3
13119003200,13119003200_R1,1,Jo,Jo,2,2,1
13119003300,13119003300_R1,1,Pa,Me,1,7,7
13119003400,13119003400_R1,1,Jo,Ko,2,4,3
13119003400,13119003400_R2,2,Me,Me,7,7,1
13119003500,13119003500_R1,1,Jo,Ko,2,4,3
13119003500,13119003500_R2,2,He,He,6,6,1
13119003600,13119003600_R1,1,Jo,He,2,6,5
13119003700,13119003700_R1,1,Ko,Ko,4,4,1
13119003800,13119003800_R1,1,Jo,Ko,2,4,3
13119003800,13119003800_R2,2,He,He,6,6,1
13119003900,13119003900_R1,1,Jo,Me,2,7,6
13119004000,13119004000_R1,1,Pa,Me,1,7,7
13119004100,13119004100_R1,1,Jo,Ko,2,4,3
13119004100,13119004100_R2,2,He,Me,6,7,2
13119004200,13119004200_R1,1,Pa,Me,1,7,7
13119004300,13119004300_R1,1,Jo,Ko,2,4,3
13119004400,13119004400_R1,1,Jo,Jo,2,2,1
13119004500,13119004500_R1,1,Ya,Ko,3,4,2
13119004600,13119004600_R1,1,Jo,Ko,2,4,3
13119004700,13119004700_R1,1,Jo,Ko,2,4,3
13119004800,13119004800_R1,1,Pa,Pa,1,1,1
13119004900,13119004900_R1,1,Jo,Ko,2,4,3
13119005000,13119005000_R1,1,Jo,Ko,2,4,3
13119005100,13119005100_R1,1,Pa,Ko,1,4,4
13119005200,13119005200_R1,1,Jo,Ko,2,4,3
13119005200,13119005200_R2,2,Me,Me,7,7,1
13119005300,13119005300_R1,1,Jo,He,2,6,5
13119005400,13119005400_R1,1,Jo,He,2,6,5
13119005500,13119005500_R1,1,Jo,Ko,2,4,3
13119005600,13119005600_R1,1,Jo,Ko,2,4,3
13119005600,13119005600_R2,2,He,He,6,6,1
13119005700,13119005700_R1,1,Jo,Me,2,7,6
13119005800,13119005800_R1,1,Pa,He,1,6,6
13119005900,13119005900_R1,1,Jo,Ko,2,4,3
13119006100,13119006100_R1,1,Jo,Ko,2,4,3
13119006200,13119006200_R1,1,Jo,Ya,2,3,2
13119006300,13119006300_R1,1,Pa,Me,1,7,7
13119006400,13119006400_R1,1,Jo,Ko,2,4,3
13119006600,13119006600_R1,1,Jo,Ko,2,4,3
13119006600,13119006600_R2,2,He,He,6,6,1
13119006700,13119006700_R1,1,Jo,Ko,2,4,3
13119006800,13119006800_R1,1,Jo,Jo,2,2,1
13119006900,13119006900_R1,1,Jo,Jo,2,2,1
13119007000,13119007000_R1,1,Jo,Jo,2,2,1
13119007100,13119007100_R1,1,Jo,Ya,2,3,2
13119007100,13119007100_R2,2,Na,Na,5,5,1
13119007200,13119007200_R1,1,Jo,Jo,2,2,1
13119007400,13119007400_R1,1,Jo,Ko,2,4,3
13119007500,13119007500_R1,1,Jo,Jo,2,2,1
13119007500,13119007500_R2,2,Ko,Ko,4,4,1
13119007600,13119007600_R1,1,Pa,Jo,1,2,2
13119007600,13119007600_R2,2,He,He,6,6,1
13119007700,13119007700_R1,1,Jo,Ko,2,4,3
13119007800,13119007800_R1,1,Jo,Ko,2,4,3
13119007900,13119007900_R1,1,Pa,He,1,6,6
13119008000,13119008000_R1,1,Jo,Jo,2,2,1
13119008100,13119008100_R1,1,Jo,Ko,2,4,3
13119008300,13119008300_R1,1,Pa,He,1,6,6
13119008400,13119008400_R1,1,Ya,Ko,3,4,2
13119008500,13119008500_R1,1,Ya,Ko,3,4,2
13119008600,13119008600_R1,1,Jo,Jo,2,2,1
13119008700,13119008700_R1,1,Ya,Ya,3,3,1
13119008800,13119008800_R1,1,Jo,Ko,2,4,3
13119008900,13119008900_R1,1,Jo,Ko,2,4,3
13119009000,13119009000_R1,1,Ya,Ya,3,3,1
13119009100,13119009100_R1,1,Ya,Ko,3,4,2
13119009200,13119009200_R1,1,Ya,Ko,3,4,2
13119009300,13119009300_R1,1,Jo,Ya,2,3,2
13119009400,13119009400_R1,1,Pa,He,1,6,6
13119009500,13119009500_R1,1,Ya,Ya,3,3,1
13119009600,13119009600_R1,1,Jo,Ya,2,3,2
13119009700,13119009700_R1,1,Jo,Jo,2,2,1
13119009800,13119009800_R1,1,Jo,Jo,2,2,1
13119009800,13119009800_R2,2,Ko,He,4,6,3
13119009900,13119009900_R1,1,Pa,Me,1,7,7
13119010000,13119010000_R1,1,Jo,He,2,6,5
13119010100,13119010100_R1,1,Pa,Me,1,7,7
13119010300,13119010300_R1,1,Jo,Jo,2,2,1
13119010400,13119010400_R1,1,Jo,Me,2,7,6
13119010500,13119010500_R1,1,Jo,He,2,6,5
13119010600,13119010600_R1,1,Pa,Ko,1,4,4
13119010600,13119010600_R2,2,He,He,6,6,1
13119010700,13119010700_R1,1,Jo,Ya,2,3,2
13119010800,13119010800_R1,1,Jo,Jo,2,2,1
13119010800,13119010800_R2,2,He,He,6,6,1
13119010900,13119010900_R1,1,Ya,Ko,3,4,2
13119011000,13119011000_R1,1,Jo,Jo,2,2,1
13119011100,13119011100_R1,1,Jo,Ko,2,4,3
13119011200,13119011200_R1,1,Pa,Na,1,5,5
13119011300,13119011300_R1,1,Pa,Ya,1,3,3
13119011300,13119011300_R2,2,He,He,6,6,1
13119011400,13119011400_R1,1,Ya,Ya,3,3,1
13119011500,13119011500_R1,1,Ya,Ko,3,4,2
13119011600,13119011600_R1,1,Ko,Ko,4,4,1
13119011700,13119011700_R1,1,Jo,Jo,2,2,1
13119011800,13119011800_R1,1,Pa,Pa,1,1,1
13119011800,13119011800_R2,2,Ya,Ya,3,3,1
13119011900,13119011900_R1,1,Pa,Jo,1,2,2
13119012000,13119012000_R1,1,Jo,Jo,2,2,1
13119012100,13119012100_R1,1,Ya,Ko,3,4,2
13119012200,13119012200_R1,1,Pa,Ya,1,3,3
13119012200,13119012200_R2,2,Na,He,5,6,2
13119012300,13119012300_R1,1,Jo,Jo,2,2,1
13119012400,13119012400_R1,1,Pa,Ya,1,3,3
13119012500,13119012500_R1,1,Jo,Jo,2,2,1
13119012600,13119012600_R1,1,Jo,Jo,2,2,1
13119012600,13119012600_R2,2,Ko,Ko,4,4,1
13119012700,13119012700_R1,1,Jo,Jo,2,2,1
13119012800,13119012800_R1,1,Jo,Jo,2,2,1
13119012800,13119012800_R2,2,Ko,Ko,4,4,1
13119012900,13119012900_R1,1,Jo,Jo,2,2,1
13119013000,13119013000_R1,1,Jo,Jo,2,2,1
13119013100,13119013100_R1,1,Jo,Na,2,5,4
13119013200,13119013200_R1,1,He,He,6,6,1
13119013300,13119013300_R1,1,Jo,Me,2,7,6
13119013400,13119013400_R1,1,Jo,Ko,2,4,3
13119013400,13119013400_R2,2,He,Me,6,7,2
13119013500,13119013500_R1,1,Me,Me,7,7,1
13119016500,13119016500_R1,1,Me,Me,7,7,1
13119016800,13119016800_R1,1,Ko,Me,4,7,4
13119016900,13119016900_R1,1,Jo,Jo,2,2,1
13119017000,13119017000_R1,1,Jo,Jo,2,2,1
13119017000,13119017000_R2,2,Ko,Ko,4,4,1
13119017000,13119017000_R3,3,Me,Me,7,7,1
13119017100,13119017100_R1,1,Pa,Ya,1,3,3
13119017200,13119017200_R1,1,Pa,Ya,1,3,3
13119017200,13119017200_R2,2,Na,Me,5,7,3
13119017300,13119017300_R1,1,Jo,Jo,2,2,1
13119017400,13119017400_R1,1,Jo,Jo,2,2,1
13119017500,13119017500_R1,1,Jo,Me,2,7,6
13119017600,13119017600_R1,1,Ko,He,4,6,3
13119017700,13119017700_R1,1,Ya,Ko,3,4,2
13119017800,13119017800_R1,1,Jo,Jo,2,2,1
13120000200,13120000200_R1,1,Jo,Jo,2,2,1
13120000200,13120000200_R2,2,Na,Me,5,7,3
13120000300,13120000300_R1,1,Jo,Jo,2,2,1
13120000300,13120000300_R2,2,Na,Me,5,7,3
13120000400,13120000400_R1,1,Jo,Jo,2,2,1
13120000400,13120000400_R2,2,Me,Me,7,7,1
13120000500,13120000500_R1,1,Jo,Jo,2,2,1
13120000600,13120000600_R1,1,Pa,Ya,1,3,3
13120000700,13120000700_R1,1,Jo,Ya,2,3,2
13120000700,13120000700_R2,2,He,He,6,6,1
13120000800,13120000800_R1,1,Ya,He,3,6,4
13120000900,13120000900_R1,1,Jo,Jo,2,2,1
13120001000,13120001000_R1,1,Pa,Me,1,7,7
13120001100,13120001100_R1,1,Jo,Ko,2,4,3
13120001300,13120001300_R1,1,Pa,Ya,1,3,3
13120001500,13120001500_R1,1,Pa,Jo,1,2,2
13120001600,13120001600_R1,1,Jo,Jo,2,2,1
13120001700,13120001700_R1,1,Pa,Jo,1,2,2
13120001800,13120001800_R1,1,Pa,Ya,1,3,3
13120002000,13120002000_R1,1,Pa,Ya,1,3,3
13120002000,13120002000_R2,2,Na,Me,5,7,3
13120002100,13120002100_R1,1,Jo,Jo,2,2,1
13120002200,13120002200_R1,1,Pa,Jo,1,2,2
13120002300,13120002300_R1,1,Jo,Jo,2,2,1
13120002400,13120002400_R1,1,Me,Me,7,7,1
13120002500,13120002500_R1,1,Jo,Jo,2,2,1
13120002600,13120002600_R1,1,Me,Me,7,7,1
13120002800,13120002800_R1,1,Jo,Ya,2,3,2
13120002900,13120002900_R1,1,Pa,Jo,1,2,2
13120003000,13120003000_R1,1,Jo,Jo,2,2,1
13120003100,13120003100_R1,1,Jo,Ya,2,3,2
13120003600,13120003600_R1,1,Jo,Jo,2,2,1
13120003700,13120003700_R1,1,Pa,Jo,1,2,2
13120003800,13120003800_R1,1,Pa,Jo,1,2,2
13120003800,13120003800_R2,2,Me,Me,7,7,1
13120004200,13120004200_R1,1,Pa,Jo,1,2,2
13120004300,13120004300_R1,1,Pa,Jo,1,2,2
13120004500,13120004500_R1,1,Pa,Ya,1,3,3
13120004500,13120004500_R2,2,Me,Me,7,7,1
13120004900,13120004900_R1,1,Jo,Jo,2,2,1
13120005000,13120005000_R1,1,Pa,Jo,1,2,2
13120005000,13120005000_R2,2,Ko,Me,4,7,4
13120005600,13120005600_R1,1,Pa,Jo,1,2,2
13120005700,13120005700_R1,1,Pa,Jo,1,2,2
13120005800,13120005800_R1,1,Pa,Pa,1,1,1
13120005900,13120005900_R1,1,Jo,Jo,2,2,1
13120006000,13120006000_R1,1,Pa,Jo,1,2,2
13120006100,13120006100_R1,1,Jo,Jo,2,2,1
13120006200,13120006200_R1,1,Jo,Jo,2,2,1
13120006400,13120006400_R1,1,Pa,Ko,1,4,4
13120006400,13120006400_R2,2,Me,Me,7,7,1
13120006800,13120006800_R1,1,Pa,Jo,1,2,2
13120006900,13120006900_R1,1,Pa,Jo,1,2,2
13120007000,13120007000_R1,1,Jo,Jo,2,2,1
13120007200,13120007200_R1,1,Jo,Jo,2,2,1
13120007300,13120007300_R1,1,Pa,Jo,1,2,2
13120007400,13120007400_R1,1,Pa,Jo,1,2,2
13120007500,13120007500_R1,1,Jo,Jo,2,2,1
13120007600,13120007600_R1,1,Jo,Jo,2,2,1
13120007800,13120007800_R1,1,Jo,Jo,2,2,1
13120007900,13120007900_R1,1,Jo,Jo,2,2,1
13120008000,13120008000_R1,1,Jo,Jo,2,2,1
13120008100,13120008100_R1,1,Jo,Jo,2,2,1
13120008200,13120008200_R1,1,Jo,Jo,2,2,1
13120008300,13120008300_R1,1,Pa,Jo,1,2,2
13120008400,13120008400_R1,1,Pa,Jo,1,2,2
13120008500,13120008500_R1,1,Pa,Jo,1,2,2
13120008600,13120008600_R1,1,Jo,Jo,2,2,1
13120008600,13120008600_R2,2,Ko,Ko,4,4,1
13120008700,13120008700_R1,1,Pa,Jo,1,2,2
13120008800,13120008800_R1,1,Jo,Jo,2,2,1
13120008800,13120008800_R2,2,Ko,He,4,6,3
13120008900,13120008900_R1,1,Pa,He,1,6,6
13120009100,13120009100_R1,1,Pa,Ya,1,3,3
13120009100,13120009100_R2,2,Na,He,5,6,2
13120009300,13120009300_R1,1,Ya,Ya,3,3,1
13120009400,13120009400_R1,1,Pa,Ya,1,3,3
13120009500,13120009500_R1,1,Jo,Jo,2,2,1
13120009800,13120009800_R1,1,Pa,Ya,1,3,3
13120009800,13120009800_R2,2,Na,Me,5,7,3
13120010000,13120010000_R1,1,Pa,Ya,1,3,3
13120010100,13120010100_R1,1,Jo,Ko,2,4,3
13120010200,13120010200_R1,1,Pa,Pa,1,1,1
13120010300,13120010300_R1,1,Jo,Ya,2,3,2
13120010400,13120010400_R1,1,Pa,Pa,1,1,1
13120010500,13120010500_R1,1,Pa,Jo,1,2,2
13120010600,13120010600_R1,1,Jo,Jo,2,2,1
13120010700,13120010700_R1,1,Jo,Ya,2,3,2
13120010800,13120010800_R1,1,Pa,Ko,1,4,4
13120010800,13120010800_R2,2,He,Me,6,7,2
13120011200,13120011200_R1,1,Jo,Jo,2,2,1
13120011300,13120011300_R1,1,Jo,Jo,2,2,1
13120011400,13120011400_R1,1,Pa,Ya,1,3,3
13120011600,13120011600_R1,1,Pa,Jo,1,2,2
13120011800,13120011800_R1,1,Pa,Jo,1,2,2
13120011900,13120011900_R1,1,Jo,Jo,2,2,1
13120012000,13120012000_R1,1,Pa,Jo,1,2,2
13120012000,13120012000_R2,2,Ko,Ko,4,4,1
13120012200,13120012200_R1,1,Jo,Jo,2,2,1
13120012300,13120012300_R1,1,Jo,Jo,2,2,1
13120012600,13120012600_R1,1,Jo,Jo,2,2,1
13120012700,13120012700_R1,1,Pa,Jo,1,2,2
13120012800,13120012800_R1,1,Pa,Jo,1,2,2
13120012900,13120012900_R1,1,Pa,Ya,1,3,3
13120012900,13120012900_R2,2,Na,He,5,6,2
13120013000,13120013000_R1,1,Pa,Me,1,7,7
13120014300,13120014300_R1,1,Pa,Ko,1,4,4
13120014300,13120014300_R2,2,He,He,6,6,1
13120014600,13120014600_R1,1,Pa,Jo,1,2,2
13120014800,13120014800_R1,1,Jo,Jo,2,2,1
13120014800,13120014800_R2,2,Me,Me,7,7,1
13120014900,13120014900_R1,1,Jo,Jo,2,2,1
13120015000,13120015000_R1,1,Pa,Ya,1,3,3
13120015100,13120015100_R1,1,Pa,Jo,1,2,2
13120015200,13120015200_R1,1,Pa,Jo,1,2,2
13120015200,13120015200_R2,2,Ko,Ko,4,4,1
13120015300,13120015300_R1,1,Jo,Jo,2,2,1
13120015400,13120015400_R1,1,Pa,Jo,1,2,2
13120015400,13120015400_R2,2,Ko,Ko,4,4,1
13120015500,13120015500_R1,1,Pa,Jo,1,2,2
13121000100,13121000100_R1,1,Ya,Ko,3,4,2
13121000200,13121000200_R1,1,Ko,Na,4,5,2
13121000200,13121000200_R2,2,Me,Me,7,7,1
13121000300,13121000300_R1,1,Ko,He,4,6,3
13121001300,13121001300_R1,1,Jo,Jo,2,2,1
13121001300,13121001300_R2,2,Ko,Me,4,7,4
13121001700,13121001700_R1,1,Na,Me,5,7,3
13121001800,13121001800_R1,1,Ko,He,4,6,3
13121001900,13121001900_R1,1,Ko,He,4,6,3
13121002000,13121002000_R1,1,Ko,He,4,6,3
13121002300,13121002300_R1,1,Jo,Ko,2,4,3
13121002500,13121002500_R1,1,Me,Me,7,7,1
13121002600,13121002600_R1,1,Me,Me,7,7,1
13121002800,13121002800_R1,1,Ko,Me,4,7,4
13122000100,13122000100_R1,1,Ya,Ya,3,3,1
13122000100,13122000100_R2,2,Na,He,5,6,2
13122000200,13122000200_R1,1,Ko,Ko,4,4,1
13122000400,13122000400_R1,1,Ya,Me,3,7,5
13122000500,13122000500_R1,1,Ko,Me,4,7,4
13122000700,13122000700_R1,1,Ko,Ko,4,4,1
13122000800,13122000800_R1,1,Ya,Ya,3,3,1
13122000800,13122000800_R2,2,Na,Me,5,7,3
13122001000,13122001000_R1,1,Na,Na,5,5,1
13122001100,13122001100_R1,1,Ko,Ko,4,4,1
13122001400,13122001400_R1,1,Me,Me,7,7,1
13122001500,13122001500_R1,1,Jo,Me,2,7,6
13122001700,13122001700_R1,1,Me,Me,7,7,1
13122001800,13122001800_R1,1,Na,Me,5,7,3
13122001900,13122001900_R1,1,Ko,Me,4,7,4
13122002000,13122002000_R1,1,Ko,Me,4,7,4
13122002100,13122002100_R1,1,Na,Me,5,7,3
13122002200,13122002200_R1,1,Ko,Me,4,7,4
13122002400,13122002400_R1,1,Ko,Me,4,7,4
13122002500,13122002500_R1,1,Me,Me,7,7,1
13122002700,13122002700_R1,1,Me,Me,7,7,1
13122002800,13122002800_R1,1,Ko,Me,4,7,4
13122002900,13122002900_R1,1,Ko,Ko,4,4,1
13123000100,13123000100_R1,1,Ya,Me,3,7,5
13123000200,13123000200_R1,1,Jo,Jo,2,2,1
13123000300,13123000300_R1,1,Me,Me,7,7,1
13123000500,13123000500_R1,1,Me,Me,7,7,1
13123000700,13123000700_R1,1,Me,Me,7,7,1
13123000800,13123000800_R1,1,Me,Me,7,7,1
13123000900,13123000900_R1,1,Ya,Ya,3,3,1
13123001000,13123001000_R1,1,Ya,He,3,6,4
13123001200,13123001200_R1,1,Me,Me,7,7,1
13201000100,13201000100_R1,1,Jo,Jo,2,2,1
13201000200,13201000200_R1,1,Jo,Jo,2,2,1
13201000300,13201000300_R1,1,Jo,Jo,2,2,1
13201000400,13201000400_R1,1,Jo,Jo,2,2,1
13201000500,13201000500_R1,1,Jo,Jo,2,2,1
13201000600,13201000600_R1,1,Jo,Jo,2,2,1
13201000700,13201000700_R1,1,Ko,Ko,4,4,1
13201000800,13201000800_R1,1,Jo,Jo,2,2,1
13201000900,13201000900_R1,1,Jo,Jo,2,2,1
13201001000,13201001000_R1,1,Jo,Jo,2,2,1
13201001100,13201001100_R1,1,Jo,Jo,2,2,1
13201001200,13201001200_R1,1,Jo,Jo,2,2,1
13201001300,13201001300_R1,1,Jo,Jo,2,2,1
13201001400,13201001400_R1,1,Jo,Jo,2,2,1
13201001500,13201001500_R1,1,Jo,Jo,2,2,1
13201001600,13201001600_R1,1,Jo,Jo,2,2,1
13201001600,13201001600_R2,2,Ko,Ko,4,4,1
13201001700,13201001700_R1,1,Jo,Jo,2,2,1
13201001700,13201001700_R2,2,Ko,Ko,4,4,1
13201001800,13201001800_R1,1,Jo,Jo,2,2,1
13201001900,13201001900_R1,1,Jo,Jo,2,2,1
13201001900,13201001900_R2,2,Na,Me,5,7,3
13201002000,13201002000_R1,1,Jo,Jo,2,2,1
13201002000,13201002000_R2,2,Ko,He,4,6,3
13201002100,13201002100_R1,1,Jo,Jo,2,2,1
13201002200,13201002200_R1,1,Jo,Jo,2,2,1
13201002200,13201002200_R2,2,Ko,He,4,6,3
13201002300,13201002300_R1,1,Jo,Jo,2,2,1
13201002300,13201002300_R2,2,Ko,Ko,4,4,1
13201002400,13201002400_R1,1,Jo,Jo,2,2,1
13201002500,13201002500_R1,1,Jo,Jo,2,2,1
13201002500,13201002500_R2,2,Ko,Ko,4,4,1
13201002600,13201002600_R1,1,Jo,Jo,2,2,1
13201002600,13201002600_R2,2,Ko,Ko,4,4,1
13201002700,13201002700_R1,1,Jo,Ko,2,4,3
13201002700,13201002700_R2,2,He,He,6,6,1
13201002800,13201002800_R1,1,Ko,Ko,4,4,1
13201002900,13201002900_R1,1,Ko,Na,4,5,2
13201003100,13201003100_R1,1,Na,Na,5,5,1
13201003200,13201003200_R1,1,Jo,Jo,2,2,1
13201003200,13201003200_R2,2,Ko,Ko,4,4,1
13201003200,13201003200_R3,3,He,Me,6,7,2
13201003400,13201003400_R1,1,Jo,Ko,2,4,3
13201003400,13201003400_R2,2,He,He,6,6,1
13201003500,13201003500_R1,1,Jo,Jo,2,2,1
13201003500,13201003500_R2,2,He,He,6,6,1
13201003600,13201003600_R1,1,Jo,Jo,2,2,1
13201003600,13201003600_R2,2,He,Me,6,7,2
13201003700,13201003700_R1,1,Me,Me,7,7,1
13201003800,13201003800_R1,1,Jo,Jo,2,2,1
13201003800,13201003800_R2,2,Ko,Ko,4,4,1
13201003800,13201003800_R3,3,He,He,6,6,1
13201004000,13201004000_R1,1,Jo,Jo,2,2,1
13201004000,13201004000_R2,2,He,He,6,6,1
13201004100,13201004100_R1,1,Jo,Ya,2,3,2
13201004100,13201004100_R2,2,He,He,6,6,1
13201004200,13201004200_R1,1,Jo,Jo,2,2,1
13201004200,13201004200_R2,2,Me,Me,7,7,1
13201004300,13201004300_R1,1,Jo,Jo,2,2,1
13201004400,13201004400_R1,1,Jo,Jo,2,2,1
13201004500,13201004500_R1,1,Jo,Jo,2,2,1
13201004500,13201004500_R2,2,Na,He,5,6,2
13201004600,13201004600_R1,1,Jo,Jo,2,2,1
13201004600,13201004600_R2,2,Ko,Ko,4,4,1
13201004600,13201004600_R3,3,He,Me,6,7,2
13201004700,13201004700_R1,1,Jo,Jo,2,2,1
13201004700,13201004700_R2,2,He,He,6,6,1
13201004800,13201004800_R1,1,Jo,Jo,2,2,1
13201004900,13201004900_R1,1,Jo,Jo,2,2,1
13201004900,13201004900_R2,2,He,He,6,6,1
13201005100,13201005100_R1,1,Jo,Jo,2,2,1
13201005200,13201005200_R1,1,Jo,Jo,2,2,1
13201005300,13201005300_R1,1,Jo,Jo,2,2,1
13201005300,13201005300_R2,2,Me,Me,7,7,1
13201005500,13201005500_R1,1,Me,Me,7,7,1
13201005600,13201005600_R1,1,Jo,Jo,2,2,1
13201005600,13201005600_R2,2,Ko,Ko,4,4,1
13201005600,13201005600_R3,3,He,He,6,6,1
13201005700,13201005700_R1,1,Jo,Jo,2,2,1
13201005700,13201005700_R2,2,Me,Me,7,7,1
13201005800,13201005800_R1,1,Jo,Jo,2,2,1
13201005800,13201005800_R2,2,Ko,Me,4,7,4
13201005900,13201005900_R1,1,Jo,Jo,2,2,1
13201005900,13201005900_R2,2,He,Me,6,7,2
13201006000,13201006000_R1,1,Na,He,5,6,2
13201006100,13201006100_R1,1,Na,He,5,6,2
13201006200,13201006200_R1,1,Jo,Jo,2,2,1
13201006300,13201006300_R1,1,Jo,Jo,2,2,1
13201006300,13201006300_R2,2,Na,He,5,6,2
13201006400,13201006400_R1,1,Jo,Jo,2,2,1
13201006400,13201006400_R2,2,Na,He,5,6,2
13201006500,13201006500_R1,1,Jo,Jo,2,2,1
13201006500,13201006500_R2,2,Na,He,5,6,2
13201006600,13201006600_R1,1,Jo,Jo,2,2,1
13201006600,13201006600_R2,2,Na,He,5,6,2
13201006700,13201006700_R1,1,Jo,Jo,2,2,1
13201006700,13201006700_R2,2,He,He,6,6,1
13201006800,13201006800_R1,1,Jo,Jo,2,2,1
13201006900,13201006900_R1,1,Jo,Jo,2,2,1
13201006900,13201006900_R2,2,Na,He,5,6,2
13201007000,13201007000_R1,1,Jo,Ko,2,4,3
13201007100,13201007100_R1,1,Jo,Jo,2,2,1
13201007100,13201007100_R2,2,He,He,6,6,1
13201007301,13201007301_R1,1,Jo,Jo,2,2,1
13201007301,13201007301_R2,2,Ko,Ko,4,4,1
13201007302,13201007302_R1,1,Jo,Jo,2,2,1
13201007303,13201007303_R1,1,Jo,He,2,6,5
13201007304,13201007304_R1,1,Pa,Pa,1,1,1
13201007304,13201007304_R2,2,Na,Na,5,5,1
13201007305,13201007305_R1,1,Jo,Jo,2,2,1
13201007305,13201007305_R2,2,Ko,Ko,4,4,1
13201007305,13201007305_R3,3,He,He,6,6,1
13201007306,13201007306_R1,1,Jo,Jo,2,2,1
13201007307,13201007307_R1,1,Jo,Jo,2,2,1
13201007308,13201007308_R1,1,Jo,Jo,2,2,1
13201007308,13201007308_R2,2,He,Me,6,7,2
13201007309,13201007309_R1,1,Jo,Ya,2,3,2
13201007309,13201007309_R2,2,Na,He,5,6,2
13201007310,13201007310_R1,1,Jo,Jo,2,2,1
13201007310,13201007310_R2,2,Ko,He,4,6,3
13201007311,13201007311_R1,1,Jo,Ko,2,4,3
13201007311,13201007311_R2,2,He,He,6,6,1
13201007312,13201007312_R1,1,Jo,Jo,2,2,1
13201007312,13201007312_R2,2,Ko,Ko,4,4,1
13201007312,13201007312_R3,3,He,He,6,6,1
13201007313,13201007313_R1,1,Jo,Ya,2,3,2
13201007313,13201007313_R2,2,He,He,6,6,1
13201007314,13201007314_R1,1,Jo,Jo,2,2,1
13201007314,13201007314_R2,2,Ko,Ko,4,4,1
13201007500,13201007500_R1,1,Jo,Jo,2,2,1
13201007500,13201007500_R2,2,Ko,Ko,4,4,1
13201007800,13201007800_R1,1,Jo,Jo,2,2,1
13201007800,13201007800_R2,2,Ko,Ko,4,4,1
13201007900,13201007900_R1,1,Jo,Jo,2,2,1
13201007900,13201007900_R2,2,Ko,Me,4,7,4
13201008000,13201008000_R1,1,Jo,Ko,2,4,3
13201008200,13201008200_R1,1,Jo,Ko,2,4,3
13201008200,13201008200_R2,2,He,He,6,6,1
13201008300,13201008300_R1,1,Jo,He,2,6,5
13201008800,13201008800_R1,1,Jo,Jo,2,2,1
13201008800,13201008800_R2,2,Ko,Ko,4,4,1
13201008800,13201008800_R3,3,He,He,6,6,1
13201009000,13201009000_R1,1,Jo,Jo,2,2,1
13201009000,13201009000_R2,2,Ko,He,4,6,3
13201009100,13201009100_R1,1,Jo,Ya,2,3,2
13201009200,13201009200_R1,1,Jo,He,2,6,5
13201009300,13201009300_R1,1,Jo,He,2,6,5
13201009500,13201009500_R1,1,Jo,Jo,2,2,1
13201009600,13201009600_R1,1,Pa,Jo,1,2,2
13201009600,13201009600_R2,2,Ko,Ko,4,4,1
13201009600,13201009600_R3,3,He,Me,6,7,2
13201009700,13201009700_R1,1,Jo,Ko,2,4,3
13201009700,13201009700_R2,2,He,He,6,6,1
13201009800,13201009800_R1,1,Na,He,5,6,2
13201009900,13201009900_R1,1,Jo,Ya,2,3,2
13201009900,13201009900_R2,2,He,He,6,6,1
13201010000,13201010000_R1,1,Jo,He,2,6,5
13201010100,13201010100_R1,1,Pa,He,1,6,6
13201010800,13201010800_R1,1,Pa,Jo,1,2,2
13201010800,13201010800_R2,2,Ko,Ko,4,4,1
13201010800,13201010800_R3,3,He,He,6,6,1
13201010900,13201010900_R1,1,Jo,Jo,2,2,1
13201010900,13201010900_R2,2,Ko,Ko,4,4,1
13201011000,13201011000_R1,1,Jo,Jo,2,2,1
13201011000,13201011000_R2,2,Ko,Me,4,7,4
13201011100,13201011100_R1,1,Jo,Jo,2,2,1
