place_id,gap_id,gap_index,gap_start_phase,gap_end_phase,gap_start_order,gap_end_order,gap_length,between_run_from,between_run_to
13201061000,13201061000_G1,1,Ya,Ko,3,4,2,13201061000_R1,13201061000_R2
13201061200,13201061200_G1,1,Ya,Ko,3,4,2,13201061200_R1,13201061200_R2
13201061400,13201061400_G1,1,Ya,Ko,3,4,2,13201061400_R1,13201061400_R2
13201061500,13201061500_G1,1,Ya,Na,3,5,3,13201061500_R1,13201061500_R2
13201061600,13201061600_G1,1,Ya,Ko,3,4,2,13201061600_R1,13201061600_R2
13201061700,13201061700_G1,1,Ya,Na,3,5,3,13201061700_R1,13201061700_R2
13201061800,13201061800_G1,1,Ya,Na,3,5,3,13201061800_R1,13201061800_R2
13201061900,13201061900_G1,1,Ya,Ko,3,4,2,13201061900_R1,13201061900_R2
13201062200,13201062200_G1,1,Ya,Ko,3,4,2,13201062200_R1,13201062200_R2
13201062300,13201062300_G1,1,Ya,Ko,3,4,2,13201062300_R1,13201062300_R2
13201062700,13201062700_G1,1,Ya,Na,3,5,3,13201062700_R1,13201062700_R2
13201062800,13201062800_G1,1,Ya,Ko,3,4,2,13201062800_R1,13201062800_R2
13201063000,13201063000_G1,1,Ya,Na,3,5,3,13201063000_R1,13201063000_R2
13201063200,13201063200_G1,1,Ya,Ko,3,4,2,13201063200_R1,13201063200_R2
13201063300,13201063300_G1,1,Ya,Ko,3,4,2,13201063300_R1,13201063300_R2
13201063400,13201063400_G1,1,Ya,Na,3,5,3,13201063400_R1,13201063400_R2
13201063500,13201063500_G1,1,Ya,Na,3,5,3,13201063500_R1,13201063500_R2
13201063700,13201063700_G1,1,Ya,Ko,3,4,2,13201063700_R1,13201063700_R2
13201063800,13201063800_G1,1,Ya,Ko,3,4,2,13201063800_R1,13201063800_R2
13201064000,13201064000_G1,1,Ya,Ya,3,3,1,13201064000_R1,13201064000_R2
13201064400,13201064400_G1,1,Ya,Na,3,5,3,13201064400_R1,13201064400_R2
13201064600,13201064600_G1,1,Ya,Ya,3,3,1,13201064600_R1,13201064600_R2
13201064600,13201064600_G2,2,Na,Na,5,5,1,13201064600_R2,13201064600_R3
13201064800,13201064800_G1,1,Ya,Na,3,5,3,13201064800_R1,13201064800_R2
13201066700,13201066700_G1,1,Ya,Na,3,5,3,13201066700_R1,13201066700_R2
13201069000,13201069000_G1,1,Ya,Na,3,5,3,13201069000_R1,13201069000_R2
13201069100,13201069100_G1,1,Ya,Na,3,5,3,13201069100_R1,13201069100_R2
13201069200,13201069200_G1,1,Ya,Ko,3,4,2,13201069200_R1,13201069200_R2
13201069300,13201069300_G1,1,Ya,Ya,3,3,1,13201069300_R1,13201069300_R2
13201069706,13201069706_G1,1,Ya,He,3,6,4,13201069706_R1,13201069706_R2
13201069707,13201069707_G1,1,Ya,Ko,3,4,2,13201069707_R1,13201069707_R2
13201069708,13201069708_G1,1,Ya,He,3,6,4,13201069708_R1,13201069708_R2
13201070802,13201070802_G1,1,Ko,Na,4,5,2,13201070802_R1,13201070802_R2
13201070803,13201070803_G1,1,Ya,Na,3,5,3,13201070803_R1,13201070803_R2
13201070804,13201070804_G1,1,Ya,Na,3,5,3,13201070804_R1,13201070804_R2
13201070806,13201070806_G1,1,Ya,Na,3,5,3,13201070806_R1,13201070806_R2
13201070807,13201070807_G1,1,Ya,He,3,6,4,13201070807_R1,13201070807_R2
13201071201,13201071201_G1,1,Na,Na,5,5,1,13201071201_R1,13201071201_R2
13201071202,13201071202_G1,1,Ko,Na,4,5,2,13201071202_R1,13201071202_R2
13201071203,13201071203_G1,1,Ko,Na,4,5,2,13201071203_R1,13201071203_R2
13201071204,13201071204_G1,1,Ya,Ko,3,4,2,13201071204_R1,13201071204_R2
13201071207,13201071207_G1,1,Ya,Na,3,5,3,13201071207_R1,13201071207_R2
13201071208,13201071208_G1,1,Ya,Ya,3,3,1,13201071208_R1,13201071208_R2
13201071208,13201071208_G2,2,Na,Na,5,5,1,13201071208_R2,13201071208_R3
13201071209,13201071209_G1,1,Ko,Na,4,5,2,13201071209_R1,13201071209_R2
13201071211,13201071211_G1,1,Ya,He,3,6,4,13201071211_R1,13201071211_R2
13201071212,13201071212_G1,1,Ya,He,3,6,4,13201071212_R1,13201071212_R2
13201071215,13201071215_G1,1,Ya,He,3,6,4,13201071215_R1,13201071215_R2
13201071216,13201071216_G1,1,Ya,Na,3,5,3,13201071216_R1,13201071216_R2
13201073000,13201073000_G1,1,Ya,Ya,3,3,1,13201073000_R1,13201073000_R2
13201073000,13201073000_G2,2,Na,Na,5,5,1,13201073000_R2,13201073000_R3
13201073100,13201073100_G1,1,Ko,Na,4,5,2,13201073100_R1,13201073100_R2
13201073200,13201073200_G1,1,Ya,Na,3,5,3,13201073200_R1,13201073200_R2
13201073300,13201073300_G1,1,Ya,Ya,3,3,1,13201073300_R1,13201073300_R2
13201073300,13201073300_G2,2,Na,Na,5,5,1,13201073300_R2,13201073300_R3
13201073500,13201073500_G1,1,Ya,Ya,3,3,1,13201073500_R1,13201073500_R2
13201073500,13201073500_G2,2,Na,He,5,6,2,13201073500_R2,13201073500_R3
13201073600,13201073600_G1,1,Ya,Na,3,5,3,13201073600_R1,13201073600_R2
13201073900,13201073900_G1,1,Ya,Ya,3,3,1,13201073900_R1,13201073900_R2
13201073900,13201073900_G2,2,Na,Na,5,5,1,13201073900_R2,13201073900_R3
13201074000,13201074000_G1,1,Ya,Ya,3,3,1,13201074000_R1,13201074000_R2
13201074200,13201074200_G1,1,Ya,Na,3,5,3,13201074200_R1,13201074200_R2
13201074600,13201074600_G1,1,Ya,He,3,6,4,13201074600_R1,13201074600_R2
13201074800,13201074800_G1,1,Ya,Na,3,5,3,13201074800_R1,13201074800_R2
13201075100,13201075100_G1,1,Ya,He,3,6,4,13201075100_R1,13201075100_R2
13201075400,13201075400_G1,1,Ya,Ya,3,3,1,13201075400_R1,13201075400_R2
13201075400,13201075400_G2,2,Na,Na,5,5,1,13201075400_R2,13201075400_R3
13201075800,13201075800_G1,1,Ya,Na,3,5,3,13201075800_R1,13201075800_R2
13201075900,13201075900_G1,1,Ya,Na,3,5,3,13201075900_R1,13201075900_R2
13201076100,13201076100_G1,1,Ya,Na,3,5,3,13201076100_R1,13201076100_R2
13201076200,13201076200_G1,1,Ya,Na,3,5,3,13201076200_R1,13201076200_R2
13201076300,13201076300_G1,1,Ya,Na,3,5,3,13201076300_R1,13201076300_R2
13201076800,13201076800_G1,1,Ya,Ya,3,3,1,13201076800_R1,13201076800_R2
13201076800,13201076800_G2,2,Na,Na,5,5,1,13201076800_R2,13201076800_R3
13201076900,13201076900_G1,1,Ya,Ya,3,3,1,13201076900_R1,13201076900_R2
13201076900,13201076900_G2,2,Na,Na,5,5,1,13201076900_R2,13201076900_R3
13201077000,13201077000_G1,1,Ya,Ya,3,3,1,13201077000_R1,13201077000_R2
13201077000,13201077000_G2,2,Na,Na,5,5,1,13201077000_R2,13201077000_R3
13201077100,13201077100_G1,1,Ya,Na,3,5,3,13201077100_R1,13201077100_R2
13201077300,13201077300_G1,1,Ya,Ya,3,3,1,13201077300_R1,13201077300_R2
13201077300,13201077300_G2,2,Na,Na,5,5,1,13201077300_R2,13201077300_R3
13201077500,13201077500_G1,1,Ya,Ya,3,3,1,13201077500_R1,13201077500_R2
13201077500,13201077500_G2,2,Na,Na,5,5,1,13201077500_R2,13201077500_R3
13201077700,13201077700_G1,1,Ya,Ya,3,3,1,13201077700_R1,13201077700_R2
13201077700,13201077700_G2,2,Na,Na,5,5,1,13201077700_R2,13201077700_R3
13201077800,13201077800_G1,1,Ya,Na,3,5,3,13201077800_R1,13201077800_R2
13201077900,13201077900_G1,1,Ya,Ya,3,3,1,13201077900_R1,13201077900_R2
13201077900,13201077900_G2,2,Na,Na,5,5,1,13201077900_R2,13201077900_R3
13201078100,13201078100_G1,1,Ya,Ko,3,4,2,13201078100_R1,13201078100_R2
13201078700,13201078700_G1,1,Ya,Ko,3,4,2,13201078700_R1,13201078700_R2
13201079200,13201079200_G1,1,Ya,Ko,3,4,2,13201079200_R1,13201079200_R2
13201079900,13201079900_G1,1,Ya,Ya,3,3,1,13201079900_R1,13201079900_R2
13201080000,13201080000_G1,1,Ya,Ko,3,4,2,13201080000_R1,13201080000_R2
13201080100,13201080100_G1,1,Ya,Ko,3,4,2,13201080100_R1,13201080100_R2
13201080400,13201080400_G1,1,Ya,Ko,3,4,2,13201080400_R1,13201080400_R2
13201080500,13201080500_G1,1,Ya,Ko,3,4,2,13201080500_R1,13201080500_R2
13201081700,13201081700_G1,1,Ya,Ko,3,4,2,13201081700_R1,13201081700_R2
13201081900,13201081900_G1,1,Ya,Na,3,5,3,13201081900_R1,13201081900_R2
13201082200,13201082200_G1,1,Ya,Ko,3,4,2,13201082200_R1,13201082200_R2
13201082300,13201082300_G1,1,Ya,Na,3,5,3,13201082300_R1,13201082300_R2
13201082400,13201082400_G1,1,Ya,Ko,3,4,2,13201082400_R1,13201082400_R2
13201082500,13201082500_G1,1,Ya,Ko,3,4,2,13201082500_R1,13201082500_R2
13201082700,13201082700_G1,1,Ya,Ko,3,4,2,13201082700_R1,13201082700_R2
13201082800,13201082800_G1,1,Ya,Ko,3,4,2,13201082800_R1,13201082800_R2
13201082900,13201082900_G1,1,Ya,Na,3,5,3,13201082900_R1,13201082900_R2
13201083200,13201083200_G1,1,Ya,Ko,3,4,2,13201083200_R1,13201083200_R2
13201083300,13201083300_G1,1,Ya,Na,3,5,3,13201083300_R1,13201083300_R2
13201083500,13201083500_G1,1,Ya,Na,3,5,3,13201083500_R1,13201083500_R2
13201083600,13201083600_G1,1,Ya,Ko,3,4,2,13201083600_R1,13201083600_R2
13201083700,13201083700_G1,1,Ya,Na,3,5,3,13201083700_R1,13201083700_R2
13201083800,13201083800_G1,1,Ya,Na,3,5,3,13201083800_R1,13201083800_R2
13201083900,13201083900_G1,1,Ya,Ko,3,4,2,13201083900_R1,13201083900_R2
13201084000,13201084000_G1,1,Ya,Ya,3,3,1,13201084000_R1,13201084000_R2
13201084100,13201084100_G1,1,Ya,Ko,3,4,2,13201084100_R1,13201084100_R2
13201084300,13201084300_G1,1,Ya,Ko,3,4,2,13201084300_R1,13201084300_R2
13201084600,13201084600_G1,1,Ya,Na,3,5,3,13201084600_R1,13201084600_R2
13201084700,13201084700_G1,1,Ya,Ko,3,4,2,13201084700_R1,13201084700_R2
13201085100,13201085100_G1,1,Ya,He,3,6,4,13201085100_R1,13201085100_R2
13201085800,13201085800_G1,1,Ya,Ko,3,4,2,13201085800_R1,13201085800_R2
13201085900,13201085900_G1,1,Ya,Ko,3,4,2,13201085900_R1,13201085900_R2
13201086000,13201086000_G1,1,Ya,Ko,3,4,2,13201086000_R1,13201086000_R2
13201086100,13201086100_G1,1,Ya,Ko,3,4,2,13201086100_R1,13201086100_R2
13201087100,13201087100_G1,1,Ya,Ko,3,4,2,13201087100_R1,13201087100_R2
13201087300,13201087300_G1,1,Ya,Ko,3,4,2,13201087300_R1,13201087300_R2
13201087500,13201087500_G1,1,Ya,Ko,3,4,2,13201087500_R1,13201087500_R2
13201087600,13201087600_G1,1,Ya,Ko,3,4,2,13201087600_R1,13201087600_R2
13201087700,13201087700_G1,1,Ya,Ko,3,4,2,13201087700_R1,13201087700_R2
13201087800,13201087800_G1,1,Ya,Ko,3,4,2,13201087800_R1,13201087800_R2
13201087900,13201087900_G1,1,Ya,Na,3,5,3,13201087900_R1,13201087900_R2
13201088000,13201088000_G1,1,Ya,Ya,3,3,1,13201088000_R1,13201088000_R2
13201088000,13201088000_G2,2,Na,Na,5,5,1,13201088000_R2,13201088000_R3
13201088200,13201088200_G1,1,Ya,Ko,3,4,2,13201088200_R1,13201088200_R2
13201088300,13201088300_G1,1,Ya,Ko,3,4,2,13201088300_R1,13201088300_R2
13201088400,13201088400_G1,1,Ya,Na,3,5,3,13201088400_R1,13201088400_R2
13201089000,13201089000_G1,1,Ya,Ya,3,3,1,13201089000_R1,13201089000_R2
13201089300,13201089300_G1,1,Ya,Ko,3,4,2,13201089300_R1,13201089300_R2
13201089400,13201089400_G1,1,Ya,Ko,3,4,2,13201089400_R1,13201089400_R2
13201089500,13201089500_G1,1,Ya,Ya,3,3,1,13201089500_R1,13201089500_R2
13201089500,13201089500_G2,2,He,He,6,6,1,13201089500_R2,13201089500_R3
13201089800,13201089800_G1,1,Ya,Ko,3,4,2,13201089800_R1,13201089800_R2
13201089900,13201089900_G1,1,Ya,Ko,3,4,2,13201089900_R1,13201089900_R2
13201090000,13201090000_G1,1,Ya,Ko,3,4,2,13201090000_R1,13201090000_R2
13201090200,13201090200_G1,1,Ya,Ya,3,3,1,13201090200_R1,13201090200_R2
13201090500,13201090500_G1,1,Ya,Ya,3,3,1,13201090500_R1,13201090500_R2
13201090500,13201090500_G2,2,Na,Na,5,5,1,13201090500_R2,13201090500_R3
13201090600,13201090600_G1,1,Ya,Na,3,5,3,13201090600_R1,13201090600_R2
13201090700,13201090700_G1,1,Ya,Ya,3,3,1,13201090700_R1,13201090700_R2
13201090700,13201090700_G2,2,Na,Na,5,5,1,13201090700_R2,13201090700_R3
13201090800,13201090800_G1,1,Ko,Na,4,5,2,13201090800_R1,13201090800_R2
13201091400,13201091400_G1,1,Ya,Ya,3,3,1,13201091400_R1,13201091400_R2
13201091600,13201091600_G1,1,Ya,He,3,6,4,13201091600_R1,13201091600_R2
13201091700,13201091700_G1,1,Ya,Ko,3,4,2,13201091700_R1,13201091700_R2
13201092100,13201092100_G1,1,Ya,Ya,3,3,1,13201092100_R1,13201092100_R2
13201092200,13201092200_G1,1,Ya,Ya,3,3,1,13201092200_R1,13201092200_R2
13201092400,13201092400_G1,1,Ya,Na,3,5,3,13201092400_R1,13201092400_R2
13201092500,13201092500_G1,1,Ya,Ko,3,4,2,13201092500_R1,13201092500_R2
13201092600,13201092600_G1,1,Ya,Ko,3,4,2,13201092600_R1,13201092600_R2
13201092700,13201092700_G1,1,Ya,Na,3,5,3,13201092700_R1,13201092700_R2
13201092900,13201092900_G1,1,Ya,Ko,3,4,2,13201092900_R1,13201092900_R2
13201093000,13201093000_G1,1,Ya,Ko,3,4,2,13201093000_R1,13201093000_R2
13201093300,13201093300_G1,1,Ya,Ko,3,4,2,13201093300_R1,13201093300_R2
13201093500,13201093500_G1,1,Ya,Ko,3,4,2,13201093500_R1,13201093500_R2
13201093600,13201093600_G1,1,Ya,Ko,3,4,2,13201093600_R1,13201093600_R2
13201093700,13201093700_G1,1,Ya,Ko,3,4,2,13201093700_R1,13201093700_R2
13201093800,13201093800_G1,1,Ya,Ko,3,4,2,13201093800_R1,13201093800_R2
13201094000,13201094000_G1,1,Ya,Na,3,5,3,13201094000_R1,13201094000_R2
13201094100,13201094100_G1,1,Ya,Na,3,5,3,13201094100_R1,13201094100_R2
13201094200,13201094200_G1,1,Ya,Ko,3,4,2,13201094200_R1,13201094200_R2
13201094400,13201094400_G1,1,Ya,Ko,3,4,2,13201094400_R1,13201094400_R2
13201094500,13201094500_G1,1,Ya,Ko,3,4,2,13201094500_R1,13201094500_R2
13201094700,13201094700_G1,1,Ya,Ko,3,4,2,13201094700_R1,13201094700_R2
13201094800,13201094800_G1,1,Ya,Ko,3,4,2,13201094800_R1,13201094800_R2
13201095100,13201095100_G1,1,Ya,Ko,3,4,2,13201095100_R1,13201095100_R2
13201095200,13201095200_G1,1,Ya,Ko,3,4,2,13201095200_R1,13201095200_R2
13201095300,13201095300_G1,1,Ya,Ko,3,4,2,13201095300_R1,13201095300_R2
13201095400,13201095400_G1,1,Ya,Na,3,5,3,13201095400_R1,13201095400_R2
13201095500,13201095500_G1,1,Ya,Ko,3,4,2,13201095500_R1,13201095500_R2
13201095800,13201095800_G1,1,Ya,Na,3,5,3,13201095800_R1,13201095800_R2
13201096000,13201096000_G1,1,Ya,Na,3,5,3,13201096000_R1,13201096000_R2
13201096100,13201096100_G1,1,Ya,Na,3,5,3,13201096100_R1,13201096100_R2
13201096200,13201096200_G1,1,Ya,Na,3,5,3,13201096200_R1,13201096200_R2
13201096600,13201096600_G1,1,Ya,Na,3,5,3,13201096600_R1,13201096600_R2
13201096700,13201096700_G1,1,Ya,Na,3,5,3,13201096700_R1,13201096700_R2
13201096800,13201096800_G1,1,Ya,Ya,3,3,1,13201096800_R1,13201096800_R2
13201096800,13201096800_G2,2,Na,Na,5,5,1,13201096800_R2,13201096800_R3
13201097100,13201097100_G1,1,Ya,Ko,3,4,2,13201097100_R1,13201097100_R2
13201097500,13201097500_G1,1,Ya,Na,3,5,3,13201097500_R1,13201097500_R2
13201097600,13201097600_G1,1,Ya,Ya,3,3,1,13201097600_R1,13201097600_R2
13201097900,13201097900_G1,1,Ya,Na,3,5,3,13201097900_R1,13201097900_R2
13201098000,13201098000_G1,1,Ya,Na,3,5,3,13201098000_R1,13201098000_R2
13201098100,13201098100_G1,1,Ya,Na,3,5,3,13201098100_R1,13201098100_R2
13201098200,13201098200_G1,1,Ya,Na,3,5,3,13201098200_R1,13201098200_R2
13201098400,13201098400_G1,1,Ya,Ya,3,3,1,13201098400_R1,13201098400_R2
13201098500,13201098500_G1,1,Na,Na,5,5,1,13201098500_R1,13201098500_R2
13201098600,13201098600_G1,1,Ya,Ya,3,3,1,13201098600_R1,13201098600_R2
13201098700,13201098700_G1,1,Ya,Na,3,5,3,13201098700_R1,13201098700_R2
13201098800,13201098800_G1,1,Ya,Na,3,5,3,13201098800_R1,13201098800_R2
13201098900,13201098900_G1,1,Ya,Na,3,5,3,13201098900_R1,13201098900_R2
13201099000,13201099000_G1,1,Ya,Ko,3,4,2,13201099000_R1,13201099000_R2
13201099100,13201099100_G1,1,Ya,Na,3,5,3,13201099100_R1,13201099100_R2
13201099200,13201099200_G1,1,Ya,Na,3,5,3,13201099200_R1,13201099200_R2
13201099300,13201099300_G1,1,Ya,Na,3,5,3,13201099300_R1,13201099300_R2
13201099400,13201099400_G1,1,Ya,Na,3,5,3,13201099400_R1,13201099400_R2
13201099500,13201099500_G1,1,Ya,Ko,3,4,2,13201099500_R1,13201099500_R2
13201099600,13201099600_G1,1,Ya,Ya,3,3,1,13201099600_R1,13201099600_R2
13201099700,13201099700_G1,1,Ya,Ya,3,3,1,13201099700_R1,13201099700_R2
13201099700,13201099700_G2,2,Na,Na,5,5,1,13201099700_R2,13201099700_R3
13201099800,13201099800_G1,1,Ya,Ya,3,3,1,13201099800_R1,13201099800_R2
13201099800,13201099800_G2,2,Na,Na,5,5,1,13201099800_R2,13201099800_R3
13201099900,13201099900_G1,1,Ya,Ko,3,4,2,13201099900_R1,13201099900_R2
13201100300,13201100300_G1,1,Ya,Na,3,5,3,13201100300_R1,13201100300_R2
13201100600,13201100600_G1,1,Ya,Ko,3,4,2,13201100600_R1,13201100600_R2
13201100700,13201100700_G1,1,Ya,Ya,3,3,1,13201100700_R1,13201100700_R2
13201100700,13201100700_G2,2,Na,Na,5,5,1,13201100700_R2,13201100700_R3
13201100800,13201100800_G1,1,Ya,He,3,6,4,13201100800_R1,13201100800_R2
13201101400,13201101400_G1,1,Ya,Ya,3,3,1,13201101400_R1,13201101400_R2
13201101800,13201101800_G1,1,Ya,Ya,3,3,1,13201101800_R1,13201101800_R2
13201102000,13201102000_G1,1,Ko,Na,4,5,2,13201102000_R1,13201102000_R2
13201102200,13201102200_G1,1,Ya,Ya,3,3,1,13201102200_R1,13201102200_R2
13201102200,13201102200_G2,2,Na,Na,5,5,1,13201102200_R2,13201102200_R3
13201102300,13201102300_G1,1,Ya,Na,3,5,3,13201102300_R1,13201102300_R2
13201102700,13201102700_G1,1,Ya,Ko,3,4,2,13201102700_R1,13201102700_R2
13201102900,13201102900_G1,1,Ya,He,3,6,4,13201102900_R1,13201102900_R2
13201103000,13201103000_G1,1,Ya,Ko,3,4,2,13201103000_R1,13201103000_R2
13201103000,13201103000_G2,2,He,He,6,6,1,13201103000_R2,13201103000_R3
13201103300,13201103300_G1,1,Ya,Ya,3,3,1,13201103300_R1,13201103300_R2
13202000200,13202000200_G1,1,Ya,Na,3,5,3,13202000200_R1,13202000200_R2
13202001100,13202001100_G1,1,Ya,Ko,3,4,2,13202001100_R1,13202001100_R2
13202001400,13202001400_G1,1,Ya,Ko,3,4,2,13202001400_R1,13202001400_R2
13202001800,13202001800_G1,1,Ya,Ko,3,4,2,13202001800_R1,13202001800_R2
13202001900,13202001900_G1,1,Ya,Ko,3,4,2,13202001900_R1,13202001900_R2
13202002000,13202002000_G1,1,Ya,Ko,3,4,2,13202002000_R1,13202002000_R2
13202002100,13202002100_G1,1,Ya,Ko,3,4,2,13202002100_R1,13202002100_R2
13203000500,13203000500_G1,1,Ya,Na,3,5,3,13203000500_R1,13203000500_R2
13204000100,13204000100_G1,1,Ya,Ko,3,4,2,13204000100_R1,13204000100_R2
13204000600,13204000600_G1,1,Ya,Ya,3,3,1,13204000600_R1,13204000600_R2
13204001000,13204001000_G1,1,Ya,He,3,6,4,13204001000_R1,13204001000_R2
13204001200,13204001200_G1,1,Ya,Ko,3,4,2,13204001200_R1,13204001200_R2
13204001400,13204001400_G1,1,Ya,Ya,3,3,1,13204001400_R1,13204001400_R2
13204001500,13204001500_G1,1,Ya,Ko,3,4,2,13204001500_R1,13204001500_R2
13204001600,13204001600_G1,1,Ya,Ko,3,4,2,13204001600_R1,13204001600_R2
13204002500,13204002500_G1,1,Ya,Na,3,5,3,13204002500_R1,13204002500_R2
13204002600,13204002600_G1,1,Ya,Ko,3,4,2,13204002600_R1,13204002600_R2
13204002700,13204002700_G1,1,Ya,Ya,3,3,1,13204002700_R1,13204002700_R2
13204002800,13204002800_G1,1,Ya,He,3,6,4,13204002800_R1,13204002800_R2
13204003000,13204003000_G1,1,Ya,Ya,3,3,1,13204003000_R1,13204003000_R2
13204003200,13204003200_G1,1,Ya,Ya,3,3,1,13204003200_R1,13204003200_R2
13204003400,13204003400_G1,1,Ya,Ko,3,4,2,13204003400_R1,13204003400_R2
13204003500,13204003500_G1,1,Ya,Ko,3,4,2,13204003500_R1,13204003500_R2
13204003800,13204003800_G1,1,Ya,Ko,3,4,2,13204003800_R1,13204003800_R2
13204004000,13204004000_G1,1,Ya,Ya,3,3,1,13204004000_R1,13204004000_R2
13204004200,13204004200_G1,1,Ya,Ya,3,3,1,13204004200_R1,13204004200_R2
13204005000,13204005000_G1,1,Ya,Ko,3,4,2,13204005000_R1,13204005000_R2
13205000300,13205000300_G1,1,Ya,Ko,3,4,2,13205000300_R1,13205000300_R2
13205000900,13205000900_G1,1,Ya,Ko,3,4,2,13205000900_R1,13205000900_R2
13205001000,13205001000_G1,1,Ya,Na,3,5,3,13205001000_R1,13205001000_R2
13205002700,13205002700_G1,1,Ya,Na,3,5,3,13205002700_R1,13205002700_R2
13205002800,13205002800_G1,1,Ya,Na,3,5,3,13205002800_R1,13205002800_R2
13205003300,13205003300_G1,1,Ya,Ko,3,4,2,13205003300_R1,13205003300_R2
13205003400,13205003400_G1,1,Ya,Ko,3,4,2,13205003400_R1,13205003400_R2
13205003800,13205003800_G1,1,Ya,Na,3,5,3,13205003800_R1,13205003800_R2
13205004000,13205004000_G1,1,Ya,Ko,3,4,2,13205004000_R1,13205004000_R2
13205004700,13205004700_G1,1,Ya,Ko,3,4,2,13205004700_R1,13205004700_R2
13205005000,13205005000_G1,1,Ya,Ko,3,4,2,13205005000_R1,13205005000_R2
13205005100,13205005100_G1,1,Ya,Ko,3,4,2,13205005100_R1,13205005100_R2
13205005300,13205005300_G1,1,Ya,Ko,3,4,2,13205005300_R1,13205005300_R2
13205005700,13205005700_G1,1,Ya,Ko,3,4,2,13205005700_R1,13205005700_R2
13205005900,13205005900_G1,1,Ya,Ko,3,4,2,13205005900_R1,13205005900_R2
13205006000,13205006000_G1,1,Ya,Ko,3,4,2,13205006000_R1,13205006000_R2
13205006400,13205006400_G1,1,Ya,Ko,3,4,2,13205006400_R1,13205006400_R2
13205006800,13205006800_G1,1,Ya,Ko,3,4,2,13205006800_R1,13205006800_R2
13205007100,13205007100_G1,1,Ya,He,3,6,4,13205007100_R1,13205007100_R2
13205007200,13205007200_G1,1,Ya,Ko,3,4,2,13205007200_R1,13205007200_R2
13205007300,13205007300_G1,1,Ya,Ko,3,4,2,13205007300_R1,13205007300_R2
13205007800,13205007800_G1,1,Ya,Na,3,5,3,13205007800_R1,13205007800_R2
13205008000,13205008000_G1,1,Ya,Na,3,5,3,13205008000_R1,13205008000_R2
13205008100,13205008100_G1,1,Ya,Ko,3,4,2,13205008100_R1,13205008100_R2
13205008200,13205008200_G1,1,Ya,Ko,3,4,2,13205008200_R1,13205008200_R2
13205008700,13205008700_G1,1,Ya,Ko,3,4,2,13205008700_R1,13205008700_R2
13205009500,13205009500_G1,1,Ya,Ko,3,4,2,13205009500_R1,13205009500_R2
13205009700,13205009700_G1,1,Ya,Ko,3,4,2,13205009700_R1,13205009700_R2
13205009900,13205009900_G1,1,Ya,Ko,3,4,2,13205009900_R1,13205009900_R2
13205010200,13205010200_G1,1,Ya,Ko,3,4,2,13205010200_R1,13205010200_R2
13205010400,13205010400_G1,1,Ya,Ya,3,3,1,13205010400_R1,13205010400_R2
13205010800,13205010800_G1,1,Ya,Ya,3,3,1,13205010800_R1,13205010800_R2
13205011000,13205011000_G1,1,Ya,Ya,3,3,1,13205011000_R1,13205011000_R2
13205011100,13205011100_G1,1,Ya,Ya,3,3,1,13205011100_R1,13205011100_R2
13205011200,13205011200_G1,1,Ya,Na,3,5,3,13205011200_R1,13205011200_R2
13205011400,13205011400_G1,1,Ya,Ya,3,3,1,13205011400_R1,13205011400_R2
13205011500,13205011500_G1,1,Ya,Ya,3,3,1,13205011500_R1,13205011500_R2
13205012200,13205012200_G1,1,Ya,Ko,3,4,2,13205012200_R1,13205012200_R2
13205012400,13205012400_G1,1,Ya,Na,3,5,3,13205012400_R1,13205012400_R2
13205012600,13205012600_G1,1,Ya,Ya,3,3,1,13205012600_R1,13205012600_R2
13205012900,13205012900_G1,1,Ya,Ko,3,4,2,13205012900_R1,13205012900_R2
13205013300,13205013300_G1,1,Ya,Ya,3,3,1,13205013300_R1,13205013300_R2
13205013400,13205013400_G1,1,Ya,Ya,3,3,1,13205013400_R1,13205013400_R2
13205013900,13205013900_G1,1,Ya,Ya,3,3,1,13205013900_R1,13205013900_R2
13205014000,13205014000_G1,1,Ya,Ya,3,3,1,13205014000_R1,13205014000_R2
13205014200,13205014200_G1,1,Ya,Na,3,5,3,13205014200_R1,13205014200_R2
13205014400,13205014400_G1,1,Ya,Ko,3,4,2,13205014400_R1,13205014400_R2
13205015000,13205015000_G1,1,Ya,Ko,3,4,2,13205015000_R1,13205015000_R2
13205015400,13205015400_G1,1,Ya,Na,3,5,3,13205015400_R1,13205015400_R2
13205015600,13205015600_G1,1,Ya,Ko,3,4,2,13205015600_R1,13205015600_R2
13205015800,13205015800_G1,1,Ya,Ya,3,3,1,13205015800_R1,13205015800_R2
13205016600,13205016600_G1,1,Ya,Ya,3,3,1,13205016600_R1,13205016600_R2
13205017100,13205017100_G1,1,Ya,Ko,3,4,2,13205017100_R1,13205017100_R2
13205017700,13205017700_G1,1,Ya,Ko,3,4,2,13205017700_R1,13205017700_R2
13205017900,13205017900_G1,1,Ya,Ko,3,4,2,13205017900_R1,13205017900_R2
13206000100,13206000100_G1,1,Ya,Ko,3,4,2,13206000100_R1,13206000100_R2
13206000300,13206000300_G1,1,Ya,Ko,3,4,2,13206000300_R1,13206000300_R2
13206000500,13206000500_G1,1,Ya,Ko,3,4,2,13206000500_R1,13206000500_R2
13206000600,13206000600_G1,1,Ya,Ya,3,3,1,13206000600_R1,13206000600_R2
13206001200,13206001200_G1,1,Ya,He,3,6,4,13206001200_R1,13206001200_R2
