metric,candidate_order,left_label,right_label,change_label,left_mean,right_mean,delta_mean,sse_no_break,sse_with_break,change_score,best_candidate
presence_rate,2,Jo,Ya,Jo | Ya,0.45120254422580003,0.26205525740409463,-0.1891472868217054,0.3069119907605021,0.2558024248861985,0.1665284101401786,TRUE
presence_rate,3,Ya,Ko,Ya | Ko,0.34366925064599485,0.29541840588352214,-0.04825084476247271,0.3069119907605021,0.3029208867257153,0.013004066816995752,FALSE
presence_rate,4,Ko,Na,Ko | Na,0.3129099582587955,0.32034718081229707,0.007437222553501599,0.3069119907605021,0.3068171697102558,3.0895192465864795e-4,FALSE
presence_rate,5,Na,He,Na | He,0.31810773206122045,0.3110713575829855,-0.0070363744782349635,0.3069119907605021,0.3068412613807907,2.3045492467108766e-4,FALSE
continue_rate_active,2,Jo->Ya,Ya->Ko,Jo->Ya | Ya->Ko,0.1507565855411501,0.350040912731002,0.19928432718985192,0.1536498262342425,0.10069750214955991,0.34462989892325435,FALSE
continue_rate_active,3,Ya->Ko,Ko->Na,Ya->Ko | Ko->Na,0.18580341347251322,0.38142219386292286,0.19561878039040964,0.1536498262342425,0.09624976537209556,0.37357712838958435,TRUE
continue_rate_active,4,Ko->Na,Na->He,Ko->Na | Na->He,0.21456050834837753,0.42171739430639904,0.2071568859580215,0.1536498262342425,0.09643119236780953,0.37239634608634,FALSE
drop_rate_active,2,Jo->Ya,Ya->Ko,Jo->Ya | Ya->Ko,0.42565716497945116,0.28424907783368514,-0.14140808714576603,0.5286632549778091,0.5020015921641763,0.05043222233168435,TRUE
drop_rate_active,3,Ya->Ko,Ko->Na,Ya->Ko | Ko->Na,0.35263015192101604,0.31014006184353154,-0.0424900900774845,0.5286632549778091,0.5259551433456199,0.00512256451850976,FALSE
drop_rate_active,4,Ko->Na,Na->He,Ko->Na | Na->He,0.31749941615887667,0.3591564883290681,0.041657072170191434,0.5286632549778091,0.526349506095419,0.004376602422438516,FALSE
new_rate_active,2,Jo->Ya,Ya->Ko,Jo->Ya | Ya->Ko,0.4235862494793987,0.3657100094353129,-0.057876240044085814,0.41910453552917226,0.41463832331365136,0.010656559013091444,FALSE
new_rate_active,3,Ya->Ko,Ko->Na,Ya->Ko | Ko->Na,0.46156643460647073,0.30843774429354565,-0.1531286903129251,0.41910453552917226,0.3839319418337447,0.08392319985518111,FALSE
new_rate_active,4,Ko->Na,Na->He,Ko->Na | Na->He,0.46794007549274586,0.21912611736453286,-0.248813958128213,0.41910453552917226,0.3365600211832681,0.1969544763854233,TRUE
