ID,都道府県,遺跡群名,遺跡名,地点地区名,文化層石器文化,遺跡群名読み方,遺跡名読み方,地点区名読み方,所在地,緯度,Latitude,経度,Longitude,測地系,標高,ナイフ形石器,台形（様）石器,斧形石器,剥片尖頭器,角錐状石器三稜尖頭器,槍先形尖頭器,両面調整石器,細石刃細石核等,神子柴型石斧,有茎（舌）尖頭器,掻器削器,彫器,砥石,叩石,台石,礫器,その他の石器,草創期土器,ブロック･ユニット,礫群配石,炭化物集中,その他の遺構,特記事項,文献,調査歴,作成年月日,作成者,更新年月日,更新者
120569 ,千葉県,,餅ヶ崎遺跡,1980,第Ⅱ文化層（Ⅸ層下部～Ⅹ層上部）,,Mochigasaki,1980 census,千葉市若葉区源町258ほか,353844 ,35.634444 ,1400736 ,140.118333 ,世界,26 ,○,○,○,,,,,,,,○,,○,,,,Pi/Bl/ＵＦ,,○,,,,,（財）千葉市文化財調査協会1988a,発掘調査,20050326,島立桂,,
120614 ,千葉県,,小金沢貝塚,,（Ⅶ層～Ⅸ層）,,Kokanazawa.S.M.,,千葉市緑区おゆみ野中央４丁目,353259 ,35.535833 ,1401029 ,140.169167 ,世界,45 ,○,○,,,,,,,,,○,,,○,,,,,○,,,,,（財）千葉県文化財センター1982a,発掘調査,20050326,島立桂,,
120616 ,千葉県,,六通金山遺跡,,Loc.3（Ⅶ層下部）,,Rokutsuu-kanayama,,千葉市緑区おゆみ野中央９丁目,353252 ,35.533889 ,1401057 ,140.168611 ,世界,48 ,,,○,,,,,,,,,,,,,,,,,,,,,（財）千葉県文化財センター1982b,発掘調査,20050326,島立桂,,
120628 ,千葉県,,馬ノ口遺跡,,Ｇ・Ｋ地点（Ⅶ・Ⅸ層～Ⅹ層）,,Umanokuchi,,千葉市緑区おゆみ野３丁目,353333 ,35.550833 ,1401031 ,140.166944 ,世界,41 ,,○,,,,,,,,,,,,,,,Pi/Bl/ＵＦ,,○,,,,,（財）千葉県文化財センター1984d,発掘調査,20050524,島立桂,,
120662 ,千葉県,,鎌取遺跡,,第1文化層（Ⅸ層）,,Kamatori,,千葉市緑区おゆみ野２丁目,353342 ,35.550556 ,1401028 ,140.168889 ,世界,41 ,○,○,,,,,,,,,,,,,,,Pi/Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター1993a,発掘調査,20050227,島立桂,,
120670 ,千葉県,,文六第１遺跡,第1～5次調査,第4・9ブロック（Ⅶ層～Ⅸ層）,,Bunrokufirst survey,first-6th survey,千葉市緑区あすみが丘７丁目,353106 ,35.518333 ,1401607 ,140.268611 ,世界,95 ,○,,○,,,,,,,,○,,,,,,,,○,,,炉跡,,（財）千葉市文化財調査協会1993b,発掘調査,20050513,島立桂,,
120678 ,千葉県,,東大野第２遺跡,,（Ⅸ層）,,Higashioonosecond survey,,千葉市緑区大野台２丁目,353054 ,35.501111 ,1401424 ,140.234444 ,世界,66 ,,○,,,,,,,,,○,,,○,,,Bl/ＲＦ/ＵＦ,,○,,○,焼土ブロック,,（財）千葉県文化財センター1994e,発掘調査,20050221,島立桂,,
120683 ,千葉県,,西大野第１遺跡,,第6～11ブロック（Ⅹ層）,,Nishioonofirst survey,,千葉市緑区大野台１丁目,353100 ,35.516667 ,1401328 ,140.218889 ,世界,62 ,,○,○,,,,,,,,,,,,,,Pi/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター1994e,発掘調査,20050221,島立桂,,
120686 ,千葉県,,大野遺跡,,第1・2ブロック（Ⅲ層下部）,,Oono,,千葉市緑区大野台１丁目,353052 ,35.500556 ,1401407 ,140.235278 ,世界,74 ,,○,,,,,,,,,,,,,,,,,○,,,,,（財）千葉県文化財センター1994e,発掘調査,20050221,島立桂,,
120694 ,千葉県,,大野第４遺跡,,（Ⅲ層）,,Oono4th survey,,千葉市緑区大野台１丁目,353121 ,35.516944 ,1401326 ,140.218333 ,世界,62 ,○,△,,,,,,,,,,,,,,,,,○,,,,,（財）千葉県文化財センター1994e,発掘調査,20050221,島立桂,,
120719 ,千葉県,,葭山遺跡,,旧石器ブロック（Ⅶ層～Ⅸ層）,,Yoshiyama,,千葉市緑区土気町608ほか,353156 ,35.518333 ,1401651 ,140.266944 ,世界,75 ,○,,○,,,,,,,,,,,○,,,Pi/Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉市文化財調査協会1996a,発掘調査,20050507,島立桂,,
120774 ,千葉県,,有吉城跡,第28地点,ブロック（Ⅸｃ層）,,Ariyoshijouato,Loc.28,千葉市緑区おゆみ野有吉,353331 ,35.550278 ,1401000 ,140.166667 ,世界,37 ,,○,○,,,,,,,,○,,,,,,Pi,,○,,,,,（財）千葉県文化財センター2004d,発掘調査,20050524,島立桂,,
120790 ,千葉県,,神明社裏遺跡,,第1文化層（Ⅸ～Ⅹ層）,,sinmeishaura,,千葉市緑区おゆみ野南3-39他,353320 ,35.550000 ,1400930 ,140.150000 ,世界,40 ,,,○,,,,,,,,○,,,○,○,,Pi/RF/Co/F,,○,,,,,（財）千葉県教育振興財団2006t,発掘調査,20090210,永塚俊司,,
120791 ,千葉県,,神明社裏遺跡,,第2文化層（Ⅸa層）,,sinmeishaura,,千葉市緑区おゆみ野南3-39他,353320 ,35.550000 ,1400930 ,140.150000 ,世界,40 ,○,,○,,,,,,,,○,,,○,○,,Pi/RF/Co/F,,○,,,,,（財）千葉県教育振興財団2006t,発掘調査,20090210,永塚俊司,,
120825 ,千葉県,,南原遺跡,第1次,旧石器時代（Ⅲ層）,,Minamihara,first survey,"市原市中高根字南原1,382-10",352558 ,35.418889 ,1400521 ,140.083611 ,世界,80 ,○,△,,,,,,,,,○,,,,,,,,△,,,,,大塚ほか1979,発掘調査,20050326,島立桂,,
120868 ,千葉県,,草刈六之台遺跡,,第1文化層（Ⅹ層）,,Kusakari-rokunodai,,市原市ちはら台西３丁目,353152 ,35.517222 ,1401008 ,140.168889 ,世界,38 ,,,○,,,,,,,,,,,○,,,Dr/Pi/Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター1994a,発掘調査,20050221,島立桂,,
120869 ,千葉県,,草刈六之台遺跡,,第2文化層（Ⅸ層下部）,,Kusakari-rokunodai,,市原市ちはら台西３丁目,353152 ,35.517222 ,1401008 ,140.168889 ,世界,38 ,○,○,○,,,,,,,,,○,,○,,,Pi/Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター1994a,発掘調査,20050221,島立桂,,
120870 ,千葉県,,草刈六之台遺跡,,第3文化層（Ⅸ層上部）,,Kusakari-rokunodai,,市原市ちはら台西３丁目,353152 ,35.517222 ,1401008 ,140.168889 ,世界,38 ,○,○,○,,,,,,,,○,○,○,,,,Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター1994a,発掘調査,20050221,島立桂,,
120875 ,千葉県,,南青野遺跡,,石器集中地点1（Ⅹ層上部）,,Minamiaono,,"市原市山倉1,487ほか",352957 ,35.485278 ,1400759 ,140.119167 ,世界,46 ,○,○,○,,,,,,,,○,○,,○,○,,Dr/Pi/Bl/ＲＦ/ＵＦ,,○,○,,,,（財）千葉県文化財センター1994f,発掘調査,20050305,島立桂,,
120878 ,千葉県,,南青野遺跡,,石器集中地点外,,Minamiaono,,"市原市山倉1,487ほか",352957 ,35.485278 ,1400759 ,140.119167 ,世界,46 ,○,,○,,,,,,,,○,,,,,,ＲＦ/ＵＦ,,,,,,,（財）千葉県文化財センター1994f,発掘調査,20050305,島立桂,,
120882 ,千葉県,,武士遺跡,,第1文化層（Ⅸａ層）,,Takeshi,,市原市福増字中ノ台ほか,354602 ,35.767222 ,1401708 ,140.285556 ,世界,75 ,○,○,,,,,,,,,○,,,○,,,Pi/Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター1996e,発掘調査,20050330,島立桂,,
120919 ,千葉県,,細山（２）遺跡,,第1文化層（Ⅸ層上部）,,Hosoyamasecond survey,,"市原市天羽田字出崎台1,163-1ほか",352558 ,35.418889 ,1400300 ,140.050000 ,世界,66 ,○,○,,,,,,,,,○,,,○,,,Pi/Bl/ＲＦ/ＵＦ,,○,○,,,,（財）千葉県文化財センター2000f,発掘調査,20050301,島立桂,,
120927 ,千葉県,,ヤジ山遺跡,,第1文化層（Ⅸ層下部）,,Yajiyama,,市原市深城字ヤジ山282-1ほか,352627 ,35.435278 ,1400335 ,140.051389 ,世界,67 ,○,○,,,,,,,,,,,,,,,Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター2000f,発掘調査,20050301,島立桂,,
120939 ,千葉県,,草刈遺跡,Ｃ区,第1文化層（Ⅹ層～ⅩⅠ層）,,Kusakari,Loc.C,市原市ちはら台西３丁目,353153 ,35.517500 ,1401020 ,140.166667 ,世界,38 ,,○,,,,,,,,,,,,,,,斜軸尖頭器/ＵＦ,,○,,,,,（財）千葉県文化財センター2003b,発掘調査,20050225,島立桂,,
120940 ,千葉県,,草刈遺跡,Ｃ区,第3文化層（Ⅸ層下部）,,Kusakari,Loc.C,市原市ちはら台西３丁目,353153 ,35.517500 ,1401020 ,140.166667 ,世界,38 ,,○,,,,,,,,,○,,,,,,Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター2003b,発掘調査,20050225,島立桂,,
120944 ,千葉県,,草刈遺跡,Ｃ区,ブロック外,,Kusakari,Loc.C,市原市ちはら台西３丁目,353153 ,35.517500 ,1401020 ,140.166667 ,世界,38 ,○,,○,,,,,,,,○,,,○,,,Bl/ＵＦ,,,,,,,（財）千葉県文化財センター2003b,発掘調査,20050225,島立桂,,
120945 ,千葉県,,草刈遺跡,Ｄ区,第2文化層（Ⅹ層）,,Kusakari,Loc.D,市原市ちはら台西２丁目,353200 ,35.533333 ,1401017 ,140.168611 ,世界,38 ,○,○,○,,,,,,,,,,,,,,Pi/ＲＦ/ＵＦ,,○,,,炉跡,,（財）千葉県文化財センター2003b,発掘調査,20050225,島立桂,,
120954 ,千葉県,,草刈遺跡,Ｇ区,第3文化層（Ⅸ層下部）,,Kusakari,Loc.G,市原市ちはら台西４丁目,353153 ,35.517500 ,1401027 ,140.168611 ,世界,38 ,,△,,,,,,,,,,,,,,,Pi/ＵＦ,,○,,,,,（財）千葉県文化財センター2003b,発掘調査,20050225,島立桂,,
120959 ,千葉県,,草刈遺跡,Ｐ区,第4文化層（Ⅶ層～Ⅸ層上部）,,Kusakari,Loc.P,市原市ちはら台南１丁目,353142 ,35.517222 ,1401030 ,140.166667 ,世界,38 ,○,○,,,,,,,,,,,,○,,,Dr/Pi/Bl/ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター2003b,発掘調査,20050225,島立桂,,
120969 ,千葉県,,押沼大六天遺跡,,第1文化層（Ⅶ～Ⅸ層）,,osinumadairokuten,,市原市ちはら台東4丁目,353228 ,35.535556 ,1401136 ,140.185000 ,世界,45 ,○,○,○,,,,,,,,○,,,○,○,,Pi/RF/UF/F/Co/Bl,,○,,○,土抗1,,（財）千葉県教育振興財団2006f,発掘調査,20081215,永塚俊司,,
120978 ,千葉県,,ナキノ台遺跡,,第1文化層（Ⅶ～Ⅸ層）,,nakinodai,,市原市ちはら台南4-13他,353145 ,35.518056 ,1401130 ,140.183333 ,世界,55 ,○,○,○,,,,,,,,○,,,○,,,Pi/RF/UF/Bl/Ｆ/Co,,○,,○,焼土遺構/土坑,,（財）千葉県教育振興財団2007i,発掘調査,20081205,永塚俊司,,
120986 ,千葉県,,中潤ヶ広遺跡,-1,第4文化層（Ⅸa層）,,nakaurugahiro,Loc.1,市原市潤井戸字中潤ヶ広1591他,353025 ,35.501389 ,1400958 ,140.152222 ,世界,40 ,○,○,,,,,,,,,○,○,,○,,,F/Co/ｐｑ/RF,,○,,,,,（財）千葉県教育振興財団2007j,発掘調査,20081207,永塚俊司,,
121023 ,千葉県,美生遺跡群,,第4地点,石器集中（Ⅲ層～Ⅴ層）,,Biso,Loc.4,"袖ケ浦市久保田字小台々1,068-1ほか",352632 ,35.433889 ,1400058 ,140.002222 ,世界,45 ,○,,○,,,,,,,,○,,,○,,,,,○,,,,,（財）君津郡市文化財センター1993e,発掘調査,20050315,島立桂,,
121048 ,千葉県,,文脇遺跡,県道,（Ⅸｃ層）,,Fumiwaki,first survey,袖ケ浦市野里,352414 ,35.401111 ,1400240 ,140.033333 ,世界,40 ,,○,○,,,,,,,,,,,○,,○,Dr/Bl/ＵＦ,,○,○,,,,（財）千葉県文化財センター1995a,発掘調査,20050303,島立桂,,
121063 ,千葉県,,荒久（２）遺跡,,石器集中部外,,Araku2,,"袖ケ浦市高谷1,346ほか",352319 ,35.385833 ,1400330 ,140.050000 ,世界,35 ,,○,,,,,,,,,○,○,,,,,Pi/Bl,,,,,,,（財）千葉県文化財センター1998c,発掘調査,20050305,島立桂,,
121119 ,千葉県,,関畑遺跡,,第Ⅰａ文化層（Ⅸｃ層～Ⅹ層上部）,,Sekihata,,"袖ケ浦市大曽根字上ノ台2,166-2ほか",352507 ,35.418611 ,1400043 ,140.000833 ,世界,42 ,○,○,○,,,,,,,,,,,○,,,Pi/Bl/ＲＦ/ＵＦ,,○,○,,,,（財）千葉県文化財センター2004b,発掘調査,20050311,島立桂,,
121121 ,千葉県,,関畑遺跡,,第Ⅱａ文化層（Ⅸａ層）,,Sekihata,,"袖ケ浦市大曽根字上ノ台2,166-2ほか",352507 ,35.418611 ,1400043 ,140.000833 ,世界,42 ,○,,○,,,,,,,,,,,,,○,ＲＦ/ＵＦ,,○,,,,,（財）千葉県文化財センター2004b,発掘調査,20050311,島立桂,,
121134 ,千葉県,,上大城Ⅱ遺跡,,第1・4・6～8トレンチ（Ⅸ層）,,KamiooshiroⅡ,,袖ケ浦市久保田字五反田844ほか,352702 ,35.450556 ,1400117 ,140.018611 ,世界,45 ,,○,,,,,,,,,,○,,,,,Pi,,○,,,,,（財）君津郡市文化財センター2005a,発掘調査,20050516,島立桂,,
121141 ,千葉県,,八重門田遺跡,,第13・15トレンチ（Ⅶ層下部～Ⅸ層）,,Yaemuta,,袖ケ浦市代宿字五反田844ほか,352652 ,35.433889 ,1400126 ,140.018333 ,世界,46 ,○,,○,,,,,,,,,,,,,,Pi/Bl,,○,,,,,（財）君津郡市文化財センター2005a,発掘調査,20050516,島立桂,,
121266 ,千葉県,,谷田木曽地遺跡,,Ⅶ層（単独）,,yatakisoji,,白井市谷田字木曽地827,354720 ,35.783333 ,1400533 ,140.084167 ,世界,22 ,○,,○,,,,,,,,○,,△,,,,F,,,,,,,（財）千葉県文化財センター1984h,発掘調査,20070331,宇井義典,,
121275 ,千葉県,,一本桜南遺跡,,第1文化,,ippnnzakuraminami,,白井市大字十余一字一本桜52-8-3他,354811 ,35.800278 ,1400625 ,140.101389 ,世界,22 ,,○,,,,,,,,,,,,,,,RF/UF/F/C/Co,,○,,,,,（財）千葉県文化財センター1998m,発掘調査,20070331,宇井義典,,
121276 ,千葉県,,一本桜南遺跡,,第2文化層,,ippnnzakuraminami,,白井市大字十余一字一本桜52-8-3他,354811 ,35.800278 ,1400625 ,140.101389 ,世界,22 ,○,,○,,,,,,,,,,,,,,RF/UF/F/C/Co,,○,,,,,（財）千葉県文化財センター1998m,発掘調査,20070331,宇井義典,,
121313 ,千葉県,,木苅峠遺跡,,木苅峠Ⅲ2期（6地点）,,kikaribyou,,印西市浦幡新田木苅峠222,354841 ,35.800278 ,1400620 ,140.100000 ,世界,24 ,○,○,,,,,,,,,○,△,,,,,RF/F,,○,△,,,,（財）千葉県文化財センター1974a,発掘調査,20070331,宇井義典,,
121350 ,千葉県,,泉北側第3遺跡,,,,izumikitagawa-daisann,,印西市鹿黒新山564他,354858 ,35.802222 ,1400753 ,140.117500 ,世界,25 ,○,○,,,,,,,,,,,,,,,,,○,,,,環状ブロック群1基、未報告変更あり,（財）千葉県文化財センター1999r,発掘調査,20070331,宇井義典,,
121356 ,千葉県,松崎遺跡群,松崎Ⅱ遺跡,,第1文化層,matuzaki,matuzaki-ni,,印西市松崎字漣1037-1他,354703 ,35.784167 ,1400832 ,140.133889 ,世界,25 ,,○,○,,,,,,,,○,,,,,,Dr/Pi/F/C/Co,,○,,,,,（財）千葉県文化財センター2003m,発掘調査,20070331,宇井義典,,
121370 ,千葉県,,新井堀Ⅱ遺跡,,第Ⅰ文化層,,ａｒａｉｂori-ni,,印西市草深字新井堀231-3他,354720 ,35.783333 ,1400855 ,140.134722 ,世界,24 ,,○,,,,,,,,,,,,,,,Pi/折断F/F/C,,○,,,,,（財）千葉県文化財センター2004l,発掘調査,20070331,宇井義典,,
121382 ,千葉県,,松崎Ⅲ遺跡,,第Ⅰ文化層（Ⅹ層上部）,,matuzaki-san,,印西市松崎字堀木戸1081-1他,354659 ,35.769167 ,1400026 ,140.001667 ,世界,26 ,○,○,,,,,,,,,,,,,,,Pi/RF/UF/F/Co,,○,,,,,（財）千葉県教育振興財団2006o,発掘調査,20081215,永塚俊司,,
121383 ,千葉県,,松崎Ⅲ遺跡,,第Ⅱ文化層（Ⅸｃ層）,,matuzaki-san,,印西市松崎字堀木戸1081-1他,354659 ,35.769167 ,1400026 ,140.001667 ,世界,26 ,,○,,,,,,,,,,,,,,,F,,○,,,,,（財）千葉県教育振興財団2006o,発掘調査,20081215,永塚俊司,,
121388 ,千葉県,,松崎Ⅳ遺跡,,第Ⅰ文化層（Ⅸｃ層下部）,,matuzaki-yon,,印西市松崎字高野1189-3他,354646 ,35.768333 ,1400851 ,140.133611 ,世界,25 ,,,○,,,,,,,,,,,,,,RF/UF/F/Co,,○,,,,,（財）千葉県教育振興財団2006p,発掘調査,20081215,永塚俊司,,
121389 ,千葉県,,松崎Ⅳ遺跡,,第Ⅱ文化層（Ⅸｃ層上部）,,matuzaki-yon,,印西市松崎字高野1189-3他,354646 ,35.768333 ,1400851 ,140.133611 ,世界,25 ,,○,,,,,,,,,,,,,,,UF/F,,○,,,,,（財）千葉県教育振興財団2006p,発掘調査,20081215,永塚俊司,,
121393 ,千葉県,,松崎Ⅴ遺跡,,Ⅹ層上部～Ⅸ層下部,,matuzaki-go,,印西市松崎字高野台1259-1他,354645 ,35.768056 ,1400840 ,140.133333 ,世界,25 ,○,○,○,,,,,,,,○,○,,,,,UF/F/Co,,○,,,,,（財）千葉県教育振興財団2006p,発掘調査,20081215,永塚俊司,,
121425 ,千葉県,,瀧水寺裏遺跡,,Ⅸ層,,ryuusuiji-ura,,印旛郡本埜村滝字宮前1006-2他,354908 ,35.818889 ,1401045 ,140.168056 ,世界,29 ,○,○,○,,,,,,,,○,,,○,,,Bl/F/Co,,○,,,,環状ブロック群2基,（財）印旛郡市文化財センター2004f,発掘調査,20070331,宇井義典,,
121429 ,千葉県,,向台遺跡,,Ⅶ層,,mukoukai,,印旛郡栄町大字酒直字向台467-1,354946 ,35.818333 ,1401544 ,140.251111 ,世界,30 ,,,○,,,,,,,,,,,,,,F/C,,○,,,,,（財）千葉県文化財センター1985f,発掘調査,20070331,宇井義典,,
121473 ,千葉県,,古込遺跡,No.55,下層（立川ローム最下層）,,hurugome,Loc.55,成田市大字古込字古込6他,354632 ,35.767222 ,1402341 ,140.383611 ,世界,40 ,○,,○,,,,,,,,,,,△,,,Bl/F/Co,,,,,,"C14年代測定結果32,200±1,000年",（財）千葉県北総公社1971,発掘調査,20070331,宇井義典,,
121538 ,千葉県,,木の根拓美遺跡,,第1文化層,,kinone-takumi,,成田市木の根字拓美192他,354550 ,35.750000 ,1402342 ,140.383889 ,世界,40 ,○,○,○,,,,,,,,○,,,,,,Pi/RF/UF/F/C/Co,,○,,,,,（財）千葉県文化財センター1993k,発掘調査,20070331,宇井義典,,
121553 ,千葉県,,取香和田戸遺跡,,第6文化層,,tokkou-wadado,,成田市取香字和田戸711他,354642 ,35.767222 ,1402318 ,140.385556 ,世界,40 ,,○,,,,,,,,,○,,,,,○,Pi/RF/UF/F/C/Co,,○,,,,磨製礫出土,（財）千葉県文化財センター1994n,発掘調査,20070331,宇井義典,,
121571 ,千葉県,,天神峰奥之台遺跡,,第Ⅰ文化層,,tennjinnmine-okunodai,,成田市天神峰字奥之台17他,354742 ,35.783889 ,1402318 ,140.385556 ,世界,40 ,○,○,○,,,,,,,,,,,○,,,Pi/Bl/RF/UF/F/C/Co,,○,,,,,（財）千葉県文化財センター1997m,発掘調査,20070331,宇井義典,,
121587 ,千葉県,,十余三稲荷峰西遺跡,,第1文化層,,toyomi-inarimine-nisi,,成田市十余三字稲荷峰151他,354756 ,35.785000 ,1402240 ,140.366667 ,世界,40 ,○,○,,,,,,,,,,○,,○,,,Pi/F/Co,,○,,,焼土集中地点,環状ブロック群2基検出,（財）千葉県文化財センター2000k/（財）千葉県文化財センター2003j,発掘調査,20070331,宇井義典,,
121591 ,千葉県,,東峰御幸畑西遺跡,,第1文化層,,touhou-miyukibata-nisi,,成田市東峰字御幸畑89-1他,354653 ,35.767500 ,1402340 ,140.383333 ,世界,40 ,○,○,○,,,,,,,,○,○,,○,,,石斧調整F/Pi/RF/UF/F/C/Co/Gr,,○,,○,,,（財）千葉県文化財センター2000l,発掘調査,20070331,宇井義典,,
121598 ,千葉県,,天神峰最上遺跡,,第1文化層,,tennjinnmine-mogami,,成田市天神峰字最上14-1他,354724 ,35.784444 ,1402308 ,140.385556 ,世界,40 ,,○,○,,,,,,,,○,○,○,○,,,石斧調整F/Pi/RF/UF/F/Co,,○,,,,,（財）千葉県文化財センター2001g,発掘調査,20070331,宇井義典,,
121604 ,千葉県,,十余三稲荷峰東遺跡,,第1文化層,,toyomi-inarimine-higasi,,成田市東峰字御幸畑89-1他,354800 ,35.800000 ,1402303 ,140.384167 ,世界,40 ,○,○,,,,,,,,,○,○,,,,,石斧調整F/Bl,,○,,,,,（財）千葉県文化財センター2001h,発掘調査,20070331,宇井義典,,
121612 ,千葉県,,南三里塚宮原第１遺跡,,Ⅸ層,,minimisannriduka-miyahara-daiichi,,成田市南三里塚字宮原78-1他,354424 ,35.734444 ,1402200 ,140.366667 ,世界,41 ,○,○,○,,,,,,,,○,,,○,○,,刃部再生F,,○,,,,環状ブロック群3基,（財）印旛郡市文化財センター2004b,発掘調査,20070331,宇井義典,,
121615 ,千葉県,,東三里塚岩之台遺跡,,Ⅶ層,,higasisannriduka-iwanodai,,成田市東三里塚字岩之台126-1他,354430 ,35.733333 ,1402402 ,140.400556 ,世界,42 ,○,○,,,,,,,,,,,,,,,F/RF/Co,,○,,,炉跡,炉跡：本報告では記載なし,（財）千葉県文化財センター2004i/（財）千葉県教育振興財団2006e,発掘調査,20070331,宇井義典,,
121620 ,千葉県,,十余三稲荷峰遺跡,南区,第1文化層,,toyomi-inarimine,Loc.south,成田市十余三字稲荷峰151-262他,354751 ,35.783611 ,1402256 ,140.368333 ,世界,40 ,,○,○,,,,,,,,○,,○,○,,,石斧片/Pi/Dr/Bl/F/C/Co,,○,,,,,（財）千葉県文化財センター2004j,発掘調査,20070331,宇井義典,,
121627 ,千葉県,,東峰御幸畑東遺跡,,第1文化層,,touhou-miyukibata-higasi,,成田市東峰字御幸畑89-1他,354645 ,35.768056 ,1402346 ,140.385000 ,世界,40 ,○,○,,,,,,,,,○,○,,○,,,石斧調整F/Bl/Pi/RF/UF/F/C/Co/原石,,○,,,,,（財）千葉県文化財センター2004k,発掘調査,20070331,宇井義典,,
121640 ,千葉県,,南敷大沼遺跡,,,,najikioonuma,,成田市（旧香取郡大栄町）南敷大沼,354907 ,35.818611 ,1402734 ,140.451111 ,世界,,,,△,,,,,,,,,,,,,,Co？,,,,,,,大栄町教育委員会1985/西口1995,採集資料,20051008,永塚俊司,,
121660 ,千葉県,,五三前遺跡,,,,gosanmae,,成田市（旧香取郡下総町）七沢,355159 ,35.852500 ,1402153 ,140.350833 ,世界,36 ,,,○,,,,,,,,,,,,,,,,,,,,,道澤1990,表採資料,20051008,永塚俊司,,
121690 ,千葉県,和良比遺跡群,本山遺跡,,Ⅶ層上部,warabi,motoyama,,四街道市和良比字本山118他,353918 ,35.652222 ,1400935 ,140.151389 ,世界,,,,○,,,,,,,,,,,,,,F/C/Co,,○,,,,本山Ⅲ-9地点,（財）印旛郡市文化財センター1991d,発掘調査,20070331,宇井義典,,
121699 ,千葉県,内黒田遺跡群,大割遺跡,,第2文化層,uchikuroda,oowari,,四街道市内黒田字立野267-1他,354115 ,35.684722 ,1401014 ,140.167778 ,世界,26 ,○,○,△,,,,,,,,○,,,○,,,Dr/Pi/RF/UF/F/C/Co,,○,,,,,（財）千葉県文化財センター1991g,発掘調査,20070331,宇井義典,,
121708 ,千葉県,内黒田遺跡群,池花南遺跡,,第1文化層,uchikuroda,ikehanaminami,,四街道市内黒田字池花146他,354118 ,35.685556 ,1401035 ,140.168056 ,世界,26 ,○,○,○,,,,,,,,,,,○,,,Pi/RF/UF/切断F/F/C/Co,,○,,○,,環状ブロック群1基,（財）千葉県文化財センター1991g,発掘調査,20070331,宇井義典,,
121717 ,千葉県,,御山遺跡,,第Ⅱ文化層,,oyama,,四街道市物井字御山,354132 ,35.683889 ,1401128 ,140.185556 ,世界,30 ,,○,○,,,,,,,,○,,,,,,尖頭器/Pi/Dr/Bl,,○,,,,環状ブロック群1基,（財）千葉県文化財センター1994m,発掘調査,20070331,宇井義典,,
121718 ,千葉県,,御山遺跡,,第Ⅲ文化層,,oyama,,四街道市物井字御山,354132 ,35.683889 ,1401128 ,140.185556 ,世界,30 ,,○,,,,,,,,,,,,,,,RF/UF/F,,○,,,,,（財）千葉県文化財センター1994m,発掘調査,20070331,宇井義典,,
121724 ,千葉県,,御山遺跡,,第Ⅷb文化層,,oyama,,四街道市物井字御山,354132 ,35.683889 ,1401128 ,140.185556 ,世界,30 ,○,○,,,,,,,,,○,○,,,,,Bl/Pi/F/C/Co,,○,,,,,（財）千葉県文化財センター1994m,発掘調査,20070331,宇井義典,,
121733 ,千葉県,,出口･鐘塚遺跡,,第1文化層,,deguchi・kanezuka,,四街道市物井字出口1404-1他,354110 ,35.683333 ,1401056 ,140.168333 ,世界,29 ,○,○,○,,,,,,,,○,,,○,,○,尖頭器/鋸歯縁石器/Pi/Bl,,○,,○,,装飾様石製品2点、環状ブロック群1基,（財）千葉県文化財センター1999p,発掘調査,20070331,宇井義典,,
121750 ,千葉県,,小屋ノ内遺跡,,第Ⅰ文化層,,koyanouchi,,四街道市物井字小屋ノ内1322・字稲荷塚1315他,354113 ,35.684167 ,1401136 ,140.185000 ,世界,30 ,○,○,○,,,,,,,,○,,,○,○,,F/C/Co,,○,,○,土坑2基,環状ブロック群1基,（財）千葉県文化財センター2005d,発掘調査,20070331,宇井義典,,
121761 ,千葉県,臼井南遺跡群,石神第1地区遺跡,,,usuiminami,isigami,Loc.1,佐倉市臼井台字石神,354325 ,35.718056 ,1401033 ,140.167500 ,世界,,,,△,,,,,,,,,,,,,,F/Co,,○,,,,,小田静夫1975,発掘調査,20070331,宇井義典,,
121770 ,千葉県,岩富遺跡群,星谷津遺跡,第Ⅱ地区,Ⅷ層（Ⅹ層相当）,iwatomi,hosiyatu,Loc.2,佐倉市岩富字星谷津2160-1他,354016 ,35.668333 ,1401558 ,140.252222 ,世界,37 ,,△,,,,,,,,,,,,,,,遺物なし,,,,,,1点出土,（財）千葉県文化財センター1978b,発掘調査,20070331,宇井義典,,
121843 ,千葉県,,大堀遺跡,第1地点,Ⅶa層,,oohori,Loc.1,佐倉市上志津大堀759他,354221 ,35.700278 ,1400815 ,140.134722 ,世界,24 ,○,,○,,,,,,,,,○,,○,,,Pi/RF/UF/F/C/Co,,○,,,,,（財）千葉県文化財センター1989h,発掘調査,20070331,宇井義典,,
