ID,都道府県,遺跡群名,遺跡名,地点地区名,文化層石器文化,遺跡群名読み方,遺跡名読み方,地点区名読み方,所在地,緯度,Latitude,経度,Longitude,測地系,標高,ナイフ形石器,台形（様）石器,斧形石器,剥片尖頭器,角錐状石器三稜尖頭器,槍先形尖頭器,両面調整石器,細石刃細石核等,神子柴型石斧,有茎（舌）尖頭器,掻器削器,彫器,砥石,叩石,台石,礫器,その他の石器,草創期土器,ブロック･ユニット,礫群配石,炭化物集中,その他の遺構,特記事項,文献,調査歴,作成年月日,作成者,更新年月日,更新者
400274 ,福岡県,,長尾光岡遺跡,,,,Nagaomitsuoka,,宗像市光岡,334732 ,33.783889 ,1303342 ,130.550556 ,世界,30 ,,○,,,,,,,,,,,,,,,,,,,,,,宗像市史編纂委員会1998,発掘,,,,
400275 ,福岡県,,平等寺長浦遺跡,,,,Byodojinagaura,,宗像市平等寺長浦,334922 ,33.817222 ,1303436 ,130.568333 ,世界,48 ,,○,,,,,,,,,,,,,,,,,,,,,,宗像市史編纂委員会1998,発掘,,,,
400364 ,福岡県,,金山遺跡,,,,Kanayama,,朝倉郡夜須町四三島金山,332544 ,33.417778 ,1303610 ,130.600000 ,世界,35 ,○,○,,,,,,,,,,,,,,,,,,,,,有  Ｂ地区Ⅳ層(ナイフ),夜須町教育委員会1973,発掘,,,,
400374 ,福岡県,,炭焼遺跡,,,,,,朝倉郡夜須町大字炭焼,332832 ,33.467222 ,1303703 ,130.617500 ,世界,70 ,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,
400381 ,福岡県,,梨子木遺跡,,,,,,朝倉郡夜須町,332807 ,33.468611 ,1303514 ,130.584444 ,世界,35 ,○,○,,,,,,,,,,,,,,,,,,,,,,夜須町教育委員会1992,発掘,,,,
400391 ,福岡県,,上ノ宿遺跡,,,,,,朝倉郡朝倉町,,0.000000 ,,0.000000 ,,,○,○,,,,,,,,,,,,,,,,,,,,,,福岡県教育委員会1991,発掘,,,,
400413 ,福岡県,,三沢北牟田遺跡,,,,,,小郡市三沢,332546 ,33.418333 ,1303322 ,130.550556 ,世界,30 ,,○,,,,,,,,,,,,,,,,,,,,,,小郡市教育委員会,発掘,,,,
400415 ,福岡県,,小郡中尾遺跡,,,,Ogorinakao,,小郡市小郡字中尾ノ四,332410 ,33.400000 ,1303309 ,130.552500 ,世界,18 ,,○,,,,,,,,,,,,,,,,,,,,,,小郡市教育委員会1988,発掘,,,,
400417 ,福岡県,,大板井遺跡,,,,,,小郡市大板井字屋敷,332359 ,33.385833 ,1303336 ,130.551667 ,世界,15 ,○,○,,,,,,,,,,,,,,,,,,,,,,小郡市教育委員会1988,発掘,,,,
400418 ,福岡県,,津古宮原遺跡,,,,,,小郡市津古,332652 ,33.433889 ,1303346 ,130.551667 ,世界,38 ,,○,,,,,,,,,,,,,,,,,,,,,,,採集,,,,
400427 ,福岡県,,池田池遺跡,,,,Ikedaike,,久留米市上津町字池田,331657 ,33.268611 ,1303229 ,130.535833 ,世界,40 ,,○,,,,,,,,,,,,,,,,,,,,,,久留米市史編さん委員会1981,採集,,,,
400428 ,福岡県,,市ノ上北屋敷遺跡,,,,Ichinouekitayashiki,,久留米市合川町市ﾉ上字北屋敷,331914 ,33.317778 ,1303202 ,130.533889 ,世界,13 ,,○,,,,,,,,,○,,,,,,UF,,,,,,黄褐色ロ－ム層,久留米市教育委員会1985/久留米市史編さん委員会1994,発掘,,,,
400437 ,福岡県,,合原遺跡,,,,,,久留米市草野町吉木字合原,331843 ,33.300833 ,1303724 ,130.617778 ,世界,57 ,,○,,,,,,,,,,,,,,,,,,,,,,久留米市史編さん委員会1981,採集,,,,
400444 ,福岡県,,瞳ヶ池遺跡,,,,Hitomigaike,,久留米市上津町字中尾山,331635 ,33.268056 ,1303206 ,130.535000 ,世界,36 ,,○,,,,,,,,,,,,,,,,,,,,,,久留米市史編さん委員会1981,採集,,,,
400448 ,福岡県,,猪ヶ迫遺跡,,,,,,八女郡広川町大字広川字猪ヶ迫,,0.000000 ,,0.000000 ,,40 ,,○,,,,,,,,,,,,,,,,,,,,,,,採集,,,,
400451 ,福岡県,,平原遺跡,,,,,,八女郡広川町大字広川字平原,331442 ,33.233889 ,1303159 ,130.519167 ,世界,31 ,,○,,,,,,,,,○,,,,,,,,,,,,,福岡県教育委員会1970,発掘,,,,
400480 ,福岡県,,鬼ノ木戸遺跡,,,,,,北九州市小倉南区,,0.000000 ,,0.000000 ,,,,○,,,,,,,,,,,,,,,,,,,,,,,採集,,,,
400487 ,福岡県,,辻田遺跡,,,,Tsujita,,北九州市八幡西区馬場山,334737 ,33.785278 ,1304446 ,130.735000 ,世界,25 ,○,○,,,,,,,,,,,,,,,,,,,,,,北九州市教育文化事業団埋蔵文化財調査室1980,,,,,
400490 ,福岡県,,長野Ａ遺跡,Ａ地区,,,Nagano A,Loc.A,北九州市小倉南区,335004 ,33.834444 ,1305450 ,130.900000 ,世界,20 ,,○,,,,,,,,,○,○,,,,,,,,,,,,佐藤浩司1984,発掘,,,,
400497 ,福岡県,,長養池遺跡,,,,,,京都郡豊津町長養池,334109 ,33.685833 ,1305826 ,130.968333 ,世界,30 ,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,
400508 ,福岡県,,稲憧豊後塚遺跡,,,,Inadobungozuka,,行橋市大字稲憧字豊後塚,334153 ,33.684167 ,1310157 ,131.018611 ,世界,,○,○,,,,,,,,,,,,,,,,,,,,,,,,,,,
400511 ,福岡県,,下崎ヒカンデ遺跡,,,,Shimosakihigande,,行橋市大字下崎,334342 ,33.717222 ,1305537 ,130.918611 ,世界,18 ,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,
410007 ,佐賀県,,小木原遺跡,,,Kosidake,Kogiwara,,伊万里市二里町大里字小木原,331510 ,33.250000 ,1295150 ,129.850000 ,世界,200 ,○,○,,,,,,,,,○,○,,,,,石核,,,,,,,伊万里市教育委員会2002,発掘,20090822,岩永雅彦,,
410028 ,佐賀県,,枝去木分校入口遺跡,,,,Ezarugibunko iriguchi,,唐津市大字枝去木字仮又、平山,332909 ,33.485833 ,1295428 ,129.902222 ,世界,140 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410037 ,佐賀県,,牟田辻遺跡,,,,Mutatsuji,,唐津市大字枝去木字矢倉,332850 ,33.466667 ,1295434 ,129.901111 ,世界,140 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410060 ,佐賀県,,松尾遺跡,,,,Matsuo,,唐津市大字佐志字笹ノ尾、日焼,332836 ,33.468333 ,1295533 ,129.917500 ,世界,150 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410067 ,佐賀県,,タワタシ遺跡,,,,Tawatashi,,唐津市佐志字石ヶ元、橋掛田,332755 ,33.451389 ,1295540 ,129.916667 ,世界,150 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410075 ,佐賀県,唐ノ川遺跡群,唐ノ川一ノ坂遺跡,,,Tohnokawa,Tohnokawaichinosaka,,唐津市大字唐川字境,332506 ,33.418333 ,1295421 ,129.900278 ,世界,160 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410081 ,佐賀県,唐ノ川遺跡群,唐ノ川丸尾遺跡,,,Tonokawa,Tonokawamaruo,,唐津市唐ノ川丸尾,332457 ,33.401944 ,1295444 ,129.901111 ,世界,155 ,,○,,,,,,,,,,,,,,,,,,,,,,唐津市教育委員会1997a,発掘,20090822,岩永雅彦,,
410094 ,佐賀県,,上場Ⅱ遺跡,,,,Uwaba II,,唐津市大字湊字上場,333023 ,33.500833 ,1295330 ,129.883333 ,世界,130 ,,○,,,,,,,,,,,,,,,,,,,,,,唐津市教育委員会1982,発掘,20090822,岩永雅彦,,
410105 ,佐賀県,,平倉遺跡,,,,Hirakura,,東松浦郡鎮西町大字八床字平倉,332956 ,33.485000 ,1295548 ,129.918889 ,世界,140 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410106 ,佐賀県,,古川遺跡,,,,Furukawa,,東松浦郡鎮西町大字高野字古川,332928 ,33.485556 ,1295502 ,129.917222 ,世界,125 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410111 ,佐賀県,,今倉工遺跡,,,,Imakuratakumi,,東松浦郡鎮西町大字打上字今倉,333046 ,33.501667 ,1295432 ,129.900556 ,世界,80 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410118 ,佐賀県,,永田E遺跡,,,,Nagata E,,東松浦郡鎮西町大字名護屋字永田,333231 ,33.533611 ,1295116 ,129.851667 ,世界,20 ,,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410130 ,佐賀県,,上場遺跡,,,,Uwaba,,東松浦郡玄海町大字有浦下字上場,332924 ,33.484444 ,1295330 ,129.883333 ,世界,150 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410131 ,佐賀県,,三石（白畑西）遺跡,,,,Shirahatanishi,,東松浦郡玄海町大字有浦上字三石,332922 ,33.483889 ,1295348 ,129.885556 ,世界,155 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410134 ,佐賀県,,日ノ出松西遺跡,,,,Hinodematunishi,,東松浦郡玄海町大字有浦上字クレ石,332818 ,33.468889 ,1295347 ,129.885278 ,世界,150 ,,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410144 ,佐賀県,,稗田Ⅰ（三枚溜北）遺跡,,,,Hieda I,,東松浦郡玄海町大字牟形字稗田,332715 ,33.451389 ,1295229 ,129.869167 ,世界,190 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410154 ,佐賀県,,甲頭西部遺跡,,,,Kogashiraseibu,,東松浦郡玄海町大字普恩寺字甲頭,332958 ,33.485556 ,1295035 ,129.834722 ,世界,80 ,○,○,,,,,,,,,,,,,,,石核,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410156 ,佐賀県,,敷田遺跡,,,,Shikida,,東松浦郡玄海町大字平野字敷田,332947 ,33.485278 ,1295041 ,129.833611 ,世界,85 ,○,○,,,,,,,,,○,○,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410161 ,佐賀県,,綿打遺跡,,,,Watauchi,,多久市西多久町大字板屋字綿打,331641 ,33.266944 ,1300350 ,130.050000 ,世界,351 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1980/多久市役所1964,発掘,20090822,岩永雅彦,,
410191 ,佐賀県,,岡遺跡,,,,Oka,,多久市多久町字岡、堂手ヶ原,331500 ,33.250000 ,1300630 ,130.100000 ,世界,50 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1988,発掘,20090822,岩永雅彦,,
410194 ,佐賀県,,大平遺跡,,,,Ohira,,杵島郡武雄市若木町大字川古字大平,331556 ,33.251667 ,1295910 ,129.983333 ,世界,140 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1981,分布,20090822,岩永雅彦,,
410197 ,佐賀県,,池ノ平遺跡,,,,Ikenohira,,杵島郡武雄市竹内町大字真手野字池ノ平,331443 ,33.234167 ,1295814 ,129.967778 ,世界,40 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1981,分布,20090822,岩永雅彦,,
410220 ,佐賀県,,小川島遺跡,,,,Ogawajima,,東松浦郡呼子町大字小川島,333559 ,33.585833 ,1295350 ,129.883333 ,世界,30 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410257 ,佐賀県,八斗蒔遺跡群,八斗蒔遺跡Ⅸ,,,Hattomaki,Hattomaki IX,,東松浦郡肥前町大字新木場字小田,332520 ,33.416667 ,1295040 ,129.833333 ,世界,170 ,,○,,,,,,,,,,○,,,,,,,,,,,,佐賀県教育委員会1982,分布,20080822,岩永雅彦,,
410258 ,佐賀県,八斗蒔遺跡群,八斗蒔溜南部第Ⅱ遺跡,,,Hattomaki,Yatomakidamarinanbu No.2,,東松浦郡肥前町大字新木場字高地木場,332510 ,33.416667 ,1295049 ,129.835833 ,世界,170 ,,○,,,,,,,,,,○,,,,,,,,,,,,佐賀県教育委員会1982,分布,20080822,岩永雅彦,,
410279 ,佐賀県,,松ノ木遺跡,,,,Matsunoki,,東松浦郡肥前町大字納所字大山,332812 ,33.467222 ,1294851 ,129.800278 ,世界,95 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20080822,岩永雅彦,,
410282 ,佐賀県,,曲辻遺跡,,,,Magaritsuji,,東松浦郡肥前町大字納所字曲辻,332758 ,33.452222 ,1294837 ,129.801944 ,世界,100 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20080822,岩永雅彦,,
410284 ,佐賀県,,神田代遺跡,,,,Kandashiro,,東松浦郡肥前町大字納所字神田代,332802 ,33.467222 ,1294817 ,129.801944 ,世界,100 ,,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20080822,岩永雅彦,,
410285 ,佐賀県,,荒崎遺跡,,,,Arasaki,,東松浦郡肥前町大字納所字荒崎、富貴坂,332810 ,33.466667 ,1294753 ,129.784167 ,世界,87 ,○,○,,,,,,,,,,,,,,,,,,,,,,肥前町教育委員会1987,発掘,20080822,岩永雅彦,,
410300 ,佐賀県,,山ノ神遺跡,,,,Yamanokami,,東松浦郡肥前町牧字山ノ神,332737 ,33.451944 ,1295001 ,129.833611 ,世界,113 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410304 ,佐賀県,,コッポ遺跡,,,,Koppo,,東松浦郡肥前町入野字ニッチ、コッポ藪,332709 ,33.452500 ,1294923 ,129.817500 ,世界,108 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1981a,発掘,20090822,岩永雅彦,,
410310 ,佐賀県,,中江遺跡,,,,Nakae,,東松浦郡肥前町入野字中江,332648 ,33.435556 ,1294837 ,129.801944 ,世界,110 ,○,○,,,,,,,,,,,,,,,,,,,,,,佐賀県教育委員会1982,分布,20090822,岩永雅彦,,
410328 ,佐賀県,,荒崎遺跡,Loc.A,,,Arasaki,Loc.A,東松浦郡肥前町大字納所字荒崎，富貴坂,332811 ,33.466944 ,1294748 ,129.785556 ,世界,87 ,○,○,,,,,,,,,,,,,,,,,,,,,,肥前町教育委員会1987,発掘,20090822,岩永雅彦,,
410332 ,佐賀県,,野高山南遺跡,,,,Nodakayama minami,,東松浦群肥前町大字切木字嘉藤,332635 ,33.434722 ,1295328 ,129.885556 ,世界,260 ,○,○,,,,,,,,,○,○,,,,,,,,,,,,肥前町教育委員会1993,発掘,20080822,岩永雅彦,,
420008 ,長崎県,,興原遺跡,,,,Kobaru,,壱岐市石田町湯岳興触字興,334538 ,33.752222 ,1294407 ,129.735278 ,世界,20 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1994c,分布調査,,,,
420010 ,長崎県,,椿遺跡,,,,Tsubaki,,壱岐市石田町池田仲触,334520 ,33.750000 ,1294510 ,129.750000 ,世界,15 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1994c,分布調査,,,,
420013 ,長崎県,,名切遺跡,,,,Nakiri,,壱岐市郷ノ浦町,334408 ,33.735556 ,1294119 ,129.685833 ,世界,1 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1985e,発掘調査,,,,
420014 ,長崎県,,木ノ本遺跡,,,,Kinomoto,,壱岐市郷ノ浦町片原触字木ノ本,334356 ,33.718333 ,1294206 ,129.701667 ,世界,90 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1994c,分布調査,,,,
420028 ,長崎県,,茶園遺跡,,Ⅵ層石器群,,Chaen ,Layer VI,五島市岐宿町岐宿郷字茶園，白餅田,324415 ,32.734722 ,1284603 ,128.767500 ,世界,15 ,○,○,,,,,,,,,○,,,,,,,,,,,,,岐宿町教育委員会1998,発掘調査,,,,
420031 ,長崎県,,桐ノ木遺跡,,,,Kirinoki,,五島市三井楽町貝津郷字桐ノ木,324312 ,32.717222 ,1284017 ,128.668611 ,世界,25 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995a,分布調査,,,,
420034 ,長崎県,,五社の上遺跡,,,,Goshanoue,,五島市下大津町五社の上,324053 ,32.667500 ,1285112 ,128.850556 ,世界,30 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995a,分布調査,,,,
420038 ,長崎県,,崎瀬遺跡,,,,Sakise,,平戸市度島町崎瀬,332624 ,33.434444 ,1293235 ,129.534722 ,世界,10 ,,○,,,,,,,,,,,,,,,,,○,,,,,平戸市教育委員会1989b/1990c/1997b,発掘調査,,,,
420041 ,長崎県,,大戸遺跡,,,,Odo,,平戸市度島町大戸,332610 ,33.433333 ,1293135 ,129.518056 ,世界,65 ,○,○,,,,,,,,,○,,,○,,,,,,,,,,平戸市教育委員会1990a,発掘調査,,,,
420050 ,長崎県,,田助遺跡,,,,Tasuke,,平戸市大久保町蜂の久保,332320 ,33.383333 ,1293331 ,129.550278 ,世界,40 ,○,○,,,,,,,,,,,,,,,,,○,,,,,萩原博文･川道寛1981,発掘調査,,,,
420058 ,長崎県,,牟田ノ原第１遺跡,,,,Mutanohara 1,,平戸市赤松町牟田，春,331554 ,33.251111 ,1292859 ,129.469167 ,世界,105 ,○,○,,,,,,,,,,,,○,,,,,,,,,,平戸市教育委員会1989a/1990b,発掘調査,,,,
420059 ,長崎県,,西中山遺跡,,,,Nishinakayama,,平戸市津吉町田崎前,331543 ,33.250833 ,1292434 ,129.401111 ,世界,8 ,○,○,,,,,,,,,,,,,,,,,,,,,,平戸市教育委員会1985b/1999,発掘調査,,,,
420061 ,長崎県,,津吉遺跡,佐賀利地区,,,Tsuyoshi,Sagari,平戸市津吉町佐賀里，栗山，大坪,331251 ,33.200278 ,1292544 ,129.417778 ,世界,15 ,○,○,,,,,,,,,,○,,,,,,,,,,,,平戸市教育委員会1986,発掘調査,,,,
420066 ,長崎県,,堤西牟田遺跡,,第Ⅲ文化層,,Tsutsuminishimuta,Layer III,平戸市堤町西牟田,331236 ,33.201667 ,1292546 ,129.418333 ,世界,20 ,○,○,,,,,,,,,○,,,,,,,,○,,,,,平戸市教育委員会1985a/1985b,発掘調査,,,,
420071 ,長崎県,,日ノ岳遺跡,,第Ⅲ層,,Hinotake,Layer III,平戸市田平町大久保免大池,332219 ,33.369167 ,1293449 ,129.569167 ,世界,10 ,○,○,,,,,,,,,,,,,,,,,○,○,,,,長崎県立美術博物館1981,発掘調査,,,,
420072 ,長崎県,,日ノ岳遺跡,,第Ⅱ層,,Hinotake,Layer II,平戸市田平町大久保免大池,332219 ,33.369167 ,1293449 ,129.569167 ,世界,10 ,○,○,,,,,,,,,,,,,,,,,○,,,,,長崎県立美術博物館1981,発掘調査,,,,
420097 ,長崎県,,小舟遺跡,,,,Kofune,,松浦市御厨町山根免,332036 ,33.335000 ,1293853 ,129.634167 ,世界,,○,○,,,,,,,,,,,,,,,,,,,,,,松浦市教育委員会1998,分布調査,,,,
420102 ,長崎県,,長蔵坊遺跡,,,,Chozobo,,松浦市御厨町池田免,332211 ,33.366944 ,1293945 ,129.651389 ,世界,11 ,,○,,,,,,,,,,,,,,,,,,,,,,松浦市教育委員会2006,発掘調査,,,,
420111 ,長崎県,,前田遺跡,,,,Maeda,,佐世保市吉井町草ノ尾免字前田,331757 ,33.285278 ,1294052 ,129.667222 ,世界,265 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420148 ,長崎県,,東下岳Ｂ遺跡,,,,Higashishitadake B,,佐世保市潜木町,331309 ,33.219167 ,1294731 ,129.783611 ,世界,385 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420153 ,長崎県,,相当原遺跡,,,,Sotobaru,,佐世保市上柚木町,331258 ,33.202222 ,1294708 ,129.785556 ,世界,290 ,○,○,,,,,,,,,,○,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420158 ,長崎県,,原の下遺跡,,,,Haranoshita,,佐世保市柚木元町,331249 ,33.202500 ,1294510 ,129.750000 ,世界,130 ,○,○,,,,,,,,,,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420172 ,長崎県,,大宮姫神社遺跡,,,,Omiyahimejinja,,佐世保市下本山町竹辺,331202 ,33.200556 ,1294034 ,129.667778 ,世界,5 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420173 ,長崎県,,横尾Ｂ遺跡,,,,Yokoo B,,佐世保市横尾町,331201 ,33.200278 ,1294443 ,129.734167 ,世界,270 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420188 ,長崎県,,烏帽子岳遺跡,,,,Eboshidake,,佐世保市烏帽子町,331101 ,33.183611 ,1294523 ,129.750833 ,世界,400 ,○,○,,,,,,,,,,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420195 ,長崎県,,市民斎場遺跡,,,,Shiminsaijo,,佐世保市大潟町,331036 ,33.168333 ,1293900 ,129.650000 ,世界,50 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420196 ,長崎県,,重池（親子池）遺跡,,,,Kasaneike(Oyakoike),,佐世保市烏帽子町,331036 ,33.168333 ,1294528 ,129.752222 ,世界,460 ,○,○,,,,,,,,,,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420198 ,長崎県,,重池（親子池）東遺跡,,,,Kasaneike(Oyakoike)higashi,,佐世保市烏帽子町,331035 ,33.168056 ,1294534 ,129.751111 ,世界,465 ,○,○,,,,,,,,,,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420211 ,長崎県,,二本松遺跡,,,,Nihonmatsu,,佐世保市桑木場町花高,330836 ,33.135000 ,1294856 ,129.801667 ,世界,30 ,○,○,,,,,,,,,,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420219 ,長崎県,,梶の川遺跡,,,,Kajinokawa,,佐世保市権常寺町,330800 ,33.133333 ,1294833 ,129.800833 ,世界,20 ,○,○,,,,,,,,,,○,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420228 ,長崎県,,赤子遺跡,,,,Akago,,佐世保市針尾中町,330540 ,33.083333 ,1294726 ,129.785000 ,世界,60 ,○,○,,,,,,,,,,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420231 ,長崎県,,高畑遺跡,,,,Takahata,,佐世保市針尾中町,330424 ,33.067778 ,1294536 ,129.751667 ,世界,50 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420232 ,長崎県,,針尾中山遺跡,,,,Harionakayama,,佐世保市針尾中町,330416 ,33.068333 ,1294518 ,129.752222 ,世界,40 ,○,○,,,,,,,,,○,,,,,,,,,,,,,中島真澄2002,分布調査,,,,
420240 ,長崎県,,大久保遺跡,,,,Okubo,,佐世保市宇久町大久保郷字小端,331633 ,33.267500 ,1290607 ,129.101944 ,世界,110 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1995b,分布調査,,,,
420244 ,長崎県,,招魂場遺跡,,,,Shokonjo,,佐世保市宇久町平郷字南風栗,331555 ,33.251389 ,1290653 ,129.100833 ,世界,95 ,○,○,,,,,,,,,,,,,,,,,,,,,,瀬尾泰平1984,分布調査,,,,
420281 ,長崎県,,鷹尾烽遺跡,,,,Takanomine,,長崎市中尾町,324623 ,32.767500 ,1295453 ,129.900833 ,世界,340 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1994a,分布調査,,,,
420283 ,長崎県,,柿泊遺跡,B-2地区,,,Kakidomari,Loc.B-2,長崎市柿泊町,324623 ,32.767500 ,1294884 ,129.801111 ,世界,145 ,○,○,,,,,,,,,,,,,,,,,○,,,,,長崎市教育委員会1997,発掘調査,,,,
420337 ,長崎県,,野田古墳,,,,Noda kofun,,大村市野田町,325725 ,32.951389 ,1295755 ,129.951389 ,世界,80 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1989a,発掘調査,,,,
420352 ,長崎県,,嶽ノ下B遺跡,,,,Dakenoshita B,,大村市池田２丁目字嶽ノ下,325547 ,32.918611 ,1295817 ,129.968611 ,世界,40 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1985a,発掘調査,,,,
420382 ,長崎県,,迫ノ山遺跡,,,,Sakonoyama,,大村市今村郷追ノ山,325112 ,32.850556 ,1300035 ,130.001389 ,世界,45 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1981,発掘調査,,,,
420398 ,長崎県,,平山Ｂ遺跡,,,,Hirayama B,,諌早市栗面町,324956 ,32.818333 ,1300218 ,130.035556 ,世界,20 ,○,○,,,,,,,,,○,,,,,,,,,,,,,諫早市教育委員会1981,発掘調査,,,,
420400 ,長崎県,,柿崎遺跡,,,,Kakizaki,,諌早市貝津町大久保,324955 ,32.818056 ,1300037 ,130.001944 ,世界,15 ,○,○,,,,,,,,,○,○,,○,,,,,,,,,,長崎県教育委員会1981,発掘調査,,,,
420403 ,長崎県,,岩下遺跡,,,,Iwashita,,諫早市貝津町,324943 ,32.817500 ,1300049 ,130.002500 ,世界,10 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1984,発掘調査,,,,
420412 ,長崎県,,山茶花池遺跡,,,,Sazankaike,,諫早市小長井町山茶花,325759 ,32.952500 ,1300848 ,130.135556 ,世界,410 ,○,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1994a,分布調査,,,,
420414 ,長崎県,,平山遺跡,,,,Hirayama,,諫早市森山町杉谷名字平山,324846 ,32.801667 ,1300732 ,130.117222 ,世界,40 ,,○,,,,,,,,,,,,,,,,,,,,,,長崎県教育委員会1994a,分布調査,,,,
420431 ,長崎県,,築崎遺跡,,,,Tsukizaki,,諫早市飯盛町後田字築崎,324610 ,32.766667 ,1300136 ,130.018333 ,世界,25 ,○,○,,,,,,,,,,,,,,,,,,,,,,飯盛町教育委員会1990,発掘調査,,,,
420439 ,長崎県,,卯才町遺跡,TP10,第Ⅸａ層・第Ⅸb層,,Usaimachi,"TP10/Layer IXa,IXb",雲仙市国見町神代字東里,325242 ,32.867222 ,1301642 ,130.267222 ,世界,10 ,,○,,,,,,,,,,,,○,,,,,,,,,,辻田直人2002b,発掘調査,,,,
420446 ,長崎県,,十園遺跡,32･33区,第Ⅴ層,,Juzono,"Loc.32,33/Layer V",雲仙市国見町馬場名字十園,325140 ,32.850000 ,1301801 ,130.300278 ,世界,27 ,○,○,,,,,,,,,,,,,,,,,○,,,ピット,,国見町教育委員会2004,発掘調査,,,,
420453 ,長崎県,,石原遺跡,12・19･20区,第Ⅵｂ層,,Ishihara,"Loc.12,19,20/Layer VIb",雲仙市国見町宮田名字石原,325058 ,32.835556 ,1301831 ,130.300278 ,世界,63 ,○,○,,,,,,,,,○,,,,,,,,○,○,,,,国見町教育委員会2003,発掘調査,,,,
