"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","遺構","主な出土品","経度","緯度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明","色"
13111016400,13111,"164","かなやまじんじゃづか","金山神社塚","大田区 大森西二丁目","[中世]","その他（塚）","","",139.7301142,35.57581576,"0","0","0","0","0","0","中世","0","0","purple"
13111016500,13111,"165","おおざくらおおつか","大桜大塚","大田区 南久が原二丁目","[中世]","その他（塚）","","土器　板碑",139.6860204,35.57527545,"0","0","0","0","0","0","中世","0","0","purple"
13111017000,13111,"170","さんのうづか","山王塚","大田区 山王一丁目","[中世]","塚","[中世]溝","陶器",139.7212286,35.59318545,"0","0","0","0","0","0","中世","0","0","purple"
13111018300,13111,"183","うちかわこうちかいづか","内川耕地貝塚","大田区 大森北六丁目","[中世]","貝塚","","",139.7336619,35.57917748,"0","0","0","0","0","0","中世","0","0","purple"
13111018400,13111,"184","おうもりいなりかいづか","王森稲荷貝塚","大田区 大森東一丁目","[時代不明]","貝塚","","",139.735505,35.57645732,"0","0","0","0","0","0","0","0","不明","purple"
13111018500,13111,"185","はまばたかいづか","浜端貝塚","大田区 大森東三丁目","[平安時代]","貝塚","","土師器",139.7377773,35.57039235,"0","0","0","0","0","平安","0","0","0","purple"
13111020100,13111,"201","せいこうあんかいづか","清光庵貝塚","大田区 西糀谷一丁目","[奈良時代][平安時代]","貝塚","","",139.7308758,35.55996708,"0","0","0","0","奈良","平安","0","0","0","purple"
13111020200,13111,"202","にしこうじやこうしんづか","西糀谷庚申塚","大田区 西糀谷一丁目　 西糀谷二丁目　 西糀谷三丁目　 西糀谷四丁目","[奈良時代][平安時代]","貝塚","","",139.7333488,35.55691223,"0","0","0","0","奈良","平安","0","0","0","purple"
13111020600,13111,"206","まちやいなりかいづか","町屋稲荷貝塚","大田区 西六郷一丁目","[奈良時代][平安時代]","貝塚","","",139.7094385,35.55430802,"0","0","0","0","奈良","平安","0","0","0","purple"
13111020800,13111,"208","にしろくごういっちょうめ22ばんかいづか","西六郷一丁目22番貝塚","大田区 西六郷一丁目","[奈良時代][平安時代][中世]","貝塚","","",139.7065417,35.55395887,"0","0","0","0","奈良","平安","中世","0","0","purple"
13111021200,13111,"212","たかはたかいづか","高畑貝塚","大田区 西六郷二丁目","[奈良時代][平安時代]","貝塚","","",139.707502,35.54839006,"0","0","0","0","奈良","平安","0","0","0","purple"
13111021300,13111,"213","まちや242ばんかいづか","町屋242番貝塚","大田区 仲六郷一丁目","[奈良時代][平安時代]","貝塚","","",139.7134392,35.55298868,"0","0","0","0","奈良","平安","0","0","0","purple"
13111021700,13111,"217","とうよういんうらかいづか","東陽院裏貝塚","大田区 仲六郷四丁目","[奈良時代][平安時代]","貝塚","","",139.7096275,35.54425197,"0","0","0","0","奈良","平安","0","0","0","purple"
13111021900,13111,"219","ろくごうばしふきんかいづか","六郷橋付近貝塚","大田区 仲六郷四丁目","[奈良時代][平安時代]","貝塚","","土器",139.7079967,35.54011399,"0","0","0","0","奈良","平安","0","0","0","purple"
13111022000,13111,"220","かんじょうじうらかいづか","勧乗寺裏貝塚","大田区 東六郷三丁目","[奈良時代][平安時代]","貝塚","","",139.7120093,35.54222665,"0","0","0","0","奈良","平安","0","0","0","purple"
13111022300,13111,"223","ろくごうふるかいどうかいづか","六郷古街道貝塚","大田区 南六郷三丁目","[時代不明]","貝塚","","",139.7167944,35.54601535,"0","0","0","0","0","0","0","0","不明","purple"
13111022800,13111,"228","おおくらとうえんないかいづか","大倉陶園内貝塚","大田区 西六郷一丁目","[時代不明]","貝塚","","",139.7108395,35.55504413,"0","0","0","0","0","0","0","0","不明","purple"
13112004700,13112,"47","きぬたおおつか","砧大塚","世田谷区 砧公園一丁目","[中世]","その他（塚）","移築保存","陶器　カワラケ　銭貨",139.6230367,35.62835449,"0","0","0","0","0","0","中世","0","0","purple"
13112011100,13112,"111","しょうげんづか（にしおか2ごうふん）","将監塚（西岡2号墳）","世田谷区 瀬田四丁目","[中世][近世]","塚","","",139.6283,35.61972,"0","0","0","0","0","0","中世","近世","0","purple"
13112012500,13112,"125","ろくしょひがしいせき","六所東遺跡","世田谷区 野毛一丁目 野毛二丁目 野毛三丁目 上野毛一丁目","[縄文時代（前期～中期）]","集落・貝塚","[縄文時代]住居","縄文土器 石器 魚骨",139.6408,35.60633,"0","縄文","0","0","0","0","0","0","0","purple"
13112013100,13112,"131","にしおか3ごうふん","西岡3号墳","世田谷区 等々力三丁目","[中世]","その他（塚）","","鉄鏃 鉄刀 仏像",139.6475,35.61235,"0","0","0","0","0","0","中世","0","0","purple"
13112018500,13112,"185","ふなばしかんのんどうづか","船橋観音堂塚","世田谷区 船橋一丁目","[中世][近世]","塚","","",139.6227687,35.65138597,"0","0","0","0","0","0","中世","近世","0","purple"
13112019900,13112,"199","べんてんづか・てんじんづか","弁天塚・天神塚","世田谷区 岡本二丁目","[時代不明]","塚","","",139.6199715,35.62231512,"0","0","0","0","0","0","0","0","不明","purple"
13112020200,13112,"202","しんがんじふじづかいせき","森厳寺富士塚遺跡","世田谷区 代沢三丁目","[近世]","塚","","",139.6682249,35.65709041,"0","0","0","0","0","0","0","近世","0","purple"
13112020400,13112,"204","くりはらづか","栗原塚","世田谷区 代田三丁目","[近世]","その他（塚）","","",139.6560271,35.65329485,"0","0","0","0","0","0","0","近世","0","purple"
13112020700,13112,"207","ときわづか","常盤塚","世田谷区 上馬五丁目","[中世]","塚","※遺跡範囲のすべてが、世田谷区指定史跡常盤塚となっています。","鏡 くし",139.6587008,35.64156211,"0","0","0","0","0","0","中世","0","0","purple"
13112020900,13112,"209","せきやづか","関屋塚","世田谷区 桜新町一丁目","[中世][近世]","塚","","銭貨",139.6405734,35.62920097,"0","0","0","0","0","0","中世","近世","0","purple"
13112021000,13112,"210","ながさきづかいせき","長崎塚遺跡","世田谷区 桜新町一丁目","[中世][近世]","その他（塚）","","陶磁器",139.641466,35.62864286,"0","0","0","0","0","0","中世","近世","0","purple"
13112021200,13112,"212","せんぶづかいせき","千部塚遺跡","世田谷区 深沢五丁目","[中世][近世]","その他（塚）","","土師器",139.6508388,35.62021492,"0","0","0","0","0","0","中世","近世","0","purple"
13112023900,13112,"239","かねづか","カネ塚","世田谷区 南烏山二丁目","[中世][近世]","塚","","陶器 石碑",139.6082034,35.66783259,"0","0","0","0","0","0","中世","近世","0","purple"
13112024300,13112,"243","ほしのづか","星野塚","世田谷区 船橋五丁目","[中世]","塚","","",139.6265406,35.65754063,"0","0","0","0","0","0","中世","0","0","purple"
13112024400,13112,"244","はんだづか","半田塚","世田谷区 松原六丁目","[近世]","塚","","陶磁器",139.648474,35.65996196,"0","0","0","0","0","0","0","近世","0","purple"
13112024500,13112,"245","いしいどづか","石井土塚","世田谷区 大蔵三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","塚？","方墳","",139.6073487,35.63401113,"0","0","0","古墳","奈良","平安","中世","近世","0","purple"
13112025000,13112,"250","いなりまるきたいせき","稲荷丸北遺跡","世田谷区 上野毛三丁目","[縄文時代（早期～晩期）][古墳時代]","集落・貝塚","[縄文時代]住居 土坑 ピット [古墳時代]住居 掘立柱建物 土坑 [近世]ピット 溝?","石器 縄文土器 土錘 土製円板 けつ状耳飾 弥生土器 土師器 須恵器 装身具 陶磁器",139.6356912,35.61181815,"0","縄文","0","古墳","0","0","0","0","0","purple"
13112026000,13112,"260","かなくそやまいせき","かなくそやま遺跡","世田谷区 喜多見七丁目","[近世]","塚","円形墳丘","陶磁器 羽口 鉄滓",139.5969585,35.62931523,"0","0","0","0","0","0","0","近世","0","purple"
13113002000,13113,"20","めいじじんぐうきたいけえーかいづか","明治神宮北池A貝塚","渋谷区 代々木神園町","[縄文時代（後期～晩期]","貝塚","","縄文土器　独鈷石",139.6992573,35.68015498,"0","縄文","0","0","0","0","0","0","0","purple"
13113005800,13113,"58","とよさわかいづか","豊沢貝塚","渋谷区 恵比寿二丁目","[縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][平安時代]","集落・貝塚","[縄文時代]住居　土坑　埋甕　陥穴　墓壙　掘立柱建物　[平安時代]掘立柱建物","縄文土器　打製石斧　磨製石斧　石鏃　石皿　磨石　石剣　土偶　砥石　土師器　弥生土器　須恵器　縄文人骨",139.720998,35.64621084,"0","縄文","弥生","古墳","0","平安","0","0","0","purple"
13113007300,13113,"73","","渋谷区No.73遺跡","渋谷区 東四丁目","[縄文時代（後期）]","貝塚?","","縄文土器",139.7118116,35.65719449,"0","縄文","0","0","0","0","0","0","0","purple"
13113007900,13113,"79","はねざわかいづか","羽沢貝塚","渋谷区 広尾三丁目　広尾四丁目","[縄文時代（後期）]","貝塚","","縄文土器　打斧　敲石",139.7175648,35.6556961,"0","縄文","0","0","0","0","0","0","0","purple"
13116000100,13116,"1","ひかわじんじゃうらかいづか","氷川神社裏貝塚","豊島区 池袋本町二丁目　 池袋本町三丁目","[縄文時代（前期～晩期）][弥生時代][平安時代][近世]","包蔵地・貝塚","[近世]土坑　生垣　溝　道　掘立柱建物　作物貯蔵孔　動物埋葬墓　畝状遺構","縄文土器　石斧　石鏃　玉類　土偶　弥生土器　土師器　須恵器　陶磁器　土器　土製品　石製品　金属製品　渡来銭　硝子製品　動物遺体",139.7105424,35.74290873,"0","縄文","弥生","0","0","平安","0","近世","0","purple"
13116000200,13116,"2","いけぶくろひがしかいづか","池袋東貝塚","豊島区 池袋本町三丁目　 池袋本町四丁目","[縄文時代（前期）][古墳時代][奈良時代][平安時代][中世]","包蔵地・貝塚","竪穴住居址　ピット　溝状遺構　畠畝　礎石　道","縄文土器　弥生土器　石斧　石皿　凹石　敲石　土師器　須恵器　陶磁器　瓦　金属製品",139.7141473,35.74416267,"0","縄文","0","古墳","奈良","平安","中世","0","0","purple"
13116000500,13116,"5","そめいいせき","染井遺跡","豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目","[縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）","[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構","縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品",139.7413728,35.73716819,"0","縄文","弥生","古墳","0","0","中世","近世","0","purple"
13117000400,13117,"4","ふくろていちいせき","袋低地遺跡","北区 赤羽北一丁目　赤羽北二丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石群　自然流路　貝塚　[古墳時代][奈良時代][平安時代]土坑　溝址　井戸址　[中世][近世]土坑　溝址　井戸址","縄文土器　石錘　土錘　漆塗土器　朱漆木製耳栓　牙製装飾品　石棒　石器　弥生土器　土師器　須恵器　陶磁器類　独木舟　漆器　飾り弓　銭貨",139.7092754,35.78541401,"0","縄文","弥生","古墳","奈良","平安","中世","近世","0","purple"
13117001800,13117,"18","しみずざかいせき","清水坂遺跡","北区 中十条四丁目　十条仲原四丁目","[縄文時代（早期～前期）][弥生時代]","集落・貝塚","[弥生時代][古墳時代]堅穴建物址","弥生土器　土師器",139.7220455,35.76866549,"0","縄文","弥生","0","0","0","0","0","0","purple"
13117002500,13117,"25","たきのがわはちまんしゃうらかいづか","滝野川八幡社裏貝塚","北区 滝野川五丁目","[縄文時代（後期～晩期）][古墳時代]","貝塚・集落","[縄文時代]住居　[古墳時代]住居","縄文土器　磨斧　剥片　土師器",139.7262419,35.74818774,"0","縄文","0","古墳","0","0","0","0","0","purple"
13117002700,13117,"27","にしがはらいせきぐん","西ヶ原遺跡群","北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・その他の墓・城館","[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構","掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器",139.7428408,35.74611874,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","purple"
13117003000,13117,"30","なかざといせき","中里遺跡","北区 上中里二丁目　東田端一丁目　東田端二丁目","[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文時代]集石　貝塚　木枠付土坑　杭列　炉址　木道　焚き火跡　波食台　[奈良時代][平安時代][中世]掘立柱建物　土坑　道路状遺構　杭列　[近世]旧河道","縄文土器　石斧　石皿　石棒　独木舟　石器　貝製品　耳栓　弥生土器　土師器　須恵器　埴輪　瓦　陶磁器　煙管　木簡　木製品　銭貨",139.7547197,35.74386169,"0","縄文","弥生","古墳","奈良","平安","中世","近世","0","purple"
13117004000,13117,"40","なかざとはけうえ","中里峽上遺跡","北区 中里三丁目　 田端六丁目　 上中里一丁目　 西ケ原一丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落・貝塚","[弥生時代]住居址　[古墳時代][奈良時代]住居址　掘立柱建物　溝址　特殊遺構　[平安時代]掘立柱建物　住居址　土坑","弥生土器　土師器　須恵器　砥石　鉄製品　瓦　鉄滓",139.7518616,35.74189019,"0","縄文","弥生","古墳","奈良","平安","0","近世","0","purple"
13117004100,13117,"41","たばたにしだいどおりいせき","田端西台通遺跡","北区 田端二丁目　 田端三丁目　 田端四丁目　 田端五丁目　 田端六丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・貝塚・古墳","[縄文時代]堅穴建物址　土坑　[弥生時代]堅穴建物址　方形周溝墓　[古墳時代]堅穴建物址　円墳　住居址　[奈良時代][平安時代]堅穴建物址　掘立柱建物址　住居址　[平安時代]土坑　溝　畝[中世]溝址","縄文土器　弥生土器　土師器　須恵器　灰釉陶器　金属製品　石製品　土製器　銭貨　陶磁器　ガラス製品　石器　鉄製品　帯金具　ガラス小玉　鉄釧",139.7576637,35.73804458,"0","縄文","弥生","古墳","奈良","平安","中世","近世","0","purple"
13118000100,13118,"1","すわだい・にっぽりえんめいいんかいづかいせきぐん","諏訪台・日暮里延命院貝塚遺跡群","荒川区 西日暮里三丁目","[縄文時代（後期～晩期）]","包蔵地・貝塚","","縄文土器　石器　骨角器　耳飾　貝製品",139.7673328,35.72995046,"0","縄文","0","0","0","0","0","0","0","purple"
13119002000,13119,"20","かいとかいづか","海戸貝塚","板橋区 赤塚四丁目","[縄文時代（中期～後期）]","包蔵地・貝塚","","縄文土器",139.6407373,35.78510124,"0","縄文","0","0","0","0","0","0","0","purple"
13119002300,13119,"23","はくさんじんじゃかいづか","白山神社貝塚","板橋区 赤塚四丁目","[縄文時代（中期～後期）][中世]","包蔵地・貝塚","","縄文土器",139.641115,35.78638237,"0","縄文","0","0","0","0","中世","0","0","purple"
13119002600,13119,"26","あかつかじょうしかいづか","赤塚城址貝塚","板橋区 赤塚五丁目","[縄文時代（前期・後期～晩期）][弥生時代（後期）][古墳時代]","包蔵地・貝塚","[古墳時代？]木道","縄文土器　石器　石棒　土偶　牙玉　貝輪　弥生土器　土師器　加工木材",139.6433122,35.78432141,"0","縄文","弥生","古墳","0","0","0","0","0","purple"
13119005600,13119,"56","つじやまかいづか","辻山貝塚","板橋区 徳丸七丁目","[縄文時代（後期）][弥生時代][古墳時代][平安時代]","包蔵地・集落・貝塚","[時代不明]住居","縄文土器　弥生土器　土師器",139.6626906,35.78098126,"0","縄文","弥生","古墳","0","平安","0","0","0","purple"
13119005800,13119,"58","にしだいごとうだいせき","西台後藤田遺跡","板橋区 西台一丁目　 西台三丁目　 西台四丁目　 若木二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・貝塚","","縄文土器",139.670392,35.77291791,"旧石器","縄文","弥生","古墳","奈良","平安","0","近世","0","purple"
13119007100,13119,"71","なかだいばばさきかいづか","中台馬場崎貝塚","板橋区 若木三丁目","[縄文時代（早期～晩期）][弥生時代（後期）][奈良時代]","包蔵地・集落・貝塚","[縄文時代]住居　炉穴　[弥生時代]住居","縄文土器　石器　弥生土器",139.6767434,35.77419924,"0","縄文","弥生","0","奈良","0","0","0","0","purple"
13119009900,13119,"99","しまいはた／しむら／しむらさかうえいせき","四枚畑／志村／志村坂上遺跡","板橋区 前野町三丁目　 前野町四丁目　 志村一丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・貝塚","[旧石器時代]ブロック　礫群　[縄文時代]住居　土坑　ピット　[弥生時代]住居　[古墳時代]住居　[奈良時代][平安時代]溝　[近世]溝　道路","ナイフ形石器　掻器　縄文土器　石器　けつ状耳飾　土偶　骨角器　弥生土器　土師器　須恵器",139.6953217,35.7739031,"旧石器","縄文","弥生","古墳","奈良","平安","中世","近世","0","purple"
13119010300,13119,"103","あずさわやまのうえいせき","小豆沢山ノ上遺跡","板橋区 小豆沢二丁目　 小豆沢三丁目","[縄文時代（後期）]","貝塚","","縄文土器",139.6972443,35.77835975,"0","縄文","0","0","0","0","0","0","0","purple"
13119010400,13119,"104","あずさわかいづか／あずさわみやのまえみなみいせき","小豆沢貝塚／小豆沢宮ノ前南遺跡","板橋区 小豆沢二丁目　 小豆沢四丁目","[縄文時代（中期～晩期）][弥生時代（中期～後期）]","集落・貝塚","[弥生時代]方形周溝墓","縄文土器　弥生土器　ガラス小玉",139.7000938,35.77888896,"0","縄文","弥生","0","0","0","0","0","0","purple"
13119013500,13119,"135","","板橋区No.135遺跡","板橋区 赤塚四丁目","［中世］［近世］","その他（塚）","","",139.6395013,35.78496198,"0","0","0","0","0","0","中世","近世","0","purple"
13119013600,13119,"136","","板橋区No.136遺跡","板橋区 赤塚五丁目","[時代不明]","塚","","",139.6415956,35.78200973,"0","0","0","0","0","0","0","0","不明","purple"
13119013700,13119,"137","","板橋区No.137遺跡","板橋区 赤塚五丁目","[時代不明]","塚","","",139.6424539,35.78125772,"0","0","0","0","0","0","0","0","不明","purple"
13119013800,13119,"138","みょうけんづか","妙見塚","板橋区 赤塚五丁目","[時代不明]","塚","","",139.6444452,35.78181477,"0","0","0","0","0","0","0","0","不明","purple"
13119013900,13119,"139","","板橋区No.139遺跡","板橋区 赤塚六丁目","[時代不明]","塚","","",139.6468141,35.77930804,"0","0","0","0","0","0","0","0","不明","purple"
13119014000,13119,"140","","板橋区No.140遺跡","板橋区 赤塚七丁目","[時代不明]","塚","","",139.6488397,35.77978154,"0","0","0","0","0","0","0","0","不明","purple"
13119014200,13119,"142","","板橋区No.142遺跡","板橋区 大門","[時代不明]","塚","","",139.6481617,35.78315513,"0","0","0","0","0","0","0","0","不明","purple"
13119014300,13119,"143","","板橋区No.143遺跡","板橋区 大門","[時代不明]","塚","","",139.6480587,35.78490976,"0","0","0","0","0","0","0","0","不明","purple"
13119014400,13119,"144","","板橋区No.144遺跡","板橋区 徳丸六丁目","[時代不明]","塚","","",139.66118,35.77833524,"0","0","0","0","0","0","0","0","不明","purple"
13119014500,13119,"145","あすかづか","飛鳥塚","板橋区 西台一丁目","[時代不明]","塚","","",139.6744775,35.77634402,"0","0","0","0","0","0","0","0","不明","purple"
13119014600,13119,"146","","板橋区No.146遺跡","板橋区 西台二丁目","[時代不明]","塚","","",139.6691108,35.77830739,"0","0","0","0","0","0","0","0","不明","purple"
13119014700,13119,"147","","板橋区No.147遺跡","板橋区 西台二丁目","[時代不明]","塚","","",139.6694198,35.77875304,"0","0","0","0","0","0","0","0","不明","purple"
13119014800,13119,"148","","板橋区No.148遺跡","板橋区 西台二丁目","[時代不明]","塚","","",139.6686645,35.77847451,"0","0","0","0","0","0","0","0","不明","purple"
13119014900,13119,"149","","板橋区No.149遺跡","板橋区 若木二丁目","[時代不明]","塚","","",139.6708383,35.7690181,"0","0","0","0","0","0","0","0","不明","purple"
13119015000,13119,"150","","板橋区No.150遺跡","板橋区 中台二丁目","[時代不明]","台場もしくは塚","","",139.6814813,35.7723051,"0","0","0","0","0","0","0","0","不明","purple"
13119015200,13119,"152","","板橋区No.152遺跡","板橋区 中台三丁目","[時代不明]","塚","","",139.6768121,35.77308504,"0","0","0","0","0","0","0","0","不明","purple"
13119015300,13119,"153","","板橋区No.153遺跡","板橋区 中台三丁目","[時代不明]","塚","","",139.6764344,35.77266722,"0","0","0","0","0","0","0","0","不明","purple"
13119015400,13119,"154","","板橋区No.154遺跡","板橋区 前野町四丁目","[時代不明]","塚","","",139.6904465,35.77103401,"0","0","0","0","0","0","0","0","不明","purple"
13119015500,13119,"155","","板橋区No.155遺跡","板橋区 前野町五丁目","[時代不明]","塚","","",139.686298,35.77001483,"0","0","0","0","0","0","0","0","不明","purple"
13119015700,13119,"157","","板橋区No.157遺跡","板橋区 志村二丁目","[時代不明]","塚or古墳","","",139.6888386,35.77525162,"0","0","0","0","0","0","0","0","不明","purple"
13119015900,13119,"159","","板橋区No.159遺跡","板橋区 志村二丁目","[時代不明]","塚","","",139.6869503,35.77636578,"0","0","0","0","0","0","0","0","不明","purple"
13119016100,13119,"161","","板橋区No.161遺跡","板橋区 小豆沢三丁目","[時代不明]","塚","","",139.69412,35.77822048,"0","0","0","0","0","0","0","0","不明","purple"
13119016200,13119,"162","びくづか","びく塚","板橋区 小豆沢四丁目","[時代不明]","塚","","",139.6986862,35.7788054,"0","0","0","0","0","0","0","0","不明","purple"
13119016400,13119,"164","","板橋区No.164遺跡","板橋区 氷川町","[時代不明]","塚","","",139.7068721,35.75617077,"0","0","0","0","0","0","0","0","不明","purple"
13119016600,13119,"166","ねこづか","猫塚","板橋区 小茂根四丁目","[時代不明]","塚","","",139.6744014,35.74728406,"0","0","0","0","0","0","0","0","不明","purple"
13119016700,13119,"167","","板橋区No.167遺跡","板橋区 小茂根五丁目","[時代不明]","塚","","",139.6756447,35.75348871,"0","0","0","0","0","0","0","0","不明","purple"
13120003400,13120,"34","ふたつづか","二ツ塚","練馬区 関町南四丁目","[近世?]","塚","","",139.5725426,35.72037723,"0","0","0","0","0","0","0","近世","0","purple"
13120004400,13120,"44","","練馬区No.44遺跡","練馬区 上石神井三丁目","[近世]","塚","","",139.5969157,35.73184361,"0","0","0","0","0","0","0","近世","0","purple"
13120007700,13120,"77","","練馬区No.77遺跡","練馬区 高野台一丁目","[近世]","塚?古墳？","","",139.6164104,35.74165636,"0","0","0","0","0","0","0","近世","0","purple"
13120011500,13120,"115","","練馬区No.115遺跡","練馬区 栄町","[近世]","塚","","須恵器",139.669495,35.738518,"0","0","0","0","0","0","0","近世","0","purple"
13120011700,13120,"117","","練馬区No.117遺跡","練馬区 小竹一丁目","[近世]","塚","","",139.6726308,35.73809183,"0","0","0","0","0","0","0","近世","0","purple"
13120012400,13120,"124","","練馬区No.124遺跡","練馬区 豊玉南二丁目","[近世]","塚","","",139.6555719,35.72841003,"0","0","0","0","0","0","0","近世","0","purple"
13121001400,13121,"14","きょうづか","経塚","足立区 伊興本町二丁目","[中世]","経塚","","星の兜鉢　木製塗瓶子　銅製六器　鉄製経筒　五鈷鈴　大刀足金物　小札　銭貨",139.7863177,35.8002043,"0","0","0","0","0","0","中世","0","0","purple"
13121001600,13121,"16","ろくまんぶきょうづか","六万部経塚","足立区 伊興三丁目","","経塚","","",139.7843951,35.7951084,"0","0","0","0","0","0","0","0","0","purple"
13121002600,13121,"26","せんげんじんじゃづかいせき","浅間神社塚遺跡","足立区 西新井六丁目","[中世？][近世？]","塚?","","",139.7764726,35.77871452,"0","0","0","0","0","0","中世","近世","0","purple"
13122001800,13122,"18","","葛飾区No.18遺跡","葛飾区 東金町四丁目","[奈良時代][平安時代][中世？]","塚","","鏡",139.8772234,35.77569338,"0","0","0","0","奈良","平安","中世","0","0","purple"
13122002300,13122,"23","","葛飾区No.23遺跡","葛飾区 奥戸三丁目","[時代不明]","塚","","",139.8625418,35.73306014,"0","0","0","0","0","0","0","0","不明","purple"
13122002500,13122,"25","おにづか","鬼塚","葛飾区 奥戸一丁目","[中世]","その他（塚）","","土師器　須恵器　陶磁器",139.8589376,35.73010665,"0","0","0","0","0","0","中世","0","0","purple"
13123000300,13123,"3","かしまやまかいづか","鹿島山貝塚","江戸川区 本一色三丁目","[中世]","貝塚","","土師器　須恵器　陶器　擂鉢　石臼　土錘　馬歯・骨",139.8724633,35.72186394,"0","0","0","0","0","0","中世","0","0","purple"
13123000400,13123,"4","ごぶいちかいづか","五分一貝塚","江戸川区 松島一丁目","[時代不明]","貝塚","","陶器　土錘",139.8632861,35.70392375,"0","0","0","0","0","0","0","0","不明","purple"
13123000500,13123,"5","どうがしまかいづか","道ヶ島貝塚","江戸川区 松島三丁目","[中世？]","貝塚","","",139.8615706,35.71225984,"0","0","0","0","0","0","中世","0","0","purple"
13123000600,13123,"6","かとりじんじゃかいづか","香取神社貝塚","江戸川区 中央四丁目","[時代不明]","貝塚","","土師器　須恵器　土錘　鉄滓　陶磁器　銭貨",139.8674684,35.70924599,"0","0","0","0","0","0","0","0","不明","purple"
13123000700,13123,"7","まつえばしかいづか","松江橋貝塚","江戸川区 東小松川一丁目","[中世？]","貝塚","","",139.8658142,35.69994451,"0","0","0","0","0","0","中世","0","0","purple"
13123000800,13123,"8","てんじんやまかいづか","天神山貝塚","江戸川区 一之江五丁目","[中世？]","貝塚","","",139.8804834,35.69609182,"0","0","0","0","0","0","中世","0","0","purple"
13201007301,13201,"73-1","うつぎだいいせきぐんえーちく","宇津木台遺跡群A地区","八王子市 平町","[縄文時代（早期?中期）][古墳時代][近世]","集落・（経）塚","[縄文時代]住居 竪穴状遺構 集石 焼土 土坑 [古墳時代]住居 集石 土坑 遺物集中地点","縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 スタンプ形石器 凹石 敲石 剥片 土師器 鉄鏃 磨石 石臼 石杵 編み石 紡錘車 支脚 剣形石製模造品",139.3537896,35.68909784,"0","縄文","0","古墳","0","0","0","近世","0","purple"
13201007303,13201,"73-3","うつぎだいいせきぐんしーちく","宇津木台遺跡群C地区","八王子市 平町 宇津木町","[縄文時代（早期?中期）][弥生時代（前期?中期）][古墳時代][奈良時代][平安時代][近世]","集落・塚（経塚）","[縄文時代]住居　集石　炉穴　陥し穴　土坑　遺物集中　[弥生時代]焼土　[古墳時代]住居　集石　土坑　[平安時代]住居　[近世]住居　土坑","縄文土器　打斧　礫器　石皿　磨石　ピエス・エスキーユ　抉入磨石　剥片石器　弥生土器　土師器　須恵器",139.3581068,35.68995802,"0","縄文","弥生","古墳","奈良","平安","0","近世","0","purple"
