"JASID","自治体コード","遺跡名","緯度","経度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明"
13101005800,13101,"溜池遺跡",35.67348697,139.7413855,"0","1","0","0","0","0","0","1","0"
13101006000,13101,"飯田町遺跡",35.70120476,139.7498656,"0","1","0","1","1","1","0","1","0"
13101006100,13101,"明治大学記念館前遺跡",35.69730142,139.7615386,"0","0","0","0","0","0","0","1","0"
13101006200,13101,"一ツ橋二丁目遺跡",35.69253353,139.758174,"0","0","0","0","0","0","0","1","0"
13101006300,13101,"丸の内一丁目遺跡",35.681561,139.767197,"0","0","0","0","0","0","0","1","0"
13101006400,13101,"外神田一丁目遺跡",35.69720694,139.7719273,"0","0","0","0","0","0","0","1","0"
13101006500,13101,"法政大学構内遺跡",35.69527317,139.7404933,"0","1","0","0","0","0","0","1","0"
13101006600,13101,"東京駅八重洲北口遺跡",35.681561,139.767197,"0","0","0","1","0","0","0","1","0"
13101006700,13101,"岩本町二丁目遺跡",35.6941399,139.7780041,"0","0","0","0","0","0","0","1","0"
13101006800,13101,"四番町遺跡",35.68905693,139.7362174,"0","0","0","0","0","0","0","1","0"
13101006900,13101,"栖岸院跡",35.68504146,139.7341232,"0","0","0","0","0","0","0","1","0"
13101007000,13101,"元飯田町遺跡",35.69695497,139.75172,"0","0","0","0","0","0","0","1","0"
13101007100,13101,"千代田区№71遺跡",35.68272514,139.7500377,"0","1","1","0","0","1","0","0","0"
13101007200,13101,"外神田四丁目遺跡",35.70048762,139.7725739,"0","0","0","0","0","0","0","1","0"
13101007300,13101,"千代田区№73遺跡",35.69812702,139.7744679,"0","0","0","0","0","0","1","1","0"
13101007400,13101,"日比谷門跡",35.67516035,139.758792,"0","0","0","0","0","0","0","1","0"
13101007500,13101,"文部科学省構内遺跡",35.67131152,139.7490073,"0","0","0","0","0","1","0","1","0"
13101007600,13101,"有楽町二丁目遺跡",35.67432366,139.7632895,"0","0","0","0","0","0","0","1","0"
13101007700,13101,"九段南一丁目遺跡",35.69398344,139.7535735,"0","0","0","0","0","0","0","1","0"
13101007800,13101,"富士見二丁目遺跡",35.70079368,139.7449565,"0","0","1","0","0","0","0","1","0"
13101007900,13101,"広島藩浅野家上屋敷跡",35.67613647,139.7511016,"0","0","0","0","0","0","0","1","0"
13101008000,13101,"麹町二丁目遺跡",35.68551552,139.7409896,"0","0","0","0","0","0","0","1","0"
13101008100,13101,"神田淡路町二丁目遺跡",35.69758024,139.7671004,"0","0","0","0","0","0","0","1","0"
13101008200,13101,"二番町遺跡",35.68551552,139.7373504,"0","0","0","0","0","0","0","1","0"
